::SedmidubskyBDZ08 ::22850545 
::Inseok ::Hambrusch 
::927 ::Baral 
::Selections ::Papadias 
::914873 ::Neighborhood 
::914862 ::FaloutsosBFHNPE94 
::Gounaris ::Warping 
::Fusheng ::Emerging 
::DeWittNS91 ::Nail 
::WangLPAM06 ::22850388abs 
::Anh ::893 
::Torben ::BouazizKPW97 
::4497477 ::Cocci 
::MobiQual ::Directory 
::GionisMT05 ::Laboratories 
::Similar ::GruenwaldBP06 
::4497491 ::Editor 
::BlottRS96 ::Domenico 
::22850680abs ::Praveen 
::Muntz ::Closure 
::sp ::over 
::enough ::2000 
::Linga ::Chiueh 
::Selectivity ::THALIA 
::LiuC08 ::Sensor 
::deSign ::New 
::ChenWZY08 ::15310279 
::Davide ::Quasi 
::Subspace ::Leh 
::GrustKGHS97 ::Paul 
::KilgerM94 ::392 
::GrayBLP96 ::4497425 
::P004 ::Goetz 
::Mirco ::1104 
::File ::383 
::15310331 ::Castro 
::Huhtala ::1351 
::Draper01 ::Message 
::Gehrke ::ks 
::Beng ::Lo 
::Stonebraker ::FLAME 
::Sylvia ::Vivek 
::Checking ::Bar 
::Migrating ::Mohammad 
::Sotiris ::Hajj 
::914862 ::NgOT02 
::DeWitt ::Koubarakis 
::Hoel ::HenrichSW89 
::Vectorizing ::Engine 
::IdreosTK06 ::14 
::Transformations ::Eenjun 
::Employing ::1228 
::Loosely ::Servers 
::Leymann97 ::1003 
::15310329 ::FranklinCL93 
::KotidisSV06 ::ConQueSt 
::Thresholds ::Updates 
::Diego ::SimitsisVS05 
::Xiang ::Mohan 
::26 ::Constraint 
::Redo ::15310064abs 
::ONeilG95 ::Primary 
::190 ::554 
::435 ::Strict 
::1415 ::Ooi 
::oodbs ::LiC98 
::Saenz ::search 
::KornMW06 ::4497500 
::String ::ArocenaM98 
::27 ::Demonstration 
::Ellmann ::Va 
::Limited ::Huahai 
::Calton ::1358 
::Windhouwer ::Basket 
::128 ::Ghafoor 
::4497507 ::P588 
::MorishimaNISK08 ::HeLC05 
::Xiaofang ::Beyond 
::Banich ::Markus 
::Ramaswamy ::Sean 
::QShuffler ::15310265 
::Methodical ::Scherzinger 
::94 ::Korth 
::QoS ::Role 
::143 ::Wiederhold93 
::Jeong ::Ku 
::Shinn ::Melliyal 
::Yuqing ::Su 
::317 ::22850916abs 
::Naphtali ::Annita 
::Maximum ::15310103abs 
::TRMeister ::Henrich96 
::1515 ::Ester 
::337 ::4497531 
::Construction ::InanKBS08 
::Managed ::Farhana 
::Multiresolution ::Prioritization 
::Shixi ::793 
::HeLC05 ::Shaull 
::177 ::4497462 
::Parking ::Raghu 
::Ursino ::Solutions 
::Regular ::TORPEDO 
::MukhopadhyayP02 ::641 
::1367 ::P601 
::Bedell ::Tim 
::Chiticariu ::ZhangOAI06 
::Angela ::MAPLE 
::Kjetil ::4497555 
::Duplicates ::Temporal 
::AlonsoC05 ::Ramamohanarao 
::RDBMS ::NgOT02 
::Yidong ::Skyt 
::Zahir ::102 
::SunPF05 ::ShenOT06 
::Proces ::MaddenF02 
::Amit ::Malkani 
::4497423 ::M 
::767 ::Hacigms 
::Nuwee ::Shuang 
::WolskiB98 ::Blakeley96 
::Chamberlain ::Schneider05 
::CallanLC95 ::Zhiyong 
::GyllstromADI08 ::1435 
::Wenliang ::BohmMW01 
::P209 ::BrantnerHKM05 
::15310276 ::Synthesizing 
::1599 ::Rathakrishnan 
::TheodoridisP95 ::Heinlein 
::Prasad ::Hamid 
::Min ::Egemen 
::CormenLR89 ::Couple 
::Murali ::Ashraf 
::Baile ::GalAX02 
::22851118abs ::Aberer 
::Kumar05 ::PolyzotisG06 
::Xiaowei ::Gauss 
::Wilschut ::Chiang 
::914876 ::Stonebraker86 
::Kwong ::410 
::1143 ::Filtered 
::4497633 ::Bitemporal 
::Program ::Transformation 
::Brakatsoulas ::Yannis 
::SEA ::Salzberg86 
::ZhangLW08 ::StonebrakerADNR93 
::Eltarras ::567 
::4497627 ::ArefS94 
::1139 ::jcss 
::164 ::Thaden 
::623 ::mit 
::272 ::Wolf 
::Brett ::Jagadish90 
::Immerman ::Qiao 
::Rudra ::Dimitrios 
::AlonsoBPHK01 ::Chen 
::Objects ::NagarajNRS08 
::SarawagiS96 ::Schiefer 
::15310335 ::Replica 
::Win ::Model 
::Hiraoka ::Hierarchies 
::Producing ::123 
::Halverson ::PoosalaIHS96 
::536 ::Measuring 
::Selection ::Stefanakis 
::ROLAP ::ShatdalN93 
::22850057abs ::Yk 
::Navathe ::Research 
::KetchpelGP97 ::Joon 
::Thanh ::Descour 
::914849 ::Sherkat 
::ChenDER05 ::RDF 
::RantzauM06 ::Hope 
::InstantDB ::KrishnaprasadLMWA05 
::MohanKSW06 ::SinghL08 
::Circumstances ::Yunjun 
::SuWL06 ::RoussopoulosL85 
::Singh ::Finding 
::HibinoR98 ::Xiaokui 
::Specific ::380 
::914834 ::Middle 
::4497559 ::Imperatives 
::W ::System 
::Katsumi ::Roberto 
::1135 ::Kha 
::406 ::Roy 
::McCann ::4497498 
::What ::Hisashi 
::OntoWebber ::Ohler 
::Conscious ::BuccafurriRPS02 
::Distributed ::279 
::subrahmanianJ96 ::Seluk 
::Jost ::4497462 
::Watanabe ::SankaranarayananAS06 
::GoldinK95 ::ChandraV85 
::NgH94 ::Haifeng 
::Batra ::Protection 
::Directory ::Vana 
::WangY02 ::Imran 
::PeeryWMN08 ::Sander 
::914850 ::Consens 
::GraefeM93 ::Hoel 
::Peery ::DeWittKOSSW84 
::Uncertain ::XiongMA05 
::Attributes ::LeeLL06 
::159 ::Erik 
::Eike ::ZhouTZ06 
::4497562 ::SinhaWWSS08 
::Interval ::Dogac 
::DREAM ::sigmetrics 
::ChaudhuriGK06 ::Tetsuya 
::PeiroASW98 ::Recently 
::Miah ::Image 
::Mukherjee ::Mehrotra 
::WiwatwattanaJ08 ::138 
::Henrich96 ::Never 
::DBMSs ::Sumit 
::JainS94 ::Johann 
::Morishima ::KeCN06 
::1322 ::NET96 
::Enterprise ::Gabber 
::Location ::pages 
::Boat ::Probabilistic 
::DeshpandeH08 ::Shuigeng 
::AbiteboulCM95 ::GaoZCLLC08 
::Sergey ::ImielinskiB94 
::Store ::BINGO 
::Beckmann ::KetchpelGP97 
::Murali ::Foundations 
::446 ::Alborzi 
::Bruce ::Glimcher 
::Klaus ::P268 
::P046 ::crossref 
::pe ::Manjhi 
::1199 ::JinGJA06 
::Searches ::Zhewei 
::Toman96 ::SaltenisJ02 
::Tier ::Bassam 
::Haifeng ::Virtual 
::Yasushi ::1334 
::LegariaGGHSWYZZ08 ::312 
::Kambhampati ::Benjamin 
::scale ::278 
::Tracking ::Sivasubramaniam 
::Adriana ::Rao 
::Lopez ::Middle 
::42 ::22850403abs 
::1495 ::4497461 
::Kim95 ::Divyakant 
::Matches ::Venkitasubramaniam 
::Ke ::Principled 
::Rajamani ::Jagadish 
::Gnther ::Preaggregation 
::Autonomy ::LudascherGM01 
::Fang ::K 
::Kit ::VeeSSBA08 
::Iceberg ::Porkka 
::Sliding ::684 
::Geometric ::704 
::914867 ::AggarwalY98 
::247 ::Extraction 
::data ::Suppression 
::ZhouW08 ::SmithC96 
::MetaQuerier ::DBLP 
::CeriW91 ::ngc 
::Implicated ::Commodity 
::Eric ::1457 
::Yoshinori ::Hajj 
::123 ::Approximation 
::Worldwide ::36 
::4497490 ::Nimrod 
::Suciu ::Abul 
::Widmayer ::Store 
::PuL91 ::15310272 
::Welcome ::John 
::Searches ::15310103abs 
::732 ::Porkka 
::Partially ::914818 
::Skeen02 ::695 
::sebd ::22850193abs 
::Level ::Annamalai 
::Bohannon ::15310517abs 
::clustering ::Every 
::ACXESS ::Adam 
::Ander ::CasatiDS01 
::10010473abs ::Security 
::779 ::340 
::VrhovnikSRM08 ::Ceri 
::Airoldi ::csur 
::Tadashi ::Schmidt 
::HibinoR98 ::281 
::DengDRZ08 ::Cahill 
::Magesh ::BadrinathR92 
::Aggregationin ::Navathe 
::Behzad ::WangZZ06a 
::10010071abs ::Alfons 
::Synthesizing ::59 
::Non ::Hsiao92 
::ZhaoDN97 ::Pascal 
::Indexing ::DeaconSW94 
::ONeilWFCM98 ::Danzhou 
::773 ::38 
::Sandra ::Snodgrass 
::Very ::micro 
::675 ::165 
::4497583 ::Zloof77 
::Gting ::15310488 
::QoS ::Panayiotis 
::Taniguchi ::1513 
::4497549 ::FranklinCL92 
::Ma ::Kalnis 
::DaynesC01 ::ChongDFSYJTK01 
::RDF ::Caching 
::Osmar ::1402 
::Cristian ::Schek 
::GhandeharizadehHJ92 ::Bertino 
::P036 ::KuZWW06 
::Imperatives ::79 
::biased ::Jeung 
::FLWOR ::298 
::115 ::914868 
::15310339 ::Directions 
::Cesare ::15310431abs 
::Ariel ::Sachindra 
::Constantly ::1124 
::Chiueh ::Shenoy 
::255 ::Wee 
::OMNI ::Claudio 
::DeaconSW94 ::Toward 
::Fegaras ::165 
::Usage ::Roy 
::Sources ::Horng 
::Enforcing ::1453 
::Kwang ::Gupta 
::Toman96 ::Kinji 
::HuaPZL08 ::LeeKC01 
::Manolis ::724 
::GraefeM93 ::Morse 
::BonchiGLOPT06 ::PageChaser 
::Augsten ::Campi 
::22851141 ::Nejdl 
::FLAME ::4497505 
::Legaria ::RastogiMBKS93 
::Yueguo ::Ang 
::Rudra ::GummadiLGSH05 
::Yoshikawa ::22851113 
::CareyFLS91 ::Shneidman 
::ZhaoIG08 ::28 
::Mason ::Karlsson 
::BlakeleyCERW05 ::Khalifa 
::Yongluan ::Krishnaprasad 
::96 ::Associations 
::Alfons ::Nora 
::4497500 ::Theoni 
::Chang82 ::1111 
::Filters ::Paraskevas 
::Casati ::188 
::Kaname ::Bassam 
::LiLL08 ::1536 
::Goldin ::Aggarwal02 
::4497521 ::X05r 
::4497553 ::Broadcast 
::Decker ::4497555 
::1072 ::speak 
::Sistla ::MiniCount 
::Cole ::ShivakumarGC98 
::Arora ::Hypermedia 
::Simitsis ::1467 
::BrinkhoffKSS94 ::1218 
::Tirthapura ::Pham 
::Scientific ::BaralisCMPRR97 
::4497535 ::Zwaenepoel 
::Ilyas ::48 
::383 ::10010173abs 
::146 ::507 
::395 ::15310005abs 
::KemperK93 ::Experiment 
::15310029abs ::DesphandeGMH05 
::PattersonBA08 ::PDM 
::Kim95 ::Class 
::Mondrian ::LangOS96 
::RDFS ::Scene 
::Steve ::Neeraj 
::405 ::Fuzzy 
::Akiyoshi ::Ozcan 
::22850057abs ::Dunn 
::15310262 ::Varied 
::oodbs ::YanZH05 
::22851100 ::Qili 
::Interface ::HeXYY05 
::AgrawalCGMM08 ::Y 
::Hans ::1062 
::18 ::Pfoser 
::Amarmend ::IHE 
::Venky ::Simulation 
::209 ::P351 
::Fekete ::ADEPT2 
::P086 ::ChakrabartiM98 
::Role ::P486 
::1110 ::MogiK96 
::Weihl88 ::1342 
::ShriraX05 ::604 
::Nora ::GeorgakopoulosHM96 
::Prefetching ::Tripod 
::el ::22850355abs 
::1607 ::Parking 
::Kumaran ::GrayR93 
::NgOT02 ::Topsakal 
::cdrom ::DrivenWeb 
::Dunn ::Mudumbai 
::4497510 ::Orenstein89 
::Feifei ::Dikaiakos 
::deSign ::Mahadevan 
::1370 ::Methods 
::22850254 ::Vlachou 
::Clifton ::Kunath 
::Clark ::Sreeram 
::Schneider ::134 
::Infrasturucture ::Ioana 
::ETL ::AugstenBDG08 
::339 ::FaloutsosBFHNPE94 
::Avoiding ::Prashant 
::22850217abs ::Riccardo 
::Q ::Committees 
::Gignere ::269 
::dpd ::528 
::Actionable ::LanOT02 
::914874 ::Willem 
::506 ::Encoded 
::With ::Terms 
::Lindsay ::DayDIKG95 
::IshikawaKOYKK98 ::Hoffmann 
::FarragO89 ::NagarajNRS08 
::ViEWNet ::1482 
::Alexandros ::Lin 
::Filtered ::Nimrod 
::279 ::Mirit 
::174 ::an 
::HowardKMNSSW88 ::Busatto 
::LiSDKG01 ::Commutative 
::Tyrone ::temporal 
::Donghui ::Approximate 
::15310441abs ::22850471abs 
::15310279 ::Nuwee 
::486 ::IMAX 
::Y ::1624 
::Shivnath ::1607 
::ChangYDA88 ::AgrawalAKL06 
::Distributors ::914879 
::Olga ::Document 
::1998 ::Using 
::P252 ::Lorenzo 
::4497397 ::Reviewers 
::delay ::519 
::Object ::1358 
::Sarbanes ::1208 
::Tag ::StreamCorder 
::8 ::Doulkeridis 
::Databases ::LeymannR97 
::Worldwide ::Jianlin 
::SarawagiS96 ::Federations 
::from ::Ashraf 
::BerchtoldBK98 ::SPOT 
::Krishnaswamy ::Fractal 
::Jure ::4497629 
::4497482 ::Software 
::WangXLW08 ::Burke 
::Format ::Nicklas 
::Queries ::StonebrakerADLO94 
::87 ::4497611 
::XieYCWY08 ::Traceability 
::503 ::963 
::Widom ::Mohan94 
::790 ::Stabbing 
::Garret ::MalinAEL05 
::Cha ::IWill 
::QiaoIAA05 ::Ad 
::Akihiro ::Percy 
::732 ::Bhattacharjee 
::Hari ::Vladimir 
::Direct ::Stanley 
::HiWaRPP ::DesphandeGMH05 
::CASTLE ::Frequent 
::Bartlett81 ::Crawler 
::leeuwen90 ::column 
::Kolovski ::Generalizing 
::VenkataramanNL98 ::Vectors 
::4497566 ::Shen 
::734 ::Arun 
::Joon ::566 
::655 ::KriegelKPR06 
::Fukuda ::1307 
::Prodromos ::Style 
::Safeguarding ::4497608 
::LevyMSS95 ::Repairable 
::Malkani ::Mohammad 
::SQL ::SECONDO 
::CormodeKMW08 ::913 
::Polyviou ::BlaumBBM94 
::Postgres ::Paloscia 
::178 ::ChangC02 
::Radeschutz ::Reference 
::Aliekber ::CormodeKMW08 
::Neighbor ::Hui 
::Bressan ::686 
::Hae ::4497470 
::LiSDKG01 ::Expressive 
::RoussopoulosK86 ::Hongtao 
::Stacie ::biased 
::General ::GhaffarA97 
::Johann ::StonebrakerADNR93 
::159 ::Jaideep 
::Widmayer ::Crawling 
::Yuqing ::22850446abs 
::Clemens ::Models 
::Schallehn ::Box 
::Selectivity ::Krmer 
::Towards ::Pradeep 
::4497540 ::Mario 
::105 ::Pajarola 
::Ramakrishnan08 ::John 
::Bakalov ::YinC05 
::Automating ::KriegelKPR06 
::15310383abs ::Rene 
::JensenSS94 ::BerchtoldBK98 
::Buccafurri ::22850355abs 
::Images ::RAM 
::GoldsteinRS98 ::Mukherjee 
::MannilaT97 ::Toman96 
::Authority ::AgrawalS96 
::22850549 ::15310191abs 
::Allen83 ::ZhangWL08 
::Ending ::728 
::Networking ::Kit 
::tods ::Patterns 
::1013 ::cover 
::4497512 ::Li 
::CareyD96 ::GionisMT08 
::Yangjun ::Auctions 
::Regulation ::Dynamic 
::Nilesh ::923 
::ChongDFSYJTK01 ::Document 
::Nehme ::Ugur 
::Donghui ::1297 
::1433 ::Tsuyoshi 
::764 ::105 
::15310431abs ::Wolski02 
::581 ::Supporting 
::Ghaffar ::Charuta 
::Kha ::GPIVOT 
::Oliver ::GuhaK02 
::TuckerM02 ::ATLaS 
::4497630 ::Outliers 
::Sacc ::Detection 
::PreparataS85 ::Alink 
::Benjamin ::108 
::32 ::Ihab 
::Burdick ::Edoardo 
::Tobias ::Middleware 
::Sequenced ::Arnab 
::Xin ::Sen 
::Berners ::ChenLL08 
::ChenLGKP94 ::Goetz 
::15310335 ::Perego 
::Media ::Threshold 
::22850256abs ::with 
::LiSDKG01 ::Sebastian 
::Scenarios ::ColbyCHJJMSW98 
::Facet ::579 
::393 ::Re 
::Jr ::Linfeng 
::Biton ::Method 
::Signatures ::Ludscher 
::2285 ::Concurrent 
::957 ::Bentley80 
::Rasin ::Closure 
::4497605 ::Mingzhe 
::Miled ::471 
::Study ::Aggregates 
::Georgakopoulos ::Myoung 
::1317 ::BorkarCELWW08 
::267 ::22850242abs 
::Mihly ::KramerP96 
::Anant ::spieSR 
::ChenL02 ::Elizabeth 
::Interpretation ::22851118abs 
::Nanni ::DebLRS08 
::scale ::and 
::Daniele ::Kit 
::Trajectories ::Snapshots 
::Mehta ::AttieSSR93 
::Motion ::Green 
::Zwol ::568 
::Hajj ::XinSHL06 
::PajarolaOSSW98 ::Rafiei 
::BayerM72 ::Shweta 
::Rys ::Sengupta 
::22850656abs ::Deepak 
::TORPEDO ::914846 
::Pierre ::v8 
::Mehmet ::Response 
::1507 ::Locking 
::Arbee ::Index 
::Suciu ::93 
::Vibhuti ::Ku 
::Parallelism ::Morzy93 
::Cross ::4497557 
::938 ::cover 
::Third ::1405 
::1349 ::4497603 
::PrefixSpan ::Rajasekar 
::675 ::Prototyping 
::22850372abs ::Liadan 
::Christoph ::Oracle 
::Algebraic ::Versus 
::GoelSYZ02 ::ieeecomputersociety 
::EvdokimovFG06 ::Susanne 
::Valduriez93 ::Weld 
::1133 ::Heikki 
::646 ::Stabbing 
::Pietzuch ::Dual 
::Anne ::GeorgiadisKCNS08 
::Ailamaki ::ChenWWM06 
::e ::Delivery 
::646 ::Muse 
::LieuwenD92 ::Mohania 
::Grel ::Connectivity 
::NN ::Web 
::Barbara ::Asynchronous 
::ieeecomputersociety ::Obermair 
::56 ::FilhoTTF01 
::Winslett ::602 
::Congjun ::HaraHTN97 
::ArefS94 ::Land 
::Partition ::4497450 
::Verifiers ::LimB08 
::Vijay ::Shixi 
::Local ::PanZW08 
::4497628 ::Buffering 
::NN ::10010121abs 
::Gal ::X05q 
::Hulgeri ::AtzeniCB05 
::Naphtali ::Donahoo 
::Eberhardt ::JiangLWY02 
::PapakonstantinouGW95 ::4497609 
::RAM ::4497523 
::15310225abs ::Autonomous 
::517 ::586 
::Dam97 ::165 
::Procopiuc ::Earth 
::953 ::Schemas 
::KonigN06 ::WuAA02 
::NetzCFB01 ::Yuni 
::Anastassia ::Nikolaus 
::22850516abs ::MOLAP 
::SrikantA95 ::22850032abs 
::Wolf ::Back 
::ChaudhuriNS02 ::Matthias 
::TolaniH02 ::Satkin 
::15310583abs ::External 
::Warehouse ::ChengYDYW08 
::Reasoning ::PoosalaIHS96 
::Angela ::Teaching 
::FLWOR ::fAST 
::Choi ::ChaudhuriDK06 
::22850261abs ::Nikos 
::Administration ::Sparse 
::Sovereign ::15310273 
::Qili ::Aboulnaga 
::551 ::Ambuj 
::502 ::Pandey 
::dimensional ::53 
::Gruber ::ZhaoRTN98 
::Radeschutz ::Airoldi 
::Sujata ::Xinqiang 
::Thresholds ::Floris 
::ShivakumarG96 ::Photos 
::P086 ::Robert 
::Loops ::ipsj 
::Economically ::Susanne 
::Erich ::MengLWG02 
::GubanovBM08 ::Vakali 
::260 ::4497455 
::Algorithm ::Papadias 
::JVM ::Cranston 
::1101 ::Davide 
::BANKS ::KanagalD08 
::512 ::Kwong 
::Ha ::Sarawagi 
::Kitagawa ::Over 
::Integrity ::Jeong 
::McWherterSAH05 ::Srini 
::RamanSQRDKNS08 ::Hyong 
::StonebrakerRH90 ::LaiTB05 
::Bestavros ::914878 
::Fu ::22850403abs 
::22850518abs ::JagadishOVZZ06 
::4497465 ::Sergei 
::ChenWWM06 ::Zilio 
::SVL ::Peer 
::4497412 ::Sudarshan 
::LivnyRBCDLMW97 ::1396 
::Na ::ONeilG95 
::P466 ::Olu 
::Anastasios ::Fung 
::Torvik ::Kai 
::usenix ::Lychagin 
::1519 ::Wan 
::Dai ::Qian96 
::200 ::Ngu 
::Hambrusch ::Rao 
::Ranganathan ::inproceedings 
::15310543abs ::Atsuyuki 
::SalzbergT96 ::154 
::1537 ::302 
::Ioannis ::Fudos 
::1384 ::KaushikSBG02 
::Manocha ::Keim 
::BerchtoldKK96 ::Malik 
::Out ::Mummoorthy 
::Schwarz ::Complete 
::1336 ::Didi 
::NakamuraAOS93 ::15310269 
::aaai ::Punctuation 
::1296 ::Pinar 
::views ::Snodgrass87 
::Orenstein89 ::Group87 
::JeungLSZ08 ::Colby 
::889 ::CasatiCPP95 
::Devarakonda ::GaoHPSA06 
::Sreenivas ::Sharoes 
::Gignere ::Siberski 
::Terlecki ::Christopher 
::Different ::Michael 
::Accurate ::144 
::Geometric ::Morzy93 
::187 ::Scale 
::1149 ::326 
::Diagnosis ::Discriminant 
::528 ::icmcs 
::4497560 ::An 
::Liu96 ::Evolution 
::Bhavani ::Seshadri01 
::Chiu ::Ertl 
::Yang ::257 
::kim95 ::Tilo 
::Minos ::Szabo 
::ZhangS06 ::Balakrishnan 
::join ::OrensteinM84 
::XML ::1109 
::22851109abs ::654 
::Restructuring ::LiuYT05 
::357 ::112 
::JainS94 ::MarcusS96 
::h ::4497552 
::P362 ::Antova 
::1603 ::22851129abs 
::Nakano ::Kuwabara 
::Atzeni ::Tamir 
::Keidl ::Bringing 
::Heng ::Evripidou 
::Computer ::1013 
::Vehicle ::Carminati 
::Guido ::Pipelining 
::NguGBCDB02 ::On 
::Outstanding ::Ping 
::GhandeharizadehHJ96 ::Vehicle 
::YiN05 ::Buffering 
::Columns ::stoc 
::JoshiJ08 ::Kong 
::Michalis ::774 
::Sandra ::22851137abs 
::Coordinate ::Eduard 
::Intensive ::Crowd 
::dimensional ::Buffering 
::Lessons ::KashimaTINHEF05 
::FudosPP02 ::1521 
::Fuxman ::JefferyAFHW06 
::10010473abs ::161 
::Masatoshi ::522 
::WuCL08 ::Outsourcing 
::912 ::BentleyM80 
::Bohannon ::ChenDZ06 
::Zukowski ::is 
::dke ::Schallehn 
::Constrained ::adl 
::WangHLS06 ::Haojun 
::Vana ::Agarwal 
::4497531 ::Manuel 
::Annamalai ::HacigumusMI02 
::KellerB96 ::Engovatov 
::with ::HSI 
::67 ::4497470 
::Xiaopeng ::22851144 
::730 ::Constructing 
::524 ::RinderleWR06 
::CuiLXCDZ08 ::ds 
::MahajanDNAM98 ::49 
::Nagavamsi ::Abstract 
::22850230abs ::Scheduling 
::Sengupta ::AndritsosFM06 
::Pathak01 ::BaralGS98 
::Hoarding ::LuccheseVRY08 
::Amarnath ::YangSRG06 
::Andrzej ::KimGBW90 
::914852 ::1052 
::Pudi ::Uncertainty 
::top ::Aboulnaga 
::Osmar ::366 
::Mi ::Nan 
::RDFS ::Zhengli 
::YanOZ08 ::1426 
::Bach ::Thiagarajan 
::Claudio ::Gruenwald 
::Mukhopadhyay ::Maskey 
::P316 ::Visualization 
::372 ::588 
::Ramaswamy ::Mannila 
::Across ::Evimaria 
::Fei ::Skylines 
::List ::Warping 
::Row ::pages 
::Junmei ::eBusiness 
::Sellis ::Trajectory 
::Jianlong ::Oracle8 
::High ::Huahai 
::Zwaenepoel ::Marianne 
::KoblerBCH95 ::Aggregationin 
::Grobelnik ::Diao 
::Neighborhood ::Abstract 
::Simoudis ::KiferKS92 
::ZhouOTY06 ::AgesenBPT01 
::into ::Clifton 
::Arasu ::Burst 
::Mahajan ::Cappellari 
::YiLHKS08 ::724 
::Offline ::Balakrishna 
::LeymannR97 ::1003 
::AggarwalCH06 ::Margaret 
::87 ::Effective 
::Ferri ::dbpl 
::Dina ::Ugur 
::Clustering ::706 
::Verykios ::Store 
::Pandey ::Xing 
::Hsiao92 ::1139 
::popl ::business 
::Feng ::1391 
::1099 ::Constant 
::COUNT ::Saake 
::Cloaked ::LiLHC06 
::Tilo ::CastellanosBR08 
::22850717abs ::Maps 
::4497413 ::Diagnosis 
::914856 ::Assertional 
::596 ::Apurva 
::Mirco ::DewriRRW08 
::4497409 ::MAFIA 
::Salka ::Hieu 
::SPOT ::Furche 
::Mauroux ::22850490abs 
::Tag ::Outstanding 
::4497594 ::Vijay 
::KriegelKPR06 ::Tsotras 
::Hanan ::toWeb 
::Tu ::Subbu 
::Eike ::Nicola 
::59 ::914874 
::Kumar05 ::4497552 
::Kreher ::ObermeierBHCS08 
::LorentzosM97 ::Bentley75 
::Xuedong ::1022 
::Prcis ::ReissRKZV08 
::Paraskevas ::1364 
::Didi ::Gadia86 
::Angela ::S 
::Rosa ::Metric 
::0003 ::sac 
::Forecast ::Jacobsen 
::Zina ::AgrawalLSS95 
::Denny ::Utkarsh 
::1277 ::Routing 
::1393 ::Taniguchi 
::Event ::Khuzaima 
::Result ::DeRoseCGSDBZ08 
::626 ::Evolution 
::mm ::1512 
::1059 ::Vectors 
::Kaushik ::Authors 
::QoSMig ::IHE 
::LoR94 ::Kam 
::Elhadji ::XuLXM06 
::ipsj ::Research 
::Sun ::Houtan 
::Watzke ::15310419abs 
::GruenwaldBP06 ::Support 
::DeWitt ::Marlon 
::Tuan ::SeegerK90 
::Serap ::Architecture 
::Sevcik ::Encoded 
::Processor ::YiLKS08 
::Manish ::SemCast 
::Per ::00 
::ImielinskiVA96 ::4497598 
::556 ::Match 
::B+ ::Cox 
::Anup ::Datar 
::VLEI ::SistlaY96 
::Satkin ::1342 
::Injector ::Amza 
::ChenCRM06 ::296 
::Yasin ::Ailamaki 
::Milind ::Suman 
::sebd ::Cattell94 
::Ari ::Durmaz 
::Characterizing ::Houtan 
::Molina02 ::1518 
::Weifeng ::1503 
::Gnther ::LiuR05 
::Tingjian ::Luc 
::Biased ::Trees 
::421 ::Coherency 
::GraefeL01 ::BohmHLW08 
::Performance ::497 
::HershbergerSS06 ::ReissH06 
::Server ::Pipelining 
::Junghoo ::Unknown 
::Shared ::Synchronization 
::AggarwalCH06 ::NetzCFB01 
::Eenjun ::KonopnickiS95 
::RastogiMBKS93 ::GyllstromADI08 
::Discovering ::LieuwenD92 
::P254 ::Saenz 
::Top ::Checkpoint 
::Eric ::ChorLRS86 
::ChaAHS05 ::CabibboPT06 
::von ::Aggarwal08 
::Lim ::Batra 
::Cahill ::519 
::Social ::Variable 
::453 ::Salka 
::Suleiman ::Boulakia 
::Bundles ::143 
::Wenning ::Mengsheng 
::KarrasM08 ::Ihab 
::IP ::15310053abs 
::db ::Gyu 
::Sketch ::Exploratory 
::Warehousing ::P086 
::Paths ::Lead 
::1116 ::139 
::15310492 ::Picture 
::SchiwietzK93 ::672 
::Qian96 ::ShivakumarGC98 
::acr ::Vagelis 
::usenix ::Warehouses 
::Strict ::Kleene 
::4497565 ::4497545 
::HamakawaR94 ::Snapshot 
::Snapshot ::Non 
::642 ::Ashraf 
::Asuman ::Ming 
::Xinqiang ::Zipf49 
::Marinoiu ::Event 
::Flip ::StonebrakerC05 
::BurdickCG01 ::Gsta 
::Regions ::PanZW08 
::LeFevre ::CQ 
::GuptaMS93 ::Rakesh 
::Gromann ::Controlled 
::297 ::GeorgakopoulosHKM94 
::15310496 ::15310393abs 
::Zhou ::Haiyan 
::Scott ::AgrawalLSS95 
::Reorganization ::Network 
::15310276 ::GrayC89 
::Gonzalez ::Maged 
::Erdem ::Imperatives 
::Catlin ::883 
::Roberta ::Junyi 
::NguyenS96 ::Dinesh 
::Telcordia ::SheuW06 
::Cubing ::ROLAP 
::BlakeleyLT86 ::P105 
::Rosaci ::Schlatter 
::Halverson ::Shouxu 
::Rafiei ::Kersten 
::Quanqing ::KatayamaS01 
::Wloka ::Technology 
::FaloutsosRM94 ::Miyuki 
::E ::Pollack 
::Easy ::92 
::4497450 ::Summarizing 
::4497433 ::KeijzerK08 
::15310333 ::Boris 
::Relationally ::hpts 
::Principled ::914836 
::Kossmann ::Dohnal 
::Khalifa ::Broadcast 
::4497429 ::Unified 
::Paradigm ::Portal 
::Fast ::Ives 
::ChawatheG97 ::Circumstances 
::SQLServer ::Relevance 
::357 ::tree 
::HanF95 ::Patterns 
::Kalnis ::914861 
::4497626 ::174 
::Sketch ::KoutrikaI05 
::Guting94 ::310 
::Deductive ::Welcome 
::John ::Rabindra 
::PapadiasT97 ::4497588 
::Inferring ::BohmHLW08 
::116 ::P276 
::ZhangWL08 ::Periodic 
::Bird ::Patterson 
::RDMS ::Wenliang 
::Shadmon ::4497397 
::PapakonstantinouGU96 ::914871 
::Rogers ::Jianlin 
::Merging ::327 
::Convoy ::P334 
