dl::XingZH05 4497591::Shrivastava ::Syntactic ::Lipyeow ::designed 
Error::Daniele Item::Kyuseok ::15310261 ::Nuwee ::Parking 
22850386abs::Grid ZhouYGCD08::Qigang ::Lookups ::15310543abs ::JagadishOVZZ06 
Megalooikonomou::22850188 Gong::853 ::914853 ::Transcoding ::DB 
Rabindra::Characterizing HadjieleftheriouCKS08::0003 ::CareyFLS91 ::Jimeng ::Construction 
1297::Kreher Welch84::1384 ::NaumannHTHM02 ::15310673abs ::Heinlein01 
Volumes::Assessment WangCPFM02::384 ::Linguistic ::Handling ::Privacy 
95::Middle LiSR92::Zadeh65 ::Twee ::LiuYCW08 ::ParkKL01 
Hierarchies::PeiroASW98 Kit::TRMeister ::Change ::1457 ::1125 
636::40 Houle::Visibility ::Cristiana ::22850742abs ::MahajanDNAM98 
706::735 217::95 ::Jennifer ::P302 ::Jiang 
Automatically::Selections Primary::410 ::Mamadou ::ShiZ05 ::Kossmann 
P532::Daudjee AHYDS::ChenGK05 ::Vasileios ::P126 ::Smith 
BunemanDS95::36 15310327::4497567 ::Mudumbai ::Anh ::Conserving 
Analyzing::78 Meo::Stacie ::4497493 ::401 ::Furche 
GibbsBT94::Chiang Orenstein89::ChangM88 ::Indrajit ::ROLAP ::processing 
Xiaofeng::Guido Hett::P532 ::HwangCZ08 ::Jeong ::ZhangOAI06 
1145::Tarik XML::ReissH05 ::Michael ::1427 ::MendelzonW95 
WangXHZWZS08::GangerK97 513::ColbyGLMT96 ::Antonios ::15310270 ::914876 
41::Co BernsteinGW93::TAILOR ::1397 ::Image ::BouazizKPW97 
Fayyad::SellentinM98 Tanin::Challenges ::1485 ::Haibing ::Scrutinizing 
ChenGK05::Olston Schoning01::Chaum85 ::Pavel ::741 ::15310129abs 
Harumoto::Binnig Nearest::Alomari ::Gamper ::Petkovic ::Xiangdong 
Knuth73a::StonebrakerK91 Welsh::BayerM72 ::112 ::Pandis ::Serializability 
Dayns::Bin Batched::15310419abs ::KoutrikaSI06 ::495 ::Providing 
TaninHS05::HOLAP using::Junghoo ::Cattell91 ::Basit ::Boedihardjo 
Exemplar::Refresh Massive::Cormode ::Algebraic ::Product ::Nicola 
199::Zoupanos mm::The ::algorithmica ::Bar ::Correlations 
15310278::Indicators MolinaKS98::Greco ::FriedmanBF77 ::Djafri ::Shishir 
UchiyamaOH05::icmcs Yeol::bdbms ::Grust ::Ontology ::Songyun 
Scalability::Prefiltering Sander::CopelandK85 ::Qingchun ::Industry ::4497554 
22851124::LittleAFGRSV93 Kersten::1140 ::AssentWMS08 ::Houtan ::Vaisman 
Sunita::Amit 77::KamelF94 ::Salem ::1150 ::Fosca 
15310697abs::ChaudhuriGK06 Pseudo::Validating ::Jens ::4497599 ::302 
Creation::YangSRG06 Gupta98::RamamrithamSSTX96 ::Wilhite ::MishraE92 ::1146 
Shirani::Committees ngc::CabibboPT06 ::Matches ::Colors ::ChanSL98 
JadavGL97::SUBSKY Krkkinen::Fabian ::Rajaraman ::Edward ::Lewis 
20::1119 compgeom::503 ::Architecture ::00 ::Anup 
Arun::Characterization Lychagin::Summarizing ::Wolski02 ::952 ::Cichocki 
Etzard::Chengyu Fast::AbiteboulK92 ::Laurent ::IdreosTK06 ::763 
1286::Lot DaWaII::Butterfly ::DakkaI08 ::328 ::1415 
Huhtala::1544 625::Howe ::Pedersen ::646 ::XDS 
Latency::HarrisonD92 15310270::GuptaMS93 ::HenrichHSW91 ::395 ::Linfeng 
Leymann97::Prcis Cache::Sales ::Ivan ::AggarwalY08a ::Kersten08 
HouleS05::784 Ambuj::Dumas ::Phan ::Weiping ::HoweM05 
1457::274 LakshmananSS96::1391 ::GruenwaldBP06 ::594 ::4497481 
Interpretation::1333 Yiu::Katayama ::Qiang ::4497615 ::Shi 
Interface::Quasi 1116::4497483 ::KuZWW06 ::Deepak ::Miled 
1474::4497432 371::DescribeX ::Subspace ::952 ::1115 
Engine::Conditional Hang::Dependent ::Cristiana ::Filippo ::Oracle 
SellentinM98::Juha Diverse::Fixed ::4497636 ::and ::Right 
Knuth73::Caches Faster::Fault ::Okcan ::Weikum ::Rathakrishnan 
15310567abs::Stephanie SchiwietzK93::Lian ::Christian ::15310605abs ::Junghoo 
Build::Crime CastellanosCSD05::GravanoG95 ::Standing ::Xie ::SirbuT95 
4497520::Evaluating Manipulation::Masaaki ::mms ::234 ::KoudasS05 
Checkpoint::Pankaj Forms::Distributors ::Kun ::Distributed ::Weifeng 
Shin::Simonas 1399::LangOS96 ::Cross ::Checker ::914858 
HOLAP::Takahiro Vehicle::Klabjan ::Augsten ::AkindJLS02 ::Influence 
528::ZouSL98 Mohan90::22851073abs ::548 ::LeslieJBY95 ::942 
RajaramanSU95::Counting UNIT::Interesting ::MannilaTV94 ::Indexed ::Scientific 
SarawagiS96::GounarisYSD08 SuWL06::Beckmann ::Marinoiu ::Astoria ::SPOT 
WuEDCKAS08::Kantarcioglu Ma::Yamini ::FranklinCL92 ::Marlow ::Semistructured 
154::Emeki 523::Interval ::4497397 ::ChawatheAW98 ::Tu 
FukudaMMT96::TungHH01 ArasuCK08::Ganesan ::Damdinsuren ::Chee ::Synchronization 
Pandis::Logic BernsteinGLL98::Optimal ::YuPK05 ::GPIVOT ::Intra 
KashimaTINHEF05::once Davidson::Reporting ::WangYM01 ::Coskun ::22850081abs 
Zhiyuan::Patterns Terracina::Zwol ::Till ::HanYY06 ::Cochinwala 
Aggregation::Nakano 4497482::1112 ::Stored ::Transactions ::Kedar 
1471::Ellmann Preaggregation::Ivan ::Library ::LeeHL08 ::4497454 
505::Latency Schroeder::Interface ::Fathima ::Sikka ::15310235abs 
Seluk::505 ChuK89::7 ::Qian96 ::Principled ::Silberschatz 
Sanjay::673 Kurul::Rantzau ::GutingS95 ::RabinovichBGLMM98 ::914831 
666::G Milind::BlossomTree ::Hope ::ChenJKKMNS01 ::Relational 
SrivastavaHMKT06::tois TORPEDO::Guestrin ::Algorithms ::BaralisCMPRR97 ::Pei 
GeorgakopoulosHS95::Graphics Zhiming::338 ::22850552abs ::Salzberg88 ::Regnier85 
Xin::443 Supratim::388 ::4497415 ::72 ::Campen 
Samet::join Proactive::Sismanis ::Available ::22851013abs ::Freire 
Mourad::22850533abs Neville::Dennis ::Atomic ::Telecommunications ::Results 
914837::COSTA 914810::Latent ::914834 ::Xiaofeng ::2002 
Bedell::Time 764::119 ::WolskiB98 ::Keith ::Mendelzon 
22850446abs::JermaineO02 Esther::927 ::SinghL08 ::Daniela ::StockerKBK01 
Alberto::Lan Rate::P503 ::Yibin ::MunakataJ94 ::PapadiasYMT05 
Features::310 Passing::Preaggregation ::978 ::Bradley ::Yunyue 
Incomplete::Jimeng Intra::Ramasamy ::GoyalHKMS96 ::Basket ::Study 
Tears::Hoarding Stefan::Roland ::61 ::Vclav ::Savage 
Bhlen::Hsiao MiniCount::4497458 ::Migration ::Big ::VaradarajanHR08 
Duan::156 4497416::Ghaffar ::303 ::Response ::dood 
498::ShimSA97 4497547::CampenXRGFSPL08 ::LiuHXS06 ::Scheuermann ::1342 
Dmitry::RamanathZFH05 GanesanSG05::P446 ::Logging ::LeeHL08 ::DB 
Ramkumar::4497467 Kee::Shiyan ::FaloutsosK94 ::MelnikGR02 ::Freeston87 
Digital::15310593abs Li::Faster ::Logging ::Haifeng ::ZouSL98 
Column::AtzeniMM97 DiaoFFT02::RDFS ::Niels ::RothH93 ::Preaggregation 
TomasicRV96::Zeng 549::15310567abs ::Junghoo ::4497520 ::244 
Mishra::15310261 Renato::Ishikawa ::Presence ::Mary ::PatonDWCDJ93 
WangHYYY06::Grahne HaraHTN98::Dependency ::1528 ::Achieving ::Ahn08 
Franois::15310403abs Athitsos::Banich ::ChengXPS05 ::Bestavros ::KistlerS91 
1631::OLTP NgR95::802 ::Samaras ::Elements ::388 
Akitsugu::Graph Rasin::Suri ::Scheme ::914861 ::Xiaolei 
Lung::MobiQual Supporting::Voronkov ::X06c ::Balakrishnan ::Kyuseok 
22850081abs::EmekciAAG06 1336::Photos ::804 ::15310273 ::Surface 
Wilson::Raffaele Kato::15310187 ::LynchS88 ::Information ::P105 
Parallel::Twee 22850285abs::Yueguo ::Discriminant ::15310685abs ::MeoPC96 
Citizens::AbererH02 665::Dragut ::Naidu ::Mlivoncic ::Padmanabhan 
Practical::Xiaohong 815::HSI ::Stoumpos ::k ::Self 
TrombettaJBB08::ShahR08 WolfsonXYC06::onWeb ::Juchang ::GubanovBM08 ::Karlsson 
Krmer::1540 284::Program ::Souripriya ::Barton ::Jianyong 
Weihl88::Study 15310673abs::Kshitij ::AgrawalIS93 ::Jerry ::Muthukrishnan 
Ozcan::Partially 22850261abs::SG ::Ferri ::Optimizations ::Sylvia 
Niels::Neel XingZH05::83 ::Candan ::Jrgen ::pages 
10010071abs::ZhangLKW06 Laws::Sarah ::JeungSZ08 ::Cohen ::1382 
ProcopiucS08::512 UNIT::Weis ::Zahir ::Rizzolo ::Kashima 
WolfsonXYC06::BrinkhoffKS96 BeckleyER85::Hwang ::Mover ::Cruz92 ::SEA 
Wiederhold::Shegalov JagadishMS95::544 ::KashaniS06 ::ZhangLKW06 ::Miyuki 
ChandelNS06::Enforcing WangBTD08::Feature ::Farfn ::Achieving ::790 
XSEED::Availability Elghandour::Sandra ::HwangBRCSZ05 ::German ::TungHH01 
Davulcu::ChenJOT08 KhaYU01::Hmmer ::Torben ::Extracting ::P252 
323::Feifei EsterKSX96::icmcs ::Dependency ::Tien ::Ouri 
Denise::1258 587::914812 ::Milena ::Sourav ::icde 
BeckmannKSS90::P334 Surrounder::XStream ::Operator ::Failure ::567 
SrivastavaDJL96::1316 1521::Huahai ::Tuncel ::Greedy ::AgrawalS89 
RinardD96::Alper Sequencing::Leakage ::Shipra ::Shixi ::Aleksandra 
Petkovic::ChenLGKP94 4497471::Marcel ::Ranganathan ::309 ::Guoyu 
AbiteboulHB99::192 Jianmin::Condensed ::PolyviouSE05 ::Planning ::39 
OLE::Du Christophides::Simoudis ::Lung ::Raghav ::computer 
JadavSCB95::Alvaro Sarawagi95::34 ::AggarwalY08 ::Efficient ::KahveciS01 
OLE::Distributors Victor::1507 ::StockerKBK01 ::Aggarwal ::4497407 
71::DaWaII Vladimir::1325 ::4497593 ::Mengsheng ::GoyalHKMS96 
4497531::4497503 Jain::PapakonstantinouGGU95 ::412 ::GhaffarA97 ::22850032abs 
Cha::MaurouxAF06 Trajectory::JiangVBCB05 ::ssd ::Orlando ::4497448 
Streaming::Govindarajan Gen::705 ::by ::Lieuwen98 ::Entity 
Expressions::DeaconSW94 SEMCOG::Khuzaima ::XiaZT08 ::Murali ::Ledlie 
392::AtzeniCB05 Luo::1337 ::Saltenis ::Hsu95 ::Dunn 
Inflationary::Bosworth MohanHLPS92::Ziyang ::Kitsuregawa ::158 ::Krmer 
Midflight::Chow Preference::0002 ::4497607 ::Wilhite ::1441 
NaackeGT98::Ben KramerP96::778 ::Melnik ::1354 ::Savage 
adl::Grandison 495::Shift ::Borr81 ::Yipu ::Campi 
KotidisSV06::Stratified Narayanan::Filippo ::Sandra ::Walid ::P578 
ChuDHH06::by Michalis::1346 ::CareyFLS91 ::MetaQuerier ::GryzSZZ01 
Hao::Locality Laboratories::Ang ::Etoh ::AlomariCFR08 ::SistlaYV97 
Networks::Enhanced PictureBook::Goel ::544 ::Sugimoto ::GuoSBS05 
Aameek::Doan Trees::MahajanDNAM98 ::Disease ::Systems ::One 
Dyreson::Mor P036::15310262 ::Visualizing ::764 ::P522 
Ehud::P014 Tian::Message ::1423 ::ChaudhuriGKLLM98 ::Grzegorz 
Computer::685 1043::Batra ::ShahR08 ::BrownH06 ::DuS82 
4497522::Rishi Danzhou::4497408 ::CopelandK85 ::Nagesh ::Willis 
http::Roger XDS::715 ::SuleimanCF98 ::Hambrusch ::1462 
158::1307 Against::259 ::ModelGen ::Indexes ::Sky 
linear::Latent BernsteinGW93::Participants ::Gulbeden ::1459 ::602 
Ntoulas::CormodeKMW08 Runtime::Your ::Zhao ::555 ::P254 
SedmidubskyBDZ08::1160 AntovaJKO08::Planning ::ChenC08 ::595 ::Ghosal 
Joachim::MummertES95 Porkka::Ngai ::KwietniewskiWTGGJJN08 ::Regions ::1354 
bda::4497421 Collaborative::Constrained ::Errors ::PopivanovM02 ::512 
Cappellari::Roitman 552::22851036abs ::129 ::122 ::On 
Chong::Virtual Abul::Rezgui ::22850552abs ::New ::Extensible 
Kihong::Terminological Congjun::Functional ::Benatallah ::Loading ::Mining 
Gardarin::Michal Ziyang::CandanPS96 ::Christophides ::1384 ::Khuzaima 
1501::Sayed Enhanced::AgesenBPT01 ::23 ::914859 ::Schemes 
Castellanos::558 Bhavani::VaidyaC05 ::Atzeni ::SistlaW95 ::Giannotti 
Feifei::4497487 4497627::Update ::Two ::Constant ::Elegant 
Pinar::Chiu Jazayeri::Aidong ::Frank ::Automating ::Rabindra 
Maya::fayyadPSU96 KoudasS97::Cerquitelli ::53 ::Arasu ::101 
OLTP::Semantic MittalHH01::Cohen ::Iceberg ::Policies ::HermanGLW87 
zsu::Teamwork Jianneng::JiangLWY02 ::LeeSZ05 ::914857 ::Terzis 
dpds::Inside 892::Pessimist ::Random ::Barton ::Internal 
Integrate::28 175::Density ::4497494 ::1539 ::71 
StonebrakerK91::Verifying Sergio::PapakonstantinouGU96 ::CastroN08 ::Warehousing ::Places 
Gail::Approach Numeric::Monotonicity ::Problem ::Sharad ::691 
Tirthapura::Experiences Imprecise::WongA85 ::1615 ::Gong ::Prasanna 
Imperatives::Tradeoffs Leh::22850978abs ::Jennie ::Cloaked ::Hypermedia 
Haas::Johnson98 Real::LiuL02 ::PalopoliTU01 ::Negative ::Sequential 
trees::AlomariCFR08 P458::Nanni ::Private ::Broadcast ::CandanPS96 
PetitTBK96::AITVS On::Platforms ::Parallelism ::Venky ::863 
Dunn::62 Xuedong::Millions ::Elena ::GalpinBJFP08 ::Cochrane 
Koloniari::fm 4497407::LeeHL08 ::RoussopoulosL85 ::Searches ::Marlon 
62::42 Deletes::Monitoring ::P578 ::90 ::Marx 
Kai::Bart edbt::DanDY91 ::50 ::Pierre ::Lapped 
Hartmut::Sakuma Surrounder::CLICKS ::22850254 ::Queues ::505 
GuhaK02::Karthikeyan Samet90::BryCDFOS05 ::Split ::22850949abs ::PF91 
Wilschut::1456 Neoklis::680 ::Diagnosis ::MukhopadhyayP02 ::754 
WWW::Noise 1115::Developed ::Expressivity ::Estimators ::15310543abs 
BohmMW01::Diverse DogacBO06::Topol ::Function ::Nicole ::581 
651::Barbara Jacobsen::Wisnesky ::Papadias ::WilkinsonN90 ::Clio 
Kjetil::Jindan Prasad::within ::AggarwalY98 ::Ari ::137 
Miron::Building Katayama::PapakonstantinouAG96 ::ChenR94a ::85 ::1534 
Exploring::Designing YuHC05::Feasibility ::Cesare ::Land ::1447 
Kanad::Roberto Donald::ieeecomputersociety ::Zhaohui ::Kuwabara ::356 
ShuklaDNR96::198 Bonchi::Semantic ::cacm ::Iwen ::AhmadN08 
Shinn::Cohen I::Mukherjea ::991 ::Arno ::Semi 
Design::Ammar 351::Nilesh ::386 ::BOXes ::Zdonik 
170::WolfsonXYC06 Watzke::Cart ::Welsh ::Leveraging ::Yunjun 
Mu::KatayamaS01 Author::Todd ::TrombettaB06 ::Optimizing ::4497576 
SalzbergT96::Brzsnyi 1588::FaloutsosB93 ::Konrad ::Curtis ::similarity 
Cheung::Erik 1628::1343 ::World ::914861 ::WangR91 
Liuba::333 Warren::Master ::Aoying ::4497617 ::KumarLMT08 
744::Roussopoulos KornSFSP96::Sanjay ::AlonsoBC08 ::4497512 ::Previously 
ChangYDA88::Dewri Cheng::DayalHL91 ::Acquisitional ::MegalooikonomouWLF05 ::Operations 
Jianping::Shneidman LiaoLL01::GardarinST96 ::Duplicate ::Aleksandras ::Jean 
Parasuraman::icde2001 Leveraging::BalminOST08 ::Tang ::443 ::22851036abs 
Kotidis05::Xin Nagendra::487 ::Linkage ::Kementsietsidis ::Descour 
etintemel::1071 Kevin::Matchings ::Jonathan ::260 ::00 
947::Jensen Evolution::Avoiding ::4497619 ::Sellentin ::22850032abs 
Saydean::Xiangdong ShatdalN93::Richard ::Tilo ::Qiong ::HeZC05 
Bates::Author Balke::4497623 ::Ashok ::Holistic ::ChuaR95 
Miah::568 StonebrakerADLO94::Vagelis ::Zwol ::636 ::Chalamalla 
Protecting::Link 4497559::Surface ::Moss ::148 ::1159 
Pavel::Tim P164::Isolation ::4497405 ::1539 ::Dumas 
Make::Outerjoin 1560::CORBA ::22851131abs ::WangZZ06a ::BlottRS96 
133::Sunbir Levandoski::Thu ::4497609 ::Sndor ::KohLHA08 
Inside::Zloof77 Complex::246 ::P2P ::Bttcher ::793 
Shamkant::KochSS08 501::KriegelKKRS08 ::ArbitraryWindows ::GardarinGT95 ::Map 
CarterBZ95::AbiteboulV97 Sequenced::4497403 ::Raffaele ::Kai ::Papadopoulos 
Jian::tit Members::Ln ::Makoto ::HwangPS98 ::Graciela 
814::109 Hongtao::Karlsson ::View ::MendelzonW95 ::KemperK93 
22850606abs::269 P302::512 ::Framework ::Lingzhi ::Manolescu 
1473::Stanley And::Randomized ::RajaramanSU95 ::Katayama ::ChanFLNR82 
Tanaka::LakshmananSS96 Virtual::Elisa ::862 ::22850159 ::P466 
icml::Length BreitenederGT92::ZEBRA ::Ester ::4497578 ::Antoshenkov93 
Simonas::PopekK79 Ntoulas::journals ::932 ::Ellis ::Skew 
HeinemanK97::Approach Administration::PopekK79 ::WilschutFA95 ::Flavio ::Tool 
BernsteinGLL98::1113 ChenDZ06::22850415abs ::Obstacles ::4497590 ::968 
Galpin::Till AggarwalCH06::4497592 ::Nectaria ::Girod ::Adlib 
GoyalHKMS96::EmekciAAG06 Hakan::KreplinZ01 ::ChenC92 ::Toman96 ::Ivanova 
ChaudhuriDK06::Developed Industrial::Tanin ::ShaoNS05 ::Relationship ::to 
Secure::GuptaM95 NehmeRB08::1349 ::Pablo ::Pascal ::22850032abs 
FernandezA02::4497524 Toman96::Languages ::Repairable ::TORPEDO ::Adaptive 
Ferhatosmanoglu::Imprecision Yuen::Enforcing ::358 ::TRMeister ::Sharma 
558::Krkkinen QPipe::22851118abs ::Dependent ::Xiaoxin ::534 
1467::Puzzle SarawagiS96::Satoh ::icde2005 ::Bernhard ::Morse 
Samet90::15310345abs Gehrke06::Silberstein ::Dependent ::VelegrakisMM05 ::Raghavan 
914873::Working 4497447::Michalis ::383 ::Bohannon ::Edoardo 
MannilaR94::Integratio Approximation::Rich ::22850310abs ::Huhtala ::Level 
RDBMS::Chun Asymmetric::Laurent ::Gulbeden ::Every ::Sander 
Prasad::General Goldstein::LometBMS06 ::Farnoush ::Malakasiotis ::1500 
4497584::Gone Across::1342 ::ApersHY83 ::Wang ::Transformation 
Prabhakar::Nes File::BargaL01 ::WebOQL ::348 ::under 
Valduriez87::15310488 Web::Rene ::Incomplete ::Archetypes ::Adaptation 
SilbersteinBEMY06::LoR96 Lag::Trees ::YanOZ08 ::484 ::StoumposDKD08 
991::VrhovnikSES08 CasanovaFP84::Cabibbo ::Experiences ::DeeringC90 ::Bongki 
Kanagal::65 Parallel::Martin05 ::528 ::Leung01 ::Alper 
PhanL08::HjelsvoldM94 972::Wichterich ::Spreadsheet ::Raymond ::ShaullSX08 
Il::Angela Active::Cahill ::Snapshots ::Corpus ::Antti 
4497518::1073 Nicole::Ghinita ::15310517abs ::15310267 ::siamcomp 
4497511::Gedik Shigeo::Alexandros ::ChristophidesCM96 ::Administration ::33 
P514::Co Division::Georges ::1098 ::Compressor ::Protection 
Akinde::Gabber GartnerKKZ01::jacm ::4497589 ::Karlsson ::15310274 
Bursty::4497548 Mauroux::Dinesh ::Xia ::Dunn ::toms 
CocciTDS08::YanZH05 toms::IHE ::VaradarajanHR08 ::GoldbergR83 ::DasguptaGJSV05 
544::Yong Arijit::Reformulating ::Khuzaima ::Norio ::Relation 
Ilyas::Shaull Cudr::Floris ::Kalogeraki ::Bird ::BunemanNTW95 
Russakovsky::Column LiaoLL01::MachanavajjhalaKAGV08 ::1433 ::YFilter ::1127 
Kaushik::Kristin LiuYCW08::4497547 ::sigmod ::Kazuhito ::Baralis 
Yahia::Factorization Venkatesh::CarterBZ95 ::1124 ::GounarisPSFSW06 ::00 
1470::mm LieuwenD91::Jabeen ::Tarik ::Scheuermann ::Aberer 
Kotidis05::O RiTE::914874 ::42 ::Derivation ::Pseudo 
Expression::Pham 242::Weiping ::4497486 ::Dependencies ::Useful 
Fabio::Moon Mover::4497432 ::Style ::DrapeauK93 ::Grobelnik 
Helen::Structures Sean::Cache ::LangOKT98 ::1533 ::345 
Bernstein::Zabback Philippe::RDFS ::Aravind ::Ihab ::ds 
Tari::JermaineO02 BryCDFOS05::Wierman ::Anti ::siamcomp ::Aggregates 
NetzCFB01::AhmadPCR08 Etzard::Shaft ::4497604 ::1296 ::Whose 
BonczKK96::P254 Rank::1239 ::Mason ::1375 ::KatayamaS97 
Hsu95::journals Role::Ramkumar ::384 ::ChrysanthisR94 ::4497487 
X06a::Vlachou DescribeX::Domain ::RoitmanGR08 ::mk ::Shifting 
316::Kimball96 AndresO98::John ::Campen ::ThomsenPL08 ::BerchtoldEKKS98 
Linguistic::WuXTL06 Bassiouni85::395 ::Gamper ::198 ::Protection 
Osmar::OCallaghanMMMG02 P086::Bach ::22850779abs ::Win ::LevyRO96 
Industrial::Terracina Sayal::DanielsSHLMWW82 ::Lag ::Major ::Klemens 
Pushing::WeisN06 NakanoIK98::Vibhuti ::Georgia ::1488 ::108 
Yee::Boedihardjo BryanEF08::TheodoridisS96 ::70 ::Shetal ::Ka 
1346::Compiler 22850631abs::Response ::Satkin ::Pankaj ::Patterns 
Jeong::Daudjee QoS::To ::Chuck ::BeeriR87 ::ChaudhuriDK06 
ZhouTZ06::763 Sedmidubsk::22850516abs ::Chita ::387 ::1361 
CarterBZ95::Renner01 Nes::ContinuouslyMoving ::Making ::WangPY05 ::Dakka 
Skippy::Incremental DrapeauK93::Hieu ::Graham ::4497416 ::633 
15310369abs::PetitTBK96 2000::Yuhui ::HarinarayanRU96 ::BrantnerHKM05 ::15310277 
Caching::vldb WebFountain::Adaptation ::Didi ::Lychagin ::Sentiment 
P542::Krishnamurthy Zhiming::4497502 ::DesslochHWRZ08 ::Vladislav ::Xu 
Idea::CastellanosC05 Fosca::stoc ::artdb ::Kim ::LindsayHM86 
mg::15310212abs edbt::XDS ::LieuwenD91 ::AssfalgKKKPR08 ::Selections 
acm::914825 168::ChengXPS05 ::Regions ::1522 ::Progressive 
MehrLLS08::Sarvjeet 79::Message ::15310490 ::Tomography ::Shirley 
Differential::15310419abs 15310279::Advanced ::GrayCBLRVPP97 ::Tan ::15310327 
445::1624 Zaki::Convoy ::iBOM ::Sessions ::Extended 
Terlecki::87 Down::145 ::22851098 ::Conceptual ::Shouxu 
UNIT::Atzeni Lian::GPIVOT ::KumarLMT08 ::WilkesGSS96 ::Salka98 
ShaullSX08::if RinardD96::MaierS86 ::ngc ::PalopoliTU01 ::ZhangDH08 
Mikhail::Paul KriegelKPS08::P046 ::Precision ::15310278 ::HarinarayanRU96 
BerchtoldBBKK97::ER 1072::Maintenance ::Engovatov ::Correlation ::StonebrakerADNR93 
oodbs::KashimaTINHEF05 OptimAX::Unlinkable ::iandc ::JakobGHN05 ::DHT 
Closure::Advanced 4497529::KeijzerK08 ::Suciu96 ::year ::AstrahanBCEGGKLMMPTWW76 
WebFountain::Gone BohmHLW08::SayalCDS02 ::96 ::Fuxman ::Kaname 
Bloom70::Publish HOPI::1339 ::516 ::914853 ::Bowman 
20::Lal Saake::554 ::Relations ::Lucian ::Andritsos 
Bitemporal::Vaidya DelcambreMBDWGALL01::Takeshi ::4497552 ::15310272 ::Tetsuya 
229::1396 Mukherjee::Merging ::Anand ::Han ::1366 
Perrin90::HardwickSRM97 297::Delta ::KashimaTINHEF05 ::Megiddo ::Kou 
Squicciarini::RamanSQRDKNS08 Advanced::80 ::630 ::Lp ::Marcin 
ShivakumarG95::CarterBZ95 4497441::P412 ::Solutions ::P494 ::Loreto 
Nicklas::Alberto 1507::Toivonen96 ::22851106 ::Forms ::Shantanu 
Tzi::Sam Carmem::AgrawalAKL06 ::Gruenwald ::based ::Walid 
4497558::Liu98 Whang::22850564abs ::TaniguchiS05 ::Topsakal ::Disease 
Loh::Freeston87 Narasayya::LiCHH97 ::Egemen ::JiangAC05 ::Vlastislav 
FungYLY05::Vijayalakshmi Anna::22850485 ::46 ::Chandel ::P494 
AtallahCK08::Nakamura Yoon::Evolving ::ParkCY95 ::Ada ::Oracle 
Sylvia::Kreplin Informative::FayyadPSU96 ::year ::WuK05 ::Signal 
Teubner::Unified Area::using ::Koustuv ::Vanitha ::Joshi 
Sang::McCann 565::1043 ::jlp ::914829 ::Change 
396::FriedmanBF77 Seltzer::Vinayak ::Kedar ::4497422 ::1146 
GeertsKM06::ZhangDH08 Tran::Klemens ::rtdb ::Lochovsky ::KemperK93 
SinghMSPHNC08::Zukowski 593::Wilhite ::Loading ::Winter ::Snake 
1149::Cameron Dogac::Dou ::Ramasamy ::ChrysanthisR94 ::JohnsonMSS08 
Gulbeden::Terabyte 1002::join ::SMART ::Pautasso ::ZhangCMS97 
Angela::4497471 Xin::Result ::Joachim ::Aritsugi ::Nimrod 
Dehne::Labels 730::Cheung ::MannilaR86 ::Translation ::Antoshenkov93 
607::Consistent 346::21 ::Aggregationin ::Cube ::Sankaranarayanan 
Stefanakis::Shimada Alon::Mutsumi ::GardarinGT95 ::1462 ::1540 
RAM::34 MIX::eBusiness ::LeeLL06 ::Ordered ::AtzeniCB05 
Lieberman::Evaluating External::1095 ::512 ::457 ::Forecast 
Exploratory::HuaPZL08 KhalefaML08::Aidong ::Malicious ::Page ::ONeil87 
Matthias::Chow Interesting::Sunita ::ZhouW08 ::Mario ::Extracted 
Cesare::LieuwenD92 Luca::1494 ::Bosworth ::Bajpai ::Indriyati 
Fastest::P201 Potamias::PatonDWCDJ93 ::4497538 ::Shirani ::Cha 
Cohe::794 Rishi::958 ::1073 ::Philippe ::Engovatov 
Kantarcioglu::Xiaochun 1101::410 ::599 ::753 ::983 
Antoni::117 MeltonS93::Weikum ::827 ::YuC84 ::Perrin90 
Eltabakh::Christine 1296::PhotoSpread ::2008 ::DeWittNS91 ::Bee 
1612::1169 Laboratories::Trajectories ::Longxing ::Ramakrishnan08 ::Dual 
LegariaGGHSWYZZ08::1427 313::SarmaTW08 ::RoussopoulosL85 ::Variable ::Cordova 
977::455 Generalized::1488 ::Construction ::GutingZC89 ::4497487 
Eltarras::743 Snapshot::SegevP89 ::547 ::Bhalotia ::628 
P446::331 Vikram::McCannKSVSD05 ::4497487 ::GADT ::Yuqing 
22851124::Exploratory State::Selecting ::Structured ::973 ::QinQZ06 
Bamieh::ai Overlay::Searching ::Pandis ::Concurrent ::T 
4497550::DB 15310176abs::EvangelidisLS95 ::BargaLW02 ::Bedell ::LianCY08 
22850254::22851120 Burst::Jayant ::KoudasS05 ::Nicole ::133 
765::243 616::Cranston ::Spatiotemporal ::Afanasiev ::Documents 
Tiancheng::Pseudo JefferyAFHW06::ConsensRV08 ::P154 ::Sanjeet ::Arnd 
4497451::15310274 P069::LudascherGM01 ::1000 ::multimedia ::Evangelos 
Andrey::Anonymization 22851137abs::Shigeru ::BonchiGLOPT06 ::MehrotraG93 ::224 
MolinaLV84::Anastassia 914868::232 ::Cristian ::Huajun ::651 
Exploiting::integration Oguchi::79 ::872 ::LiSR92 ::Dimitrios 
Ravishankar::OzdenRS98 Gignere::FerhatosmanogluTAA01 ::Paradigms ::Harizopoulos ::Liang 
Pei::McCannSD08 Kreher::Krithi ::Outlier ::Background ::OwickiG76 
