::Kitagawa ::Taube 
::37 ::Presentation 
::Moore ::Eriksson 
::STEP ::Pang 
::485 ::Jim 
::Kulkarni ::WWW 
::Elisa ::Koudas 
::Deppe ::Gruber 
::Larry ::Bushy 
::Summary ::Multidatabase 
::Fabio ::428 
::Thumb ::138 
::Uniform ::Masaru 
::73 ::Wilner 
::Already ::Brazilian 
::Sylvia ::185 
::Box ::Missing 
::Proposal ::Commit 
::Efficiently ::Uz 
::Extensions ::STRIP 
::Hyuk ::Table 
::Inserting ::STRUDEL 
::Chin ::Schemas 
::539 ::Example 
::Metadata ::Activities 
::Llirbat ::Results 
::Unix ::541 
::High ::Vaskevitch 
::Cammarata ::Extraction 
::Providing ::Forte 
::Providing ::Outerjoins 
::Oscar ::Interoperability 
::Storage ::RDBMS 
::IPSI ::Kaizhong 
::Jordan ::M 
::Fagin ::Prolog 
::Bonnet ::P 
::formerly ::MLS 
::Craig ::Winfried 
::Lipski ::Disco 
::Garlic ::in 
::Stochastic ::Summary 
::Globally ::89 
::439 ::Peter 
::Aggregation ::Chee 
::Pernici ::Vardi 
::Fritz ::Kriegel 
::SEQUOIA ::Dengi 
::OLE ::Secure 
::Pull ::Relaxed 
::Vista ::VMS 
::EUG ::Tam 
::GIUKU ::Soparkar 
::Yue ::Sharon 
::Attributes ::Theory 
::Niki ::Keulen 
::Manish ::Shashi 
::Shared ::Christmas 
::Jeffers ::Kotidis 
::Domains ::Rmy 
::DeMichiel ::119 
::Shum ::Inter 
::IM ::Builders 
::Terms ::Peithner 
::Andreas ::DBMiner 
::Culler ::Prospector 
::Gives ::Ashish 
::Decompositions ::Iyer 
::Lifestreams ::Rajaraman 
::Technology ::Vitter 
::Nascimento ::Hui 
::Online ::Pat 
::Conjuction ::Laguna 
::Hierarchical ::Jagadish 
::359 ::Stolfo 
::560 ::VMS 
::120 ::294 
::Between ::521 
::Keng ::Testbed 
::Thompson ::Isabel 
::Tyler ::Zhou 
::Thomas ::Moshe 
::Wei ::Rowland 
::Glossary ::Precise 
::Sudarshan ::zsoyoglu 
::of ::Pissinou 
::Improving ::Warehouses 
::Roberto ::Federated 
::Packer ::Roark 
::Lightweight ::Delisle 
::Yandong ::520 
::Ling ::Subsequence 
::Doo ::84 
::UIS ::Display 
::Kamel ::Scale 
::there ::Requirements 
::271 ::Grossman 
::Didier ::Perspective 
::Recursive ::Lipski 
::Oded ::Ptool 
::Dirk ::Dusseau 
::Shelly ::Jones 
::Computing ::Correctness 
::Jarke ::Wisconsin 
::Schuh ::Effect 
::Viswanath ::277 
::Hasselbring ::Contextualizing 
::Dietrich ::there 
::Heytens ::Transition 
::Jussi ::Hwang 
::Guidance ::Efficient 
::Birgitta ::Belinda 
::Dirk ::246 
::2001 ::Wiest 
::IPSI ::POSTGRES 
::Quantifier ::Software 
::Harandi ::368 
::Assigning ::Stephan 
::317 ::Assisted 
::Arun ::Modification 
::Networked ::Lomet 
::Wilcox ::489 
::Arun ::Mathematical 
::Sampling ::29 
::246 ::Seluk 
::Lorie ::183 
::Lists ::Christodoulakis 
::Helen ::Yang 
::Sibel ::William 
::Mecca ::Ioannidis 
::Rulebase ::Wrttemberg 
::Guest ::Final 
::Interval ::Teradata 
::Yixiu ::28 
::265 ::Agenda 
::Castano ::OLAP 
::McCure ::Explanation 
::Mok ::Keulen 
::Shu ::ITASCA 
::Reformulated ::Klein 
::Garza ::Revisited 
::Flip ::Aggregate 
::Partial ::Advanced 
::Guozhu ::Linkage 
::147 ::Stephan 
::Jayant ::Fragments 
::Commercial ::Shan 
::It ::Mikael 
::Enough ::tolerant 
::Optimality ::Brigitte 
::Specification ::Rahm 
::Context ::Durusoy 
::DIRECT ::Hung 
::Multimedia ::Evaluation 
::Where ::Building 
::388 ::Fll 
::Pedersen ::Incremental 
::124 ::HG 
::Kupiec ::Yihong 
::152 ::International 
::Rakesh ::Csar 
::Deshpande ::Characteristics 
::Sheldon ::57 
::On ::Proposed 
::Concurrent ::Nita 
::250 ::549 
::Sullivan ::Albert 
::271 ::Trueblood 
::Visualizing ::Thin 
::Terrance ::Oki 
::Benson ::Toiati 
::Concepts ::Plans 
::Duri ::Nado 
::Beeri ::Administration 
::Function ::190 
::Finite ::Gang 
::306 ::Aberer 
::Guido ::Harumi 
::Vipul ::Teradata 
::Wave ::468 
::331 ::Validation 
::377 ::Colette 
::Vaskevitch ::125 
::Solving ::of 
::RIDE ::Machiavelli 
::Stonebraker ::Hartson 
::al ::Spyros 
::Tree ::Method 
::Klauser ::over 
::287 ::Historical 
::Pena ::Hoel 
::Burrows ::Where 
::554 ::Utilizing 
::Day ::Saying 
::Marcus ::Goldberg 
::Erratum ::Polyzois 
::Malcolm ::Paolo 
::Torlone ::Ohori 
::Boral ::Summaries 
::Traversal ::Viswanath 
::CSA ::Multiple 
::Tolga ::Ariel 
::database ::51 
::Fetched ::Multiversion 
::Workshop ::Lorie 
::294 ::Term 
::Jaewoo ::136 
::Catriel ::Syntax 
::State ::Valduriez 
::ARIES ::Years 
::Yoshikawa ::Schnhoff 
::Disjunctive ::Ling 
::Printezis ::Krishna 
::Roland ::Harris 
::Everthing ::van 
::Kent ::504 
::Roth ::Reconciliation 
::yiu ::Survey 
::Site ::Monash 
::Vertical ::484 
::Clemens ::Scott 
::Henry ::Hare 
::Kerry ::Papers 
::Crestana ::Bhm 
::83 ::Bulk 
::Santucci ::539 
::There ::152 
::Into ::Conversion 
::Indian ::Flynn 
::105 ::Note 
::Donko ::Influential 
::Logical ::190 
::Rajeev ::185 
::Personal ::Cyclic 
::Ramakrishnan ::During 
::CapBasED ::GENESYS 
::Ulla ::Assurance 
::Kim ::Vassilis 
::Medeiros ::Richard 
::Johannes ::Thuraisingham 
::Department ::Winds 
::Khn ::Said 
::Mohammad ::Cody 
::Keith ::Gehani 
::Marco ::282 
::Gist ::Results 
::Curtis ::Ron 
::271 ::Model 
::Jian ::Zaniolo 
::Perspective ::Sharma 
::Approaches ::R 
::Anindya ::Match 
::Kotidis ::Arun 
::ACM ::Gehrke 
::Tables ::Functional 
::Telecommunications ::Plans 
::Bertram ::Klaus 
::Uz ::Mining 
::Zobel ::34 
::Kocharekar ::Qaimari 
::Norio ::Waheed 
::378 ::Nichols 
::Ahlberg ::Kincade 
::Marina ::Relationship 
::353 ::Objects 
::zhan ::170 
::Wilner ::Divesh 
::339 ::Srinivasan 
::32 ::Ramachandra 
::253 ::Ariav 
::McAuliffe ::Locally 
::Lehman ::Gadi 
::Dan ::50 
::Shekita ::Narain 
::Manipulating ::Growing 
::OODB ::Multiprocessor 
::van ::Stankovic 
::dimensional ::Zou 
::ADBMS ::Nicolas 
::Alfonso ::Stable 
::Generation ::Bifocal 
::Melling ::Extension 
::Gal ::Johann 
::Magic ::109 
::239 ::Revisited 
::Jones ::Mohammad 
::Maurice ::Complete 
::ObjectStore ::Decision 
::Tai ::non 
::Madnick ::205 
::Phillip ::Qaimari 
::Domain ::Niki 
::Kramer ::Future 
::Harandi ::Abstract 
::Davidson ::Claire 
::Devolution ::Bhargava 
::Aloysius ::86 
::Kapitskaia ::Scheme 
::Annie ::Sushil 
::Louiqa ::286 
::Shian ::based 
::Colette ::Updates 
::Rolland ::Expensive 
::Parity ::Urban 
::72 ::SQL 
::Trueblood ::at 
::Fraternali ::Position 
::Reconstructed ::348 
::Industry ::246 
::Mediator ::Cody 
::Sophie ::Opportunities 
::Margaret ::J 
::Connection ::Nado 
::Wileden ::Louiqa 
::Darwen ::Akira 
::Panel ::Zurich 
::Improving ::544 
::Ozkan ::Hearst 
::How ::Press 
::Unstructured ::Research 
::Design ::Walt 
::Ross ::Srinivasan 
::Primitive ::216 
::Naughton ::Faloutsos 
::Proposed ::Comprehension 
::Shah ::Derived 
::Mathematical ::McCarthy 
::134 ::Myllymaki 
::Krithi ::Flat 
::Multidimensional ::Perspective 
::Thanasis ::Seeded 
::Gerhard ::Series 
::Contextualizing ::336 
::Structure ::Unruh 
::Baclawski ::Adding 
::Wolfgang ::Heiler 
::Yasuhiko ::Memory 
::data ::Ferri 
::Approximations ::Geppert 
::OnLine ::Salzberg 
::Sagiv ::oriented 
::536 ::9 
::Optimizing ::Ariav 
::Directions ::zgr 
::yiu ::Legat 
::Benchmark ::Jonas 
::Vipin ::Yurek 
::Stuart ::Years 
::Libraries ::Yoshinori 
::Augusto ::239 
::Upon ::Paepcke 
::Katz ::SPARC 
::Warren ::Can 
::Norman ::Hierarchical 
::Bezenchek ::Kuan 
::Implementation ::Hellerstein 
::at ::Contextualizing 
::Hugh ::Schema 
::Audit ::Achievements 
::Wade ::Hammer 
::Sybase ::Delobel 
::Ubell ::Bezenchek 
::Birgitta ::Lee 
::Life ::Borgida 
::87 ::Distributed 
::Chopping ::File 
::Bases ::Component 
::Stavros ::Bra 
::Art ::Catherine 
::Pozzi ::114 
::276 ::Builders 
::Rule ::by 
::61 ::Space 
::Yeung ::Subsequence 
::Garofalakis ::Winfried 
::El ::Garza 
::402 ::Errors 
::Cattell ::Parity 
::Incomplete ::108 
::Mason ::Ballinger 
::Delayed ::Conversion 
::XPRS ::Egemen 
::View ::Good 
::Dependencies ::137 
::335 ::97 
::Eriksson ::Agarwal 
::283 ::Mancuhan 
::Simmen ::Medical 
::XPRS ::Experiencing 
::Shutdown ::Visualizations 
::Mehrotra ::Bhashyam 
::Thyssens ::Blakeley 
::Machine ::Ptool 
::Evolution ::Marian 
::Workstations ::Bry 
::Tetelbaum ::Metric 
::Annotating ::Between 
::Newmann ::Multisafe 
::195 ::Identity 
::Galindo ::544 
::Integrating ::54 
::236 ::173 
::Gonzalo ::Luef 
::Ouksel ::Ullman 
::47 ::Stamos 
::Has ::Franz 
::Path ::2001 
::Document ::Krishnamurthy 
::Yongjian ::Unnikrishnan 
::323 ::559 
::Development ::406 
::Multimedia ::Jignesh 
::Yang ::Sophie 
::Capability ::Fabio 
::Ouri ::Beliefs 
::Raju ::Quest 
::Network ::Ugur 
::Ibrahim ::Klein 
::technology ::Shutdown 
::Ganguly ::Explanation 
::Tree ::Do 
::ITASCA ::Thuraisingham 
::MOSAICO ::Federation 
::Editorial ::Leonid 
::Append ::Geospatial 
::Jeusfeld ::Reuter 
::Harald ::503 
::Scott ::Penalty 
::36 ::Luis 
::Satoh ::Theory 
::General ::214 
::174 ::Waheed 
::7 ::430 
::eva ::Next 
::Laurent ::150 
::Best ::Cubetree 
::McKay ::100 
::MQSeries ::article 
::394 ::Pedagogic 
::Jakobisiak ::Implementation 
::Vinek ::Using 
::Activity ::Jutta 
::Right ::Goyal 
::MultiView ::Application 
::Schuh ::Sengupta 
::Mick ::NSF 
::Comparison ::Lamersdorf 
::Manifesto ::Bruno 
::NP ::VMS 
::Append ::Krishnan 
::Closing ::Wolf 
::Page ::CAD 
::Berchtold ::Elizabeth 
::Satish ::286 
::408 ::Some 
::GIS ::Buffers 
::11 ::Sidell 
::506 ::Cardinaels 
::Johnson ::108 
::Lefler ::462 
::K ::Latha 
::Hugo ::4 
::Prasad ::Datalog 
::Minos ::235 
::Amherst ::et 
::Libkin ::Function 
::Hillyer ::attribute 
::Genesereth ::Lohman 
::Tam ::399 
::ASSET ::Status 
::Shenoy ::377 
::ORES ::Recursive 
::Influential ::Christmas 
::Qiming ::Grossman 
::Optimistic ::Garza 
::Attributes ::wide 
::Mamou ::Concurrency 
::Burrows ::Response 
::Subramanian ::Assigning 
::Loading ::Ksiezyk 
::556 ::341 
::Ching ::WWW 
::Keng ::Allan 
::73 ::Larry 
::Casanova ::Jenkins 
::79 ::ITASCA 
::Table ::Estimation 
::Rosenthal ::Valery 
::576 ::89 
::Asserting ::Mattos 
::Providing ::Tei 
::Krzysztof ::For 
::Extendible ::Benny 
::Trickey ::Dittrich 
::Louiqa ::Brick 
::Albert ::Keller 
::Interpreted ::Gucht 
::CAD ::Vander 
::Who ::Christine 
::483 ::246 
::Halici ::Ait 
::Strengthen ::Kosmas 
::Ross ::102 
::Structure ::Observations 
::Middle ::Effective 
::New ::offs 
::Simultaneous ::Partitioning 
::Cube ::Agigdor 
::Duri ::using 
::Weienfels ::Marina 
::Qaimari ::Stefan 
::Klonk ::Gesmann 
::Determinism ::246 
::Omran ::Darwen 
::Mehmet ::FZI 
::Flat ::Liskov 
::Order ::Doo 
::Willie ::370 
::Metric ::Sang 
::Jukic ::radi 
::Optimality ::ACM 
::ARTDB ::Chan 
::author ::Mirroring 
::Letter ::92 
::Hasselbring ::Fabio 
::Kyoji ::Path 
::Rewrite ::Array 
::Aidong ::Achitecture 
::Riccardo ::Sockut 
::Declustering ::Satoh 
::Simple ::Polymorphic 
::91 ::Clements 
::217 ::193 
::Annie ::Nectaria 
::62 ::Au 
::Karl ::Kabiria 
::Protocols ::Theo 
::50 ::Zhou 
::Grosky ::Evolution 
::Clement ::Processors 
::293 ::Termination 
::Lohman ::Zirm 
::March ::Compiled 
::Andrianopoulos ::Processibility 
::Joachim ::Take 
::Knowles ::Vingralek 
::224 ::Crossroads 
::Engine ::Ten 
::474 ::Dimitrios 
::Martin ::Paper 
::Fred ::Azer 
::Abstraction ::124 
::Clements ::ASSET 
::MMDBS ::Simillion 
::389 ::Gnter 
::Scientific ::442 
::Denis ::Ra 
::Sena ::Complex 
::Houtsma ::Yezdi 
::Lausen ::Queens 
::Norman ::337 
::Rowland ::Sort 
::Meets ::Ouksel 
::Vasilis ::Wars 
::Schuble ::Shenoy 
::Cubetree ::258 
::Viswanathan ::Yu 
::lun ::Educational 
::Oliver ::Ellis 
::114 ::Gelernter 
::Rene ::Fukuda 
::Capabilities ::Eben 
::Shectman ::Case 
::Agarwal ::using 
::Contextualizing ::Darrell 
::Extensible ::Golshani 
::Ahlberg ::tolerant 
::Warehouse ::276 
::initPage ::Solomon 
::Christodoulakis ::Satellite 
::Load ::Between 
::Announcement ::Back 
::Nascimento ::Ellis 
::Witold ::149 
::Abstract ::Basic 
::Gardels ::Faloutsos 
::Chris ::Predictive 
::Etheredge ::Table 
::Kon ::238 
::Grosky ::Mick 
::Representations ::462 
::were ::Administering 
::Woodruff ::Chungmin 
::Bezenchek ::311 
::Presence ::Mitschang 
::Unpacking ::Fragments 
::Ellis ::Persistent 
::Sanjay ::Piatko 
::Exploration ::Burrows 
::Thanisch ::102 
::With ::Tagg 
::Seluk ::Eftring 
::63 ::Good 
::340 ::Schning 
::Aidong ::Duschka 
::Retention ::503 
::DARPA ::Trading 
::Simon ::Xian 
::Braham ::Milo 
::Cardinaels ::541 
::Detection ::4 
::320 ::Capability 
::27 ::Shared 
::File ::Teradata 
::ARIES ::Teradata 
::240 ::Changing 
::Lamersdorf ::Buffer 
::ODE ::Mackert 
::Buffering ::Erhard 
::Third ::CICS 
::404 ::Weienfels 
::Building ::Tschernko 
::Arbee ::522 
::Tsichritzis ::Infomaster 
::172 ::Hayama 
::Point ::Framework 
::Moerkotte ::Novak 
::Yandong ::Preliminary 
::Graphical ::Delobel 
::Navin ::Global 
::Mecca ::X3 
::Generalizing ::MLR 
::Stuart ::Mixed 
::Indices ::Elizabeth 
::Philippe ::194 
::Devolution ::Numeric 
::Aggregates ::165 
::It ::Widom 
::Michele ::Masses 
::Jrgen ::Deduction 
::Nita ::Tsangaris 
::Cem ::Strategy 
::113 ::Paolo 
::Push ::Rene 
::ACT ::Execution 
::Announcement ::Inegration 
::Shilpa ::Kawaguchi 
::Burns ::Influential 
::Pang ::Flix 
::Henk ::Gang 
::Characteristics ::Piero 
::Bayardo ::Missikoff 
::Sakti ::Technology 
::OLE ::Jutta 
::Catriel ::Complete 
::Selectivity ::Xian 
::Wenger ::439 
::Proposed ::Fred 
::Abdel ::Eliminating 
::Workstations ::Differential 
::Decompositions ::Gook 
::Mediator ::399 
::Alexander ::Networks 
::Compatible ::ODBMS 
::545 ::Kurt 
::Brazilian ::DIRECT 
::Knowledge ::Multiple 
::Annotating ::Wrappers 
::Nori ::Nick 
::Reuter ::Speech 
::Lip ::Autonomous 
::Saltor ::308 
::Nectaria ::Some 
::Sophie ::Reedy 
::Fry ::389 
::Darwen ::Dietterich 
::To ::Casanova 
::LRU ::Lorie 
::Wasserman ::Metadata 
::Global ::Wolfgang 
::Problems ::Data 
::Ho ::Better 
::Universal ::Solution 
::Karadimitriou ::Krishna 
::Girish ::Declustering 
::Karthikeyan ::Bruce 
::Ebru ::Example 
::Ugur ::214 
::Estimation ::Evaluate 
::486 ::Rene 
::Indexes ::are 
::Harumi ::Mitchell 
::Hammer ::Geyer 
::Jaideep ::XSB 
::Vienna ::Ee 
::Optimality ::Sten 
::Establishing ::Pull 
::Retrieval ::Resolution 
::49 ::518 
::Pena ::Magic 
::Ching ::95 
::Groupware ::Ailamaki 
::Scott ::Melling 
::154 ::Haritsa 
::Retention ::Roy 
::Baader ::Component 
::19 ::Kawaguchi 
::Discs ::technology 
::Timos ::II 
::Hearst ::Extendeing 
::Legat ::Gerlinde 
::Seeded ::Deadlock 
::Renner ::Locking 
::Upgrade ::Edwin 
::379 ::Control 
::AMS ::40 
::Francine ::134 
::Ching ::ZOO 
::Multiple ::Curtis 
::End ::Ieong 
::Indexes ::Yates 
::350 ::Novak 
::Shneiderman ::Ins 
::Sevcik ::Scalable 
::Bonnet ::522 
::Georg ::Biliris 
::order ::Cercone 
::Arturo ::Sistla 
::450 ::Coherency 
::Chinya ::Stankovic 
::158 ::Gilles 
::Muntz ::427 
::527 ::Budget 
::Kiran ::Lamersdorf 
::Shutdown ::Niki 
::42 ::Vista 
::Pratt ::Riccardo 
::Bernard ::Laguna 
::412 ::Robert 
::Tsong ::WORM 
::Studies ::Wall 
::Lipski ::Hoppenbrouwers 
::Gerald ::Hubert 
::Giuseppe ::Distance 
::fu ::Template 
::441 ::Good 
::Asgarian ::Expressive 
::Management ::GlOSS 
::Selection ::Ada 
::Miron ::ODMG 
::Hongjun ::Top 
::543 ::Among 
::NTHU ::Sequential 
::Georg ::Krll 
::Eben ::Handling 
::Thin ::239 
::91 ::Manish 
::Weienfels ::STRUDEL 
::Wimmers ::Stefano 
::Closing ::71 
::Stable ::Current 
::Lois ::Visualizations 
::Rozenshtein ::Xiaolei 
::Shneiderman ::Rusinkiewicz 
::Knox ::16 
::Video ::146 
::Availability ::Keulen 
::Sundaresan ::Jayant 
::Trusted ::Eich 
::25 ::Tamer 
::Objects ::Schwarz 
::Eliminating ::Schuble 
::Y ::SIM 
::Rmy ::74 
::Kerry ::Val 
::Shane ::Kohler 
::Morpain ::Choo 
::Alex ::Colby 
::MOSAICO ::Line 
::Paredaens ::Finite 
::Karthikeyan ::Representation 
::Moscarini ::und 
::Multiple ::Interaction 
::Sripada ::SQL 
::Bryan ::Continuous 
::Method ::Results 
::Yasushi ::Woolf 
::Stphane ::Sagiv 
::423 ::Luis 
::Stefano ::Kuo 
::NASA ::Goldberg 
::Shectman ::DOODLE 
::Ceri ::Schek 
::Montage ::Trigger 
::Keith ::Piero 
::Kohler ::Mariposa 
::Miron ::Worst 
::Mosfeq ::Improve 
::Mapped ::Marcel 
::Office ::Mema 
::Elizabeth ::Kambayashi 
::Imielinski ::Chair 
::zgr ::Power 
::tree ::Goetz 
::Browsing ::Production 
::Gerald ::Willis 
::Myllymaki ::Beyer 
::Tuning ::Plaisant 
::endPage ::Piatko 
::Hubert ::Nicolas 
::Clifford ::Sevcik 
::John ::57 
::Chairman ::Vitter 
::Arun ::MEDUSA 
::227 ::issues 
::Definition ::Gottfried 
::Salton ::48 
::130 ::Monitoring 
::Miron ::Daniela 
::Commitment ::User 
::Thompson ::Ceri 
::Representation ::Shu 
::Disco ::Medical 
::Kao ::Assets 
::Schiefer ::128 
::Relations ::123 
::Write ::Unpacking 
::Mosfeq ::553 
::Witold ::1993 
::Kerschberg ::Hara 
::Updates ::Hare 
::Source ::Timothy 
::Neighbor ::Recursive 
::DART ::Janus 
::Sequential ::Out 
::Chang ::353 
::Workbench ::Goetz 
::Minyoung ::Yasushi 
::in ::Brief 
::Tai ::Tamer 
::Reply ::Qu 
::Deductive ::Three 
::246 ::Plaisant 
::312 ::GOOD 
::Wolf ::Huffman 
::It ::Shaul 
::Evolution ::Buneman 
::554 ::Into 
::Without ::Stefan 
::Avoid ::Unstructured 
::Objectives ::Tufte 
::Geographic ::Critical 
::Paper ::56 
::Theo ::Stochastic 
::Ahlberg ::Indexes 
::Megiddo ::Ooi 
::Shekar ::Gang 
::Ganguly ::Atzeni 
::Linderman ::CLASSIC 
::Arbee ::Crash 
::Seluk ::Balakrishna 
::endPage ::447 
::any ::Quiescing 
::Madhu ::Selinger 
::Answer ::Ubell 
::492 ::New 
::Stokrp ::Jussi 
::Confluence ::Platforms 
::DDT ::Shmueli 
::Handling ::Lim 
::Mediratta ::Stuckey 
::Algorithms ::RIDL 
::METU ::Delayed 
::Kao ::Low 
::Sevcik ::Acitivities 
::Koschel ::Jrg 
::Sharon ::Guozhu 
::Security ::Kamalakar 
::Collection ::Ugur 
::Much ::Unstructured 
::Based ::Spatial 
::P ::Berson 
::Framework ::Ouri 
::Buffering ::Globally 
::Umesh ::Krithi 
::174 ::Dhaval 
::56 ::Tanin 
::Shasha ::72 
::Beng ::A 
::GEM ::197 
::Benchmarks ::Pedagogic 
::Facilities ::75 
::Shian ::Shared 
::Gerhard ::Good 
::Users ::Celis 
::Houtsma ::Qualitative 
::Sheldon ::Matchmaking 
::EUG ::Rowland 
::37 ::Rashid 
::Paton ::Toolbox 
::Separation ::den 
::Michele ::Cory 
::Laver ::Path 
::Random ::Papazoglou 
::Accociation ::31 
::256 ::Infomaster 
::Moshe ::92 
::540 ::ETH 
::Piero ::Donovan 
::Breunig ::Day 
::Kerry ::Process 
::364 ::Tschernko 
::Multiversion ::Reddy 
::Aiken ::zden 
::Has ::Conjuction 
::Fishman ::Array 
::Commit ::Values 
::Reformulated ::85 
::Representations ::MLR 
::WWW ::Euthimios 
::Development ::Evolution 
::Consens ::51 
::Christophides ::Continuous 
::Yun ::1988 
::Freytag ::Sagiv 
::Symmetric ::Mehmet 
::Harinarayan ::Spotfire 
::532 ::Knoblock 
::Memory ::Sharad 
::Fatma ::Shoring 
::Elke ::Parallel 
::Doan ::Nested 
::Thomas ::153 
::Donko ::Daniela 
::Wentland ::Consistent 
::230 ::Christophe 
::Kaizhong ::How 
::Hanson ::Budak 
::RISC ::Extendeing 
::282 ::Gilles 
::Hall ::Zhuge 
::Scholl ::Culler 
::Symposium ::Souza 
::Esther ::Bestavros 
::Presentation ::Stable 
::Missing ::John 
::Brief ::Umesh 
::Jean ::Nelson 
::ISS ::POSTGRES 
::Delaunay ::Yves 
::automatic ::Li 
::Datenbases ::Funkhouser 
::Pessimistic ::Experiments 
::Ray ::Infrastructure 
::Curt ::Motakis 
::Observable ::Higher 
::Schek ::Jyh 
::Locally ::Brin 
::Effect ::Media 
::Claudia ::Priti 
::Digital ::McClatchey 
::Crisis ::218 
::107 ::Pang 
::Queries ::Expected 
::Donko ::Wilburt 
::Massively ::Matthias 
::meet ::Frederick 
::Day ::Append 
::Interfacing ::Gehrke 
::Materialized ::Dirk 
::53 ::on 
::Telecommunications ::Making 
::Craig ::Musukula 
::Kiran ::Knig 
::317 ::435 
::Erich ::Willis 
::Jon ::Atul 
::Martin ::Ashish 
::Brodie ::Pierangela 
::Katayama ::Bing 
::Thyssens ::Extending 
::Jae ::Phatak 
::Serge ::Halici 
::513 ::Implementation 
::Abraham ::Cardinaels 
::122 ::Lewis 
::Copeland ::into 
::Bjrn ::560 
::Logging ::Cardenas 
::312 ::Chomicki 
::65 ::295 
::System ::Chin 
::Maryanski ::Brodsky 
::517 ::Loeffen 
::Kocharekar ::Syntax 
::21 ::Eisenberg 
::492 ::192 
::Referential ::Nancy 
::275 ::Tajima 
::Jagadish ::Chaudhuri 
::Tyler ::Nikolai 
::Jon ::Asserting 
::Grasnickel ::H 
::182 ::Hadzilacos 
::Versus ::Gaffney 
::Ghemawat ::Conceptual 
::Silverstein ::are 
::147 ::Full 
::527 ::Right 
::Prasadram ::Stole 
::Kifer ::Amr 
::Sarathy ::zsoyoglu 
::Annotated ::Satellite 
::529 ::Triggers 
::459 ::83 
::Liuba ::216 
::Schwarz ::Programs 
::Investigation ::Solutions 
::Resistant ::Keith 
::Toby ::Karlsruhe 
::Horizontal ::Y 
::versionControl ::Mohammed 
::Unifying ::Yerneni 
::Box ::176 
::Heterogeneous ::Heiler 
::Bing ::Sonia 
::media ::70 
::Weinberger ::using 
::Myllymaki ::Webb 
::Deppe ::504 
::Alphanumeric ::lun 
::Sarathy ::Geospatial 
::Scientist ::Air 
::Take ::Algorithms 
::ADS ::Viewpoint 
::45 ::Gnauer 
::Gerd ::Flokstra 
::Stphane ::Kiernan 
::Prolog ::Nascimento 
::Souza ::W 
::Performance ::Entity 
::Bltzingsloewen ::ETH 
::Tom ::fu 
::Parity ::Winfried 
::End ::attribute 
::Jonas ::468 
::Text ::DDTS 
::Silvio ::Orthogonally 
::Brigitte ::Carsten 
::Omran ::Buffers 
::Kornacker ::Mikael 
::Secure ::Mamou 
::Ensuring ::Agenda 
::Shapiro ::Architectures 
::Benson ::139 
::158 ::216 
::Asuman ::Based 
::Workstations ::Jaime 
::Estimation ::262 
::177 ::Burns 
::Making ::Administration 
::Christoph ::UDK 
::Arne ::den 
::Dittrich ::Geppert 
::Goal ::Karen 
::Kon ::Skeen 
::Cheap ::Bernstein 
::UIS ::461 
::Testbed ::Merrett 
::WWW ::Space 
::EOS ::Soumitra 
::Concurrency ::Tova 
::186 ::544 
::UNIX ::Kim 
::Taneja ::DBA 
::Cichocki ::Goh 
::Thanisch ::Ieong 
::Versioning ::544 
::Agarwal ::Fault 
::Crash ::Zhang 
::Made ::SPARC 
::Hall ::Orthogonal 
::104 ::DataBlade 
::Component ::376 
::Prototyping ::Ho 
::ITASCA ::Wolfson 
::Inge ::MLR 
::Spence ::using 
::Effectiveness ::493 
::Sean ::Baskets 
::Indian ::Hearst 
::Sagonas ::Albert 
::Rabinovich ::430 
::Hou ::Kulkarni 
::Lehman ::Skeen 
::Schrader ::Strengthen 
::March ::Horizontal 
::Services ::Speech 
::Delcambre ::Builders 
::What ::Network 
::Nectaria ::Chaudhuri 
::Nesting ::Olkin 
::Unpacking ::Oded 
::MEDUSA ::Claire 
::Hector ::Growing 
::Michael ::Nebojsa 
::Modules ::Limsoon 
::Area ::Kamel 
::Markus ::Rajeev 
::Sharma ::Arun 
::277 ::Daz 
::Himanshu ::Commit 
::Comprehension ::435 
::Versus ::Hasselbring 
::Musukula ::Effect 
::Frederick ::Farshad 
::OASIS ::357 
::5 ::HPCC 
::C ::Ellman 
::Visual ::Shectman 
::205 ::14 
::EFDBS ::Claire 
::Yurek ::Daniel 
::IPSI ::Jayant 
::Validation ::Elliot 
::208 ::Wileden 
::La ::Creation 
::Editorial ::HyperStorM 
::Shekar ::1993 
::Are ::Marron 
::Consistent ::Brunie 
::Determinism ::Karypis 
::Yannis ::known 
::Webb ::Patel 
::s ::Nguyen 
::Honeyman ::Karlsruhe 
::Esther ::285 
::Decomposition ::Fernandez 
::Features ::Stonebraker 
::Oliver ::Groupware 
::Yossi ::PRIMA 
::Kwei ::Banu 
::Weikum ::Manfred 
::Frameworks ::Kanellakis 
::Technologies ::Yuri 
::Ohori ::vendor 
::DOODLE ::Research 
::Pratap ::42 
::Csar ::Box 
::Poosala ::Distributing 
::Prakash ::Level 
