::Neel ::412 
::Manish ::BrunoGM02 
::Mansuri ::Jianjun 
::892 ::Schemas 
::4497585 ::DarFJST96 
::Anne ::Miss 
::Scalable ::1180 
::Bertino ::Spatscheck 
::Correlations ::inproceedings 
::LiLL08 ::Schlimmer93 
::Halpern ::Polyviou 
::Author ::Experience 
::P324 ::Nimrod 
::MengLWG02 ::GoldsteinRS98 
::v8 ::4497421 
::Re ::Jansen 
::Vee ::922 
::507 ::Ertem 
::4497612 ::297 
::Feedback ::22850106abs 
::Chendong ::Ad 
::OrfaliHE96 ::BurdickCG01 
::GangerK97 ::BohannonPRSSS96 
::Henrich96 ::Annotator 
::GoelSYZ02 ::views 
::635 ::LangOS96 
::DrapeauK93 ::471 
::1417 ::MobiQual 
::Sharad ::410 
::Valduriez93 ::C 
::15310274 ::794 
::HouJ06 ::P252 
::MaddenG08 ::trees 
::Mirco ::Aameek 
::Authentication ::Graphics 
::Dyreson ::Omran 
::4497513 ::Simonas 
::Powerful ::1024 
::KivinenM95 ::HeXYY05 
::Apers ::GADT 
::862 ::Jean 
::Transformation ::Jing 
::KoloniariP08 ::Ending 
::PeiJZ05 ::RDF 
::Component ::LimN01 
::Gounaris ::HullY90 
::512 ::Bruce 
::Kanamori ::IvanovaKN08 
::Correlation ::Gertz 
::RX ::Abul 
::WolfsonXYC06 ::506 
::Sweeney ::Cerquitelli 
::Manolescu ::Stockinger 
::Warren ::Tanu 
::Zimmermann ::Warehouse 
::SrikantA96 ::Subarna 
::524 ::150 
::TsangarisN91 ::131 
::Kantarcioglu ::Software 
::15310628abs ::Laurent 
::813 ::Nodira 
::JohnsonK84 ::AhmadN08 
::cite ::Information 
::Jonathan ::DiaoFFT02 
::4497397 ::Wayfinder 
::Unsafe ::Cudre 
::4497423 ::RiTE 
::Shared ::322 
::Matt ::Joachim 
::Hiroyuki ::Manolis 
::Vilhuber ::KatayamaS01 
::15310483 ::Summarizing 
::GrabsBS01 ::Durmaz 
::Stratis ::HanMWS01 
::Kimeli ::MaierS86 
::P231 ::Spyratos 
::Weld ::Gene 
::Kihong ::Venn 
::22850131abs ::KumarLMT08 
::ChenWWM06 ::Big 
::Deng ::Flow 
::Arocena ::174 
::1125 ::Versatile 
::1134 ::Asl 
::VenkataramanLN95 ::NtarmosTW06 
::Beyond ::Tight 
::Laura ::ROLAP 
::WangHLS06 ::Pradeep 
::Dependency ::265 
::hpts ::DuS82 
::Kun ::Columns 
::Validating ::P494 
::Surface ::TianP08 
::Reiss ::ChenOO08 
::Keim ::Xiong 
::ipsj ::Govindarajan 
::Cubing ::20 
::ISOMER ::Outliers 
::Blocks ::379 
::SchekPSW90 ::1385 
::Liang ::HirataHTK96 
::StromY85 ::Model 
::NagarajNRS08 ::Taylor 
::CastroN08 ::Wiwatwattana 
::GedikWYL08 ::DHT 
::Guarantees ::22850804abs 
::Kristian ::LiaoLL01 
::901 ::Perrin90 
::1470 ::LorentzosM97 
::Annotation ::Split 
::KasneciSIRW08 ::LimB08 
::22850606abs ::433 
::00 ::OguchiK02 
::Flooding ::Aref 
::JoshiJ08 ::Multimedia 
::Takegawa ::Andreas 
::914856 ::4497459 
::Heinlein ::Kim 
::4497408 ::Leo 
::Bamieh ::Hiroaki 
::AbiteboulV97 ::Constraints 
::22850779abs ::Partnership 
::Allen83 ::Technique 
::Jigsaw ::1480 
::PapadiasYMT05 ::Pointsets 
::BeckleyER85 ::toWeb 
::Calders ::el 
::Etoh ::RFID 
::Cable ::BerchtoldBKK97 
::Regular ::OMNI 
::Maintenance ::ChangMZS98 
::22850545 ::583 
::Lopez ::Daudjee 
::Estimation ::Filters 
::Raghav ::Mediator 
::Lossy ::PatonDWCDJ93 
::Sharoes ::Hasan 
::P116 ::Sequence 
::Dohnal ::15310327 
::Georgia ::Raghavan 
::422 ::GhaffarA97 
::Stella ::22850958abs 
::Recognition ::Shetal 
::Optimization ::NievergeltHS84 
::463 ::Torben 
::EROCS ::Shubha 
::Yoon ::Stonebraker86 
::1488 ::GounarisPSFSW06 
::dood ::4497598 
::Buneman ::890 
::292 ::HeLC05 
::Tirthapura ::Matching 
::43 ::Bhowmick 
::Fetching ::Indexes 
::1228 ::Tirthapura 
::Shifting ::Declustering 
::Sensing ::Potamias 
::SaltonWY75 ::Postgres 
::BunemanDFS97 ::Jayant 
::MoerkotteN08 ::22850155abs 
::COSTA ::Mengzhi 
::Advanced ::Azer 
::4497448 ::Yossef 
::Comer79 ::Adjourn 
::Dakka ::Haiyan 
::P402 ::Settings 
::Deng ::Panagiotis 
::Gattu ::Referential 
::Gerald ::Fingertips 
::BohlenSS96 ::Kazuhito 
::Mendelzon ::Smodels 
::enough ::58 
::Relative ::Focused 
::HibinoR96 ::Karl 
::Structured ::15310673abs 
::ipsj ::4497471 
::Agesen ::650 
::Mathew ::Dmitry 
::Party ::1568 
::DaynesC01 ::Vista 
::Nogayama ::Yamini 
::Wu ::4497599 
::Verifiers ::Haojun 
::BestPeer ::RAIDs 
::Adaptation ::Pei 
::Aggregates ::Re 
::4497478 ::IMPrECISE 
::192 ::15310268 
::914823 ::cite 
::Jeonghee ::Gio 
::Transformations ::Takuya 
::Goethals ::Elmasri 
::Environment ::Daniele 
::4497411 ::Ming 
::Private ::Prasan 
::Mohammad ::BonchiGLOPT06 
::21 ::Pawel 
::Jeffery ::Bourhis 
::490 ::Approach 
::15310507abs ::HSI 
::Naphtali ::Available 
::LowTLL02 ::KitsuregawaO90 
::Participants ::4497556 
::1327 ::Weld 
::ChenL02 ::StonebrakerC05 
::Hari ::P164 
::Sachindra ::Kashyap 
::Deb ::4497556 
::Gerhard ::1415 
::914836 ::753 
::Asl ::4497567 
::Wide ::4497415 
::Kyu ::Glimcher 
::Xiangdong ::Cui 
::Ruddy ::Warehouses 
::118 ::Ross 
::BurdickCG01 ::Eun 
::753 ::914871 
::98 ::Jason 
::Miller95 ::Rathakrishnan 
::598 ::Grel 
::1032 ::CopelandK85 
::AhmadN08 ::Tool 
::Balachander ::Manfred 
::Laurent ::Auctions 
::15310309abs ::4497571 
::Latha ::1950 
::Compressing ::SaltonG83 
::4497626 ::Yidong 
::Reducers ::Bakalov 
::PietzuchLSRWS06 ::Steve 
::Format ::EsterKSX96 
::Schallehn ::Franklin 
::LeongS97 ::Analytical 
::Sardar ::Coverage 
::914854 ::Satoh 
::Computer ::ChenR94a 
::PopivanovM02 ::1121 
::791 ::Scenarios 
::335 ::Ping 
::174 ::Erhard 
::Gabriel ::PanZW08 
::PrabhakarAAA98 ::Inter 
::XuLXM06 ::Chuan 
::Labeled ::BunemanCFHMV05 
::Dyreson96 ::Untrusted 
::4497565 ::Yunyue 
::PatonDWCDJ93 ::WangCPFM02 
::15310483 ::Tracking 
::ER ::Systematic 
::Simoudis ::529 
::Hull ::Networks 
::Pan ::Morse 
::1462 ::Margo 
::Jiaheng ::Committee 
::Feature ::1599 
::Weddell92 ::Coupled 
::1567 ::4497629 
::1396 ::Draper 
::Internal ::LangOKT98 
::4497629 ::Decker 
::ChangYDA88 ::Replica 
::Mostafa ::Air 
::Photos ::XGRIND 
::List ::691 
::KamelF94 ::Guting94 
::LuoJHYW06 ::Periodic 
::Peter ::1950 
::Skyt ::AgrawalG89 
::224 ::Hammad 
::ddb ::RaoM06 
::Timothy ::Cooper 
::Carl ::VenkataramanNL98 
::Grzegorz ::DakkaI08 
::Kimutai ::Schallehn 
::Tracking ::Shuqing 
::GoelSYZ02 ::Cooperative 
::Yoon ::Pearson 
::Type ::mss 
::853 ::Meo 
::BonifatiBCC02 ::ChawatheG97 
::SeltzsamGKK06 ::292 
::Harinarayan ::Hyun 
::Probability ::HungDS05 
::Qiong ::GummadiLGSH05 
::Relations ::Shuyu 
::Pilania ::KanagalD08 
::152 ::Labels 
::Pham ::Pushpraj 
::Vetle ::22850322 
::717 ::Candan 
::Kit ::Gawlick 
::Archetypes ::ShaoNS05 
::GaoHPSA06 ::883 
::Concurrency ::4497601 
::SPP ::Aidong 
::LianCY08 ::Michal 
::Authors ::P174 
::Environment ::Hristidis 
::HeXYY05 ::PathakCG08 
::Sean ::Enabling 
::d ::Omiecinski 
::Inan ::Gao 
::Mohan ::Juchang 
::Discovering ::Minji 
::toms ::P004 
::HwangPS98 ::Stoumpos 
::Arjmand ::iandc 
::Lai ::Vishal 
::Yalamanchi ::Bayardo 
::Channels ::YaminiG05 
::1116 ::Jean 
::Periklis ::a 
::Chung ::Cappellari 
::Tarik ::30 
::4497412 ::2006 
::LakshmananSGK98 ::Ramakrishnan 
::124 ::Clustering 
::Rimma ::Beyer 
::Postgres ::914854 
::ChenHS02 ::LangOS97 
::Tryfona ::GrahneLWX01 
::87 ::4497579 
::Annotations ::Yiu 
::Candan ::94 
::159 ::Extracted 
::Device ::Heikki 
::Ian ::Soo 
::Bosworth01 ::Khatchadourian 
::Rate ::4497556 
::P104 ::Yangjun 
::Lizhu ::Freeston87 
::Olston ::Disclosure 
::Tiancheng ::Hershberger 
::Hambrusch ::338 
::Paton ::Chin 
::914841 ::Almeida 
::557 ::Transactions 
::Implementation ::Francesco 
::Kunath ::Roberta 
::NagarajNRS08 ::Shivnath 
::networks ::Sujata 
::IpeirotisNCG05 ::501 
::dpd ::22850471abs 
::Mumtaz ::Dayns 
::Mutsumi ::1579 
::Srilekha ::Ira 
::LawrenceB02 ::GrayR93 
::Pandis ::Zaniolo 
::Smith ::Frederick 
::Dao ::4497538 
::BaralisCC05 ::793 
::547 ::Crime 
::993 ::Sheth 
::Wilfred ::15310053abs 
::crossref ::Sales 
::proceedings ::Mason 
::Storing ::RDF 
::aaai ::Yidong 
::Shmueli ::286 
::Checker ::Qin 
::Compressor ::Managing 
::business ::Johann 
::Dixit ::962 
::Fang ::SchroederHIN06 
::PapadiasT97 ::914873 
::1579 ::Walk 
::Rao ::QoSMig 
::Stanley ::Johannes 
::SeshadriLR94 ::Salem 
::Boncz ::SilbersteinBY06 
::MaH01 ::Murat 
::Generic ::ibmsj 
::Wai ::Production 
::271 ::ZhouOTY06 
::WangBTD08 ::LeongS97 
::125 ::TaniguchiS05 
::545 ::143 
::CosmadakisK86 ::Neil 
::Cross ::ChaudhuriGKLLM98 
::Chairs ::HillyerS96 
::P104 ::FranklinCL92 
::Anand ::MDL 
::Vrhovnik ::51 
::GuptaCG08 ::X05o 
::Trajectories ::Nicholas 
::Dehne ::Ang 
::Graphics ::Dayal 
::Clemens ::1003 
::Shared ::1346 
::Vee ::EllisGR91 
::mm ::22850415abs 
::Prabhakaran ::Publishing 
::914811 ::Kim 
::2001 ::Context 
::MelnikGR02 ::4497586 
::4497616 ::Qin 
::AugstenBDG08 ::Thomas 
::495 ::Method 
::Parties ::Sharma 
::Debugging ::SchiwietzK93 
::176 ::Percy 
::Deletes ::KilgerM94 
::Fung ::635 
::DeFazio01 ::Ferhatosmanoglu 
::Martin05 ::4497625 
::AbiteboulMB08 ::KapitskaiaTV97 
::1084 ::ChenOR08 
::Martinenghi ::Nan 
::Nina ::96 
::Marlow ::ZhangLW08 
::4497441 ::Alfons 
::Tsotras ::Improve 
::973 ::4497626 
::Sichun ::914823 
::SismanisR05 ::Imai 
::Vectorizing ::Toon 
::Lin ::Zhuge 
::Lessons ::LeeKC01 
::ONeilG95 ::Yingqi 
::SaltenisJ02 ::Zaniolo 
::YanZHY06 ::Middle 
::icde2005 ::BulutS05 
::BaralGS98 ::Capturing 
::1631 ::1556 
::Harness ::10010121abs 
::Pitoura ::Rosa 
::Alan ::Simmen 
::4497539 ::22 
::Relationship ::Andrea 
::Pinar ::Bulut 
::Salvatore ::316 
::106 ::Kamath 
::22850403abs ::SchekPSW90 
::Hallett ::Limited 
::Jeong ::2005 
::Sunita ::1267 
::WangJT06 ::Barga 
::BrunoC08 ::Franois 
::22850322 ::BrantnerKMH06 
::Xiangdong ::ZhouOTY06 
::265 ::Aggregates 
::Benjamin ::1628 
::Wierman ::Chuck 
::4497490 ::Nithya 
::Cinzia ::cker 
::1095 ::Zhu 
::Photos ::Mario 
::Rys ::274 
::EvdokimovFG06 ::Pui 
::Equi ::2006 
::Machine ::446 
::Collaborative ::Zhou 
::GuptaMS93 ::ChrysanthisR90 
::Relaxation ::Karthikeyan 
::Storing ::Hoel 
::ChangC02 ::SuleimanCF98 
::Zaharioudakis ::Nrvg 
::Hari ::Magdalena 
::Anant ::Sakuma 
::FlescaFG02 ::Bttcher 
::Dyreson96 ::889 
::FernandezS98 ::Salem 
::TelegraphCQ ::Arno 
::Items ::Personalized 
::Jenkin ::Serap 
::Kiernan ::Quadtree 
::22850939abs ::Logic 
::RinderleWR06 ::NAGA 
::Overlapping ::HillyerS96 
::Salvatore ::1564 
::Common ::Hara 
::1266 ::Terabyte 
::Suchanek ::1426 
::RothH93 ::AliCKR08 
::Multiresolution ::1013 
::I ::ChakravarthyL98 
::864 ::914816 
::Structured ::4497468 
::Vladimir ::Norio 
::WilkesGSS96 ::Yoshizawa 
::Trasarti ::Sellis 
::684 ::Units 
::Hoyoung ::Xueyan 
::Nagendra ::Sheng 
::QuLM06 ::GriffinL95 
::deSign ::Jayapandian 
::Doan ::Omran 
::Sadhukhan ::Sharoes 
::Mapping ::Oracle8 
::Frdric ::Kriegel 
::Wan ::368 
::Among ::Expensive 
::209 ::Simitsis 
::Amlie ::15310716abs 
::Chambliss ::Behzad 
::ChangYDA88 ::Ambuj 
::Reza ::PhotoSpread 
::645 ::15310269 
::Mamoulis ::138 
::Alink ::Integrating 
::4497536 ::Abiteboul97 
::1072 ::Mikkel 
::ChakravarthyL98 ::designed 
::171 ::Yiheng 
::Ruoming ::Dinesh 
::SardarK06 ::BertinoOYD05 
::Apers ::Gene 
::Shunsuke ::ZhouYGCD08 
::Zhewei ::Hacigms 
::443 ::Employing 
::IshikawaKOYKK96 ::NET96 
::WolskiB98 ::Marx 
::Experience ::Galpin 
::MukherjeeRS05 ::MAFIA 
::Akrivi ::Hui 
::Main ::UNIDOOR 
::22851118abs ::Zilio 
::Parking ::Cesare 
::Ono ::ViteX 
::697 ::4497484 
::PF91 ::22850656abs 
::KrishnamurthyKN05 ::Tian 
::LawrenceB02 ::Gemulla 
::Internal ::integration 
::522 ::HullY90 
::AstrahanBCEGGKLMMPTWW76 ::1145 
::Weiyi ::MadhavanBDH05 
::XPlainer ::Simoudis 
::ChangSZS97 ::Automatically 
::Directory ::Gardarin 
::Gehrke ::Gjergji 
::255 ::914827 
::15310488 ::Verifiers 
::1564 ::Hendrik 
::Grabs ::Andrea 
::Tirthapura ::centric 
::Structural ::Nikos 
::Predicates ::Generic 
::Ryan ::dblp 
::Mor ::Economically 
::Siberski ::4497517 
::Shi ::260 
::Chaplin ::170 
::1330 ::Lopez 
::RooholaminiC95 ::XiaZ06 
::YangWWY02 ::4497512 
::KochSS08 ::1516 
::Id ::Models 
::Parallelizing ::Hope 
::Folding ::663 
::MishraE92 ::Pervasive 
::ChenWZY08 ::Simmen 
::Unity ::HullY90 
::WolskiKP96 ::4497634 
::AgrawalJKL06 ::4497427 
::Ladin ::Sagawa 
::1023 ::Mohammad 
::Schek ::CopelandK85 
::OrensteinM84 ::AttieSSR93 
::Prabhakar ::P144 
::DingCRTHC08 ::Yoshizawa 
::Optimizations ::Redmond 
::ChenDER05 ::X05r 
::GalAX02 ::1118 
::10010143abs ::ChenC08 
::Transaction ::RaoPML06 
::Congjun ::Vaupel 
::Sardar ::Franoise 
::Huang ::Telcordia 
::Nectaria ::Third 
::37 ::Kornel 
::Function ::Aggregate 
::PapakonstantinouGU96 ::4497476 
::Renner ::Systematic 
::Patrick ::264 
::272 ::icde2005 
::Zadrozny ::Preservation 
::Avigdor ::585 
::P514 ::Representing 
::Anja ::Yokota 
::DHT ::AITVS 
::Are ::Factorization 
::15310274 ::Salka98 
::BargaP95 ::Lo 
::Gridded ::Sae 
::1141 ::Preemptive 
::Ip ::Venkataraman 
::4497534 ::Mehrotra 
::isci ::Davood 
::Henk ::625 
::Principled ::Yuni 
::Scripting ::BitonBDH08 
::Chee ::fodo 
::Energy ::IMAX 
::ChenJKKMNS01 ::Zhengli 
::Rebecca ::Messaging 
::LiaoLL01 ::cosit 
::Akiko ::Zaki 
::640 ::495 
::Rosy ::914827 
::Yokota ::Tiancheng 
::Netz ::Prakash 
::492 ::Rabsch 
::684 ::Weighted 
::Myoung ::Predicates 
::Automation ::htm 
::Bloom70 ::Bulk 
::DeWittNS91 ::4497598 
::Schumacher ::NaumannHTHM02 
::130 ::Baral 
::Vlachos ::Determine 
::StreamCorder ::725 
::AdaliCPS96 ::261 
::Maintaining ::UDB 
::638 ::Mix 
::1047 ::1599 
::MaddenF02 ::Counts 
::zsu ::22850434abs 
::Sedmidubsk ::Everyplace 
::Mitschang ::Squicciarini 
::1209 ::Masayoshi 
::R ::Kramnik 
::Leveraging ::Hongyan 
::Verify ::Stream 
::Ge ::anonymizing 
::Zhe ::XCut 
::Paton ::933 
::Multiple ::4497468 
::Manolis ::Hubert 
::mm ::Stratis 
::Framework ::434 
::Govindaraju ::Moerkotte 
::1146 ::ConsensRV08 
::ChaudhuriGKLLM98 ::Palakal 
::15310141abs ::Nikolaus 
::Ash ::fm 
::Soo ::326 
::Bringing ::Smoothing 
::Abbadi ::Threshold 
::Prediction ::DeRose 
::Eduard ::Previously 
::Wikipedias ::AgesenBPT01 
::Be ::LeslieJBY95 
::Ghosal ::22851122abs 
::4497408 ::Eugene 
::HorwitzT86 ::LiedesW06 
::Zahir ::Latha 
::Yk ::PHASME 
::389 ::Lun 
::Fuh ::Heterogeneous 
::22851106 ::Cornelius 
::Automata ::Bhattacharjee 
::C98 ::Pearson 
::Jonas ::1005 
::ShiZ05 ::NeT 
::914862 ::914824 
::ReissH06 ::CareyDN93 
::Mohania ::HanF95 
::Feltes ::325 
::Communities ::842 
::GryzSZZ01 ::W 
::csdl ::An 
::Answering ::Mumick 
::ChenWWM06 ::Meisen 
::Chu ::Directions 
::Gting ::1349 
::BohlenBJ98 ::Duplicates 
::Neighbor ::1450 
::586 ::1199 
::P209 ::KashaniS06 
::Internet ::Nes 
::424 ::ChenD97 
::2 ::Arjmand 
::Percy ::Mihai 
::Zeng ::Graham 
::914850 ::Program 
::114 ::Dieter 
::Path ::Domains 
::84 ::Prefix 
::Ursino ::802 
::143 ::Archival 
::Rao ::BentleyF79 
::585 ::1135 
::YangPPK08 ::DasCWAS08 
::Sponsored ::495 
::Biton ::Serge 
::4497535 ::Bhlen 
::LiH89 ::Descriptions 
::Method ::Boncz 
::html ::Gounaris 
::Nanni ::943 
::246 ::btw 
::Snake ::PopivanovM02 
::Approach ::bdbms 
::Enhanced ::LiuSYR98 
::4497506 ::MUSE 
::Theoretic ::4497554 
::Franklin ::LiHYX05 
::DesslochHWRZ08 ::LiuR05 
::302 ::15310339 
::ssd ::Frdric 
::Hoyoung ::Morse 
::XuEKS98 ::Syeda 
::1521 ::Maurice 
::ChiuehB08 ::Olston 
::4497510 ::Vassilios 
::Areal ::SavasereON95 
::328 ::RDF 
::Banu ::Gamper 
::Mehmet ::Prakash 
::4497506 ::MansuriS06 
::Properties ::SNAP 
::Updating ::Shiyan 
::Refresh ::Sashikanth 
::CoT ::Melanie 
::Aoying ::Sriram 
::Approaches ::IshikawaKOYKK98 
::DBXplorer ::Pathak 
::DeshpandeH08 ::Guoyu 
::Marcelo ::Girish 
::SchenkelTW05 ::Abowd 
::Narasayya ::Netz 
::Ketchpel ::Internal 
::Lipyeow ::489 
::Seeger ::KotidisSV06 
::Soccer ::WuXTL06 
::37 ::Krishnan 
::FukudaMMT96 ::Harness 
::TsatalosSI94 ::French 
::X05t ::1445 
::Variable ::Arnon 
::Nimble ::Leung01 
::Pandey ::15310274 
::1418 ::914827 
::212 ::Carmem 
::P334 ::Partition 
::ImielinskiB94 ::4497635 
::DeshpandeH02 ::Pin 
::Tetsuya ::JinA06 
::QiaoRNPCFRCYL08 ::Oriented 
::Dunja ::Christian 
::Sakurai ::4497463 
::Processing ::1409 
::914835 ::Guido 
::WangXLW08 ::Rong 
::Hsu95 ::1107 
::GohMS94 ::NtarmosTW06 
::19 ::15310235abs 
::326 ::SeshadriLR94 
::Albrecht ::Burns 
::Constraints ::Aravindan 
::User ::Ramakrishnan08 
::Gen ::Flip 
::Ewen ::348 
::417 ::Koubarakis 
::914876 ::Shape 
::Sean ::Fudos 
::Dimension ::Shin 
::Stonebraker86 ::1420 
::Wai ::4497613 
::Entity ::Jim 
::t ::Generalization 
::LiuC08 ::42 
::Torvik ::Broadcast 
::390 ::QiaoIAA05 
::Sean ::15310279 
::Applications ::Meng 
::411 ::Representation 
::Callaghan ::Sensitive 
::TolaniH02 ::15310357abs 
::Norman ::P600 
::Lopez ::1464 
::Versus ::Constant 
::ConQueSt ::4497567 
::Denny ::Ganesh 
::MelnikGR02 ::KreplinZ01 
::Spyratos ::Yoon 
::914853 ::585 
::Netz ::CarterBZ91 
::Suppression ::SavageW96 
::631 ::constrained 
::Threshold ::MorishimaNISK08 
::Weis ::BhideDD93 
::22850619abs ::Di 
::Generalizing ::4497426 
::Skew ::Visual 
::Sreenivas ::Linear 
::ssd ::1330 
::Gardarin ::4497524 
::1 ::4497474 
::Feature ::Airoldi 
::Generato ::HutfleszSW88 
::KamathAGM96 ::15310529abs 
::QPipe ::Zhewei 
::4497507 ::Takashi 
::Postgres ::dexa 
::EltabakhEA06 ::PajarolaOSSW98 
::Provide ::Estimator 
::Hsiao ::276 
::190 ::Pontieri 
::150 ::Takuya 
::Ho ::865 
::bc ::Woong 
::ElfekyEV02 ::Sampling 
::Piatetsky91 ::ride 
::732 ::4497512 
::Vassiliadis ::Meisen 
::192 ::Enhanced 
::bncod ::For 
::Hambrusch ::ChenC92 
::Nita ::Willy 
::Dinh ::Among 
::564 ::BoberC92 
::AquaLogic ::175 
::Shen ::4497433 
::Cart ::Gabber 
::Computer ::Spiekermann 
::Quan ::Henrich 
::ZhangLKW06 ::Summaries 
::1477 ::SMART 
::1461 ::Data 
::Fathima ::Kalnis 
::ChanFLNR82 ::S 
::783 ::359 
::Logging ::Packets 
::Motion ::HSI 
::JefferyAFHW06 ::Katayama 
::Yingqi ::Relation 
::Yaping ::Sonny 
::Multilingual ::GeorgakopoulosHM96 
::Sharing ::4497490 
::ChaudhuriGK06 ::Peter 
::Online ::Gnther 
::Providing ::Timos 
::Hoare69 ::1116 
::Condensed ::DunnDDS02 
::SarawagiS96 ::Susanne 
::ZhangLW08 ::Convertible 
::Employing ::if 
::Bulk ::15310029abs 
::ChuDHH06 ::A 
::Gignere ::WuXTL06 
::Dialect ::AxPRE 
::10 ::Judice 
::Enforce ::Sikkupparbathyam 
::Douglas ::Rafiei 
::172 ::Nina 
::4497448 ::Sergey 
::Limited ::Zuzarte 
::P024 ::Binnig 
::Eran ::Kahn 
::PudiH02 ::Theodore 
::15310245abs ::GounarisYSD08 
::Akiyoshi ::Haojun 
::HowardKMNSSW88 ::Arijit 
::Donahoo ::Colby 
::243 ::Juliana 
::Curtis ::Amrish 
::HwangCZ08 ::Meaningful 
::McWherterSAH05 ::1357 
::Jagannathan ::Uwe 
::Interesting ::Nath 
::CormodeKMS05 ::Chuck 
::Cui ::Emeki 
::Hallett ::bdbms 
::4497428 ::371 
::Bogdan ::22851104abs 
::Bentley75 ::org 
::Sreeram ::506 
::360 ::BertinoK89 
::QiaoRNPCFRCYL08 ::Expressions 
::Reiss ::Extensions 
::Michael ::Cunningham 
::KoudasS97 ::Haggai 
::Netz ::Agents 
::172 ::Prabhakar 
::1141 ::AbiteboulK92 
::Compiler ::YangSRG06 
::P192 ::PermJoin 
::346 ::Creation 
::jodl ::Bausch 
::BrantnerKMH06 ::Workloads 
::473 ::Periodic 
::AmzaCZ05 ::Ajay 
::Cristian ::BinnigKLS08 
::Lieberman ::CareyDFHMNSSTTWZ94 
::4497546 ::133 
::914811 ::party 
::SegevP89 ::Shigeo 
::Acyclic ::JainMTC95 
::Loosely ::NgH94 
::1032 ::Rahul 
::subrahmanianJ96 ::FernandezFKLS97 
::Sandra ::1396 
::Approximation ::Quality 
::LindsayHM86 ::Woong 
::Pascal ::Jindan 
::Online ::Guang 
::Gignere01 ::Marios 
::Zheng ::ph 
::BernsteinGW93 ::Mobile 
::Regions ::Ordered 
::Arshad ::Periklis 
::32 ::Evolving 
::Sources ::QPipe 
::Tape ::GeorgakopoulosHKM94 
::Ngai ::Susanne 
::Jhingran ::Ngu 
::Basit ::Ander 
::iandc ::Yang 
::1483 ::Acyclic 
::Bo ::PrabhakarAAA98 
::1107 ::1276 
::Era ::AlonsoAAKGM96 
::LiuP98 ::KitsuregawaO90 
::Times ::15310282 
::Neumann ::Bossi 
::1000 ::Generalization 
::Petkovic ::Interval 
::Carl ::MoonWL01 
::1091 ::943 
::Jinchuan ::4497598 
::258 ::1462 
::Blocks ::Exploring 
::Bertk ::Skeen 
::Certainty ::Family 
::Ong ::1405 
::WangRM06 ::914813 
::Sellis ::P284 
::Madden ::Adjoined 
::Yk ::Kjetil 
::Numeric ::Sweeney 
::Jensen ::Guohong 
::Bei ::209 
::HjelsvoldM94 ::914824 
::Was ::1082 
::GrayC89 ::824 
::1131 ::Neel 
::Paloscia ::Balaji 
::Milena ::392 
::273 ::Microarray 
::Polynomial ::Wide 
::Nikolaus ::Verma 
::NieWWM06 ::Marlow 
::1100 ::Measuring 
::Lingzhi ::Bassiouni85 
::Dou ::36 
::Behr ::MUSE 
::YiuJHL08 ::Schmidt 
::ZhouYGCD08 ::1258 
::Predicates ::KoblerBCH95 
::4497637 ::1339 
::22850483 ::Girish 
::Athitsos ::Rajagopalan 
::Dou ::Surrounder 
::296 ::StockmeyerM73 
::Beyond ::Nakano 
::HuangJLO06 ::39 
::Maintenance ::Computer 
::Music ::4497534 
::kim95 ::domain 
::Approximated ::Fingertips 
::Freeston87 ::LeeLL06 
::Validating ::spieSR 
::datamine ::Domain 
::Dominant ::Kanamori 
::Telematics ::Jagadish91 
::Reachability ::Cohen 
::Nicoleta ::Pipelined 
::IshikawaSKMMIAY93 ::1286 
::BalkeNST05 ::Qing 
::Maskey ::bda 
::1013 ::Skeen 
::Synthesizing ::SVL 
::Weikum ::Moon 
::600 ::4497419 
::Spreadsheets ::Substructures 
::ETL ::Casati 
::Aggarwal02 ::Arasu 
::Q ::12 
::Tag ::Tomography 
::95 ::Evolution 
::Sergei ::Boolean 
::Standard ::views 
::Marts ::adl 
::Guha ::ShaullSX08 
::4497453 ::271 
::Bases ::Anthony 
::SavageW96 ::SrikantA96 
::102 ::914866 
::594 ::22851126abs 
::KashaniS06 ::Narang 
::Terminological ::ChengXPS05 
::22851144 ::GraefeM93 
::4497505 ::4497522 
::XinSHL06 ::Fishman 
::Fromont ::Haibing 
::Qiong ::Coordinated 
::PeiroASW98 ::Wisnesky 
::Networked ::Abowd 
::312 ::Kim95 
::Gadia86 ::Ranganathan 
::1579 ::Kashani 
::Principled ::Motion 
::ApersHY83 ::OLAP 
::GuptaHR98 ::JainS94 
::Nanni ::Hoare69 
::HibinoR98 ::cover 
::Amitabh ::html 
::Lomet98 ::Vasileios 
::Shyu ::DrapeauPK94 
::PfahringerK95 ::Pavan 
::Systematic ::376 
::KimGBW90 ::SardarK06 
::Jianmin ::Iman 
::Shim ::csdl 
::732 ::LeeCLNS94 
::Zeiss ::Roland 
::Operator ::Ehud 
::642 ::Rajagopalan 
::Mohan96 ::Smoothing 
::1575 ::Warehousing 
::Wu ::Yfoulis 
::Ping ::UDB 
::22850549 ::Characterization 
::Application ::KornSFSP96 
::MogiK94 ::Datasets 
::Extremely ::Top 
::BayerHR80 ::Kaname 
::AggarwalY08b ::FaloutsosBFHNPE94 
::Raman ::Flesca 
::Lamport78 ::Aggregation 
::Madden ::491 
