Tyrone::LiuC08 HanYY06::Collections Wayne::256 ::4497503 ::Simon 
Pessimist::ChuDHH06 Cloaked::Jeffery Ahn::Acceleration ::Benjamin ::Manfred 
Baxter::4497631 Wilhite::LuoNEW05 Donghui::767 ::Ceri ::Tuan 
Popivanov::Pan Balaporia::AdaliCCES96 Lian::Riccardo ::Sessions ::Callaghan 
715::ChenSZ05 LindsayMP87::Karras Lizhu::Moon ::Fred ::PapakonstantinouGU96 
Sobulo::Dik Wook::HibinoR96 Pavan::Suciu96 ::121 ::KhaYU01 
CareyFLS91::Cabibbo 4497616::Definition Business::CastellanosCSD05 ::492 ::Flesca 
Warner::4497487 Milind::Crawler WuDY06::BrantnerKMH06 ::1115 ::Equi 
Xiaojin::C 1551::Gertz Garcia::Evripidou ::Fernandes ::Filippo 
Similar::Inderpal Tool::Jens P296::Renner ::4497632 ::4497621 
161::KamathAGM96 4497487::KeulenKA05 Functions::MeoPC96 ::1465 ::Kimutai 
Weikum91::Gedik HwangCZ08::Suhre Proxies::Ouri ::CaoCFT08 ::1112 
LevyMSS95::1439 Easy::Bassam 853::P600 ::AbiteboulHB99 ::Minji 
You::Historical StolteA02::WongA85 4497519::Architecture ::Janine ::Bases 
BertinoK89::Zloof77 Connected::Chendong Kristin::FilhoTTF01 ::Mendelzon ::Jianzhong 
Connected::Siberski AgrawalFS93::ChengCMC08 Imprecision::Yoji ::SrikantA95 ::Pushpraj 
Shoshani::Memory Prasad::Chaudhuri Engovatov::Nectaria ::Hae ::Mohan90 
FernandezS98::4497460 Windhouwer::Out QuLM06::358 ::Diversity ::icml 
22851102abs::487 Sakuma::1199 Kanthi::535 ::853 ::DanDY91 
190::LeeMCC02 JinA06::Version FungWY05::Abowd ::Azer ::Schlesinger 
Come::ArefS94 Periods::Deligiannakis 517::Minos ::MehrotraG93 ::4497430 
Autonomic::Connected LiebermanSS08::28 StolteA02::145 ::4497588 ::BouganimFV96 
YangPPK08::ShivakumarG97 Bhattacharya::Brian Vikram::183 ::Muse ::Bamieh 
osdi::Kanaya 15310093abs::Shivakumar Stonebraker91::Trombetta ::Jindan ::NussbaumerPSS95 
Jimeng::Fischer Fully::Songting Cameron::Condit ::1048 ::Dixit 
Mauroux::Autonomous Overcoming::1124 HamakawaR94::339 ::10010121abs ::bda 
LieuwenD91::435 Hwang::Werner Wenliang::K ::Cudre ::Jazayeri 
Indrakshi::Sets 4497602::P144 Ntarmos::Marian ::Alessandro ::4497592 
Rasin::Suciu 1568::King Caches::Mirek ::Enhanced ::Hardware 
169::Ertl SilbersteinBY06::Informative Fast::Graph ::914810 ::Vista 
Rule::22850459abs ChenL02::Tsotras Marinoiu::Neville ::AbiteboulCM95 ::Flexible 
12::Qi 1623::Bukhres Preaggregation::Chairs ::BerchtoldBK98 ::577 
Outsourced::Gunther93 HungDS05::Sakurai Nguer::Sevcik ::Minh ::Samuel 
NakanoIK98::22850545 15310264::Sudipto isci::SAP ::D ::Inclusion 
Graphical::Available Mahadevan::Ariel Sensor::Ha ::Ooi ::Liangzhong 
DeWitt::XuLXM06 Lawrence::Stanley BaralisCC05::Mathew ::Gawlick ::1208 
inproceedings::Queuing Simoudis98::Bonnet BrinkhoffKS96::Liu98 ::Redbrick ::Integrity 
1384::KarsentyB93 914877::Component 15310335::440 ::PopekK79 ::Amza 
LiC08::338 22850174abs::Zhang HeZC05::Yuelong ::Clifton ::Generalizing 
1131::214 Come::Snodgrass AgesenBPT01::150 ::Dissemination ::Algorithms 
TataFS06::4497620 BeckmannHKN06::Alessandro Maryann::Experiences ::Spreadsheet ::15310166abs 
LiuYT05::Flesca Wayfinder::ChenHY96 15310141abs::Order ::ZhugeG98 ::145 
1408::ShiZ05 Oracle8::552 Chung::Dunn ::Social ::Weaver 
Andrei::235 Signatures::4497618 BunemanNTW95::Jianping ::Patricia ::Lei 
StreamingWindow::Sellis Vaisman::Updates MogiK95::BestPeer ::4497464 ::Services 
Afanasiev::KanagalD08 1552::Checkpoint 991::605 ::won ::Lei 
Henrich::Multidimensional Roland::Authoritative Certain::Manikutty ::PetitTBK96 ::Karthikeyan 
Web::Yuhui Low::Imprecise Lu::Andrey ::Lingzhi ::Protecting 
Lakshmanan::OrfaliHE96 773::Zeng 292::Peters ::LevyMSS95 ::Guohong 
617::Optimization Tao::KorthKB88 Matching::4497488 ::WangXHZWZS08 ::Govindan 
Practice::Tata Maryann::Barzan 80::Clip ::EsterKX95 ::Operators 
Non::Huan SampleCFHSC02::Salka98 Monitoring::Lingzhi ::Partition ::ChenDYR08 
Callaghan::Bulk el::Jakob KeijzerK08::XiaZ06 ::Systems ::Meyerson 
Ohler::36 22850230abs::cs 15310005abs::Soo ::Cheung ::Tag 
1591::Inverse QinQZ06::Dohnal Partial::icde98 ::Nikos ::Yiming 
NguyenS96::Amer 715::Matthias Under::Netz ::AgrawalJKL06 ::Jun 
1506::Lewis 371::Problems Representing::Estimators ::NFMi ::Different 
LevandoskiKM08::Bhargav Frank::Diagnosing Objective::Searching ::AnYS01 ::Organization 
Optimization::1345 4497411::1454 AmzaCZ05::Subbu ::22850730abs ::Fishman 
Masayoshi::327 Transfer::Megalooikonomou 246::Pin ::Vetle ::Tam 
mm::DaynesC01 Inflationary::YouPL05 Mengsheng::15310345abs ::Nasi ::705 
4497572::Webs Snodgrass87::WWW Laura::11 ::Xuemin ::Persistent 
Emeki::9 Assent::22850174abs Estan::Csar ::AggarwalY08a ::1524 
Id::Mason KeijzerK08::Viglas Alejandro::SinghL08 ::Factorization ::isca 
Leveraging::989 WangBTD08::KotidisSV06 1548::WangYM01 ::Franklin ::Bryan 
Kemper::Ixent Cliff::4497493 Adaptation::Elmagarmid92 ::767 ::4497490 
Vehicle::4497518 914848::Chair Stucki::Surna ::for ::AliCKR08 
Richard::ZivL77 Hanyu::ChenHY96 Traina::22850552abs ::Properties ::Hiraoka 
320::WangLFY02 SellentinM98::4497500 Synthesizing::1405 ::SavasereON95 ::Anomalies 
22850545::General Asymmetric::MyllymakiL95 HeZC05::Mehmet ::Lyublena ::Interesting 
Raschid::Edoho 15310053abs::1513 Iyengar::1489 ::Marian ::Silvia 
Schallehn::15310041abs SarawagiS94::1467 Koh::Ferhatosmanoglu ::KahveciS01 ::Haejoong 
Xing::CasanovaFP84 ZhangRL96::Yibei LOCUST::4497514 ::Inflationary ::599 
Wenjie::icde98 Beckmann::1118 Perego::LuoWL08 ::Persistent ::similarity 
ChangM88::Maged Ad::Prediction BouazizKPW97::Documents ::Sithirasenan ::832 
von::1543 SilbersteinHYY05::Queues ChenSZ05::Cruz92 ::Shahan ::Assertional 
Performance::525 Jansen::Zhai Process::Market ::1072 ::255 
Chen05::Visibility Tony::Crime 15310496::Ganti ::Garret ::Georgiadis 
Cattell91::Schroeder Zhou::mta Yk::Nori ::Johnson98 ::Bryan 
Chamberlain::327 Medical::Mutsumi Tsotras::4497621 ::Benchmarking ::914833 
914851::Mostafa Cochinwala::Properties Bohannon::ShkapenyukS02 ::ChangC02 ::Prioritization 
GriffithsFPJDM05::icde GeorgiadisKCNS08::Sample DeeringC90::P086 ::AtzeniMM97 ::ChiuehB08 
Deng::Arie Verma::529 Raschid::PudiH02 ::Nath ::Thomsen 
4497500::Arocena Manolis::4497476 Legacy::Hui ::15310485 ::AgrawalS94 
Roller::91 137::Pankaj 242::Damdinsuren ::KiferKS92 ::KhaYU01 
Henrich98::Air Commutative::Shuqing Tok::Logan ::1003 ::1470 
Concept::CampenXRGFSPL08 Design::MalkemusPBC05 Dik::15310333 ::HamakawaR94 ::Hett 
862::B Patricia::4497588 Effect::Tsotras ::Mudumbai ::code 
RaoLLPS01::93 Graefe::22850069abs Matrix::317 ::Bhat ::Models 
Replica::Kreutz Ramakrishnan08::852 Maier83::Murali ::Aravindan ::Anurag 
Recovery::22850578abs RotemZ95::Visual 1095::389 ::constrained ::Marc 
Chaum85::WebIQ 22851084abs::Domenico 61::InanKBS08 ::LiuP95 ::Yahia 
Tat::554 Controlled::AtzeniMM97 Jain98::15310617abs ::GawlickK85 ::SayedRM06 
Hash::RinardD96 Gonzalez::97 RoussopoulosL85::multimedia ::889 ::Participants 
Networking::StoumposDKD08 1485::Iyer Miah::Chun ::GongYQZ05 ::Xiao 
Approximating::1005 Computer::Accuracy Browser::Transactions ::Strength ::346 
Yongqiang::430 Arthur::PapakonstantinouGGU95 4497627::Indexing ::NgH94 ::NambiarK06 
nwosuTB96::1091 SayalCDS02::ShenSYZC06 Gsta::536 ::Khaled ::Cornelius 
ShuklaDNR96::601 Filters::Chakrabarti 773::Lot ::Pinar ::489 
Ertem::X06c Xuqing::1611 Crowd::Gattu ::KanoulasDXZ06 ::Leymann98 
LometBMS06::Complexity Edmunds::968 Vlastislav::1390 ::Seluk ::Welcome 
Franklin::Krauthgamer 57::Materialized 15310225abs::Raffaele ::1325 ::1321 
GyllstromADI08::Unknown 79::HinterbergerMG94 Wayfinder::SNAP ::1604 ::That 
Vehicle::22851146 22850949abs::2008 Cochinwala01::XQuery ::Xin ::Infrasturucture 
Changing::2002 Usage::22850890abs Seidel90::Curtis ::Preserving ::Zeller 
208::Mikkel Balaji::Evdokimov TaoPZL05::22851036abs ::Shunsuke ::Materialized 
542::1408 Solutions::DayalHL90 HampapurJW95::Srini ::KeijzerK08 ::Sheng 
KrishnamurthyI91::Angel Sharoes::Ladin Osman::MorishimaNISK08 ::Regular ::1002 
Differential::Sikkupparbathyam 4497470::OWL Capturing::Captivity ::Fully ::22850916abs 
Optimized::34 1510::Autonomous 1012::ChanFLNR82 ::Smriti ::Environments 
Outliers::Laurent Inference::mta Algebra::Schlesinger ::Relationships ::once 
once::EELs Vrhovnik::DB2 TomasicRV96::Querying ::Vladimir ::Theory 
Object::Nath CopelandK85::Aggarwal02 Dalvi::Jianping ::the ::Mourad 
Lucian::Tufte 4497517::Selections X05s::adl ::Korn ::Heinz 
Marcel::Relaxation Periodic::Mingzhe Javeed::HungDS05 ::Economically ::876 
Business::4497459 Vebjorn::Liedes Harchol::Arbee ::Marcelo ::GibbsBT94 
Olteanu::1576 Mehta::Feedback SistlaWCD97::PoosalaIHS96 ::1560 ::Pushing 
Gnther::networks Cattell91::AggarwalCH06 SherkatR06::QuassWGHLMNRRAUW96 ::4497480 ::GyssensLS96 
P514::Pablo ViEWNet::Kitagawa Raymond::15310277 ::Tirthapura ::AlonsoC05 
Managing::Chambliss 177::if Hung::4497576 ::22850502abs ::KappelS91 
283::Kurul HuaYL06::ArocenaM98 Xiang::Cheung ::22851061abs ::LiCKB06 
Ooi::ManolescuP05 MannilaR86::Xueyan Kyu::Bursty ::Adaptive ::Korn 
914814::Dayal KaF02::P456 314::Jianlong ::172 ::442 
Ramamurthy::Riqiang Snodgrass95::22850927abs 556::Baker ::Shrira ::Infrasturucture 
Karl::Chita Lomet93::Pirahesh S::Ken ::10010651abs ::Kitagawa 
Keulen::fledged Oracle8::Evolution Coordinate::P086 ::1587 ::15310503 
Theoni::152 565::Dominant VlachouDNV08::Shu ::ShkapenyukS02 ::Q 
That::Mano 4497462::Assertional 47::Gustavo ::Silberschatz ::4497534 
Uncovering::Kumaran P598::String Subarna::DahlinWAP94 ::GuptaHR98 ::SistlaWCD97 
Y::Strong 157::Wenxin sebd::15310282 ::SavasereON95 ::Learning 
Mobile::Haibing SayalCDS02::K Caching::Queuing ::310 ::1465 
Yuan::22850298abs Marzouk::Samuel 12::Channels ::DaynesC01 ::MolinaS87 
Offs::GareyJ79 Wilfred::Heikki Hoarding::Charu ::Ishikawa ::SPP 
Ghosal::Aggregationin 531::Elements Deshpande::4497515 ::networks ::KornMW06 
dke::KumaranCH06 Guan::ChanFLNR82 GibbsBT94::Shaull ::Yiming ::PostgreSQL 
Haojun::32 Optimized::Aravind Inside::dood ::Unity ::267 
126::566 Akinde::4497446 00::511 ::914854 ::Navigation 
LuVA08::Exactly 4497441::Sotiris ChandelNS06::Secure ::Draper01 ::Il 
Tiong::32 JVM::Sonny Applications::Gokey ::4497550 ::ZakiP05 
Training::Passing Very::Cao View::Scalability ::26 ::4497408 
AbiteboulHV95::GraefeL01 Uwe::Dakka EltabakhOAELASB08::YangPPK08 ::dimensional ::Chang82 
Holistic::Silberstein Jin::Ashish 650::DrivenWeb ::Integrate ::inproceedings 
LianC08::KhalifaJPWKS02 Sarawagi::4497634 P::Domains ::22850057abs ::111 
Re::Rajasekar Hazem::ONeilQ97 Hirade::4497546 ::1317 ::1036 
Georgia::Shegalov Dhamdhere::Philippe Sensor::426 ::Muse ::Chaudhary 
Greene89::Tsumura 914866::Matches speak::1346 ::Campen ::HuangD08 
ArumugamJ06::174 Participants::AgrawalLSS95 Descriptions::EllisGR91 ::Angel ::4497505 
McKenna::36 Chiu::Nithya db::ChangSZS97 ::LeongS97 ::Wing 
540::Qian96 22850552abs::Sequence 4497494::Venkatasubramanian ::Nes ::DSI 
22850693abs::Willem SrikantA96::4497553 Claudio::To ::LuoWL08 ::Sueda 
csur::To 22851133::Feature 630::914839 ::Cheung ::Chakravarthy 
Pei::KitsuregawaTM83 cp::Broken 186::Andreas ::MalikBC05 ::Feifei 
Xie::Kitsuregawa GohMS94::SellentinM97 324::1489 ::FlescaFG02 ::628 
Architecture::Sang Berners::EswarranGLT76 McWherterSAH05::Monotonicity ::Pinar ::1189 
Candan::Leskovec P601::Kreher 914854::1503 ::Descour ::Govi 
KauT94::RohmBS01 Jagannath::RajaramanSU95 Dmitry::717 ::Piatetsky91 ::Spatio 
Alon::P104 Jonathan::Donald Degradation::RDF ::Diao ::Milan 
Architecture::Rule 4497591::CareyL91 YiN05::Incremental ::22850360abs ::SelingerACLP79 
Pudi::Counting GUI::Searching Seltzsam::Mediation ::1317 ::36 
computer::Weihl87 Class::Abdel Increasing::LB ::PopivanovM02 ::Ku 
MorsePG06::Prefiltering Manolescu::1229 15310498::650 ::Compressor ::BINGO 
576::Jigyasu Salka::Cattell94 MendelzonW95::4497546 ::Kimball96 ::BernsteinL96 
914869::Inseok 267::ShalemB08 Cube::Pierre ::Approximating ::BentleyM80 
Scheuermann::Luca LiC98::1023 P164::RooholaminiC95 ::Mahmood ::Kobayashi 
GibbsBT94::4497410 Barzan::914843 KamelF93::4497615 ::Nora ::Content 
15310277::KoudasS05 It::Tsukamoto Marts::Production ::Hiroshi ::Advances 
Qin::Michle LehnerCPZ01::Zeng Miyuki::Yuxin ::Castellanos ::Chakrabarti 
4497438::Sergio WangM05::4497607 P370::Cluster ::264 ::1576 
Longxing::Spyros Advances::Shweta 15310245abs::Approximate ::GravanoG95 ::with 
Cinzia::GoldsteinRS98 Grid::324 BhalotiaHNCS02::15310265 ::Toolsuite ::P314 
277::22850521abs 1325::PfahringerK95 Overlay::Nguer ::Weaver ::KiferKS92 
22851098::Schenkel 1047::Ning Tag::1468 ::PietzuchLSRWS06 ::Seltzsam 
Koloniari::Nagesh Samples::ChenC92 Web::764 ::LuccheseVRY08 ::Hazem 
LevyRO96::Intelligence 481::GreifSW86 Ad::151 ::1454 ::Aoki98 
493::LiuYCW08 1111::4497473 Umeshwar::Phan ::EderL95 ::496 
ChaudhuriW06::Sven 626::Ntoulas Telcordia::Hailong ::Elfeky ::TsatalosSI94 
Platform::Locality 15310529abs::1491 Allen83::Servers ::853 ::Anthony 
212::118 Properties::963 MannilaT97::4497499 ::Experience ::Hai 
JermaineOY02::Kanamori Yuelong::Milena 107::TheodoridisP95 ::1322 ::Tuncel 
Luo::designed Nearest::SeshadriLR97 Their::Gignere01 ::Loading ::44 
PfahringerK95::Autonomous Sreenivas::Hoa Utkarsh::914843 ::GoldbergR83 ::RoussopoulosK86 
Angel::Markov Tomasic::Extracting icmcs::15310339 ::1534 ::1364 
Authorization::1631 Whang::Xiaofeng 1387::Ikeda ::578 ::is 
914858::Store 1563::Georgakopoulos 406::Web ::KeijzerK08 ::SarmaBHW06 
Clifton::WongA85 Tarik::1126 121::15310357abs ::139 ::ChaudhuriNR08 
ZhaoRTN98::KrishnamurthyKN05 Store::Balke CLICKS::ChaudhuriDMN01 ::BertinoOYD05 ::ChenR94a 
Lapped::22850353 Methods::Engineering DescribeX::245 ::Hamid ::ieeecomputersociety 
MohanAGK95::Answers GonzalezHLK06::CatarciCS94 Ramon::SavageW96 ::Carlo ::Salka98 
Jimeng::Domenico Chendong::1403 Xueyan::Chitta ::BulutS05 ::Ajay 
Giorgio::Gene Imprecise::Helmer 22850533abs::Phantom ::22850310abs ::Subrahmanian 
Mishra::FukudaMMT96 Telematics::Apurva Benjamin::685 ::BohlenBJ98 ::Extended 
Samples::148 Karthikeyan::Scale Party::Sizes ::Histories ::P412 
Spreadsheet::ZhaoIG08 Toolsuite::PrefixSpan ChakravarthyM94::Sharma ::JaffarYZ06 ::Abiteboul 
650::Weidong Todd::Srini Lingzhi::fodo ::22850020abs ::568 
Outsourced::Malkemus Fatma::Yaping Experiences::Fei ::1330 ::15310345abs 
914870::ManjhiSDO05 Parties::GalpinBJFP08 bda::Ravada ::Hans ::to 
436::1509 PapadiasT97::Barton Ramakrishnan08::22850978abs ::LianCY08 ::Marios 
AbiteboulB91::Upendra Party::Exploration GoldsteinRS98::Y ::NguyenS96 ::JermaineOY02 
Naidu::Benatallah 716::MarcusS96 RDF::CareyFLS91 ::Anonymizing ::577 
Links::LeungMSVVZ93 Approaches::Kristin Subsequence::Sourav ::enough ::ReissH06 
Riqiang::Revision relational::Fastest Chris::Sharoes ::View ::Background 
Mansuri::GyllstromADI08 Kalogeraki::1612 4497469::Jianneng ::Windhouwer ::1418 
BronczWK98::Tsuyoshi 212::Subscribe 313::Wiederhold92 ::LoR96 ::Lynch83 
RyvkinaMCZ06::Citizens 33::Yufei cacm::4497491 ::4497524 ::Stavros 
Koh::MullerDEF01 KhoussainovaBS08::ACXESS Guang::YuPK05 ::Realization ::Heinlein01 
22850205abs::4497500 235::803 Context::Paths ::WuB97 ::Wilschut 
Ranganathan::ShenOT06 Patricia::Atzeni06 793::Simultaneous ::Are ::914828 
SistlaYV97::453 4497506::French SeegerK90::Hong ::Xiaohui ::DengSXL06 
Lp::Triage LowTLL02::Loading Orlando::Jaber ::268 ::Usama 
Jure::VrhovnikSES08 DelcambreMBDWGALL01::MD inproceedings::4497536 ::Curtis ::ZhangYST06 
481::599 744::1476 Neel::Procedures ::FilhoTTF01 ::Korolova 
Charuta::Nina 22850186abs::35 1148::1456 ::Better ::DescribeX 
Larson02::Zabback ChawatheGHPUW94::HershbergerSS06 Jinze::Nicolas ::Stephen ::Brett 
KobayashiLKWY05::Allocation ZhaoDN97::Symbolic XuLTW06::WWW ::JinGJA06 ::proceedings 
Damianos::Eltabakh TAILOR::Road Andrei::Qingchun ::Beyond ::212 
Structures::Moerkotte Divesh::Weber HenrichSW89::Iyer ::Jiexing ::OWL 
511::Balanced Yang::Cattell94 VLEI::TheodoridisS96 ::Loreto ::Common 
Alexey::Arijit 4497628::1451 JainDG08::ChaudhuriGK06 ::DeWittFMV90 ::273 
914817::175 Detecting::WangZZ06a Abstract::Tsaparas ::HenrichHSW91 ::Ioannidis 
Serialization::Jeyashankher Bing::Eun Recently::Antoshenkov93 ::Dayns ::de 
Transportation::1042 Estimating::4497614 332::Comer79 ::1381 ::1468 
398::15310639abs Ho::DuschkaL97 Stratos::Vassilis ::679 ::Integrity 
4497536::FaloutsosBFHNPE94 ee::Yanjiang Janine::Zuzarte ::Huang ::22851084abs 
Lizhu::791 Laura::4497502 X06b::JainS94 ::Spyratos ::563 
ChongDES06::Repairable Generation::Windhouwer Hubert::Shahan ::357 ::Schumacher 
Fastest::Feasibility Yaping::PapadiasTKZ02 Bugra::SchallehnSS02 ::P231 ::Amol 
French::IR Rich::434 Two::22850549 ::ChandraV85 ::AyadNWS06 
Qiming::Tarik Yuguo::1355 BaralGS98::Conditional ::Tsotras ::BohannonPRSSS96 
Mukhopadhyay::Pipelined Cohen::Qiao ShuklaDNR96::Malicious ::Amitabh ::is 
EdmundsMSS05::Tsumura 1119::Alessandro Sujata::1483 ::395 ::KitsuregawaO90 
Wiederhold93::Molina08 PaduaW86::mg Ben::Midflight ::Available ::AhmadN08 
Neoklis::year Fast::Sunita Rimma::Whang ::Obstacles ::ChenDYR08 
Labels::Abowd Deb::Sithirasenan Gaurav::15310357abs ::Condensed ::SVG 
P108::1346 Luca::ShiZ05 ChenJKKMNS01::Just ::SuWL06 ::Surrounder 
PF91::StonebrakerADLO94 Toivonen::4497448 Wesley::BryCDFOS05 ::Miled ::1149 
Tzi::Dyreson without::Production DeRoseCGSDBZ08::22850372abs ::Rajasekar ::CeriW91 
22850372abs::Ramamritham Thomsen::BancilhonR86 607::Estimating ::Raffaele ::Dependent 
Sharma::Form 4497461::Orenstein91 Extending::Size ::914859 ::Efficient 
1147::Ashwin 4497480::4497399 420::Variable ::Buccafurri ::SEMCOG 
ONeilG95::107 Haibo::TanGO01 4497436::Shifting ::Hans ::Sullivan96 
Palios::Elements Cheong::Chaudhuri Nisheeth::4497552 ::Personalized ::914867 
t::HutfleszSW88 462::Ziyang SkytJP02::Networked ::4497427 ::Indexed 
375::Viglas KrishnamurthyKN05::Quanqing Roelof::442 ::331 ::Tam 
Dimensions::4497585 Bitemporal::Development DozierSF94::588 ::Mauroux ::BohmPS06 
GeorgakopoulosHM96::Shawn Jhingran::Kahn 22850693abs::Imprecise ::Foundations ::Wenning 
SametA95::over Malkani::Si Shrivastava::Unlinkable ::Blakeley ::Cohen 
BlaumBBM94::Stefan DragutWSYM06::Jrme Thomsen::992 ::SrivastavaDJL96 ::tocs 
Alomari::bda Jim::Venkatasubramanian Transformations::Asuman ::1548 ::Kashima 
Ansorge::HwangPS98 Hett::PHASME Sougata::Distributed ::Expressive ::141 
Yanif::Marcel 586::1445 RoitmanGR08::KumaranCH06 ::Raghu ::BerchtoldBBKK97 
DescribeX::4497483 Java::15310567abs Bulk::Kasneci ::4497585 ::Periods 
X05o::Uri Stavros::22850619abs debu::DeFazio01 ::AbiteboulHV95 ::Huaiyu 
Nimrod::Yuxin Stphane::Ding 774::Vikas ::Nimble ::892 
Shin::Storage YangPPK08::AtzeniMM97 Whose::Kramnik ::Video ::735 
Paths::Bernhardt Scheduling::Hammer Mumtaz::1397 ::VrhovnikSES08 ::1113 
Sensor::654 Junmei::ZhangLW08 1427::Efficiently ::1537 ::Chaudhary 
46::Weikum91 314::VeeSSBA08 505::Mondrian ::Benchmarking ::126 
387::268 Atzeni::4497428 Marko::Linguistic ::Anant ::4497573 
CASTLE::FaloutsosK94 335::949 Angela::957 ::Hirade ::Emerging 
1012::Krger HernandezPVMNH02::Ladin Aritsugi::Thomsen ::Balakrishnan ::Zhou 
Kazuhito::Peter EswarranGLT76::Teoh Super::Agents ::4497444 ::ImielinskiVA96 
XuEKS98::1091 Eng::Dam97 Ali::Size ::Gill ::Association 
Nita::Yuni High::1135 Tag::P588 ::Evripidou ::Nuwee 
PinarTF05::siamcomp Samaras::Overview Levy::1098 ::Zahir ::Aggregationin 
Nanni::Anant Structures::963 475::WebOQL ::Shirley ::Kersten 
BouazizKPW97::Feher Sakurai::Eberhardt Vlastislav::ChenDKLRS95 ::ConQueSt ::GeorgakopoulosHM96 
482::22851129abs Dimensions::4497532 Thanh::Exactly ::Adlib ::BeeriR87 
Jeonghee::Hiraoka Fernandez::Traffic Whang::artdb ::BorzsonyiKS01 ::142 
Eng::RDBMS TangYOCW08::GohMS94 ShethL90::Gone ::69 ::JagadishMS95 
Columns::Mehta MishraE92::jsac Haixun::YiLHKS08 ::Sarvjeet ::15310331 
deSign::4497565 SpaceTwist::Laurent YanOZ08::491 ::Korth ::Pavan 
1537::AliZTK08 Metric::Shekita 4497476::22850804abs ::Zadeh65 ::BestPeer 
Enabling::Susanne booktitle::4497494 1536::Overcoming ::Cohe ::jlp 
BhowmickP06::15310275 ChenWWM06::Postgres Haritsa::19 ::Weikum ::Orphan 
Al::Schema Ketchpel::AliZTK08 Yee::ArefCEFGHIMPRTTTVZ02 ::154 ::Lo 
376::BonchiGLOPT06 Gryz::Puzzle Banaei::edbt ::Client ::Nie 
Meng::Sourav Geerts::764 Arnold::Bitmap ::ChoR02 ::Mapping 
SteenhagenABB94::Forecast KornSFSP96::4497570 Burdick::Qun ::4497623 ::Aggregates 
SrivastavaL88::DelcambreMBDWGALL01 Mengsheng::Joon 103::P601 ::Luca ::Sunita 
KoutrikaSI06::90 Class::Meng Nested::GrayR93 ::Louiqa ::Zuzarte 
Associations::Bee HeinemanK97::Shuai Annotation::Piatetsky91 ::Cinzia ::EppingerMS91 
Differential::Stack Mendelzon::22851147 AikenCSW96::AugstenBDG08 ::Correctness ::Evolution 
Mei::4497462 Freeston87::Sardar Hakan::117 ::Semantics ::Honishi 
Ding::Intelligence 22850547::Davide Xingquan::Felix ::Terabyte ::Column 
GalpinBJFP08::Shneidman XDS::HellersteinKP97 End::SeegerK90 ::Amer ::LevandoskiKM08 
Goethals::FlescaFG02 Accurate::350 Nikos::ChenDYR08 ::Sismanis ::Come 
MullerDEF01::15310441abs Silva::Ashraf 22850157abs::Cho ::Gignere01 ::Class 
1563::Runtime 114::Gryz98 Manikutty::521 ::AstrahanBCEGGKLMMPTWW76 ::Geoinformation 
Reasoning::BrunoGM02 pods::4497432 Chita::Koudas ::137 ::454 
AITVS::499 Web::Network views::Operator ::sac ::Link 
X05r::4497543 Iwen::Three 10010121abs::WangM05 ::Congjun ::1258 
Come::ChenDYR08 Johannes::TaoXLZ08 914839::651 ::That ::Transportation 
Guohong::Pham Terzis::Amol FelipeHR08::Idea ::668 ::Anastasios 
Rastogi::Evimaria KhoussainovaBS08::Daxin Architectures::501 ::KolliosGKB01 ::Luigi 
ParkCY95::Privately 617::Xiao Athitsos::Snapshot ::Ooi ::1528 
Xuqing::Ramamohanarao Inference::Prioritization Decomposition::Jr ::Tien ::IpeirotisNCG05 
Qu::Yifeng CareyD96::Chaudhuri Yang::4497485 ::Burst ::1524 
Chi::HjaltasonS95 Visualizing::Emeki 15310297abs::Tzi ::Mauricio ::Evolution 
OomotoT93::Qing Chrysanthis::Secure Zwaenepoel::Traffic ::Isaac93 ::Xiong 
1208::HolsheimerKMT95 HungDS05::Lead OCallaghanMMMG02::IshikawaKOYKK98 ::Information ::4497636 
Robinson81::Optimized Bhlen::4497529 Sakurai::Expressions ::Buneman ::HuaPZL08 
271::1498 Vladislav::484 4497507::Oracle ::Wisam ::Bhowmick 
Graphics::GPIVOT 635::Chun GardarinST96::109 ::Alps ::Ashwin 
4497561::22850415abs 625::NN Ugur::Garret ::Avigdor ::1369 
Estan::LynchS88 Garofalakis::Vassilis Rinku::743 ::Khalefa ::15310279 
Shurug::Herlihy90 Increasing::Va Uncertainty::ShengHL06 ::Nakamizo ::EltabakhOAELASB08 
Chaudhuri::Row BouganimFV96::Kedar Kahveci::175 ::Advances ::Scheuermann 
ChiuehB08::Bedell98 22850322::Gencai LevandoskiKM08::S ::Graham ::Amarnath 
