::Banich ::BatoryBGSTTW88 ::Xiao ::RaffioBCPH08 
::AthitsosPPK08 ::Independent ::Orphan ::Fully 
::Guohong ::4497462 ::YiLKS08 ::DBMS 
::341 ::4497635 ::Luk ::Syntactic 
::1354 ::SizovSTW02 ::BancilhonDK92 ::Yuguo 
::TataP08 ::Olston ::Ashok ::Economically 
::ER ::pdf ::172 ::4497455 
::15310498 ::ROLAP ::Ester ::Xie 
::1082 ::WuB97 ::SedmidubskyBDZ08 ::914853 
::Salka98 ::Kitagawa ::Venky ::Goldstein 
::182 ::1426 ::1580 ::SalzbergT96 
::Correctness ::Mehr ::Banu ::Detection 
::Kersten08 ::WolfsonXYC06 ::385 ::Takashi 
::bancilhonDK92 ::Recently ::Rich ::22850547 
::AliCKR08 ::Detecting ::One ::Sarawagi 
::EllisG89 ::Willem ::Quality ::Oguchi 
::Selectivity ::Sen ::Participants ::1248 
::4497607 ::Sun ::4497492 ::129 
::LinAGD08 ::DeshpandeH08 ::WangJT06 ::Ding 
::Useful ::MendelzonW95 ::Chen ::Test 
::Devices ::Vassilios ::1120 ::15310270 
::Liang ::BouazizKPW97 ::Amir ::Concept 
::Routing ::Hett ::Peers ::Yanif 
::15310262 ::1131 ::FukudaMMT96 ::Aleksandras 
::Summary ::Mathew ::H ::BancilhonKK85 
::1500 ::Jiangchuan ::ZhangRL96 ::SchroederHIN06 
::Yao ::Uncertainty ::Internal ::Trees 
::KhaYU01 ::Feature ::299 ::Ahmet 
::230 ::Prabhakaran ::LiuP95 ::Swanwa 
::1497 ::914855 ::1140 ::Levy 
::1129 ::Mediator ::ZhangG08 ::Madhyastha 
::StodolskyGH93 ::Tata ::456 ::GraefeM93 
::Uncovering ::tods ::IWill ::Compression 
::Decomposition ::Songyun ::Bowers ::leeuwen90 
::Regnier85 ::192 ::Coarse ::Discovery 
::Wilhite ::914855 ::Ubiquitous ::ChakravarthyM94 
::Telecommunications ::Hiroshi ::ChapinHRG95 ::CormodeKT08 
::Optimizer ::Guoyu ::Ramakrishnan08 ::WatanabeY05 
::Goh ::1518 ::Stoumpos ::Esther 
::15310593abs ::650 ::BakalovT08 ::IpeirotisNCG05 
::Rogers ::Alexey ::4497613 ::KoudasS98 
::914835 ::SPEX ::P351 ::Denzel 
::Discovery ::Hammer ::Debugging ::1583 
::Subrahmanian ::DewriRRW08 ::1146 ::1170 
::4497530 ::Prediction ::Aravind ::1339 
::266 ::BrinDG95 ::ChaudhuriGKLLM98 ::Ranking 
::Huhtala ::4497619 ::661 ::good 
::Reality ::Chiueh ::LinVM06 ::Duplicates 
::Qian ::Thu ::155 ::Couple 
::Bhm ::DeWittG92 ::4497454 ::BonchiGLOPT06 
::1361 ::Ivanova ::Griffiths ::Level 
::ArasuCK08 ::Halpern ::FukudaMMT96 ::Voronkov 
::scale ::312 ::4497399 ::882 
::Zeller ::dblp ::http ::Mukherjee 
::Kimutai ::1451 ::Korth ::Samples 
::Liuba ::Seeger ::Stonebraker86 ::CastellanosBR08 
::EllisG89 ::avi ::MalinAEL05 ::369 
::TaninHS05 ::SrivastavaHMKT06 ::ZhangCMS97 ::icdt 
::pe ::Virtual ::Koh ::Dimensional 
::PudiH02 ::Govindarajan ::914837 ::Tanin 
::Native ::Fan ::eBusiness ::Ralf 
::dblp ::40 ::Limitations ::Gounaris 
::Leo ::DeRoseCGSDBZ08 ::Krmer ::Moerkotte 
::Xiaowei ::Top ::ChaudhuriDK06 ::852 
::Stream ::Fang ::22850631abs ::Acquisitional 
::Subbu ::Push ::Chang82 ::HasanM94 
::916 ::GrayBLP96 ::between ::Wayne 
::LangOKT98 ::1035 ::Guo ::Milena 
::Changing ::Searching ::Fault ::CocciTDS08 
::ArumugamJ06 ::180 ::Yiheng ::Sergej 
::Sean ::Jiexing ::Chrysanthis ::Yi 
::Soumen ::Willem ::914828 ::Marcin 
::Karras ::Interesting ::leeuwen90 ::Giuseppe 
::Natural ::Flood ::Domains ::DogacBO06 
::1564 ::502 ::Mobile ::261 
::693 ::Dmitri ::nwosuTB96 ::Yanlei 
::Resilient ::20 ::Tag ::Recently 
::1052 ::Gunther93 ::Enforce ::ssdbm 
::Supply ::El ::Surrounder ::Split 
::158 ::236 ::McWherterSAH05 ::CareyL91 
::Ghosal ::Aggarwal08 ::Disease ::ShriraX05 
::Prabhakar ::1363 ::606 ::420 
::Sevcik ::Alonso ::Schneider05 ::Family 
::Schwarz ::WangPY05 ::Martinenghi ::1119 
::Chaplin ::269 ::22851145abs ::Matthew 
::Balke ::Yipu ::Koutrika ::mm 
::Xiong ::Product ::Arocena ::Flip 
::Faradjian ::Liu98 ::Shuqing ::BatoryBGSTTW88 
::22850730abs ::1417 ::Park ::Idea 
::4497455 ::HamakawaR94 ::RDB ::Large 
::Gal ::Ong ::4497627 ::HuangJLO06 
::Bettina ::Gawlick98 ::675 ::580 
::Added ::1501 ::Tanu ::724 
::AssfalgKKKPR06 ::Greco ::db ::22850978abs 
::1062 ::778 ::Results ::HeXYY05 
::WolskiKP96 ::Galt ::Cruz92 ::22851137abs 
::Sup ::Xiaofei ::403 ::Ouri 
::Calisto ::Miyuki ::1400 ::4497499 
::LinJF94 ::225 ::Detecting ::420 
::4497531 ::Bin ::over ::471 
::Ogawa ::Westmann ::Hsiung ::Yong 
::524 ::Ordered ::KrishnamurthyKN05 ::109 
::Self ::Prakash ::1528 ::LinVM06 
::554 ::Alex ::1091 ::Kwok 
::Bart ::Fukuda ::Bhalotia ::914808 
::Annotation ::Ahmet ::ChawatheRGW96 ::Thu 
::Aggarwal08 ::FlescaFG02 ::Gedik ::MolinaKS98 
::Achieving ::Srilekha ::Stonebraker91 ::Sagawa 
::Growth ::Duan ::Kreutz ::ShiZ05 
::Laks ::1052 ::Sardar ::Zloof77 
::6 ::22850564abs ::Hauswirth ::Yao 
::etintemel ::Mathew ::266 ::Symbolic 
::Schema ::Fukuda ::277 ::LeeLL06 
::4497413 ::Bravo ::Disease ::Syan 
::Ann ::542 ::Abul ::Transcoding 
::under ::281 ::Yipu ::1276 
::WangXHZWZS08 ::914878 ::617 ::55 
::Rong ::Arjen ::Unity ::1394 
::4497441 ::Basket ::AgarwalADGNRS96 ::Soo 
::Be ::1462 ::Ullas ::Shah 
::GoldsteinRS98 ::conf ::Hieu ::HaraHTN98 
::Feltes ::Bee ::4497430 ::Koch 
::22850188 ::1100 ::Sithirasenan ::Varadarajan 
::Lewis ::DiaoFFT02 ::Jialie ::Bosworth01 
::Pinar ::Mukherjea ::15310064abs ::1139 
::oodbs ::LakshmananSS97 ::307 ::Kristen 
::Selinger ::309 ::SPOT ::Vlachou 
::Philip ::Gryz ::doi ::David 
::EltabakhOAELASB08 ::Charging ::Popa ::4497471 
::BaralisCMPRR97 ::lisa ::NaackeGT98 ::1539 
::Carminati ::Ngai ::545 ::Jhingran 
::Display ::Giorgio ::Naughton ::Patricia 
::Yuxin ::Astoria ::301 ::AstrahanBCEGGKLMMPTWW76 
::delay ::Tadashi ::Mahadevan ::Patricia 
::Jianlong ::Maxim ::Xuqing ::Skyline 
::22850242abs ::351 ::SAN ::914823 
::tit ::4497452 ::XingZH05 ::TRMeister 
::4497534 ::342 ::Increasing ::AssentWS06 
::110 ::XiongA06 ::ConsensLO06 ::Counting 
::335 ::We ::YiN05 ::Pajarola 
::CasanovaFP84 ::Sriram ::Ramamurthy ::Shao 
::ChenSZ05 ::Runtime ::22851102abs ::Wendy 
::Marx ::SmythG91 ::147 ::Marianne 
::cj ::Tamino ::Pedersen ::635 
::Samet90 ::Bedell ::Complexity ::Tufte 
::LiC08 ::CampenXRGFSPL08 ::1474 ::Schema 
::Allocation ::Eket ::Abdel ::ICDE 
::KhaYU01 ::580 ::Down ::4497480 
::Carsten ::Selection ::912 ::540 
::Model ::Analysis ::SrivastavaL88 ::Stratos 
::GrabsBS01 ::15310297abs ::Jin ::YangL01 
::CASTLE ::Kahveci ::Manjhi ::ShiZ05 
::Bases ::Tara ::Getting ::RyvkinaMCZ06 
::Joins ::10010215abs ::ChristophidesCM96 ::1327 
::1 ::1442 ::320 ::401 
::Navigation ::ShivakumarGC98 ::bdbms ::Photos 
::Tania ::BrantnerKMH06 ::Busatto ::Padmanabhan 
::Engine ::Teoh ::Carsten ::Hua 
::Logic ::Zhuang ::Muse ::Id 
::Galpin ::4497578 ::P144 ::Replacement 
::Bettina ::Amol ::416 ::Braumandl 
::Guoyu ::Annotator ::Yanjiang ::22851048abs 
::Khaled ::Rao ::Kreher ::SQL 
::Siersdorfer ::oodbs ::Sharoes ::Tears 
::SilberschatzSU91 ::493 ::Squicciarini ::Murthy 
::Bassam ::Zhu ::Lu ::1296 
::Getting ::Horibe ::MelnikGR02 ::mss 
::EllisG89 ::2285 ::Weis ::icde2001 
::EggersOS81 ::Infrastructure ::ZhaoIG08 ::Datar 
::dl ::EmekciAAG06 ::Henry ::P514 
::DrapeauK93 ::1518 ::396 ::1405 
::Kashyap ::281 ::Brakatsoulas ::Henrich96 
::728 ::122 ::GriffithsFPJDM05 ::Ji 
::Facet ::1013 ::WuXTL06 ::Era 
::676 ::Jeyashankher ::WangRM06 ::Theory 
::Jagan ::442 ::Pinto ::Hidden 
::Advances ::Lomet92 ::Salem ::Atluri 
::Weihl88 ::HamakawaR94 ::Riccardo ::Consens 
::Internet ::15310141abs ::NaackeGT98 ::Campen 
::Metadata ::FegarasM95 ::Hjaltason ::36 
::4497510 ::Benjamin ::Hiroaki ::Manolescu 
::914865 ::Lightweight ::Chalamalla ::Atomic 
::Linear ::ATM ::AgrawalS95 ::Venky 
::Native ::Chaudhary ::1106 ::Shaft 
::22850717abs ::Christopher ::MannilaR87 ::Sheth 
::FLAME ::Hristidis ::841 ::Antoshenkov93 
::Ramamurthy ::22850020abs ::Jr ::220 
::4497423 ::Braumandl ::G ::SellentinM97 
::P601 ::22850384abs ::Descour ::Multiresolution 
::BakalovT08 ::476 ::4497509 ::ZhaoIG08 
::Boedihardjo ::22850372abs ::Tears ::914862 
::1556 ::Aameek ::tc ::NaackeGT98 
::Mahajan ::Stream ::Kuwabara ::Piatetsky91 
::sub ::Werner ::Uemura ::MansuriS06 
::1372 ::109 ::Extensible ::1615 
::Andrew ::CormodeKMW08 ::Kang ::OptimAX 
::22850487 ::Storing ::DCbot ::Sing 
::v8 ::AnYS01 ::Bongki ::22850518abs 
::MaddenF02 ::4497467 ::LeeLL06 ::Jianliang 
::SellentinM97 ::Panella ::Arai ::Rudra 
::Back ::RamamrithamSSTX96 ::Greene89 ::AmmannJR97 
::DaynesC01 ::LangOS96 ::Feedback ::JiangVBCB05 
::650 ::SayedRM06 ::Bhattacharjee ::Ikeda 
::AgrawalAS93 ::Extension ::Provable ::4497480 
::784 ::Cornelius ::Lakshmanan ::edbt 
::Barga ::TaniguchiS05 ::1572 ::Triggers 
::383 ::Per ::Chair ::594 
::author ::4497506 ::Ioana ::TRMeister 
::1432 ::SarawagiS96 ::Use ::Pitoura 
::Provable ::Systems ::Jianjun ::Carlos 
::PageRank ::ZhangCMS97 ::529 ::22850742abs 
::CormodeKMS05 ::316 ::Verma ::Heterogeneous 
::Amer ::215 ::Constant ::279 
::607 ::Rajamani ::ChuDHH06 ::ZhaoRTN98 
::63 ::Implementing ::Intra ::Rabinovich 
::BernsteinGWRR81 ::Sobulo ::Nguyen ::Fu 
::Accuracy ::GawlickK85 ::Kanthi ::Periklis 
::H ::About ::Taniguchi ::Performance 
::Complete ::92 ::Kuwabara ::Officers 
::cover ::Krkkinen ::Inference ::249 
::Raghavan ::compcon ::Damdinsuren ::Geometric 
::GeorgakopoulosHS95 ::Allocation ::NagarajNRS08 ::1042 
::Zloof77 ::121 ::717 ::GuhaKSY06 
::Papadopoulos ::Nicolas ::453 ::LudascherGM01 
::CNN ::Road ::Lawrence ::Parking 
::spieSR ::Gabber ::Archival ::Krauthgamer 
::GantiCM05 ::Determine ::Producing ::Dou 
::Anja ::dpd ::Lyublena ::Unlinkable 
::Distribution ::Tears ::Xueyan ::Wisam 
::AmzaCZ05 ::Chrysanthis ::Karras ::Relaxation 
::Vladislav ::Nagavamsi ::Morzy93 ::Interfaces 
::DBMSs ::HornickZ87 ::AgrawalAS93 ::Gal 
::Airoldi ::Damdinsuren ::1091 ::Erhard 
::for ::Howe ::Rao ::Oguzhan 
::84 ::841 ::HuangD08 ::ADT 
::300 ::Miss ::Medical ::Browser 
::Manuel ::Alternative ::Kyu ::292 
::AgrawalCD02 ::AHYDS ::Tien ::fayyadPSU96 
::HarrisonD92 ::Crawling ::Farhana ::Ander 
::Computer ::Postgres ::Freksa92 ::CaliM08 
::Global ::Interfaces ::Neighbor ::WhangKW94 
::Dominance ::112 ::Wang ::Platform 
::Venn ::596 ::LiuLG08 ::Tamino 
::535 ::Anomalies ::914834 ::Chafle 
::Qili ::P284 ::Antoshenkov92 ::LambLOW91 
::AbiteboulHV95 ::Messaging ::booktitle ::Approximated 
::22850434abs ::Qingchun ::Weihl88 ::1427 
::254 ::Ramamurthy ::CosmadakisKV90 ::Galpin 
::101 ::914849 ::Upendra ::4497519 
::660 ::Loading ::Gting ::1358 
::Sensor ::Xiaochun ::Images ::482 
::Exploratory ::1418 ::Gionis ::GreifSW86 
::BonifatiBCC02 ::Weikum ::Meaningful ::Meo 
::Giannotti ::AmarmendAK06 ::Yufei ::Leymann97 
::Gukal ::ShivakumarG97 ::ICDE ::22851001abs 
::Pearson ::Massive ::Yiping ::KemperM90 
::140 ::toplas ::BurnsDILP08 ::4497553 
::Mong ::BurnsDILP08 ::Mehta ::SellentinM98 
::Hyun ::Two ::Workflows ::Ono 
::4497543 ::Aravind ::Geerts ::15310628abs 
::Green ::Nita ::Optimization ::Liqin 
::863 ::JakobGHN05 ::Bringing ::4497548 
::Takuya ::Harchol ::Colby ::Equi 
::ColbyCHJJMSW98 ::ZukowskiHNB06 ::P074 ::Hannu 
::833 ::Workflows ::15310017abs ::Getting 
::1143 ::1127 ::Byron ::Guan 
::P302 ::Dalvi ::Brian ::268 
::4497533 ::GhinitaTK08 ::Five ::Metadata 
::Shrivastava ::346 ::Ander ::widomC96 
::Star ::22850360abs ::BayardoA05 ::ChangM88 
::Papadopoulos ::Pautasso ::Lavelle ::FarragO89 
::Ansorge ::Mehr ::Zhe ::and 
::Experiment ::1146 ::Erich ::362 
::LudascherGM01 ::SnodgrassA86 ::22850417abs ::Spiros 
::NieWWM06 ::Mohammed ::Advancement ::Middle 
::Agrawal ::Production ::4497615 ::22850353 
::Mourad ::KhaYU01 ::PolyzotisG06 ::KimPC01 
::P314 ::Georgiadis ::22850552abs ::160 
::JinXDW02 ::Determine ::Everyplace ::Jrme 
::Compliance ::Divesh ::1515 ::258 
::AkindJLS02 ::FaloutsosL95 ::201 ::630 
::Advancement ::BINGO ::SrikantA95 ::linear 
::Nisheeth ::481 ::Satkin ::0002 
::PadmanabhanAMJ01 ::1228 ::Hardware ::DeRoseCGSDBZ08 
::15310273 ::22851135 ::QinQZ06 ::Powerful 
::Indrakshi ::Commodity ::biased ::SellentinM97 
::Developed ::SQL ::1361 ::tocs 
::Tan ::Riedewald ::WongA85 ::Haifeng 
::Amza ::Sanjeet ::Lee ::RaffioBCPH08 
::Renner01 ::Haibing ::Distance ::Kanthi 
::Stanley ::MetaQuerier ::VaradarajanHR08 ::Abiteboul97 
::Ayad ::KuskinOHHSGCNBHGRH94 ::GeorgakopoulosHM96 ::4497426 
::4497562 ::Reducing ::Specification ::22850545 
::28 ::dpds ::under ::via 
::P074 ::SuleimanCF98 ::aaai ::Schlesinger 
::Logan ::Tamer ::1426 ::Ping 
::452 ::Hang ::Govindaraju ::SilbersteinBEMY06 
::intensive ::Chambliss ::Ono ::Floris 
::889 ::HershbergerSS06 ::Gadia86 ::HoutsmaS95 
::YaminiG05 ::22850205abs ::Yin ::P380 
::Heiler ::ChristophidesCM96 ::4497465 ::IshikawaIKH92 
::SarawagiS96 ::G ::Kenny ::Bassam 
::Substructures ::Mixing ::Zachary ::Prodromos 
::SayedRM06 ::Eduard ::tcs ::Joseph 
::ShaoNS05 ::Vakali ::Pointsets ::ChangYDA88 
::Paraskevas ::QPipe ::Weihl88 ::Made 
::DeeringC90 ::Jhingran ::XStream ::Michle 
::Welch84 ::728 ::153 ::15310245abs 
::LorentzosM97 ::1277 ::Shahabi ::Papakonstantinou 
::Graph ::892 ::Ramon ::Exactly 
::Diagnosing ::Rinderle ::WangL08 ::Periods 
::Gail ::Kazuhito ::679 ::Gryz 
::Gupta98 ::SaltenisJ02 ::Bursty ::1439 
::Bach ::415 ::MaddenF02 ::Problems 
::Predator ::Ohler ::1061 ::RooholaminiC95 
::Khatchadourian ::Tanu ::Terzis ::1450 
::LeFevre ::ZaianeELL05 ::1042 ::15310166abs 
::Scheuer ::Recently ::Density ::KanagalD08 
::110 ::Probability ::Milena ::Provisioning 
::COSTA ::Gail ::Java ::once 
::Wisnesky ::Topol ::Z ::SistlaY96 
::GaoZCLLC08 ::Loosely ::Moshchuk ::DalkilicGR97 
::1296 ::within ::Mingzhe ::22851001abs 
::4497627 ::Transform ::Vanitha ::Shmueli 
::PanZW08 ::91 ::Xiaojin ::Mihly 
::LiOW08 ::148 ::Gawlick98 ::Filho 
::KochSS08 ::Saltenis ::4497462 ::Yihong 
::518 ::Naidu ::22850417abs ::Browsing 
::Environment ::Sharma ::MONDRIAN ::Polyviou 
::mash ::adl ::DUP ::Kalogeraki 
::ACT ::Ramakrishna ::914864 ::890 
::1218 ::22851140 ::Subbarao ::Joshi 
::Land ::46 ::Brian ::614 
::ONeilWFCM98 ::SinghL08 ::TheodoridisP95 ::Manfred 
::Noise ::22850580abs ::4497417 ::Calisto 
::914811 ::1391 ::MUSE ::1218 
::Jain ::262 ::TokOLAB02 ::Machine 
::Extending ::Abraham ::Rabindra ::GriffinL95 
::1522 ::Houle ::376 ::IoannidisP95 
::Shepherd ::Haixun ::992 ::FranklinCL92 
::Tara ::Harumoto ::Buccafurri ::Providing 
::Raghavan ::XParent ::00 ::Samet90 
::SarmaTW08 ::Asl ::Valduriez93 ::57 
::OLTP ::10010143abs ::DogacBO06 ::Chiew 
::NagarajNRS08 ::Inverse ::Polyzotis ::Goetz 
::4497587 ::GuptaJM96 ::Aggarwal02 ::Mostafa 
::KiferKS92 ::rtdb ::Sherkat ::ViEWNet 
::Inferring ::ORDBMS ::GrayBLP96 ::KornSFSP96 
::LiSDKG01 ::pods ::in ::Spreadsheets 
::IshikawaKOYKK98 ::Has ::Topsakal ::Estimation 
::cite ::Tam ::ACT ::ShivakumarGC98 
::616 ::Krishnaswamy ::ChenR05 ::1317 
::AbiteboulHV95 ::PDM ::Clip ::4497403 
::20 ::Legacy ::Problem ::SegevP89 
::Ziyang ::FlajoletGPR93 ::Traceability ::Chiu 
::Carminati ::ChenJKKMNS01 ::Networked ::ZaianeELL05 
::Stabbing ::475 ::Hidden ::Buneman 
::4497637 ::Khaitan ::Astoria ::Ketchpel 
::Privacy ::Cui ::753 ::132 
::ChaudhuriNS02 ::LjosaS08 ::Closure ::1506 
::DHT ::Triantafillou ::bc ::1318 
::1137 ::Map ::1355 ::P116 
::Skylines ::Trees ::CareyHL93 ::189 
::Rigsby ::ChaudhuriKPS95 ::502 ::tkde 
::488 ::390 ::164 ::DeaconSW94 
::Subhash ::Self ::15310357abs ::Ross 
::392 ::Xiaowei ::ONeil87 ::4497512 
::Orphan ::Munagala ::LOCUST ::1005 
::Carlo ::deSign ::Krishnapuram ::1400 
::Kementsietsidis ::PinarTF05 ::579 ::Nicholas 
::KasneciSIRW08 ::Jayant ::Banaei ::Suciu 
::4497542 ::1563 ::Susanne ::Bases 
::TelegraphCQ ::436 ::Hubert ::Shrira 
::161 ::Efficiently ::87 ::Precision 
::Mauroux ::Bhattacharjee ::Periods ::TsatalosSI94 
::HuangG01 ::AtallahCK08 ::ReissH06 ::Transparent 
::Franklin ::Parallelism ::Ip ::tods 
::its ::914834 ::dood ::1448 
::Bourhis ::Rosenthal ::Peters ::DewriRRW08 
::Ngu ::Kendig ::McWherterSAH05 ::Torben 
::4497615 ::Nes ::Ziyang ::15310685abs 
::Crowd ::P069 ::Hongyan ::BayerHR80 
::Available ::Approximated ::Stack ::983 
::Extensible ::Alex ::Compressing ::Extension 
::Burdick ::Aberer ::Gsli ::Optimizing 
::Stream ::as ::HTML ::Salka98 
::Bhowmick ::Gautam ::LeongS97 ::IHE 
::BorkarCELWW08 ::Generalized ::22850549 ::Jonker 
::Indrakshi ::4497399 ::Panagos ::Jean 
::Zina ::Sets ::Pennekanti01 ::Selinger05 
::Agrawal ::598 ::MiahDHM08 ::Refresh 
::Detecting ::Jiawei ::Raman ::392 
::Greedy ::453 ::Bookmarks ::Persistent 
::business ::Mahadevan ::dbpl ::KemperK93 
::Databases ::Fusheng ::dx ::YiuMK08 
::Emmanuel ::Prefetching ::Views ::Increasing 
::Victor ::Snapshots ::4497441 ::Dittrich 
::301 ::Denny ::22851141 ::Kashima 
::ShriraX05 ::YounSun ::22850878abs ::ReissH06 
::AgrawalBGKLR05 ::Grahne ::Sreenivas ::4497478 
::HadjieleftheriouCKS08 ::Chiticariu ::60 ::Ramakrishnan08 
::Meo ::CareyL91 ::pdf ::Naacke 
::Nrvg ::ZhangDH08 ::Yoshizawa ::NussbaumerPSS95 
::Getting ::4497595 ::P380 ::Models 
::url ::CaiHH08 ::Ajay ::Hang 
::Lychagin ::Sanjeet ::Industrial ::Invariant 
::using ::Intelligence ::Murthy ::Quality 
::Adaikkalavan ::K ::Rabsch ::Declarative 
::15310453 ::914863 ::278 ::Hulgeri 
::Sashikanth ::TAILOR ::Web ::Skylining 
::1126 ::Peer ::914845 ::Hope 
::914823 ::1417 ::Helmer ::Xiong 
::Monica ::LeFevre ::ibmsj ::Wrapper 
::4497425 ::Gal ::Meo ::1600 
::Elmasri ::Divyakant ::Bentley75 ::Yiu 
::TAILOR ::Sing ::1397 ::Jerry 
::Tamir ::22851143abs ::PreparataS85 ::De 
::PeiroASW98 ::MAPLE ::Wolski ::4497596 
::EllisG89 ::granularity ::Gencai ::BouganimDV96 
::Shivakumar ::Jae ::P276 ::22850403abs 
::RoschGL08 ::4497618 ::CormodeKMS05 ::GrayCBLRVPP97 
::405 ::Seshadri ::Manikutty ::HutfleszSW88 
::Kramnik ::Changes ::Dayns ::Amarjeet 
::Haas ::JakobGHN05 ::Linga ::22850487 
::Bugra ::SemCast ::Emerging ::BlakeleyLT86 
::Buffering ::15310517abs ::1402 ::Knuth73a 
::Shahan ::Wiederhold ::BernsteinN96 ::1053 
::Terlecki ::PapadiasT97 ::Fekete ::Sithirasenan 
::McCannKSVSD05 ::Zina ::Periodic ::Divesh 
::PeiHL01 ::DrivenWeb ::Patterns ::Damianos 
::Services ::4497410 ::Science ::deSign 
::Savasere ::422 ::4497512 ::Lisa 
::MONDRIAN ::RoussopoulosL85 ::P178 ::1170 
::Dessloch ::Association ::22850217abs ::4497512 
::JoshiJ08 ::YiuM06 ::Herlihy90 ::Stocker 
::DeshpandeH08 ::Ursino ::367 ::22850131abs 
::WebFountain ::1012 ::Probability ::Lian 
::Sizes ::LegariaGGHSWYZZ08 ::Bouaziz ::Alberto 
::Chiueh ::Thuraisingham ::P599 ::1460 
::Thanh ::Emerging ::Knig ::Hiroko 
::Jrme ::4497494 ::MadhavanBDH05 ::Atzeni 
::Skew ::Saenz ::280 ::914841 
::Almeida ::Lingzhi ::V ::Laws 
::SCADDAR ::458 ::JermaineOY02 ::341 
::Anh ::22850118abs ::AkindJLS02 ::1540 
::An ::794 ::Sequential ::Brenninkmeijer 
::Marios ::Millions ::Dhamdhere ::csdl 
::Stored ::WolfsonCDJM98 ::453 ::MachanavajjhalaKAGV08 
::bancilhonDK92 ::Ning ::KhaYU01 ::276 
::Kitsuregawa ::Shukla ::ssd ::TianP08 
::Wolski02 ::Chi ::1239 ::Bamieh 
::Adjoined ::4497524 ::Aggregate ::Attribute 
::Technique ::PhotoSpread ::Middleware ::GardarinGT95 
::dke ::4497515 ::Govindan ::FernandezA02 
::Smodels ::FayyadPSU96 ::EltabakhOAELASB08 ::Harald 
::1378 ::914857 ::MolinaLV84 ::Deshpande 
::1160 ::Scheduling ::Its ::697 
::BestPeer ::15310507abs ::1348 ::Frederick 
::GrabsBS01 ::Tomasic ::Progressive ::Mostafa 
::405 ::285 ::Giannotti ::1607 
::AgrawalFS93 ::IWill ::Dikaiakos ::ShuklaDNR96 
::ZhangGW08 ::865 ::avi ::fodo 
::309 ::KoudasS98 ::icde2005 ::Precision 
::RoussopoulosL85 ::Coupling ::1603 ::21 
::ConsensRV08 ::1470 ::794 ::Bertino 
::SEA ::P ::ChaudhuriNR08 ::Kriegel 
::Dissemination ::KoutrikaSI06 ::Terms ::GraefeM93 
::Wensheng ::Tiong ::Counts ::Bringing 
::Kedar ::Prediction ::cs ::Major 
::Atomic ::Rudra ::Lola ::KamelF94 
::Yin ::4497455 ::Pankaj ::Picture 
::656 ::ChaudhuriDMN01 ::McCannKSVSD05 ::P392 
::JermaineO02 ::Aduri ::Distributed ::1333 
::Weddell92 ::Shneidman ::GoelSYZ02 ::Bee 
::212 ::DesslochHWRZ08 ::HuangG01 ::15310555abs 
::Rogers ::Mullin90 ::Andrea ::Jiying 
::Xiaoxin ::GraefeM93 ::4497526 ::Enderle 
::Hiroshi ::Cox ::jlp ::Communities 
::4497593 ::Virtual ::level ::Whitley 
::ZhouP08 ::135 ::1492 ::Fusheng 
::Siberski ::KahveciS01 ::243 ::Ganesan 
::Miss ::search ::comp ::Negative 
::1620 ::Bausch ::CallanLC95 ::Yufei 
::Orenstein91 ::Indrakshi ::Nagendra ::GhinitaTK08 
::Structures ::Trajectory ::EllisG89 ::TaoPZL05 
::AgrawalG89 ::8i ::Qiao ::Soo91 
::EROCS ::Bulut ::Abstract ::SIPPER 
::YounSun ::15310272 ::CherniackZ96 ::4497513 
::22850057abs ::Enterprise ::SavageW96 ::227 
::Ke ::606 ::SistlaYV97 ::Terms 
::MendelzonMM97 ::Kurul ::1101 ::Constantly 
::ChandelNS06 ::2001 ::MED ::554 
::228 ::Sales ::Tripod ::Suppression 
::1536 ::Goetz ::PC ::Xiong 
::Fabian ::McCannKSVSD05 ::NN ::431 
::Hman ::914809 ::Seung ::Pratik 
::CuiLXCDZ08 ::InanKBS08 ::33 ::StonebrakerK91 
::Jaffar ::22850804abs ::Atomic ::AbiteboulMPPS08 
::641 ::Constant ::546 ::RoussopoulosKV95 
::TheodoridisSS98 ::ChengYHY08 ::PapaemmanouilC05 ::Mor 
::Erich ::Punctuation ::Campi ::scale 
::DohertyHR96 ::KistlerS92 ::Elements ::914846 
::Zwol ::HinterbergerMG94 ::BayardoA05 ::Maskey 
::inproceedings ::BodenCFKSSS95 ::GonzalezHLK06 ::BohannonFRS02 
::16 ::4497494 ::PadmanabhanAMJ01 ::Superimposed 
::00 ::Obstacles ::15310103abs ::Nigel 
::Farrell ::Simulation ::Jrme ::mg 
::452 ::Takahiro ::Anonymity ::Kornel 
::4497567 ::4497596 ::Designing ::Nambiar 
::Kong ::Shiyan ::1107 ::22851129abs 
::Rigsby ::Tier ::Sankaranarayanan ::Imprecise 
::HornickZ87 ::Nabeel ::1022 ::Surrounder 
::ViEWNet ::GutingZC89 ::XCut ::StreamingWindow 
::SakuraiPF05 ::Links ::1190 ::Hang 
::domain ::454 ::Norm ::Qigang 
::Jagan ::MudumbaiSSPB98 ::272 ::ipsj 
::1328 ::FranklinC92 ::118 ::1568 
::1149 ::Images ::Cubing ::Terlecki 
::Subset ::2000 ::391 ::FaloutsosRM94 
::Hoa ::SilbersteinBY06 ::Coherency ::Triantafillou 
::PapaemmanouilC05 ::43 ::Correction ::Operation 
