::Garbage ::314 ::Gyssens 
::Kang ::Out ::Willis 
::Rasikan ::Amihai ::Sudarshan 
::388 ::Rex ::Interval 
::Dataflow ::491 ::Christophe 
::87 ::Precise ::Bing 
::User ::Antonio ::Vaskevitch 
::Shiri ::M ::Satish 
::Quest ::Use ::Current 
::they ::Oracle ::13 
::Pedro ::Thin ::Elmasri 
::292 ::TODS ::Karim 
::NP ::Jochen ::Utilizing 
::Command ::Repository ::Amouroux 
::514 ::X3 ::68 
::Automation ::341 ::Harinarayan 
::Utilizing ::Data ::VideoAnywhere 
::Tompa ::Infering ::Nothing 
::Ken ::Strssler ::Andries 
::Logical ::With ::Strssler 
::Ohori ::Notes ::Griffin 
::Nestorov ::Walch ::Knox 
::Kuntz ::Alphanumeric ::Mlle 
::Thomas ::VideoAnywhere ::Venky 
::452 ::Science ::Hong 
::Naughton ::82 ::Yu 
::394 ::Kaplan ::Hierarchy 
::Pletch ::Bernhard ::352 
::Donald ::Terranova ::Elsbernd 
::Bauyer ::Ahead ::Anderson 
::Pirahesh ::Codd ::Dreyer 
::Participants ::Ada ::Catarci 
::Dina ::Hallmark ::226 
::Eick ::Goldberg ::Marian 
::Anupam ::Soloviev ::Betty 
::Knowledgeable ::Striping ::Basket 
::194 ::Marcel ::Box 
::Distributing ::Wiener ::Jonathan 
::Only ::Plateau ::367 
::Range ::Challenge ::AlphaSort 
::Hussein ::Goodman ::Area 
::339 ::Objectivity ::Thinksheet 
::Charles ::543 ::zhan 
::544 ::Identity ::Markowitz 
::477 ::1 ::Semantic 
::504 ::Mitch ::Mehrotra 
::28 ::Cai ::Made 
::Detection ::Beliefs ::Teradata 
::Riccardo ::Robert ::Marron 
::Pang ::known ::276 
::367 ::Nicolas ::Correctness 
::Full ::Sycara ::Establishing 
::Stamos ::Mehmet ::Max 
::Naveen ::Take ::Toward 
::Thierry ::Daniels ::226 
::Hasanat ::Jos ::Goldberg 
::Brown ::Blott ::Lynn 
::Seligman ::Forth ::Mohamed 
::Spaces ::lun ::Frdric 
::Kifer ::Kincade ::Opportunities 
::352 ::Stephanie ::Himanshu 
::Massively ::Egemen ::Honeyman 
::from ::Hall ::D 
::401 ::Theodoulidis ::number 
::323 ::Warehouses ::11 
::CapBasED ::Strssler ::Yu 
::Muntz ::Jhingran ::Genesereth 
::Science ::Rolland ::Pernul 
::137 ::Lindsay ::Conrad 
::Dewan ::20 ::Hui 
::Walters ::Panel ::USL 
::Yoshinori ::Motro ::Mitschang 
::Simple ::Upgrade ::Chou 
::58 ::Harris ::Finkelstein 
::Rules ::Pratap ::Shian 
::Art ::Muth ::Harry 
::498 ::324 ::Abbadi 
::Shinichi ::Consistency ::204 
::Paton ::Kamel ::Tsur 
::Forouzan ::Ubell ::Deppe 
::Orthogonal ::CAD ::Ramana 
::4th ::Sockut ::Triggers 
::Theory ::238 ::Experimental 
::Umesh ::283 ::O2 
::Yahiko ::104 ::Geospatial 
::Goel ::Hartson ::Prakash 
::Modify ::Pedagogic ::Separation 
::Sudarshan ::177 ::418 
::Index ::Mariano ::Federation 
::Cox ::419 ::Gray 
::306 ::XPRS ::54 
::Buffers ::Arizona ::Stefanovic 
::Analysis ::Prototyping ::324 
::Knowledge ::483 ::Shin 
::Srinivasan ::Colette ::357 
::Quantitative ::489 ::Linkage 
::Explanation ::481 ::Singh 
::256 ::Tolga ::Breiteneder 
::Flexible ::Sophie ::78 
::Rewiew ::275 ::Achitecture 
::Raju ::Arbee ::Bing 
::422 ::Wileden ::Schmidt 
::Navathe ::Suckow ::Laursen 
::Secure ::oriented ::Baader 
::Gonzalo ::Crossroads ::Reconciliation 
::Yangarber ::209 ::Willie 
::Naacke ::AlphaSort ::Protocols 
::52 ::166 ::Ravishankar 
::Aggregation ::Evaluation ::Zirm 
::Overview ::Walters ::Chungmin 
::Muth ::255 ::Christopher 
::Theodoulidis ::Terrance ::Buffers 
::Gale ::for ::Main 
::UDK ::Taosong ::Gupta 
::Open ::Lynn ::Lois 
::Shane ::Picture ::493 
::Stefan ::Methods ::Final 
::Abdelsalam ::Aris ::Altintas 
::114 ::GUI ::Middle 
::GESTALT ::or ::356 
::Gucht ::Machiavelli ::Haenni 
::Pedro ::Hector ::Jim 
::Papers ::Rosana ::Janet 
::513 ::Metrics ::Testbed 
::Bra ::Patterson ::site 
::185 ::Soo ::489 
::Internal ::Ross ::242 
::Distance ::Suryanarayana ::Sinha 
::Colby ::Overview ::Clifford 
::Disc ::Vienna ::Heuristic 
::Sagalowicz ::They ::Schning 
::Dekeyser ::Neighbor ::Maryland 
::Standards ::Shamkant ::Patterson 
::title ::Delisle ::Riekert 
::Semantic ::Primitive ::352 
::Klas ::Lanzelotte ::Marek 
::536 ::Larouche ::Tansel 
::Bestavros ::Recurrent ::Applications 
::240 ::MDM ::207 
::Arne ::Hans ::Vipin 
::116 ::Sean ::Daniels 
::Shmueli ::Dhaval ::284 
::Gad ::Bryce ::146 
::Jan ::Interactive ::Site 
::Flix ::Soparkar ::Sena 
::474 ::Century ::Problems 
::Editor ::Processors ::Baden 
::Kashyap ::462 ::524 
::Values ::Rosneblatt ::245 
::NP ::Sakahara ::45 
::106 ::Chin ::NSF 
::Chan ::zsoyoglu ::Griffin 
::Daniel ::Milt ::Eugene 
::Catherine ::Real ::Haradhvala 
::What ::Experiences ::Souder 
::Establishing ::Selection ::Network 
::Gook ::28 ::Lougenia 
::Ghandeharizadeh ::Frank ::Reich 
::Frederick ::Narayanan ::Hypertext 
::22 ::Tomasz ::Cercone 
::Simple ::119 ::Gelder 
::47 ::Reduction ::Merge 
::Alessandro ::Optical ::CapBasED 
::Dietrich ::Consumer ::Thinksheet 
::OODB ::trees ::Itemset 
::506 ::Skew ::Packer 
::Fry ::Some ::Dayal 
::Vermeer ::ARIES ::Marco 
::Refresh ::Characterization ::Testbed 
::Arizona ::549 ::Philippe 
::Box ::SAP ::Mackay 
::Extensible ::Refresh ::Concerning 
::Brice ::Connell ::Elke 
::Yue ::Chinya ::Nado 
::versionControl ::Kucera ::Schning 
::379 ::Shashi ::Cammarata 
::Top ::Integration ::Guangshun 
::Christopher ::152 ::Foreword 
::Kazuhiko ::Jacek ::240 
::Rmy ::Scaleable ::RIDE 
::offs ::Kuo ::Dataflow 
::Sou ::Geographic ::among 
::Mitschang ::245 ::Ramamohanarao 
::Join ::Quest ::Tsong 
::Forms ::Recursion ::Bengt 
::Porter ::Extensible ::Eisenberg 
::Set ::Frew ::Weikum 
::Ceri ::Perform ::OLAP 
::Jukic ::Class ::Workaholics 
::Daniels ::Paraboschi ::Surajit 
::Lausen ::Nematollaah ::Conjuction 
::Nural ::F ::Smith 
::Barclay ::Shneiderman ::Casanova 
::Robertson ::Rashid ::Catherine 
::First ::Wen ::Hartmut 
::Eric ::Roark ::Open 
::Charles ::Jain ::Validation 
::McLoughlin ::252 ::radi 
::with ::Delcambre ::Alberto 
::Energy ::Sang ::473 
::International ::Technology ::ke 
::B ::Mishra ::Ariel 
::Activity ::Process ::Mason 
::Problem ::418 ::Chinya 
::Budget ::137 ::Buff 
::Alan ::Loading ::Adaptive 
::Preliminary ::540 ::483 
::Complexity ::Colette ::Ambuj 
::Sevcik ::Ad ::Minyoung 
::Jumping ::Hall ::Fragments 
::Karim ::Partitioning ::DBMiner 
::Beat ::Integrity ::PREDATOR 
::Pletch ::Kwei ::265 
::Andrzej ::Sagiv ::Koperski 
::Marcus ::Notions ::Year 
::The ::AMS ::with 
::Builders ::Jonas ::Pirahesh 
::Inter ::Tolga ::Lipski 
::Naveen ::at ::Csar 
::OLTP ::Ranganathan ::AlphaSort 
::zden ::Chan ::Benson 
::Medical ::261 ::Duschka 
::Giuseppe ::Bigelow ::Rona 
::58 ::Oscar ::Tobin 
::Graefe ::Giansalvatore ::Louiqa 
::Osmar ::1993 ::Chairman 
::Multiprocessor ::Grossman ::Zobel 
::Rupawalla ::dimensional ::Guido 
::Jerry ::Gerhard ::Ward 
::Lashkari ::Derived ::Jenkins 
::Definition ::Wen ::Girish 
::366 ::US ::Processor 
::170 ::Steven ::272 
::to ::Optimization ::Bezenchek 
::Nenad ::zsoyoglu ::Profiles 
::Tradeoffs ::known ::Mariagrazia 
::Generalizing ::Stamos ::Theodoulidis 
::Yue ::McGuinness ::Techniques 
::Satish ::Hoel ::Vincini 
::contra ::Lukas ::Automation 
::Effect ::Jonas ::Widoff 
::Inderpal ::Stolfo ::Bayardo 
::Optimizing ::Outer ::312 
::Qingshan ::Wolfson ::Evaluation 
::47 ::Sagonas ::Yannis 
::Tsong ::Feedback ::Growing 
::Barber ::Tomasic ::Bengt 
::Enough ::Pixel ::Budet 
::ACM ::Spaces ::Lam 
::Joosten ::Heterogeneous ::60 
::Good ::Metadata ::Krll 
::Alfonso ::Beliefs ::Better 
::Omiecinski ::Lothar ::Rex 
::Lam ::Ullman ::Interoperable 
::Lomet ::Influential ::Concurrent 
::Summaries ::Rolland ::Gerhard 
::Shoens ::Much ::Cardinaels 
::Sevcik ::Stole ::Chirn 
::Badrinath ::289 ::Amateur 
::Implication ::538 ::Selinger 
::Ellman ::Rolland ::Dangers 
::Sundaresan ::Allan ::Schrader 
::Dimitra ::Passing ::Vrbsky 
::Karim ::Moerkotte ::Budget 
::Pernul ::325 ::Ebru 
::Multi ::White ::Tam 
::Wave ::81 ::Zoerntlein 
::Retention ::37 ::Helen 
::Sybase ::DBSim ::31 
::Chuan ::Wimmers ::Subramanian 
::Exploiting ::I ::Val 
::Multi ::Ouri ::Exploiting 
::Gruber ::Buchmann ::Chairman 
::329 ::ANSI ::Very 
::McHugh ::DBLearn ::Christophe 
::Dewan ::Environmental ::Presentation 
::Beng ::Ulm ::Muntz 
::Cook ::Jnsson ::Stanford 
::Fong ::Daniel ::Toiati 
::Bauyer ::V ::Optimizer 
::Techniques ::539 ::Air 
::Mathematical ::Lists ::Conversion 
::Utilities ::Rules ::Gorelik 
::Simulation ::Generation ::Dangers 
::Between ::Yates ::Database 
::Gung ::Indexes ::Markowitz 
::Recent ::82 ::Taylor 
::Consensus ::Reclustering ::Languages 
::190 ::Mariano ::Erratum 
::Sheth ::29 ::Servers 
::Quasi ::Work ::381 
::Goal ::Nita ::Alain 
::Nutt ::Ramana ::Partition 
::Bushy ::Griffeth ::CLASSIC 
::Evaluation ::Truszkowski ::Mecca 
::Ulusoy ::Mukul ::TPC 
::Managing ::Grained ::Wimmers 
::language ::Five ::Visualisation 
::Ashish ::Luef ::Eaglestone 
::Trobe ::CoopWARE ::Chair 
::Enhancing ::Scientific ::341 
::Proteus ::Condition ::John 
::Halici ::Interaction ::Fotouhi 
::513 ::240 ::105 
::Satoh ::Group ::Etheredge 
::414 ::Rowe ::r 
::539 ::Workshop ::Swarup 
::Modify ::Altintas ::Article 
::Fu ::They ::tolerant 
::Manolopoulos ::Dense ::Victor 
::Chih ::Ariel ::Role 
::408 ::Everthing ::113 
::Personal ::Aberer ::123 
::285 ::Quickly ::Order 
::Beach ::Hoel ::462 
::Subsequence ::Hellerstein ::DeMichiel 
::Wade ::Koperski ::Brigitte 
::287 ::Cyclic ::Accessing 
::Guo ::Wedekind ::Implementation 
::Golshani ::172 ::Ford 
::Gary ::Shalom ::Dittrich 
::Zhao ::Y ::Visualizations 
::Anil ::73 ::Quantitative 
::Hasan ::Keng ::Meckler 
::Module ::287 ::Inheritance 
::Databases ::TCP ::Sam 
::Hawthorn ::von ::Malcolm 
::Warehouse ::BUSINESS ::329 
::Suckow ::Utilizing ::SAP 
::Harris ::Years ::Walt 
::329 ::Comprehension ::428 
::Bibliography ::Thin ::Fatima 
::Georges ::Taneja ::Standards 
::Glossary ::Roddick ::ONTOS 
::Products ::Convent ::Heterogeneous 
::Changing ::Fine ::Alfonso 
::Bertino ::Cache ::Uniform 
::Modular ::Replicated ::Pat 
::Document ::dimensional ::Bancilhon 
::Manolis ::Breunig ::Abiteboul 
::Sandra ::Praveen ::Sivasankaran 
::395 ::Simmen ::Miller 
::Realizing ::Imielinski ::Albert 
::Wei ::Achitecture ::282 
::SR ::Sampaio ::Kazuhiko 
::Implementation ::434 ::Shapiro 
::Moerkotte ::Braham ::Agenda 
::Jonsson ::237 ::Sibley 
::Modify ::12 ::Sethi 
::Jones ::Meltzer ::Optimal 
::Relationship ::501 ::Dewan 
::31 ::Pletch ::Workstations 
::Polymorphic ::Hoch ::Spotfire 
::Concurrency ::507 ::Viewpoint 
::Dale ::RIDL ::Shian 
::CITRI ::Fabio ::Budak 
::To ::author ::Hashing 
::Laver ::Products ::Academic 
::Rusinkiewicz ::Weinberger ::20 
::Easy ::Atzeni ::Sinha 
::Guy ::Forte ::Rex 
::Sandra ::Constraint ::Gray 
::Concerning ::ACM ::McClatchey 
::Note ::Stoltzfus ::Nodine 
::Reiner ::Fatma ::Berndtsson 
::271 ::13 ::Critique 
::Nearest ::SQL ::Borras 
::Said ::Experimental ::Alistair 
::Bill ::Eriksson ::246 
::Goldman ::Max ::Creation 
::Sockut ::50 ::Nectaria 
::Coherency ::Schwartz ::312 
::Generating ::Editors ::Tony 
::Leung ::Franklin ::Good 
::Revisted ::Zaniolo ::Winds 
::ADS ::tree ::29 
::Vertical ::Enhanced ::Arie 
::Intelligent ::Schiefer ::Compensation 
::Primitive ::Wilhelm ::Achyutuni 
::Crestana ::Foreword ::Availability 
::Norman ::Notes ::Anil 
::Shutdown ::Garbage ::at 
::C ::Free ::Ilker 
::Schning ::Horizontal ::Nandit 
::Davison ::Fritz ::DBS 
::Realtime ::Yixiu ::Costa 
::446 ::Dietrich ::Indices 
::Snodgrass ::Pissinou ::Building 
::Andrew ::341 ::Ibrahim 
::Datta ::Representations ::43 
::Dina ::Editorial ::Hoch 
::Goldfine ::Haas ::Transaction 
::Shelly ::Bauzer ::Rakesh 
::Phillip ::Farshad ::111 
::Michael ::Woodruff ::163 
::Melmom ::452 ::VLDB 
::Observing ::172 ::Mediator 
::Naveen ::Susanne ::Lothar 
::Acharya ::Brunie ::506 
::Modular ::126 ::Nikos 
::Retrospective ::Doherty ::Bhargava 
::Paskin ::Hector ::wish 
::DataBlade ::STRUDEL ::Hwang 
::Nikolai ::Catherine ::Mancuhan 
::McIver ::Lomet ::Flix 
::268 ::289 ::208 
::Karen ::Glavitsch ::Meaningful 
::ODMG ::Randy ::293 
::Charles ::Desktop ::Reedy 
::Croft ::Base ::Best 
::Hung ::Keishi ::Speech 
::100 ::16 ::310 
::Leung ::66 ::Semantics 
::Kirby ::Bauzer ::326 
::Apparatus ::Graefe ::Organization 
::Harinarayan ::Papakonstantinou ::Pedersen 
::Sergey ::Computers ::Nenad 
::Synchronization ::Tamer ::568 
::559 ::Denotational ::DBMS 
::348 ::Nan ::Rakow 
::Frameworks ::Heterogeneous ::Miller 
::Lipeck ::Iterative ::Van 
::Flix ::Rational ::Anonymous 
::506 ::Derived ::Size 
::Christodoulakis ::ISS ::Deduction 
::Claude ::1990 ::Meta 
::Olga ::Summaries ::Shared 
::Date ::Hierarchical ::171 
::Scholl ::Forms ::Convent 
::relational ::466 ::Khedkar 
::Esther ::Auwera ::Shoshani 
::Yang ::Discs ::Maurizio 
::Georgakopoulos ::22 ::Unstructured 
::254 ::28 ::lun 
::19 ::Merging ::Nothing 
::Low ::BIRCH ::MLR 
::Trigger ::Jagadish ::Metadata 
::Pang ::Annie ::215 
::Schuh ::Bayardo ::Ulusoy 
::GIS ::Enhancement ::Research 
::Despina ::Hongjun ::Adelberg 
::Capabilities ::It ::357 
::Tables ::Liuba ::Mostly 
::Klauser ::Won ::2000 
::Watson ::Kang ::Execution 
::502 ::Thomas ::Rowe 
::367 ::Sequence ::276 
::Pinar ::Engineering ::Numeric 
::Bressan ::Siegel ::Range 
::Sagalowicz ::Trigger ::Maier 
::Zhou ::Rex ::Bases 
::Kilic ::Willard ::536 
::109 ::Term ::Federation 
::Partial ::Reorganization ::Narayanan 
::Albert ::Challenge ::Mosfeq 
::Experience ::Ramanathan ::Navathe 
::Making ::Shasha ::542 
::Fernandez ::Paper ::326 
::Elke ::Buffers ::509 
::Shan ::Reich ::Hierarchically 
::Text ::Jukic ::Selfridge 
::556 ::Katz ::Hashing 
::Dayns ::based ::Sou 
::Gawlick ::Haas ::Recovery 
::OASIS ::NonStop ::Take 
::Sonia ::Stochastic ::Zurek 
::Ariel ::Wendy ::Review 
::Klug ::und ::Karypis 
::252 ::BCNF ::Libraries 
::Arpaci ::Shutdown ::Area 
::Dennis ::Jajodia ::OnLine 
::Shashi ::12 ::Systems 
::Lewis ::Daz ::Guozhu 
::Principles ::DEVise ::Power 
::One ::Achitecture ::78 
::Large ::Philip ::129 
::Benny ::Mumick ::fu 
::135 ::Motakis ::Ohori 
::Reclustering ::Praveen ::Matias 
::level ::72 ::of 
::James ::Manolis ::Disjunction 
::Experiences ::Ptool ::Rona 
::Rewiew ::Lynn ::Discs 
::E ::Chungmin ::Simultaneous 
::Arie ::IPSI ::Piyush 
::Laursen ::Synchronization ::337 
::Ranganathan ::Christopher ::Interactive 
::218 ::Nelson ::Broadcast 
::Two ::Hodges ::Banu 
::Separately ::125 ::Basic 
::Types ::CAD ::542 
::Minute ::Finite ::EDUCE 
::Usability ::Jay ::Approach 
::Pat ::Geographic ::Utilizing 
::Seth ::LRU ::Naughton 
::Separately ::Alain ::Tables 
::Benny ::title ::Cercone 
::314 ::Yuksel ::Hernndez 
::Wentland ::281 ::413 
::Documents ::339 ::501 
::Structure ::Chen ::Kent 
::tree ::Fred ::LORE 
::Valery ::Inge ::Takeshi 
::GENESYS ::MEDUSA ::Improved 
::Context ::Gehrke ::Structured 
::Curry ::Franz ::Kabiria 
::Durusoy ::106 ::Doo 
::Christodoulakis ::ODE ::Mok 
::sets ::Arrays ::Silvana 
::Hui ::Rowe ::Binto 
::Montage ::Glossary ::Brown 
::Delisle ::Best ::Lim 
::Griffin ::Kenn ::Written 
::36 ::Keim ::SONAR 
::Rishiyur ::Hot ::Zoerntlein 
::Morpain ::Gad ::Kamel 
::Semantics ::Changing ::Object 
::106 ::Rosenthal ::Devolution 
::Shan ::Decomposition ::Bauzer 
::120 ::Carsten ::Tim 
::Assurance ::246 ::Bocca 
::Rolland ::470 ::Yuksel 
::Sharma ::Kupsch ::Warehouses 
::Wesley ::Searching ::Internal 
::209 ::220 ::284 
::Clemens ::513 ::Pirotte 
::Effect ::Resnick ::OR 
::Energy ::Warehouse ::ACT 
::139 ::Evolving ::Kifer 
::Geographic ::CITRI ::DBMS 
::Forth ::Skowronek ::Recovery 
::Karthikeyan ::Nothing ::Grasnickel 
::Pinar ::11 ::81 
::Compensation ::Resnick ::McAuliffe 
::Consistency ::Low ::Lori 
::138 ::74 ::tolerant 
::Karen ::Ulm ::Josef 
::Design ::Skowronek ::Hierarchically 
::Picture ::Transformation ::Gnter 
::Designing ::Hppler ::Dean 
::Baskets ::119 ::Vipin 
::Winds ::Wiest ::Shasha 
::Replicated ::Helland ::Server 
::Mumick ::Religious ::Dallan 
::10 ::Dong ::McAuliffe 
::Biskup ::Persistence ::454 
::One ::Consumer ::Pirotte 
::Yongjian ::Jaideep ::Display 
::Optimizing ::Acitivities ::Hsiao 
::Join ::Henk ::DBMiner 
::Mackert ::Legaria ::Chiang 
::Boral ::Ramachandra ::Overmyer 
::MMDBS ::Gnter ::315 
::12 ::Gingras ::Amihai 
::Gist ::Practice ::Compiled 
::Air ::Stonebraker ::Ghassan 
::61 ::Bengt ::Zarka 
::Is ::Made ::110 
::Rdb ::Franois ::Sam 
::Souder ::Solutions ::12 
::DBA ::Super ::39 
::Editors ::J ::D 
::Chang ::Hallmark ::430 
::Doan ::Sonia ::Taylor 
::zsoyoglu ::Barbara ::Requirements 
::Schuble ::Haritsa ::Megiddo 
::O2 ::First ::Version 
::Sleepers ::Davison ::Hans 
::Nick ::Array ::Amihai 
::Gunter ::Desai ::Bushy 
::Mecca ::Ulusoy ::108 
::Lomet ::Zloof ::Bonnet 
::206 ::Donovan ::Sophie 
::Top ::volume ::Rupawalla 
::Valduriez ::Fast ::Budget 
::Omran ::STEP ::Observing 
::Sybase ::Calculus ::Ganapathi 
::Jan ::Anastassia ::Locally 
::Representing ::Desktop ::228 
::Narayanan ::Jochen ::Eich 
::Note ::Jussi ::Nolan 
::Mohammed ::F ::Davood 
::Syan ::Large ::Framework 
::Compression ::Winds ::Zaane 
::Schrefl ::Application ::Geppert 
::AMS ::Enterprise ::RAID5 
::Mehdi ::Striping ::Paredaens 
::Replicated ::Ahmed ::Analyti 
::Jorge ::423 ::Update 
::Susan ::EDUCE ::Motakis 
::Gadi ::Donald ::Very 
::NASA ::190 ::Alfons 
::154 ::Gruber ::Val 
::Improve ::Thatte ::Precise 
::Partition ::Indexing ::Niki 
::Chim ::Cammarata ::Cory 
::Mayford ::Suckow ::H 
::Berndtsson ::Julia ::Ronald 
::234 ::281 ::Howard 
::database ::Tansel ::S 
::Prototype ::84 ::383 
::Dimitrios ::Jignesh ::Gyssens 
::Guo ::Beach ::Aberdeen 
::Assessment ::Disjunctions ::Mitschang 
::Shamkant ::510 ::Eriksson 
::Technologies ::Manipulating ::Bertram 
::Tim ::Nectaria ::Striping 
::Tsotras ::there ::Wendy 
::Yandong ::Hamid ::Rusinkiewicz 
::site ::Sena ::Merge 
::Goodman ::Tomlinson ::Transaction 
::Aiken ::Wells ::Organization 
::Smith ::Form ::Ellis 
::With ::Kupiec ::Predicate 
::Erik ::Production ::Safe 
::Center ::Kotidis ::Order 
::Yangarber ::GESTALT ::340 
::319 ::Buneman ::Krishnan 
::SBBD ::Jutta ::97 
::Pernici ::Arthur ::Chungmin 
::Hoc ::Unnikrishnan ::S3 
::Not ::Webb ::Tai 
::Hadzilacos ::Executive ::194 
::Alfonso ::Complex ::Statistical 
::Anderson ::Datenbases ::Egemen 
::Chih ::Visualizing ::Theory 
::R ::Leo ::Experiences 
::Gawlick ::Fu ::Unix 
::Altinel ::author ::Scalar 
::Kshitij ::Naveen ::Yuksel 
::Scheduling ::Obrst ::Administering 
::Suciu ::at ::Plans 
::number ::Shan ::Maier 
::Goldfine ::Mariano ::265 
::attribute ::Minyoung ::Progress 
::Bergamaschi ::28 ::Englert 
::Agents ::Fernandez ::Creation 
::Distributor ::Wilcox ::Orthogonally 
::Relihan ::Agenda ::Flix 
::WHIPS ::470 ::Willie 
::367 ::Sort ::Clemens 
::Opportunities ::Enforcing ::Newmann 
::Marcus ::vendor ::authors 
::Eick ::517 ::ODE 
::Altinel ::Hrder ::Madhu 
::STRUDEL ::Moscarini ::Chawathe 
::Jamison ::Tang ::OLTP 
::Seeger ::Khedkar ::Policy 
::Meets ::Rahimi ::Craig 
::Mitch ::Tony ::253 
::Gale ::Properties ::313 
::E ::Kspert ::Chan 
::Gelernter ::Munindar ::Report 
::545 ::Kuntz ::Separation 
::Francine ::ITASCA ::Pozzi 
::Michel ::380 ::IDEA 
::Entity ::258 ::Barber 
::Jukic ::364 ::MLS 
::Libkin ::71 ::Queensland 
::356 ::Paul ::Kirby 
::Roberto ::Hirata ::358 
::Wendy ::469 ::Abdelsalam 
::WORM ::Yates ::Dimitra 
::Preface ::EOS ::536 
::160 ::Breaking ::Fu 
::183 ::UIS ::Kawaguchi 
::Four ::Policy ::Zobel 
::Morishita ::From ::Muntz 
::280 ::Announcement ::Harumi 
::Prototype ::Exploiting ::Laursen 
::Xian ::Roman ::230 
::Self ::414 ::548 
::Mitchell ::McClatchey ::ITRI 
::Consistent ::The ::Pipelined 
::Ulusoy ::Su ::Syan 
::Experiences ::458 ::Foreword 
::Koksal ::Department ::Merging 
::Divesh ::Vassalos ::Scheme 
::Thatte ::Goyal ::Applications 
::Tomlinson ::260 ::252 
::ODE ::Schrefl ::Schwarz 
::Annotated ::Schemes ::Bohrer 
::Susan ::Keishi ::Locally 
::Sort ::Honeyman ::RDBMS 
::74 ::Livny ::Rasikan 
::388 ::Krishnan ::Parity 
::Cheng ::Section ::Claude 
::553 ::Picture ::Markowitz 
::Wolfgang ::Lynn ::Integrated 
::Korth ::Tajima ::Kuno 
::Utilizing ::King ::Dimitrios 
::576 ::Harandi ::Reiner 
::Hian ::Key ::Richard 
::Applicable ::Industry ::Jae 
::Abbadi ::Karlapalem ::Glavitsch 
::Implementing ::263 ::268 
::Complete ::Toby ::Tsong 
::Vander ::International ::Gallagher 
::Barbara ::Stochastic ::Bulk 
::Betty ::Shea ::Bruno 
::Iterative ::Wrappers ::Delisle 
::Tertiary ::Valduriez ::Christian 
::Odysseas ::549 ::Natarajan 
::Sethi ::Jarke ::COSS 
::Role ::Murphy ::ke 
::Jajodia ::Ho ::Observable 
::Transfers ::Warren ::Buffer 
::Schuble ::Nikos ::Yoshikawa 
::Integrating ::567 ::Guy 
::219 ::Religious ::Dyson 
::Translation ::524 ::Altinel 
::Jon ::DEC ::Gawlick 
::Doherty ::Qin ::84 
::Fine ::Farshad ::Announcement 
::Melling ::Recursion ::Vassalos 
::Shing ::364 ::Han 
::14 ::Heuristic ::Kspert 
::Manipulating ::Watson ::Shenoy 
::Colby ::Martin ::98 
::Visualisation ::Cercone ::NF2 
::Stphane ::Connell ::Davood 
::Synchronization ::Postgres ::289 
::Chin ::NASA ::Kaplan 
::ONTOS ::301 ::Computer 
::Agrawal ::Builders ::99 
::Livny ::Manola ::Salzberg 
::287 ::Orenstein ::Properties 
::Thumb ::Olga ::Metric 
::Colette ::Zou ::Yongdong 
::Chee ::28 ::Unstructured 
::Maryland ::Bltzingsloewen ::Garcia 
::Miguel ::World ::Wiederhold 
::Lewis ::Dallan ::ACT 
::535 ::ke ::yiu 
::Zou ::Tomasz ::Actual 
::Jerrold ::Hou ::Trueblood 
::Heterogeneous ::Suzanne ::Markus 
::Realtime ::Influencing ::Write 
::Moss ::Dar ::Sullivan 
::173 ::Bergamaschi ::Rahm 
::Cheng ::Piyush ::Natarajan 
::Hung ::automatic ::Doughty 
::Brice ::Modeling ::AlphaSort 
::Jason ::Ait ::Incomplete 
::There ::Julia ::Industry 
::Carrie ::into ::Shah 
::Lamersdorf ::Series ::Gregory 
::525 ::Parallel ::501 
::Cardinaels ::Manish ::Radzyminski 
::Kabiria ::Technology ::Han 
::132 ::Treasurer ::zsu 
::Measurement ::Benchmarks ::489 
::Marek ::270 ::lun 
::database ::Finite ::Volker 
::Roberto ::Schning ::Stolfo 
::Suciu ::Tokuyama ::Repository 
::Andrew ::Zhou ::Vincini 
::versionControl ::40 ::Trusted 
::Mehrotra ::Natarajan ::Normal 
::Environmental ::427 ::Historical 
::Lausen ::Files ::Educational 
::Haenni ::Procedures ::Kramer 
::Nectaria ::Their ::Penalty 
::Brachman ::Robertson ::Synthetic 
::II ::Hashing ::Urban 
::Bennet ::Storage ::Suciu 
::Udo ::Agenda ::Sudhir 
::Keim ::Recurrent ::Best 
::Keller ::Marc ::129 
::Brick ::Vinek ::83 
::131 ::Lomet ::Yihong 
::Sources ::Article ::547 
::Raschid ::Margaret ::Potamianos 
::Oscar ::ARIADNE ::Atul 
::Min ::400 ::Jr 
::Viewpoint ::Group ::Sheldon 
::158 ::227 ::Interval 
::Xiaoyang ::Domains ::Ramana 
::233 ::Model ::Industry 
::Guarantee ::Link ::Konrad 
::Kiran ::Kitsuregawa ::Priti 
::Rahm ::Ko ::DARPA 
::Melmom ::King ::125 
::Zaane ::Weienfels ::STRIP 
::Nested ::Join ::Chomicki 
::from ::94 ::Zhuge 
::Michele ::Saxton ::Sacks 
::21st ::Shoring ::Designing 
::Join ::WHIPS ::Phatak 
::Term ::Triggers ::Mecca 
::Jaewoo ::RIDE ::394 
