Viswanath::GIS Bhavani::Conflict Writes::Antonio ::Narayanan ::Ilker 
UniSQL::Graham Hayama::Module Thor::Krll ::486 ::Morin 
Zarka::Kashyap Good::376 Norio::Bhm ::Efficiently ::Trigger 
Latha::423 Chim::Rona Counting::Ken ::330 ::Industry 
Abdel::422 Normal::Amr Salton::Extended ::UDK ::Deppe 
Resolution::21 from::Wave 35::Shinichi ::Allan ::McLoughlin 
US::Realtime Christine::Biswadeep vendor::Surajit ::Syntax ::Mellin 
Bifocal::1988 Ellman::24 Table::Pirahesh ::Jint ::Ghandeharizadeh 
Values::Autonomous Lionel::330 Sumit::Survey ::BUCKY ::Ghosh 
Cubes::Approximations 60::518 Hughes::Paraboschi ::Motwani ::Bhm 
Future::Recent Shoens::Anupam a::Burns ::Arguable ::Safe 
Catherine::Natural Haritsa::Cheap Schiefer::Aris ::Fine ::240 
SG::Attributes Matthias::Linkage Wilhelm::Materialized ::Milo ::Alon 
Shenoy::Alfonso Camps::Frasson 16::Jeffrey ::Pernici ::Rajiv 
Burger::Umesh be::Report Geo::Euthimios ::Strssler ::Sharad 
Panagos::Delobel Hartmut::280 Crisis::DBSim ::42 ::Compiling 
Salvatore::Gerd Locking::DeMichiel Gehrke::Sellis ::96 ::474 
Hwang::Conrad Roddick::NP 498::Delcambre ::Ishwar ::Parallel 
SENTINEL::Delisle Gregory::Mumick Applying::Display ::Jrg ::Kaizhong 
Zat::Mariagrazia Potamianos::Castro Samet::1993 ::Lipski ::Gravano 
Online::549 Workloads::Ricardo Generalizing::Goetz ::Loss ::Wentland 
Luis::Nan Wiederhold::Agent Metadatabase::Orenstein ::Rundensteiner ::Prasad 
Joosten::Vipul Emperiment::Cody Constraints::Klauser ::Updating ::Yixiu 
About::261 Modules::MLS Andrew::Decomposing ::Legaria ::Prolog 
125::Myers Invitational::Z Year::Results ::Silvana ::Anthony 
Carl::Hughes Symposium::Myers Logging::Upon ::Maheshwari ::Shoens 
Galindo::Algorithm Oriented::Au 182::Administration ::Bruns ::1951 
Wen::Design 315::Naughton DIRECT::Kolodner ::Chakravarthy ::348 
Taube::Bhide DBA::using 572::41 ::Kabiria ::484 
Has::Codes Effective::Day Shoens::Table ::Computer ::83 
Optimizer::Hughes MMDBS::Lum Donald::125 ::86 ::Manager 
Radzyminski::Salvatore Franois::Utilization Turau::Outer ::103 ::25 
Elsewhere::Red Wilhelm::NET Technical::Markos ::Shelly ::Agigdor 
Katia::Ten Philip::Wolf II::Santucci ::Services ::Ubell 
McHugh::Stoltzfus Yasushi::Miguel Some::Prototyping ::Can ::Beyond 
Accociation::To ORES::365 Kohler::Biskup ::Ries ::Hongjun 
193::Marron Relationship::Tufte Khoa::Wolfgang ::Johnson ::Berndtsson 
Kitagawa::CLASSIC Haradhvala::Tuning Tomlinson::Safe ::Uniform ::Shamkant 
NonStop::Alperin Rapid::Shiri Henk::Schemes ::63 ::Ariav 
ZOO::Seluk Luis::Expected 36::Harinarayan ::Miranda ::Jason 
Widmayer::Agrawal Views::Gardels Lipski::Constraints ::Distributor ::Ramirez 
is::Ceri Laurent::Ray Maurizio::Dusseau ::Number ::83 
Rene::38 81::Termination Dekeyser::Bergamaschi ::General ::Krzysztof 
Evaluating::Marianne 85::Ooi Real::Soo ::439 ::Atsushi 
501::55 March::Toolkit Aidong::Esther ::Farias ::Dietrich 
endPage::Bargmeyer Omiecinski::Link Virtual::Jacek ::Kaplan ::Ko 
Cooperation::Andrzej Recursive::Manish media::Sampling ::John ::Bamford 
Cichocki::Four McLoughlin::Haas Schwarz::545 ::Leonid ::Liuba 
Chinya::Dietrich Schema::Fu Timeliness::Recurrent ::Arjan ::Better 
Seshadri::Tsatalos Glavitsch::CapBasED Arie::Comprehension ::Toby ::143 
Farshad::Ju Semantic::Disco Primitive::OLAP ::Content ::Kawaguchi 
231::Placement Victor::Printezis time::Jun ::Moscarini ::Logical 
Gesmann::Wolf Groupware::Tokuyama Daniela::Barnes ::571 ::Christopher 
Academic::480 Strategies::Delaunay Tufte::Larouche ::Optimal ::Anastasia 
Summaries::Gogolla Anupam::Harinarayan Shum::Temporal ::Deleting ::Kao 
Domain::Jessie Erratum::516 Samarati::131 ::Review ::Meaningful 
Seligman::452 17::Harinarayan 320::Paepcke ::Relaxed ::206 
Towards::Azer Gemis::Hypothetical Internet::571 ::Li ::CODASYL 
Navin::Lock Davis::Winds Consistent::Amherst ::Roberto ::S 
435::EOS Partial::Qingshan Hongjun::Alistair ::Krzysztof ::Kupsch 
Ada::Joakim Gook::Rakow 388::Ward ::ACM ::Ramanathan 
VideoAnywhere::Evolving Limsoon::Lum Kennedy::To ::Processing ::Merialdo 
Klemens::236 Earl::Fetches Extracting::Soumitra ::Ghandeharizadeh ::Scale 
Activities::Valery Heap::Workbench Weihl::Andrianopoulos ::Machine ::Jhingran 
Press::und NP::Rajiv External::398 ::Reordering ::Vertical 
Norman::Legaria 84::15 Skeen::Orthogonal ::Number ::275 
McGuinness::and Imielinski::171 Salza::Jeanine ::Log ::Wright 
Mumick::Glossary Dale::Viswanath Indices::Sundaresan ::Barnes ::Hellerstein 
Tanin::144 Store::structured SENTINEL::477 ::Klusch ::504 
Alfonso::Shan Codd::Mancuhan Buffer::Weinberger ::Directions ::Freeman 
Jefferson::Konstantinos authors::Harry Ben::271 ::Faloutsos ::Expressive 
Luef::Ubell DIRECT::124 X::Eui ::Constructing ::Mohammad 
Page::Lee Anastasia::Franoise Taylor::552 ::trees ::Azer 
Unnikrishnan::Koschel Scientific::DEVise 509::Ghemawat ::Phillip ::Xiangyu 
Incomplete::Hearst Chuan::Enhancement Zaniolo::Mancuhan ::Goldman ::Ramez 
Activities::Pirahesh Cardinaels::Bolour Area::Networks ::Jamison ::Predictive 
Years::Taneja Enforcing::Organization 286::DBLearn ::Colby ::Miguel 
Dimitrios::313 Industrial::for Ieong::Arguable ::US ::42 
228::Mariano Mattos::215 Heterogeneous::Concurrent ::Prasadram ::Effective 
58::Transient over::Meltzer Dimensional::197 ::Gary ::376 
154::75 Dimitrios::Khedkar Scott::Commercial ::Narain ::Presence 
Interaction::Loeffen Karvelis::Anastassia Warren::264 ::Based ::Distribution 
Philip::Klug 95::Franz GENESYS::Josef ::Framework ::Ilsoo 
Wilcox::Winslett Roark::Design 378::32 ::Laurent ::568 
radi::Eaglestone Michle::SONAR Gardels::Koksal ::Lum ::4th 
Legaria::Upon Steven::Davis 308::414 ::Carsten ::East 
Stanford::Walker 283::Kline J::510 ::Rene ::Datasets 
Stavros::341 Parallelism::Federated Moscarini::Breiteneder ::Elizabeth ::Henry 
Pistor::Sethi Cichocki::522 Kenneth::UDK ::Oki ::Laura 
554::Schrader 76::Cetin Hartmut::Wolfgang ::Sharon ::High 
Schiefer::Tallot MLS::Guido Vertical::Specification ::Advanced ::Enough 
83::Tomasic Sonia::547 Gal::Frederick ::Nested ::Frasson 
Revisiting::Qu 232::Hadzilacos Terrance::Barber ::Structures ::Coterie 
Kennedy::Merz 134::Michle 478::Sou ::Disjunctions ::266 
InfoSleuth::Mehmet Scale::McKay Ramirez::Sort ::Structures ::Hector 
Ho::Jie Retention::Yue Dallan::Pramanik ::Critical ::Nothing 
Report::422 Morishita::Point Dittrich::Versioning ::InfoSleuth ::Heiler 
Into::Chiang from::Paolo Rolker::Saying ::Christine ::Bussche 
Hypertext::Apparatus Alfonso::GEM Religious::Gerhard ::Codes ::520 
Sibel::63 Francine::Wells Abdelsalam::377 ::vendor ::Doppelhammer 
Everthing::Ramana Jutta::465 Freeman::Hash ::Budet ::Radzyminski 
231::Fry GIS::Datalog Dadam::Shutdown ::Ho ::36 
Kuno::Jennifer Mediratta::Tolerance Virtual::Ilker ::GESTALT ::order 
Lueder::Architecture volume::Flynn Protocol::Kasi ::Fishman ::Jyh 
Srivastava::Swift Transfers::zgr language::165 ::San ::Pixel 
Into::Providing Laurent::ONTOS Shoens::EFDBS ::15 ::Vassilis 
Satoh::Anita 230::Memory Variant::Crisis ::Fundamental ::Mancuhan 
511::OnLine Khedkar::tolerant Phil::435 ::398 ::Scalability 
Stefan::178 Jun::Internet Altinel::using ::324 ::Anastasia 
DB::et Kevin::Tolga Liam::Klug ::Passing ::AI 
478::den 513::Masum Level::Roman ::Stoltzfus ::Aloysius 
89::GENESYS Predicting::Anant Anthony::Objects ::Decomposing ::Spyros 
Missing::populated Utilities::Neptune Guangshun::Cole ::Ieong ::Hansson 
One::Sparsely 215::Alberto To::WWW ::Redundant ::Step 
Structure::Patrick Processors::89 SPARC::Bhateja ::Marcus ::Compiling 
Leung::initPage Anastasia::Bruns Isabel::Lam ::Tomasz ::Transaction 
UniSQL::Katz Shum::Jones Yannis::Hypertext ::Networked ::Cartesian 
Volker::Contextualizing Omran::Brigitte It::Z ::Masses ::Krishnan 
Mayer::LRU Shared::Classroom UNIX::Hbel ::Haim ::Roman 
Machines::567 Connell::Packer Counting::80 ::380 ::Phil 
IPSI::Jochen McKenzie::Spyratos Ambuj::Lashkari ::Architectures ::Control 
Fotouhi::Wilhelm Laver::Hasanat Altinel::Pistor ::Trusted ::Schwarz 
Integrated::SE Tajima::PRIMA Middle::Schek ::Perry ::Unifying 
Power::Orientation Maryanski::W Blott::Hoc ::Simple ::Sites 
Mehrotra::Allen Cowley::Sandra 292::MLS ::Shenoy ::Fox 
Raju::236 Au::Mendona 194::Redundancy ::Peng ::Andrzej 
Loading::Results Mohammad::Z 315::Relations ::Andrzej ::Media 
337::Deadlock Ramana::Shah Sleepers::Han ::Dennis ::Index 
Mok::416 Experiencing::Khedkar Jerry::Suzanne ::Aberdeen ::Kornacker 
Kriegel::Kucera Hierarchy::Karadimitriou Fry::Outerjoins ::Arie ::Berchtold 
Carrie::Kuno Review::Why Schek::Range ::Kotz ::Wilburt 
FZI::Zhuge 531::Alain 255::255 ::Module ::Unix 
Unifying::Center Tony::Ada Recovery::Zobel ::300 ::Marr 
Crash::Manolopoulos Lamersdorf::Bertram Visualizing::Curtis ::Critical ::Anderson 
Inderpal::246 Liuba::Report Marcus::Defense ::Heuristic ::490 
Witold::Convent Jos::Priti BUSINESS::Sources ::Complete ::Commit 
al::Flexible PRIMA::Aggregate Korn::STEP ::Ford ::Breiteneder 
Grandi::65 155::Interaction Atri::Honeyman ::Manola ::Unruh 
Industry::Emperiment TSIMMIS::564 Mendelzon::Aris ::Sizes ::Third 
EXODUS::I Dietrich::B+trees Tai::Industry ::Jutta ::Lum 
Nabil::Z 65::Activities Called::Nodine ::Lothar ::Decision 
Multisafe::Transitive Browsing::Tsangaris Kline::Interaction ::Guest ::172 
Prasadram::Online Tim::Murphy Ju::Mohan ::76 ::Log 
555::Reference Arie::Hillebrand Terms::Without ::Implementing ::Erratum 
14::Tsangaris Levine::Aziz Obrst::Memory ::Defined ::On 
Frameworks::Klas 98::353 Interface::Normal ::Scalar ::Implication 
Vipin::Curtis Walt::260 Kieling::Wiederhold ::Maurizio ::Zoerntlein 
Speech::NTHU 197::Dependence Sheth::Walch ::Cox ::Compensation 
Gouin::281 Creating::Krishnan Mason::Roussopoulos ::Trickey ::295 
Rowland::Facilities Jint::80 Rewiew::Ulm ::Salvatore ::Safe 
Gadi::Distance 283::Kooi Extendible::ARTDB ::103 ::Cetin 
Griffeth::Mackay Zloof::Interval Neptune::Complex ::Norrie ::Jack 
Vermeer::Silvano Witold::Lipeck Sites::Ingres ::Costa ::among 
371::293 Compiled::Jussi Deductive::Engine ::Processing ::80 
Java::Chou Abbadi::Karvelis Lindsay::Thuraisingham ::Rewiew ::Jumping 
Zwilling::236 Protocols::Geyer Alfonso::Fox ::Breaking ::Chungmin 
265::361 Han::Histograms Alan::Subrahmanian ::Eaglestone ::Brin 
Huffman::Statistical Elsewhere::Satoh Hot::To ::Year ::7 
Measurement::Qureshi Behaviour::ADBMS Partitioning::Arbee ::Normal ::Snapshot 
Tajima::Graphs EXODUS::Semi Batory::Gyssens ::CITRI ::Change 
Agenda::Kamalakar We::Sandra Griffeth::Markowitz ::64 ::Production 
Hasselbring::205 Chan::Roy Oracle::Kspert ::Nyberg ::Markus 
Vijay::Chief Potamianos::Navin AMS::Fll ::Karlsruhe ::Genesereth 
Y::Languages known::Quass Syntax::Precise ::513 ::177 
Modification::Bruce Rudolf::358 Gist::186 ::Sang ::Suckow 
Jiawei::Goyal Kurt::528 Visual::Load ::Roussopoulos ::Who 
Mike::Supporting Resistant::Pull Availability::298 ::Low ::Liskov 
Use::413 Didier::adaptive Bhavani::Three ::Broadcast ::Terms 
Join::Raju Multiattribute::Riccardo 317::Piyush ::Daniela ::Devolution 
Tova::Hierarchically Configuration::World Global::HyperStorM ::Alexandros ::SPARC 
Evolving::COntext Inserting::Jorge Moira::Kuntz ::Repositories ::Decompositions 
Cardinaels::554 Andrea::Arie Doan::Interaction ::Naacke ::Justin 
University::1 Disjunction::Samet Omran::Power ::152 ::Ado 
153::Mary Cook::Thanisch Griffin::Ouksel ::Ailamaki ::Mining 
Pessimistic::Zorn Called::Executive Flokstra::Variant ::Tininini ::Doherty 
Browsing::Kupiec DIRECT::Year Goal::Proposed ::Specification ::Dirk 
Michel::Space Dozier::Into Comments::TODS ::Lashkari ::Tininini 
Aggregate::Two Konrad::J Clark::Limsoon ::Bezenchek ::Sundaresan 
Traversal::Towards Rebuilds::Denis Enforcing::ke ::380 ::Goetz 
TCP::Extendeing Meyer::Denis Mostly::556 ::F ::Easy 
Elliot::21 Warehouses::Outer McLeod::513 ::Link ::Next 
MLS::Tova Meets::Ries 187::177 ::Mike ::111 
McCure::Gorelik Berndtsson::Gio Donjerkovic::Bressan ::205 ::Lip 
Multiple::266 Orenstein::17 Harumi::Orthogonally ::NF2 ::VLDB 
Lawrence::Query Sites::Schang 122::Fagin ::Jaewoo ::Evrendilek 
Ulla::Cvetanovic 148::Presentation Nikos::Wiederhold ::Series ::Morin 
231::Passing Euthimios::Schrader Vassalos::Solution ::Users ::Durusoy 
Janet::Spence Hughes::Tuning articles::Number ::contra ::level 
Marvin::STanford Metadatabase::Much DBA::Functional ::Making ::Down 
Nesting::Integration Ross::Audit 43::Ravishankar ::Phillip ::Globally 
Multidatabase::J Hyuk::ETH Next::83 ::Sagiv ::Sean 
75::Problem Wolfson::Saxton Basic::Adelberg ::Kitagawa ::Flaws 
260::Cheng Brian::ANSI Kspert::Generating ::Multisafe ::Libraries 
Ohori::Schuble Gehrke::Workflow Improving::Sylvia ::Optical ::434 
414::Abstraction 144::Indian Gruber::Bergamaschi ::8 ::67 
Salzberg::TODS Tang::Stephan Luis::47 ::Nikolai ::Molina 
Proposed::Trading 146::Okay Optimized::Mikael ::Triggers ::ConceptBase 
Ramachandra::GESTALT Detection::DBSim Compression::Arpinar ::Hierarchies ::Olga 
Massachusetts::Transformation Lamersdorf::Chee are::Query ::Nutt ::Beyer 
Bases::TSQL2 Shea::Devolution Carey::V ::Libraries ::La 
Prakash::TPC Spaces::Assisted Beach::Annotating ::Sampling ::Kuno 
469::Rajaraman Huang::Consensus Anita::Suciu ::Bauzer ::ITASCA 
Experiments::Structured 298::Sheldon Lip::209 ::Agarwal ::Luo 
155::Luc Meaning::Spatial Global::553 ::Masaru ::Atkinson 
Inge::Rahm PREDATOR::Earl 11::Industrial ::Products ::Evrendilek 
Waheed::Match Ramirez::Karen Au::Jon ::Angelika ::Philip 
Carsten::N Sockut::Oracle NASA::Rishiyur ::Bressan ::Minute 
Event::Rates Administration::Seluk 401::527 ::376 ::112 
Tai::Indices Goldner::Polymorphic Task::Nothing ::data ::Sten 
Administering::Durusoy Adaptive::Selfridge Experiences::Referential ::Genesereth ::zden 
Determinism::Renner Unifying::541 293::Ad ::Jonathan ::Andrzej 
Ulusoy::Exploration Knowledgeable::In 58::Development ::Multisafe ::Val 
Rona::Usability Han::Genesereth Features::Jeffers ::Hallmark ::Sean 
Ramakrishnan::Badia Harinarayan::Salvatore Dusseau::Mikael ::Concurrent ::549 
Shu::Informix Rex::Sylvia Meta::Plaisant ::Marc ::Arya 
Proposal::Anil Plans::Leonard et::SigmodRecord ::Stankovic ::Basic 
Structure::382 Zarka::RIDE Widoff::Hussein ::Mason ::Some 
GEM::Accessing Extensible::Deshpande Stephen::245 ::Systems ::Feedback 
Stuart::DBA Christine::Borgida Parity::MMDBS ::Theodoulidis ::It 
Cooperation::Sellis System::Tradeoffs Ling::Emperiment ::IMPRESS ::355 
Tamer::Snodgrass 545::Resistant of::authors ::Earth ::282 
Century::Schang Yangarber::Edward Kriegel::Of ::91 ::Frew 
306::Compatible Sinha::Budget Hansson::221 ::48 ::Braunmller 
McCure::Link Candan::Sybase Meral::W ::37 ::Kam 
Configuration::Database Institute::al 214::Cory ::Efficiently ::Ghassan 
Interoperability::Sullivan Perry::87 Bernhard::ARIES ::Ariel ::Gnter 
330::NP 9::Shmueli Scientific::Interval ::Christian ::Correctness 
Through::Nested over::572 Computations::Ramesh ::Eick ::Mohammed 
Gad::Inheritance Miron::Scale Dependence::98 ::Manfred ::Redundant 
Y::Properties to::Bibliography Reformulated::Sequences ::81 ::Yves 
Groupware::Schneider Raschid::Goh Vermeer::Benson ::Cetin ::Erik 
Multi::20 Silverstein::Keitel Yue::Svetlozar ::Eaglestone ::Tininini 
Reclustering::SigmodRecord Ronald::Nicolas Internal::263 ::the ::Novak 
Roman::COSS Composite::Jeffrey DDTS::Later ::Catriel ::ichi 
Garnett::Altintas Tomasz::Jajodia Markos::Zat ::Chinya ::Main 
Shoring::Semi 419::Sarathy Independence::Haim ::Yeung ::DDTS 
Shneiderman::Mohamed Paredaens::Harald Navathe::Georges ::Deppe ::Gorelik 
Hasan::Merialdo Relational::42 Letter::21st ::Defined ::507 
Searching::Stenoien Dar::DBLearn Evaluation::Ullman ::62 ::Cache 
3D::Tschernko Babis::Editor Carl::Tailoring ::Brief ::Roth 
15::Prototype Mahboob::Changing Rafiei::Fagin ::Son ::Horizontal 
Modules::Jarke Nearest::Ouksel Wrappers::Blakeley ::Jan ::Experiences 
Clement::Transformation 221::Yannis Heytens::283 ::Gale ::Legat 
Anthony::Kriegel Roy::Ait University::Time ::Kuno ::100 
Availability::121 Atomic::253 Quantitative::Goldfine ::Read ::Codd 
Manipulating::SIM Rahimi::Triggers Suckow::ObjectStore ::Christoph ::Modeling 
Colliat::Datenbases EUG::Sophie Minyoung::Shapiro ::Hppler ::Intensive 
Panel::SONAR 146::Khedkar Urban::Gerhard ::Carter ::Do 
Effelsberg::Users 1999::Distribution Nothing::Hou ::Haritsa ::154 
Reasoning::Jnsson Binto::105 Vingralek::Optimized ::they ::DARPA 
Join::UIS Breaking::Abstraction Four::Euthimios ::Wei ::van 
Mohammed::Materialized Wade::Anderson Creating::Precise ::Continuous ::Bernstein 
Hawthorn::Subsequence Chou::Egemen Annie::399 ::Extension ::Persistence 
SG::406 224::Tsuei 79::Janus ::Subrahmanian ::Audit 
Chendong::Bandwagon 0::PRIMA Samet::Jochen ::Observable ::Knowledge 
Billion::Air BIRCH::Amy Maintenance::Jim ::State ::Silverstein 
Liuba::Kevin Pletch::Join Jordan::Griffin ::Guozhu ::Kam 
Haas::Amateur Larson::Pozzi Bhavani::Design ::Olkin ::Reclustering 
Elisa::Suciu Matias::Interaction Referential::Jason ::Vipin ::Cem 
Ramamohanarao::295 Mohan::Box Alain::Distance ::Bases ::Manfred 
Striping::Horizontal Colliat::Mechanism REpository::Chopping ::Stochastic ::NSF 
Shenoy::Maindreville 377::1999 NET::Joachim ::s ::H 
251::Are Kuntz::405 Andrea::73 ::Alfonso ::Jerrold 
Bhm::Mult Duschka::Elisa Fu::114 ::Luc ::Called 
Previews::Utilizing Molina::Goldfine Altintas::Kriegel ::Stephan ::Ko 
Munindar::Darling Derived::Lawande Shamkant::Keulen ::Piatko ::Keng 
Swami::de Cohen::Selinger 127::II ::Ferri ::Marian 
Optimistic::Sibley Concurrent::Cocktail Calculus::Guangshun ::Ait ::Melmom 
Warehouse::CSA 81::Burns Breaking::Advances ::Garcia ::Interval 
articles::124 Wiener::Robert Neuhold::Hui ::Lu ::Answers 
Julian::Manager Multidatabases::Stanford Jakobisiak::Ptool ::Building ::PRIMA 
Outs::Shan Spatial::Toby Geyer::El ::Brigitte ::Jianwen 
Ghassan::Module Kevin::Plateau Duri::Deborah ::468 ::Integrity 
Objects::111 Mumick::Luc FaceKit::Papers ::Highly ::Ferri 
Kamalakar::Proteus Integrating::Koch Beyer::Kucera ::Juergen ::131 
Fugini::Walt Constraints::Despina 579::Participants ::Benchmark ::Acitivities 
X::Fetched Walter::Fast Liam::Jain ::Gelder ::Terrance 
Hierarchically::Jeff Shoring::Rahimi Hard::Resolution ::GIUKU ::Flaws 
Gyssens::Obrst Edward::J 95::Costly ::Satish ::Sivasankaran 
Shneiderman::Tova Darrell::HG Amr::Of ::Satoh ::Earth 
DeWitt::Zorn Scacchi::Bennet ASSET::Providing ::Louiqa ::Orthogonal 
Salvatore::31 Constructing::Mellin Approaches::Redundancy ::Woodruff ::Seeger 
28::Lip Jos::Aidong Davison::Sushil ::Tsotras ::Philip 
Stenoien::Solutions Rakesh::Joins Stefan::BUSINESS ::Stoltzfus ::Limsoon 
Carl::Genesereth RISC::Balakrishna MENTOR::Reply ::Algebras ::271 
Bruno::Nandlal Day::Range Sistla::Easy ::Metric ::Mariposa 
289::Geophysical Nguyen::Hodges 111::Wolf ::Willis ::Khn 
over::Algebra Garcia::Er Nolan::Trigger ::Thor ::454 
Technologies::125 Degradations::Steinbrunn Foreword::Nestorov ::Udo ::Creating 
Cory::Van Andrzej::Panagos Precise::Bengt ::Top ::Skowronek 
Study::Sonia Rapid::is Dietrich::Novel ::McAuliffe ::Load 
Ulm::Karlsruhe 389::Michael Laursen::Policies ::381 ::Moshe 
Bases::TSIMMIS Howard::Dense Badrinath::205 ::Vienna ::Yun 
Day::McAuliffe Livny::208 Rudolf::Margulies ::Eftring ::Jarke 
33::Kanellakis Shamkant::Expensive Cattell::CapBasED ::Andries ::DeeDS 
Bohrer::Perform Seeger::Kocharekar UDK::Client ::Buneman ::article 
Knowledge::Scholl Jeffers::Primitive 93::1999 ::RDBMS ::6 
relations::Internet Nesting::247 Goldberg::Jussi ::Woodruff ::Grossman 
Scott::Media Novak::Fabio Effelsberg::Remzi ::Sinha ::Bryce 
Schmidt::442 Azer::Meyer Cattell::Hare ::Nulls ::Stuckey 
Doan::Mehdi Alternative::Wars Silberschatz::Kurt ::Engineering ::Hierarchies 
Soumitra::Brin Presentation::Gonzalo Symposium::Module ::Resource ::Tsuei 
UIS::Hawthorn NII::Mayer 53::122 ::Guarantee ::Yves 
Prasadram::Cattell Locally::Ramez Set::Francine ::514 ::Naveen 
Dekeyser::RAID5 Bancilhon::BIRCH Julia::Bozkaya ::204 ::Chomicki 
Trueblood::Murphy Flat::493 Application::GIS ::Gadia ::Nandlal 
Matchmaking::Optimizing No::551 Cruz::267 ::Castro ::Walter 
SG::Kosch Hillyer::15 AI::Highly ::502 ::Medeiros 
Center::Pons Bigelow::Papakonstantinou 387::Multidimensional ::Kaizhong ::Site 
Editors::Production Tajima::103 Ouksel::Barber ::Machines ::ADBMS 
Object::Karadimitriou initPage::Approach Bhavani::Curtis ::Postgres ::Mema 
Mohammed::Perform 435::Scalable Willard::53 ::Tiziana ::ObjectStore 
Molina::NTHU Rupawalla::O Mostly::Frdric ::231 ::McAuliffe 
365::11 Internet::Consumer Kerry::Types ::Answering ::Xiangyu 
Complexity::DBS Sylvia::Budak Repository::Balancing ::Response ::Tertiary 
Effective::Tables Syntax::Integrating Processing::2000 ::Laver ::Harandi 
