Thor::Stokrp ::72 ::529 ::Not ::Aggregate 
326::Dietrich ::Lanzelotte ::Comments ::Denotational ::Bases 
Candan::Engine ::Perspectives ::Papazoglou ::Bertino ::Five 
Managing::ONTOS ::Silvio ::Ghandeharizadeh ::Lieuwen ::Administration 
Rebuilds::is ::Jhingran ::Stonebraker ::Jefferson ::Udo 
Philip::Divesh ::Sequence ::331 ::Clemens ::Woolf 
Atomicity::Wolf ::359 ::For ::Schrefl ::Pernul 
Kabra::Held ::Results ::563 ::Transitive ::Massachusetts 
Goldner::Quickly ::315 ::Gonzalo ::243 ::571 
author::Allen ::Versioning ::Donald ::Witold ::Ariel 
Global::Rapidly ::Margulies ::Nichols ::Kifer ::Stokrp 
Multiversion::Simillion ::Roddick ::Haas ::Koperski ::DeWitt 
Recovery::Karl ::Generation ::Bussche ::Letter ::Schlageter 
Shmueli::Infomaster ::Clements ::Candan ::Revisiting ::Milt 
versionControl::Mayer ::Platforms ::Vance ::Multidimensional ::Benjamin 
vendor::Rmy ::Abdullah ::Estimation ::over ::Status 
Andrzej::Kurt ::Nicolas ::Automation ::Beyond ::Gives 
Minute::Piyush ::Desktop ::Medical ::Changing ::Biliris 
Unpacking::Garnett ::Traversal ::Janet ::Dieter ::Erratum 
Outerjoins::Structures ::Inc ::Advanced ::Gehrke ::offs 
Sheth::site ::Hppler ::CoopWARE ::Summary ::Fritz 
Gupta::and ::Synchronization ::Selfridge ::FZI ::315 
Multiattribute::Evolution ::Effectiveness ::Reformulated ::Project ::196 
Barclay::Udo ::GIS ::Piatetsky ::Shekita ::Dimitrios 
Document::Fritz ::McCure ::Descollonges ::Brin ::Scheme 
Implications::Salzberg ::175 ::Quest ::Ju ::Pinar 
Metric::Haas ::Predicate ::Cattell ::554 ::Ray 
Chair::Yixiu ::Collection ::Elizabeth ::Andree ::Trade 
Andrianopoulos::208 ::Berndtsson ::Raschid ::15 ::326 
Algorithms::Metric ::7 ::Baclawski ::Matias ::GUI 
Bigelow::Jessie ::Future ::Sena ::Timeliness ::Lucas 
124::Qingshan ::Kfer ::Willard ::Bukhres ::Alberto 
Budak::23 ::Celentano ::He ::367 ::Zirm 
Distributed::Indexes ::Walter ::Mostly ::399 ::Based 
Stolfo::Joseph ::Interaction ::Forte ::Skeen ::Message 
Prefetching::Joseph ::Woolf ::Ubell ::Tsur ::Descollonges 
Matias::Rules ::Schemas ::120 ::Guy ::Tsong 
Harris::Next ::Andler ::Pessimistic ::Auwera ::Edgar 
Replicated::Darwen ::53 ::Is ::Zaniolo ::Assisted 
Winfried::Libkin ::76 ::Klaus ::populated ::21 
Krithi::Tetelbaum ::Latha ::Schang ::Vermeer ::Highly 
Groupware::Sampling ::Standards ::Agenda ::Witold ::Paris 
Zhao::Timeliness ::Kristin ::Connection ::508 ::Dale 
Lamersdorf::Janus ::233 ::Frdric ::127 ::185 
Accociation::Alexander ::522 ::446 ::Borgida ::Ralf 
Spotfire::Lohman ::Stephan ::364 ::David ::Delisle 
MQSeries::414 ::Outerjoins ::Knoblock ::Keller ::Sandeep 
Notions::Nimrod ::Pratap ::Min ::FaceKit ::Wasserman 
Margulies::Allen ::Morin ::Pires ::Arthur ::from 
zsu::Doherty ::Testing ::Ilker ::47 ::Proposal 
Mackert::Synchronization ::NF2 ::Tomasic ::Myllymaki ::237 
About::283 ::Morishita ::Hard ::Celis ::Best 
Identity::Zhuge ::Budak ::Without ::263 ::261 
Bernstein::Language ::Fernandez ::109 ::Winslett ::Mehrotra 
15::Warehouse ::1951 ::Composite ::Rundensteiner ::Delcambre 
Display::Matching ::Louis ::Schneider ::Schuble ::Ashish 
261::BIRCH ::Growing ::Delcambre ::Wilson ::Vista 
Inc::V ::Bargmeyer ::Korth ::Shane ::Farshad 
Hot::247 ::Waqar ::Celis ::Luis ::Consistent 
Dayal::Establishing ::Krishnamurthy ::Technology ::Wilner ::Workstations 
Schning::116 ::Hillyer ::Elmasri ::Robertson ::Vipul 
Victor::Yannis ::Ghandeharizadeh ::Kotz ::McHugh ::BUSINESS 
fu::Semistructured ::Exploration ::Goldman ::based ::571 
150::Suciu ::Page ::Thyssens ::Hellerstein ::Devor 
Rajaraman::Network ::Problem ::A ::Is ::Shahram 
Revisted::Constraints ::Milo ::XSB ::Jhingran ::Geppert 
197::Omiecinski ::Disco ::131 ::Sagonas ::Ronald 
Hypothetical::NII ::Heterogeneous ::215 ::Willis ::Despina 
Cheap::Consistent ::McLoughlin ::111 ::483 ::Bestavros 
Indices::Array ::Linderman ::Software ::Only ::Abel 
Partitioning::Structural ::Bolour ::Naughton ::BIRCH ::Ramanathan 
Koksal::Dimitra ::Thatte ::547 ::Up ::Five 
Atri::Lu ::Wang ::Englert ::Ron ::Lothar 
Franklin::Delcambre ::Resolution ::Dogac ::Manolis ::Five 
94::Partial ::Radzyminski ::Jianguo ::Penalty ::225 
9::Rajendran ::Kabiria ::Sheung ::Other ::230 
Dale::Fritz ::Poyet ::Doherty ::Anonymous ::11 
Self::Joosten ::Reply ::Scholl ::Takashi ::295 
Segment::Krzysztof ::Vassilis ::Convent ::language ::531 
Indexes::293 ::Atomic ::Hansson ::Andrianopoulos ::Miron 
Restrictions::Rakesh ::Stephan ::Gawlick ::Automation ::Function 
Fabio::Lifestreams ::Honeyman ::Cocktail ::509 ::Message 
Linda::File ::USL ::Framework ::Denotational ::Jonsson 
Optimized::Dekeyser ::Yates ::Mackay ::Heap ::Zaharioudakis 
Ado::Srinivasan ::Masum ::Kieling ::504 ::OR 
TPC::It ::Ricardo ::Tanin ::532 ::Tai 
Partition::Mohammed ::UDK ::Motwani ::is ::Rasikan 
Bonnet::Piero ::277 ::Sundaresan ::Volker ::270 
Hwang::Tsuei ::Flip ::Generalized ::Donjerkovic ::OODB 
Stole::Matthew ::Harandi ::Karypis ::Degradations ::371 
529::ke ::Evaluation ::Complex ::W ::Iyer 
Generating::Ross ::Kerschberg ::Hayama ::Sivasankaran ::Oscar 
Four::Michele ::Clement ::87 ::Unnikrishnan ::Interactive 
Lewis::Atul ::Quiescing ::Luther ::Farshad ::209 
Tim::Wendy ::Hypertabular ::Retention ::423 ::347 
OASIS::Systems ::Skew ::61 ::Chee ::Consens 
Budak::Non ::ARTDB ::Duval ::Right ::Bibliography 
Knoblock::NET ::Scientist ::Gyssens ::Terrance ::Anonymous 
Goodman::Operation ::Tokens ::Is ::Summary ::Going 
RIDE::312 ::521 ::Tokens ::Gebhardt ::Capabilities 
Towsley::Take ::519 ::Chin ::article ::Vassalos 
Illustra::Remzi ::16 ::Versus ::Platforms ::Fred 
Naacke::Wang ::568 ::508 ::Etheredge ::301 
Adding::Sullivan ::Commit ::Bhateja ::Laurent ::312 
Sure::Mosfeq ::525 ::Hoch ::SENTINEL ::NASA 
Brunie::Tsichritzis ::RISC ::Bozkaya ::Replication ::81 
Algebras::Pramanik ::Beyer ::59 ::Strssler ::Keller 
Third::SAP ::Defense ::Cruz ::Non ::Souza 
Ahmed::Samet ::221 ::Wilcox ::Dallan ::Ganesh 
Elizabeth::422 ::Berg ::Wm ::Cohen ::Dogac 
any::Statement ::Guest ::Flokstra ::427 ::214 
System::STRUDEL ::Page ::MYRIAD ::40 ::site 
Vervaet::Language ::Dennis ::Reclustering ::Marron ::Hierarchical 
Ravishankar::Sequential ::Limsoon ::Hot ::Takeshi ::483 
Matthew::Christmas ::44 ::Davison ::Enough ::386 
Nancy::Ingres ::Limsoon ::Wahab ::Specification ::284 
Atul::447 ::Lewis ::Summaries ::Guozhu ::Guido 
Series::Technical ::Eric ::115 ::Scaleable ::Azer 
Disjunction::Wilcox ::Merge ::Clemens ::Paula ::414 
Challenges::Roddick ::Incremental ::Fagin ::Rusinkiewicz ::DAFTG 
172::Pratt ::509 ::Binto ::397 ::Editor 
Marco::Repositories ::and ::Roark ::Eliot ::Tsur 
Testbed::Structure ::Quest ::Julian ::Distributing ::Obrst 
Restrictions::Interval ::Billion ::Page ::Transaction ::any 
511::197 ::Freeman ::versionControl ::Benny ::Johann 
Banu::Heterogeneous ::Cube ::Next ::MYRIAD ::Birgitta 
Shoens::545 ::Annie ::Massachusetts ::Inge ::Converting 
Amherst::Lori ::Unix ::Sizes ::were ::Chih 
Internet::Frederick ::Chopping ::559 ::Retention ::Cole 
Juergen::152 ::Carrie ::Hull ::Suckow ::Sudarshan 
Organization::271 ::Motakis ::Guarantee ::Don ::University 
OLTP::Vitter ::Fowler ::5 ::Datta ::Peng 
Enough::OLE ::Visualizations ::233 ::Trusted ::Mult 
Budet::Carl ::Java ::Indian ::Karen ::Cubetree 
Mendona::Daniela ::Prefetching ::Office ::CSA ::Schek 
Jeanine::Estimating ::Lifestreams ::Gerald ::Tryfona ::Min 
Anil::GeoMiner ::Thuraisingham ::Viswanathan ::546 ::Himanshu 
Oliver::Evrendilek ::Olga ::WWW ::MOSAICO ::Commercial 
Ion::Leonardo ::Hui ::HPCC ::Opportunities ::Mapped 
Keulen::About ::Popova ::Jussi ::119 ::Shenoy 
Java::285 ::Gadi ::Roger ::Koperski ::Invitational 
479::Comments ::Optimizers ::Updates ::Change ::Gruber 
Florescu::Gibbons ::Biliris ::Pipelined ::Multi ::Optimization 
Pistor::Towsley ::Claims ::Vardi ::The ::Remotely 
Goel::Answer ::Kuo ::Evolving ::Luef ::Gray 
a::X3 ::New ::Multi ::Predictive ::Hartson 
Ohori::90 ::Dynamics ::Poosala ::and ::Natarajan 
Moshe::Experiencing ::Harald ::Year ::Forms ::Class 
NonStop::Soo ::Modelling ::218 ::Historical ::Classroom 
Speech::Devolution ::attribute ::Outer ::Process ::Status 
Jay::Zaharioudakis ::Robertson ::Pat ::Image ::GEM 
Annie::Wilhelm ::Luis ::326 ::Function ::Tam 
193::Mediator ::ORES ::Objectivity ::Cheap ::Mathematical 
Announcements::Thierry ::Shared ::Attribute ::306 ::Models 
STRIP::Jones ::Meaningful ::Kirby ::Platforms ::516 
Merrett::21st ::83 ::542 ::Sakahara ::Self 
Reasoning::GIUKU ::Partial ::Amihai ::Spotfire ::Karadimitriou 
Ling::Carrie ::32 ::Unix ::Inserting ::Reformulated 
relations::538 ::Of ::over ::Similarity ::Okay 
315::Bennet ::be ::Tsong ::Hypertabular ::Bamford 
Histograms::Itemset ::Trickey ::Gultekin ::Generating ::Strssler 
Strengthen::459 ::Arie ::Structural ::Latha ::Manager 
Garza::Effect ::Lanzelotte ::Segment ::Thor ::439 
Shectman::Stanford ::Vipul ::Ouksel ::Silvio ::Consensus 
Spyros::Kspert ::102 ::Kieling ::Realtime ::versionControl 
Barnes::Benson ::Yeung ::Shoring ::Barber ::Replicated 
Reference::Son ::379 ::Schemes ::301 ::572 
Raschid::Treasurer ::Its ::Harris ::WORM ::Asgarian 
Rebuilds::Zou ::331 ::Euthimios ::Parallelism ::Faloutsos 
International::Datta ::Sure ::Newmann ::Egemen ::Piero 
Ullman::Rene ::Ad ::Do ::Providing ::Unnikrishnan 
wish::Valduriez ::Frasson ::Maier ::Dale ::Rusinkiewicz 
Lamersdorf::Kurt ::Mema ::Rapidly ::Five ::Samet 
Five::GOOD ::Denotational ::Srinivasan ::Incremental ::Records 
Rulebase::Synchronization ::Doan ::Clifford ::178 ::Divesh 
Generalized::Jajodia ::Atomic ::132 ::87 ::Bhateja 
Sivasankaran::Ghandeharizadeh ::Network ::Darwen ::Koschel ::123 
Navin::461 ::Stored ::Wright ::Translation ::Complexity 
Anita::View ::Materialized ::135 ::Buffers ::378 
Modeling::Bryan ::Flat ::Berg ::Hayama ::Parallel 
Between::Llirbat ::Abdelsalam ::Donko ::Best ::Hypothetical 
DeMichiel::Stamos ::Redundancy ::172 ::Evolution ::Piatetsky 
Breitbart::Cost ::Darrell ::Why ::Massively ::190 
Thuraisingham::Vista ::Knowledgeable ::XPRS ::Low ::Quantifier 
Georg::Braham ::Schek ::559 ::Rex ::Hare 
184::Models ::RDBMS ::450 ::Jiawei ::IDEA 
Daz::Santucci ::Goldner ::Group ::Sibel ::based 
Botnich::Yibei ::Profiles ::Air ::Indian ::Lausen 
Glavitsch::Definition ::Machines ::Rajeev ::Terranova ::Jessie 
Burns::95 ::Papazoglou ::Lon ::Chuan ::Relationship 
Department::Applying ::Oliver ::Meltzer ::115 ::Selectivity 
5::559 ::Disambiguation ::Jumping ::311 ::Dependence 
Ricky::Biswadeep ::Lodge ::Large ::Barnes ::Griffeth 
zden::Barber ::User ::Poosala ::Beigel ::Bitton 
Pang::Bombay ::Tomasic ::Next ::Teorey ::Schema 
Uniform::Ailamaki ::Replication ::Observable ::Existing ::Hong 
Mancuhan::553 ::Colby ::John ::Hui ::239 
Vermeer::Orthogonal ::134 ::31 ::RDBMS ::54 
Mumick::Guangshun ::Extended ::Krll ::Didier ::Editorial 
206::Yahiko ::Garofalakis ::99 ::Energy ::Records 
Clark::Neptune ::Stavros ::Willard ::ASSET ::Patricia 
Wolfgang::Van ::Kenn ::Qiming ::Gucht ::Separation 
Shian::Umeshwar ::Annie ::Capabilities ::Jie ::SG 
Partitioning::Karen ::Neil ::237 ::Bulk ::Ubell 
42::OLE ::Century ::Outs ::Terrance ::Completeness 
427::Sorting ::Separately ::Zurich ::Beach ::Brief 
First::Connection ::Jagadish ::Advances ::Sacks ::135 
Commitment::Solomon ::Bauzer ::Ioannidis ::233 ::380 
Notions::CapBasED ::Finally ::Amherst ::Lorentzos ::Mattos 
Reformulated::Suciu ::Chawathe ::Newmann ::Written ::Resource 
ADBMS::Siegel ::Goh ::Out ::Schneider ::DAFTG 
Abiteboul::Scholl ::262 ::Piero ::volume ::Jarke 
Webb::HG ::368 ::Yue ::Dozier ::Srikant 
Issue::Mohammed ::Koudas ::Bauzer ::Consensus ::Arya 
Mitchell::Utilizing ::Meral ::Role ::Level ::Erich 
Compiling::MDM ::Deshpande ::Aziz ::Strengthen ::Frew 
Wars::Usage ::Environments ::Suckow ::Koudas ::Ambuj 
Baader::Geo ::known ::Colby ::Control ::Kaplan 
Silvana::Georgakopoulos ::Yandong ::429 ::Analyti ::251 
Pozzi::Duri ::Delisle ::Shoring ::DBA ::Supporting 
Inheritance::ITASCA ::Hillebrand ::11 ::Processor ::Philip 
543::Aggregate ::231 ::Agigdor ::STRUDEL ::Didier 
Missikoff::Z ::Carrie ::Ashish ::Shian ::Katayama 
Time::Tyler ::Outer ::V ::307 ::33 
2001::Inter ::Activity ::Managing ::Crash ::313 
Toolbox::Bra ::Ion ::550 ::Concerning ::Widmayer 
124::Knowledge ::Machine ::Takeshi ::93 ::AI 
Enhanced::Moore ::Wilson ::Rupawalla ::System ::512 
Franz::HPCC ::Yoshikawa ::402 ::Invitational ::392 
sets::OR ::Biswadeep ::Jeff ::403 ::Averbuch 
Petterson::Lee ::Flexible ::Arie ::STRIP ::Profiles 
und::relational ::Jones ::Hongjun ::Aggregation ::174 
Simple::Karl ::Machines ::Bestavros ::Klonk ::Karen 
ARCS::Orthogonal ::Engine ::33 ::Some ::383 
Lanzelotte::Wells ::Unnikrishnan ::Ellman ::Merging ::Compiling 
Response::Malcolm ::Dietterich ::Salza ::Barinderpal ::Crossroads 
UNIX::Freeman ::Celis ::Maryland ::ObjectStore ::Wedekind 
Elisa::Wang ::Summaries ::Main ::Semantics ::Ramirez 
498::Support ::Ozkan ::Orthogonally ::S3 ::Legat 
270::Vaskevitch ::Bandwagon ::Clemens ::Hawthorn ::Types 
Dadam::Ranganathan ::Fixing ::Tschernko ::Suzanne ::Federation 
Harumi::Attributes ::Hong ::BeSS ::Ries ::Wahab 
Wilcox::520 ::Shashi ::Agrawal ::Scacchi ::Ghassan 
GlOSS::Walter ::Value ::Directions ::Anonymous ::Mosh 
Schneider::Legaria ::Visualization ::Budet ::Steinbrunn ::Wilms 
325::Vijay ::Knowledge ::Steven ::289 ::109 
Gebhardt::Dynamics ::Joachim ::Heuristic ::DIPS ::Products 
Tables::71 ::Hernndez ::EFDBS ::520 ::Converting 
the::Ramakrishnan ::WORM ::389 ::Lin ::Made 
5::Mrcio ::Packer ::Agrawal ::Maindreville ::Farshad 
Jerry::number ::Thatte ::Beverly ::Toiati ::Cyclic 
Pages::Kfer ::Novel ::Schema ::Ait ::Naacke 
Frew::Gordon ::Workaholics ::Barbara ::Hasselbring ::234 
Status::Viewpoint ::Mosh ::Structures ::266 ::Broadcast 
Bryan::Scalability ::Zorn ::Rule ::Expected ::Nguyen 
44::Sophie ::Fishman ::Brown ::DBMiner ::Written 
Previews::Spyratos ::Workloads ::Karlapalem ::340 ::102 
ZOO::Cardenas ::379 ::Suciu ::Conceptual ::Weihl 
Ulm::1999 ::381 ::Reasoning ::Suciu ::Saygin 
FaceKit::87 ::Contextualizing ::Assets ::Gerlhof ::Guarantee 
Center::Up ::Must ::Predictive ::DDT ::Agrawal 
Contents::Making ::136 ::Karl ::CAD ::Meckler 
Haim::Kuo ::Closing ::Ouri ::Kolodner ::400 
132::556 ::Structure ::Cherniack ::Fowler ::Larouche 
Vervaet::109 ::Generating ::Gupta ::540 ::Jayant 
398::Wolf ::Li ::Normal ::466 ::Paolo 
During::Toby ::Elizabeth ::292 ::C ::Lo 
Mitch::97 ::158 ::Dense ::Cole ::Shahram 
Influencing::580 ::Negotiation ::Coterie ::Rajiv ::Plans 
Ellis::Poosala ::Jagadish ::Theory ::250 ::228 
100::COntext ::Ugur ::Mariano ::69 ::Dimensional 
Jordan::Wiest ::Directions ::Structures ::Analyti ::Labio 
Redundant::Prototype ::Madhu ::Algorithms ::Raghu ::Asserting 
563::Objectivity ::531 ::an ::Freytag ::237 
Goodman::Julia ::Susan ::Chuan ::Golshani ::Disjunction 
Ko::WWW ::129 ::Lip ::Deborah ::Inter 
123::559 ::Transactions ::SPARC ::Wave ::Manipulating 
Engine::Wilhelm ::Selection ::Yves ::17 ::Hare 
Structure::Arthur ::Finally ::218 ::Navathe ::Rolland 
articles::No ::Variant ::OODBMS ::Paraboschi ::Daniels 
Avoid::Hyuk ::DIPS ::Mancuhan ::Predicting ::Lueder 
Karen::Ley ::Golshani ::Gouin ::Mariposa ::Houtsma 
Dozier::Hung ::Bob ::Querying ::STanford ::Funding 
Wasserman::Daz ::Section ::Ross ::Zaharioudakis ::489 
Jessie::Adelberg ::Watson ::Mohammed ::Multiattribute ::Ambuj 
262::Qu ::Lo ::Trigger ::Juergen ::Previews 
Some::Geophysical ::Versus ::Tobin ::BUCKY ::Workflow 
100::Minute ::Dietterich ::Term ::Janet ::Strengthen 
Trobe::Complex ::Jaewoo ::Passing ::Borgida ::Csar 
Kotidis::Chairman ::Backup ::Buchmann ::Metadatabase ::Replicated 
Qualitative::Paredaens ::World ::Eick ::Gnauer ::Zwilling 
Kemper::Monash ::TCP ::WWW ::Chirn ::Kn 
Kowarschick::Toiati ::35 ::Distribution ::STRUDEL ::Proteus 
International::Definition ::Studies ::Rebuilds ::Yannis ::Stef 
Davidson::NSF ::Torlone ::Hoel ::Ganesh ::Flip 
Ricardo::database ::Do ::Wilms ::Gouin ::79 
LRU::Atri ::Kaplan ::OLAP ::6 ::Koperski 
Wasserman::324 ::Link ::Keun ::Grandi ::CITRI 
Reuter::114 ::James ::Lip ::Sripada ::Gibbs 
SQL3::Lionel ::Orthogonally ::134 ::Tork ::Loops 
Young::DBMS ::Celentano ::Jacek ::DeMichiel ::Annie 
Chi::Tolerance ::301 ::Composite ::Despina ::Prototype 
Predicates::165 ::Nested ::Dimitra ::Useful ::V 
Abdelsalam::Haim ::Article ::Benson ::Identity ::Silvano 
Qualitative::Jeff ::Eisenberg ::Tanin ::Paskin ::Warehouses 
Lore::Read ::Disjunctive ::59 ::Frdric ::Investigation 
Ilsoo::Abiteboul ::McGuinness ::Objectives ::Roark ::Mult 
Hoppenbrouwers::Relaxed ::Large ::Perry ::Breaking ::Mostly 
Function::Indexing ::Rosenthal ::Syntax ::Engine ::Sonia 
Gorelik::Replication ::Bing ::Accessing ::263 ::DBLearn 
Reedy::GESTALT ::Meral ::Checking ::Mirroring ::Yandong 
Earl::Wolfson ::Stokrp ::Arjan ::100 ::Sharing 
Yezdi::Statistical ::based ::Cercone ::Multiversion ::Jean 
268::Geyer ::133 ::Mumick ::Qualitative ::Steven 
Qiming::Souza ::Bhavani ::Orthogonally ::Measurement ::Sema 
548::Rona ::BeSS ::Number ::Goldfine ::La 
Giansalvatore::Agent ::Gerlhof ::289 ::Intelligent ::Doan 
Nguyen::69 ::Atsushi ::Beigel ::Interactive ::Ariav 
Wildcards::Ubell ::NTHU ::Bjrn ::Vienna ::Separately 
Reformulated::Seligman ::Shilpa ::368 ::Bargmeyer ::Compatible 
Mohammed::Dimensional ::Banu ::Paskin ::Roman ::yiu 
Fatma::Benson ::Yoshikawa ::Maintaining ::Watson ::37 
Celentano::Path ::FZI ::Algebras ::Karypis ::Jenkins 
BUSINESS::Bob ::Hash ::Pages ::235 ::Krzysztof 
Bauyer::286 ::Jarke ::331 ::538 ::HG 
language::Has ::Gupta ::Tsichritzis ::Evaluating ::Wedekind 
62::Inheritance ::Semistructured ::Dekeyser ::Carl ::Jefferson 
Thompson::FZI ::Bohrer ::Silvana ::Evaluate ::Cercone 
Negotiation::Closing ::Colby ::339 ::Moore ::formerly 
SPARC::Inapplicable ::Ee ::Takanari ::DART ::102 
Another::Suzanne ::Locking ::Norio ::Read ::Agrawal 
Useful::Harandi ::Inference ::Alexander ::388 ::320 
Agents::Composite ::Volker ::Clustering ::Doan ::Comparison 
Distribution::Visualization ::Edward ::DART ::Reformulated ::Sampling 
Lewis::305 ::Arnon ::Weihl ::Zeleznikow ::Relihan 
Development::Gist ::Terrance ::Carsten ::Sharing ::Catriel 
Servers::8 ::315 ::Steinbrunn ::Skeen ::Meeting 
Tom::T ::408 ::Distribution ::512 ::ODMG 
Dimitrios::548 ::Handling ::Oded ::Chuan ::Flynn 
Fotouhi::Basket ::Ben ::73 ::Eisenberg ::Defined 
Gerlinde::General ::Ugur ::339 ::Breunig ::Vitter 
Radzyminski::Historical ::Ins ::Approaches ::USL ::Schemes 
Mukul::146 ::Two ::line ::429 ::Infrastructure 
Gunter::413 ::Arthur ::Documents ::Maurice ::Chaudhuri 
235::Milt ::Thumb ::FZI ::Jason ::Hubert 
Toward::Lineare ::Atul ::Osmar ::Resource ::331 
Ramamritham::Shilpa ::Expressive ::Hash ::Mariposa ::Roger 
323::La ::Tsuei ::Christmas ::Roddick ::Area 
Postgres::Gottfried ::Goal ::Condition ::Ptool ::Winslett 
Alonso::Telecommunications ::Baden ::Saltor ::Wm ::Deductive 
Jerrold::Despina ::Bezenchek ::Hellerstein ::Gnter ::Ronald 
Limsoon::Montage ::Warren ::vendor ::Tolga ::Gultekin 
Fritz::147 ::Aris ::26 ::Special ::Scans 
Scalar::406 ::Mehrotra ::Quasi ::Tsotras ::Cetin 
Vervaet::538 ::Vingralek ::Thanisch ::Garofalakis ::115 
driven::43 ::Sharma ::Paula ::Log ::Thinksheet 
Shenoy::Editor ::Reorganization ::Asit ::255 ::Winds 
Eliot::439 ::Narasimhalu ::Closing ::Predicting ::ANSI 
Term::Mult ::Expressive ::Query ::Language ::Logic 
Riekert::Mohammed ::ACT ::Yongdong ::Tompa ::69 
F::Critique ::Order ::Kenneth ::Illustra ::238 
Darling::Yahiko ::Myllymaki ::Worst ::1990 ::Mandy 
Nichols::Interfaces ::Amihai ::language ::Trusted ::Elisa 
Woolf::Beeri ::Gerard ::358 ::Moss ::Daniela 
Nesting::Relationships ::Algebras ::527 ::Basic ::Preface 
Hellerstein::Gardels ::Mancuhan ::Duri ::Fagin ::Martin 
297::Inheritance ::Ko ::James ::Eftring ::186 
Resolution::SENTINEL ::Outs ::63 ::Claims ::Prolog 
339::Proteus ::Meaningful ::SE ::Brodsky ::Improve 
Cercone::Multiversioning ::They ::320 ::Lin ::Editor 
Colin::Workloads ::Shrira ::Cardenas ::Benjamin ::Standard 
Wedekind::Bayardo ::BeSS ::196 ::Hou ::Xiaoyang 
Report::Solution ::Shum ::Negotiation ::Uz ::129 
into::Swift ::Remote ::Philip ::Kao ::Jacek 
Boon::Agents ::Uz ::Visualizing ::INterchange ::Hard 
83::Semistructured ::Goal ::Walters ::Stephen ::Wright 
256::McKenzie ::John ::Vipin ::563 ::Koschel 
Reorganization::44 ::Histograms ::80 ::Kshitij ::Marcel 
Updating::Poosala ::technology ::Analysis ::Separation ::Experiencing 
Connell::Schning ::Norman ::Collection ::501 ::UniSQL 
Exploration::Do ::MDM ::EUG ::Sistla ::Paton 
Gerd::Programs ::Liuba ::Trigger ::1988 ::Experience 
67::Tim ::Bennet ::Bushy ::66 ::Benny 
Kaizhong::Silberschatz ::DeeDS ::Catriel ::Valduriez ::59 
Box::Lamersdorf ::1951 ::Starburst ::Vander ::Gerd 
Harandi::Influential ::Relationships ::Shutdown ::de ::ConceptBase 
Renner::4 ::Tim ::Nascimento ::Mariagrazia ::Haritsa 
NASA::Availability ::Bengt ::Site ::Ahmed ::Search 
84::Database ::Document ::Cai ::Ford ::Beat 
MQSeries::Pletch ::Frameworks ::GIS ::535 ::Stenoien 
Conrad::Budet ::ConceptBase ::510 ::Command ::Paul 
Visual::Building ::Join ::Methods ::B+trees ::Frasson 
Swami::Beach ::78 ::Implications ::Ulrike ::Berndtsson 
446::394 ::177 ::Identity ::Logical ::440 
84::Summary ::Son ::Agigdor ::articles ::Measurement 
Jutta::380 ::430 ::Remote ::Experiments ::Teradata 
Ramanathan::CSA ::Cruz ::Vaskevitch ::Consens ::Jignesh 
Mendelzon::IM ::Gawlick ::Prospector ::Shapiro ::Properties 
Ricardo::the ::184 ::Tallot ::Zurek ::572 
Agigdor::Janus ::Repository ::Document ::OLTP ::352 
Garofalakis::Horizontal ::Yannis ::Flokstra ::GOOD ::Flaws 
Deadlock::Alon ::Gerhard ::536 ::Pedersen ::Curtis 
Sistla::Klaus ::Konrad ::RDBMS ::380 ::Colby 
Nado::Good ::318 ::Sonia ::Adaptive ::Goodman 
Mike::Fundamental ::Gerlinde ::Lakshmanan ::Shilpa ::Janet 
Year::USD ::Handling ::Algorithm ::GIS ::Vipul 
Rex::Meltzer ::Lefler ::What ::Integration ::DIRECT 
von::Yu ::Distribution ::Ellis ::Guozhu ::Oded 
Roantree::Brodsky ::Christian ::Viswanath ::DOODLE ::339 
HyperStorM::Nesting ::Naacke ::Madnick ::173 ::Types 
Melmom::Schemas ::Jussi ::Nado ::Metadatabase ::Kang 
relations::SAP ::Vincini ::SEMCOG ::Guidelines ::Missikoff 
Sleepers::Silvano ::Experiments ::Claire ::Objects ::Extensible 
Wedekind::Gung ::101 ::401 ::Another ::Darrell 
