::Rates ::Kocharekar ::Ralf ::Local 
::Rules ::Cvetanovic ::Kilov ::Gaffney 
::195 ::Zloof ::populated ::Gilles 
::Distributed ::Val ::Burger ::Bamford 
::Xiaolei ::Donjerkovic ::Life ::GlOSS 
::Solutions ::Technology ::NTHU ::Lehman 
::340 ::545 ::Wesley ::Vipul 
::Gultekin ::Kurt ::538 ::CITRI 
::CODASYL ::Displays ::Infinite ::Lewis 
::Roy ::GeoMiner ::Hartmut ::Knowledge 
::Selinger ::Stanford ::Zeleznikow ::Euthimios 
::Beng ::Hierarchy ::1994 ::Media 
::Ju ::Relihan ::Repositories ::Note 
::Hillebrand ::Kiran ::Sockut ::W 
::Oriented ::Outerjoins ::59 ::William 
::Dependence ::Shilpa ::413 ::Compiled 
::Weinberger ::Read ::Deshpande ::et 
::POSTGRES ::Fabio ::Jacobs ::NonStop 
::Cichocki ::Gallagher ::Ross ::252 
::29 ::Batory ::Agent ::Donko 
::Sequence ::TSIMMIS ::Poosala ::Gemis 
::544 ::Hansson ::Goodman ::Tree 
::Application ::Optimizers ::Gregory ::Sort 
::Shiri ::325 ::Segment ::109 
::Assets ::Sacks ::Why ::Wendy 
::Hierarchies ::Arizona ::Dyreson ::512 
::Albert ::Terranova ::Prasad ::Jonsson 
::Rundensteiner ::Files ::Algorithms ::Bertino 
::Tufte ::131 ::Gyssens ::Walt 
::Presentation ::Cheng ::Weikum ::Solution 
::Materialization ::Laguna ::Narasimhalu ::Baader 
::Future ::Source ::Consistency ::Kevin 
::191 ::Balakrishna ::Flat ::Gadi 
::Wechsler ::issue ::Werner ::Schuh 
::417 ::Yehoshua ::McKenzie ::Vervaet 
::Ahn ::Exploration ::Sagiv ::Carrie 
::Repository ::Valery ::Tannen ::Abiteboul 
::Patterson ::WHIPS ::Klaus ::EXODUS 
::Editor ::401 ::Zdonik ::Huffman 
::Naacke ::Guozhu ::Kotz ::Ming 
::Jian ::Florescu ::Desktop ::Nguyen 
::Trickey ::HyperStorM ::149 ::Time 
::Keun ::Jones ::Reorganization ::Grossman 
::as ::Shekita ::377 ::Quickly 
::Alessandro ::Heuristic ::S3 ::Cory 
::Loeffen ::Tolerance ::Zarka ::Number 
::Hong ::Consistent ::550 ::Donko 
::547 ::217 ::Brief ::Kspert 
::as ::line ::39 ::Reich 
::Kaizhong ::Push ::479 ::Subramanian 
::Continuous ::Concurrent ::Franoise ::Biswadeep 
::Woelk ::Logical ::Koch ::Educational 
::Sonia ::251 ::PREDATOR ::Stemple 
::Jamison ::Dekeyser ::Laver ::Quiescing 
::Taylor ::Y ::Remote ::Warren 
::Ghosh ::Dennis ::Current ::Pierangela 
::Automation ::176 ::341 ::Brachman 
::Sycara ::52 ::Carl ::535 
::Objectives ::Subramanian ::Reuter ::Gultekin 
::Said ::Zobel ::Traversal ::there 
::Seligman ::Bolour ::Interface ::255 
::Terms ::Lawande ::Louiqa ::Crossroads 
::Lakshmanan ::Bhm ::DataBlade ::Gelder 
::Hampapur ::Called ::Louiqa ::Objects 
::Video ::Krishna ::Srivastava ::Primitive 
::Personal ::Bukhres ::1988 ::ZOO 
::Results ::Masaru ::Ni ::Resistant 
::Thatte ::Concurrency ::Trigger ::ke 
::Tschernko ::Sort ::Assessment ::Reconstructed 
::Trickey ::Maryanski ::OLTP ::Computers 
::Fry ::Change ::Hartson ::Unnikrishnan 
::Srivastava ::Inserting ::Pedersen ::Quiescing 
::Pang ::Chris ::Sequence ::Forms 
::54 ::VMS ::Sullivan ::UDK 
::Codd ::Englert ::423 ::401 
::Optimizers ::Experimental ::Swarup ::240 
::548 ::314 ::Bruce ::Configuration 
::Sequential ::Paepcke ::Colin ::Cache 
::519 ::Stuart ::Answering ::Hypothetical 
::Kashyap ::Chee ::Tarantino ::Tomasz 
::Ioannidis ::Tork ::Shian ::Agent 
::Workflow ::Database ::Activities ::Indexes 
::Vrbsky ::Traversal ::412 ::Nikos 
::230 ::Rundensteiner ::Eick ::Abel 
::Sang ::441 ::Blakeley ::Views 
::Curry ::Software ::Hide ::Visualization 
::Wrapper ::Wrappers ::Sheth ::153 
::Connection ::Stankovic ::83 ::Benny 
::Benjamin ::Mapping ::Wiener ::Lipeck 
::Tan ::Leo ::Keller ::Machlin 
::Schlageter ::Barry ::Michel ::2000 
::MLR ::Cost ::About ::Press 
::Opportunities ::Rajeev ::Maurice ::Servers 
::205 ::DB2 ::initPage ::Perspectives 
::Suckow ::567 ::Translation ::Prototyping 
::Cole ::Roger ::Mikael ::Celentano 
::CLASSIC ::Schneider ::View ::Catherine 
::Tiziana ::Young ::Linda ::Mitschang 
::Xiaoyang ::Colby ::Query ::Dietrich 
::Term ::Selection ::Fixing ::Francine 
::Final ::Gad ::Closure ::Evolving 
::Larson ::Concepts ::Passing ::Existing 
::Event ::Jean ::Asserting ::Lueder 
::Combining ::Tork ::Alejandro ::Accessing 
::46 ::Acitivities ::WHIPS ::Use 
::Wendy ::McLoughlin ::Karvelis ::Suppletment 
::Three ::Mayer ::Sou ::Leonid 
::Buffer ::64 ::Weienfels ::issue 
::Dynamic ::Constraint ::Software ::Widom 
::Georgakopoulos ::Piatko ::Convent ::Sacks 
::Statistical ::Mlle ::Missing ::Out 
::315 ::Towsley ::Garnett ::Multiprocessor 
::versionControl ::Domains ::Hirata ::Views 
::Chi ::Swift ::Lanzelotte ::356 
::Guangshun ::Rolland ::446 ::Historical 
::EFDBS ::Smith ::Jian ::MMDBS 
::Theo ::359 ::Crisis ::21st 
::TODS ::Eliot ::Cardenas ::For 
::Lee ::Security ::Hypothetical ::McKenzie 
::Osmar ::Ad ::Nita ::166 
::114 ::Coterie ::Center ::Winfried 
::Ganguly ::Activity ::Pirahesh ::Syan 
::Incremental ::Clements ::Chairman ::Scheme 
::Nural ::Frederick ::Horizontal ::Backup 
::Indian ::1993 ::Brigitte ::Babis 
::Andersen ::RAID5 ::Craig ::Latha 
::507 ::Contents ::issues ::Josef 
::Oliver ::Databases ::Candan ::Previews 
::Versioning ::Chang ::Gyssens ::Ulla 
::Terrance ::EDUCE ::Gal ::423 
::Grained ::Deduction ::Sophie ::Predictive 
::Frew ::Salzberg ::Interfaces ::Garofalakis 
::Lockemann ::Schneider ::Been ::Beach 
::M ::Platforms ::Niki ::Budak 
::Policy ::Service ::Valduriez ::Decompositions 
::Towards ::Burrows ::Alperin ::Paul 
::53 ::Reich ::134 ::Arjan 
::254 ::Qu ::Penalty ::Woelk 
::Processing ::Shoring ::Reuter ::Striping 
::Formal ::Supporting ::Patterson ::Tomlinson 
::164 ::Zaniolo ::Lohman ::Bertram 
::Tomlinson ::Vance ::Memory ::Kuntz 
::non ::Street ::Environment ::Goh 
::184 ::issues ::Behaviour ::Generalizing 
::Year ::Tsangaris ::Ooi ::5 
::Cherniack ::Manola ::Keitel ::Stored 
::Ellis ::Yun ::Yuksel ::ConceptBase 
::Goldfine ::Application ::Extensible ::Viviane 
::Opportunities ::Mariagrazia ::Badrinath ::Workloads 
::Maurizio ::493 ::Ballinger ::re 
::Example ::197 ::Detection ::Papers 
::Esther ::Huffman ::Industrial ::Livny 
::Ni ::554 ::Sergey ::Repositories 
::42 ::Denis ::138 ::Delcambre 
::Ramakrishnan ::Histograms ::Myers ::Myllymaki 
::Patricia ::Merging ::Udo ::Jhingran 
::Honeyman ::Earth ::Leung ::554 
::14 ::Gebhardt ::Street ::Asit 
::271 ::Infomaster ::Simon ::Ouri 
::Klaus ::Online ::24 ::Wiest 
::Informal ::Hughes ::Into ::Bill 
::Birgitta ::G ::Luef ::Altintas 
::Minyoung ::Christodoulakis ::Computations ::Annie 
::Xiong ::Service ::It ::Eugene 
::154 ::Jones ::Mariano ::Attributes 
::Pinar ::Ramanathan ::Utilizing ::Strategies 
::Chairman ::Separation ::Cowley ::Forth 
::Tailoring ::Joakim ::Fixing ::Red 
::Cvetanovic ::Sure ::One ::Duschka 
::Waqar ::Brief ::Prasadram ::Catarci 
::Heterogeneous ::196 ::Vardi ::361 
::292 ::Gkhan ::484 ::Ron 
::Lausen ::Section ::Justin ::Very 
::Torlone ::1951 ::Sonia ::Visualizations 
::Oscar ::Fritz ::TSIMMIS ::Connection 
::Wilhelm ::Gad ::Stuckey ::Hian 
::Roddick ::Wodtke ::Separation ::Sidell 
::End ::469 ::Intelligent ::Stankovic 
::S3 ::Susan ::Kao ::Complex 
::Utilization ::McClatchey ::Load ::Recursion 
::Remzi ::Globally ::Treasurer ::Patricia 
::Luef ::91 ::394 ::Norrie 
::Delaunay ::404 ::Tsichritzis ::Mapped 
::Andreas ::Ecklund ::Upon ::Wolfson 
::Multiattribute ::Bernstein ::File ::Davood 
::Papoulis ::Icons ::Yannis ::Support 
::Range ::Match ::Koch ::Julian 
::Sorting ::18 ::43 ::Chungmin 
::Research ::37 ::Alexandros ::Their 
::478 ::Subramanian ::Rivero ::Woelk 
::Benjamin ::Implication ::102 ::Brachman 
::Oriented ::Hubert ::Reminiscences ::Shian 
::Nicolas ::Valduriez ::Interval ::Algorithms 
::Much ::B+trees ::AMS ::1951 
::Investigation ::Widoff ::Silvio ::Rules 
::Kuno ::Mancuhan ::Joosten ::Fundamental 
::Wesley ::Pedagogic ::Mobile ::Yates 
::Key ::MultiView ::Warehouses ::Rule 
::Claire ::Newmann ::Spatial ::Yurek 
::564 ::Message ::Muth ::315 
::Munindar ::Satoh ::Acitivities ::Bamford 
::550 ::Kucera ::Performance ::Jessie 
::Srivastava ::130 ::Bukhres ::Workflow 
::Nicolas ::Gnther ::Etheredge ::Key 
::Shutdown ::Bharat ::Into ::InfoSleuth 
::Lip ::Satoh ::On ::242 
::Completeness ::Into ::BUCKY ::author 
::Hong ::Metric ::Altintas ::Upgrade 
::Timothy ::Tolerance ::Morishita ::Operation 
::Paredaens ::Linda ::481 ::Without 
::Koch ::Jonas ::Maheshwari ::Ada 
::Ecklund ::Previews ::Through ::Radek 
::driven ::Jan ::Structural ::258 
::Relationship ::Case ::Jacobs ::Federated 
::Creation ::Quantifier ::Kossmann ::Sycara 
::Monash ::Vitter ::Secondary ::BIRCH 
::Hadzilacos ::MLS ::197 ::SR 
::Haim ::B+trees ::Thor ::Lin 
::Activity ::Dietterich ::Simple ::182 
::O2 ::Shutdown ::193 ::Margaret 
::Budet ::Zat ::125 ::Replication 
::Yuksel ::Griffin ::205 ::Satellite 
::Meets ::Yates ::77 ::Camps 
::Ambuj ::Zhang ::1988 ::Presence 
::SQL ::Arguable ::Segev ::Eftring 
::Cruz ::Directions ::Alternative ::Source 
::Aloysius ::Meltzer ::539 ::Lamersdorf 
::Use ::Zat ::Is ::Trickey 
::State ::Read ::237 ::Fabret 
::Witold ::Justin ::Obrst ::Harry 
::Without ::Blakeley ::R ::Dayal 
::Indian ::Experiencing ::Wimmers ::Davis 
::Didier ::175 ::Alexandros ::Example 
::348 ::GUI ::of ::Block 
::RDBMS ::Delcambre ::44 ::Janet 
::Kirby ::Hayes ::Susan ::Gorelik 
::VLDB ::568 ::vendor ::Natural 
::Abraham ::Shoens ::Monitoring ::Audit 
::Cheap ::IM ::Kitsuregawa ::Optimal 
::Cowley ::Marco ::Truszkowski ::Stanford 
::Rowe ::Frasson ::Builders ::Contents 
::Medical ::191 ::Bifocal ::Knowledgeable 
::Joakim ::IPSI ::Comments ::Matias 
::ke ::T ::Experimental ::Jenny 
::479 ::GOOD ::Seeded ::Effectiveness 
::Bjrn ::Indexes ::End ::Martin 
::7 ::242 ::Tomasic ::Hayes 
::Devolution ::Context ::World ::1 
::Funding ::Multiprocessor ::Architecture ::Candan 
::Masatoshi ::It ::Mukul ::Arvola 
::Gives ::Rasikan ::Actions ::Andler 
::Consensus ::W ::Ahn ::Kfer 
::Zurich ::Editor ::Huffman ::Translation 
::511 ::Bergamaschi ::Roth ::Chinya 
::4 ::428 ::Nestorov ::Deductive 
::STanford ::Porter ::Enhancing ::Melvin 
::Earth ::Harinarayan ::Doan ::Hugo 
::Dittrich ::Paton ::Component ::158 
::Jones ::Dimitrios ::Paredaens ::Hallmark 
::Dusseau ::1994 ::Environments ::Paper 
::Educational ::Independence ::Gerlhof ::Kotidis 
::ITASCA ::Indices ::Molina ::Kiernan 
::Flix ::Displays ::Utilizing ::Common 
::Experiments ::Evaluating ::Cetin ::Tamer 
::Quickly ::Gerald ::Mosfeq ::Terms 
::Alain ::Saying ::518 ::Maryland 
::Davis ::Patrick ::317 ::Beyer 
::Chris ::Swami ::Brian ::Annie 
::Computer ::Baldeo ::Ferri ::George 
::Reedy ::RISC ::Wahab ::Gilles 
::Example ::Machlin ::Bifocal ::Yeung 
::Oliver ::for ::119 ::DBSim 
::Eliot ::Control ::67 ::Development 
::Analyti ::113 ::Rajaraman ::AlphaSort 
::Burger ::Editorial ::Online ::Leonard 
::Bolour ::Nectaria ::Dyson ::Fritz 
::Writes ::Harandi ::129 ::Features 
::Wright ::Bra ::Marek ::Mitchell 
::Logical ::Bruno ::Version ::Qaimari 
::Kam ::Level ::Mediator ::Pernici 
::Presentation ::Kenneth ::54 ::Estimation 
::Programming ::Pletch ::Lotus ::Gist 
::Gordon ::OR ::METU ::Baclawski 
::Estimating ::Carrie ::Vance ::Bayardo 
::Influencing ::Moss ::56 ::Notions 
::Hbel ::Chee ::General ::Kang 
::Starburst ::Aberer ::Sripada ::Riccardo 
::Knowledge ::Multidatabases ::Issues ::423 
::Utilization ::Distributor ::Thanisch ::282 
::Update ::Walch ::as ::Schemas 
::Reconstructed ::Graham ::Precise ::Infinite 
::Brinkhoff ::Nan ::Resource ::Trobe 
::254 ::Hierarchies ::Shalom ::407 
::OODB ::Wen ::Donovan ::Tallot 
::Closing ::Rajeev ::Cardenas ::336 
::Georgakopoulos ::Shrira ::Chief ::Alfons 
::El ::Kennedy ::Gregory ::Hypertabular 
::Annotated ::Alessandro ::Merge ::Rates 
::37 ::Morimoto ::automatic ::Gung 
::Erhard ::Observations ::Anastasia ::SIM 
::Conflict ::Schema ::Prototype ::Eric 
::Bifocal ::Universal ::Defense ::INterchange 
::Thumb ::Vipul ::Assigning ::Goal 
::Franz ::Victor ::Relaxed ::Eriksson 
::yiu ::Sharma ::575 ::Preliminary 
::Model ::Orientation ::Process ::206 
::Characterization ::Tansel ::Leonardo ::Ait 
::Pages ::Designing ::Complex ::Recurrent 
::Joachim ::Toward ::Rolker ::Darwen 
::Dallan ::Tutorial ::Burrows ::XPRS 
::Pat ::459 ::Hasselbring ::Tutorial 
::Wileden ::39 ::Specification ::Yannis 
::Qualitative ::Curry ::398 ::Top 
::Update ::Divesh ::Salvatore ::Source 
::Berson ::Overmyer ::Hwang ::4th 
::Rates ::2001 ::GEM ::Marcel 
::Table ::Rmy ::Fraternali ::Stephanie 
::Yuksel ::492 ::507 ::Kabiria 
::Graphs ::Jr ::Amihai ::422 
::Sullivan ::Steven ::Schwarz ::Aggregates 
::Tininini ::Stable ::Downing ::Adali 
::Dayns ::Dense ::Mick ::ADS 
::Ganguly ::Low ::Ko ::Commit 
::288 ::72 ::Anant ::Media 
::Prototype ::Kucera ::Douglas ::Jajodia 
::H ::Jack ::Ming ::Andries 
::Elmasri ::Into ::Pessimistic ::Nichols 
::Semantics ::364 ::297 ::Latha 
::Protocols ::Justin ::lun ::Wang 
::Ellman ::Notes ::Chen ::312 
::Madnick ::Truszkowski ::261 ::DeeDS 
::Versus ::Zoerntlein ::Inge ::Establishing 
::Denis ::Sudarshan ::Exploration ::Feedback 
::be ::Ksiezyk ::110 ::Quiescing 
::Masaru ::Jint ::320 ::Grained 
::Internal ::Gerlinde ::Papoulis ::Arguable 
::Vance ::Parity ::Effect ::II 
::104 ::252 ::Charles ::Rudolf 
::Integrating ::Reply ::Yurek ::Reiner 
::Silberschatz ::Willard ::Grammar ::Tansel 
::Swift ::Agent ::174 ::Qin 
::Ramanathan ::Marvin ::McAuliffe ::Hoc 
::Jagadish ::Fast ::Eisenberg ::Larson 
::Ilsoo ::Burrows ::538 ::Koch 
::576 ::Cowley ::Jensen ::Multi 
::Schema ::88 ::507 ::Roberto 
::Ronald ::Nandit ::wish ::Fabio 
::Wilhelm ::Clemens ::Polymorphic ::572 
::Rosenthal ::Breaking ::Ariel ::Anil 
::Larson ::262 ::Atomicity ::Spatial 
::Statistical ::Multiprocessor ::Caching ::Qin 
::Carlo ::Curry ::Technology ::Crossroads 
::Sandra ::Angelika ::Key ::Hara 
::Semi ::Etheredge ::Mixed ::Fabio 
::178 ::Inference ::Heuristic ::360 
::Applicable ::Papazoglou ::Chopping ::Outer 
::Navathe ::Lum ::Displays ::CoopWARE 
::190 ::Andree ::be ::Warehousing 
::Consistency ::Kerschberg ::Yun ::Unnikrishnan 
::Hypertext ::Lore ::113 ::Georges 
::Predicates ::Proposed ::134 ::Narasimhalu 
::Report ::Semantic ::Eich ::Christodoulakis 
::Ahlberg ::Stoltzfus ::Lomet ::Multidatabases 
::Mamou ::Shum ::165 ::Neil 
::Mehmet ::Howard ::Christine ::Gaffney 
::Spatial ::Piyush ::Dependence ::399 
::Hung ::Mehrotra ::Janus ::Towsley 
::Vitter ::465 ::481 ::Matchmaking 
::Despina ::Laver ::497 ::Deborah 
::Joachim ::Tork ::Karlapalem ::Sagiv 
::Vincini ::Invitational ::Automation ::Symposium 
::507 ::183 ::339 ::Amateur 
::Rakesh ::SAP ::Su ::Ahmed 
::System ::Notions ::Heiler ::427 
::Baskets ::Genesereth ::37 ::Hearst 
::Solving ::Free ::from ::276 
::Simple ::Sengupta ::508 ::Zat 
::Quass ::Krithi ::Andries ::Jint 
::Margaret ::Mosh ::Fred ::Benson 
::Hamid ::1999 ::193 ::Persistent 
::Improve ::Implications ::Winfried ::206 
::Multidatabases ::Persistent ::Annie ::73 
::Reuter ::Balancing ::Heuristic ::With 
::Integrating ::Bonnet ::Anastassia ::Indices 
::554 ::Julia ::Values ::Broadcast 
::Arguable ::Lorie ::Geophysical ::467 
::Centre ::OLE ::Cooperation ::531 
::Intelligent ::Shekita ::1999 ::Impact 
::46 ::Reconciliation ::Bra ::1993 
::Influential ::Timeliness ::135 ::Command 
::57 ::225 ::Kerry ::Erich 
::Full ::Matthew ::501 ::Porter 
::Ingres ::Press ::Wayne ::among 
::1951 ::Glavitsch ::Synchronization ::Hadzilacos 
::Jarke ::74 ::Malkemus ::Delaunay 
::Elmagarmid ::465 ::Mendelzon ::Vienna 
::E ::Svetlozar ::Supporting ::Egemen 
::Workaholics ::Knowledge ::Schmidt ::Subsequence 
::Scott ::Three ::Energy ::Gook 
::Neighbor ::Ubell ::283 ::Pissinou 
::Nematollaah ::Using ::Giansalvatore ::Consistency 
::Flokstra ::Five ::265 ::Marek 
::407 ::Structural ::Resnick ::Arpinar 
::Retrieval ::Bertram ::Flaws ::Xiangyu 
::Mary ::255 ::Tai ::Schuh 
::Ee ::Snodgrass ::DIPS ::site 
::401 ::DBMiner ::Estimating ::Klug 
::Betty ::Atsushi ::454 ::Geo 
::Arnon ::Gehrke ::Must ::Rahm 
::Mining ::Georg ::Participants ::Carey 
::38 ::Bob ::Multidatabases ::Camps 
::Honeyman ::Theodoridou ::408 ::NTHU 
::Modular ::Tuning ::33 ::Separation 
::US ::Programming ::413 ::Is 
::re ::Nikolai ::220 ::Computations 
::347 ::Segev ::Gunter ::Banu 
::Darling ::Keim ::19 ::418 
::Nesting ::Summary ::Mediratta ::Tsatalos 
::Cevdet ::Yasuhiko ::Candan ::Clark 
::OOPSLA ::Schmidt ::Elizabeth ::Manola 
::Nandlal ::Alain ::Update ::Bernhard 
::Number ::Specifications ::Video ::Area 
::Practice ::Adding ::Mehdi ::353 
::Buchmann ::Klas ::Goldner ::Min 
::Making ::Piatetsky ::Thuraisingham ::Transitive 
::53 ::Toward ::Theo ::Bressan 
::Moffat ::Tool ::r ::Confluence 
::Publication ::Lamersdorf ::Mariposa ::Series 
::Andrew ::Source ::Gal ::Annotated 
::Norio ::Kanellakis ::Manish ::Christophe 
::Lock ::Kuan ::Cook ::397 
::Garnett ::Sudarshan ::Faloutsos ::Barry 
::Taosong ::H ::Philippe ::297 
::255 ::Borras ::306 ::Taosong 
::Ksiezyk ::Bifocal ::Free ::Choo 
::Colliat ::Muth ::Current ::VLDB 
::Vardi ::79 ::Oscar ::Zaane 
::Queries ::Walch ::Lorentzos ::Amit 
::114 ::Doan ::Abstract ::307 
::Rules ::Reiner ::Morimoto ::226 
::112 ::Four ::Hierarchically ::zsoyoglu 
::Salton ::Predicates ::Viviane ::Rajendran 
::ORES ::Vasilis ::Mary ::Bargmeyer 
::Sharad ::Nathan ::Meckler ::Oki 
::Constraint ::423 ::Soparkar ::Eich 
::Heiler ::Contents ::Prasadram ::Integrated 
::Eui ::Z ::VLDB ::Role 
::Virtual ::Lockemann ::Method ::55 
::Jeffrey ::Jain ::Semantic ::ASSET 
::Per ::Status ::Hbel ::Qu 
::366 ::Mitch ::459 ::Philip 
::zsu ::Alternative ::Gnther ::Interfaces 
::Karen ::37 ::Wilson ::Zat 
::Khoa ::Year ::Watson ::321 
::Lipeck ::78 ::Rule ::Mariagrazia 
::Hayama ::Kambayashi ::21st ::Kon 
::Classroom ::Perspective ::Karvelis ::Zaane 
::Alistair ::Non ::Uz ::Ghemawat 
::Dan ::Didier ::ORES ::Goldner 
::Wells ::Position ::Rates ::Point 
::Wenger ::Kawaguchi ::Arpaci ::Reich 
::0 ::Julian ::MMDBS ::BUSINESS 
::Warehousing ::Properties ::Its ::Internet 
::UDK ::Piatetsky ::Guangshun ::107 
::ACM ::Papoulis ::Kim ::D 
::Cody ::Moira ::Jan ::Papakonstantinou 
::Khoa ::Writes ::Windows ::BeSS 
::Klein ::Online ::Aiken ::Trees 
::365 ::90 ::Contents ::Compression 
::Event ::Dewan ::Frank ::Legat 
::Aidong ::M ::Sleepers ::Klug 
::397 ::408 ::491 ::Informix 
::Processor ::Jorge ::Umesh ::Jianguo 
::Cluet ::Dadam ::465 ::34 
::Match ::Lukas ::Watson ::525 
::Sakahara ::517 ::Design ::Merging 
::Widmayer ::155 ::Copeland ::Phillip 
::Christodoulakis ::21 ::Utilities ::Seligman 
::Roman ::Saygin ::94 ::Tolga 
::Bry ::Amr ::Federation ::al 
::36 ::Gio ::Lehman ::Navarro 
::Raghu ::68 ::Expressive ::Jacek 
::Hide ::Georgakopoulos ::Designers ::308 
::Iterative ::Power ::SENTINEL ::Concepts 
::Implementing ::MLS ::Seshadri ::23 
::Gardarin ::Random ::Transfers ::Lohman 
::Samarati ::412 ::Cowley ::Amit 
::Partitioning ::Computations ::Separation ::Libraries 
::Supporting ::41 ::Hammer ::Earl 
::Evaluation ::Modeling ::Energy ::Locally 
::Interface ::Goel ::Gardarin ::DB 
::Day ::Incorporating ::ITASCA ::Mosh 
::Soumitra ::Garlic ::Sharon ::Tokuyama 
::Waramahaputi ::Laursen ::513 ::Bryce 
::Werner ::populated ::Zat ::Carey 
::DeeDS ::Overmyer ::Jnsson ::Klonk 
::Chee ::Bombay ::Networks ::Klein 
::Vervaet ::Standardization ::Marina ::II 
::K ::Laura ::Algorithms ::Normal 
::Metadatabase ::Hodges ::Content ::Hbel 
::Solomon ::Treasurer ::Processibility ::297 
::Snapshot ::Historical ::High ::Carrie 
::Kent ::Cai ::DBMS ::Arne 
::441 ::Halici ::Upgrade ::379 
::Requirements ::Chris ::Hsiao ::Papoulis 
::P ::Sheth ::103 ::280 
::Baldeo ::Castano ::161 ::Christos 
::Gnauer ::Graphs ::Algorithms ::Cubes 
::Heuristic ::Stankovic ::Hbel ::STanford 
::Fynn ::Golshani ::Maindreville ::478 
::Torlone ::Broadcast ::Forouzan ::Thierry 
::Rudolf ::Partitioned ::60 ::Bhashyam 
::Decomposing ::S ::Contextualizing ::Resistant 
::Angelika ::538 ::Navathe ::General 
::Norman ::564 ::Zhao ::Held 
::Role ::Oded ::Images ::David 
::Technologies ::Knox ::Symmetric ::Mason 
::90 ::48 ::Jagadish ::Eick 
::an ::Shashi ::Read ::Bhide 
::Sheth ::Keulen ::Larry ::Cyclic 
::Shared ::267 ::Gnauer ::Predicate 
::Consistency ::Scientist ::Kambayashi ::Clifford 
::405 ::Pernul ::Azer ::Christophe 
::Kieling ::163 ::Estimation ::Ullman 
::Adya ::Indexes ::an ::Guarantee 
::Kiyoki ::Lohman ::Aris ::Response 
::Service ::Skeen ::Sean ::Separately 
::49 ::SPARC ::site ::192 
::Ulm ::Curry ::Robertson ::528 
::504 ::Curt ::Steven ::Spotfire 
::McGuinness ::Bhide ::Fraternali ::Domain 
::Inserting ::114 ::Fry ::Houtsma 
::Ming ::Parallelism ::331 ::Ray 
::Emperiment ::520 ::Fetched ::Jenny 
::535 ::Functional ::Ashish ::186 
::Keulen ::Previews ::Heap ::Framework 
::White ::Schning ::RIDE ::Scholl 
::Sonia ::Lore ::Woolf ::Why 
::Chakravarthy ::Agigdor ::Augusto ::Ling 
::Vardi ::Its ::Extracting ::Kyoji 
::575 ::Status ::Christine ::InfoSleuth 
::Back ::Buneman ::Selectivity ::Roman 
::Dependencies ::422 ::und ::Production 
::Loeffen ::Zhang ::Algebras ::Nick 
::Warkentyne ::OLAP ::Semistructured ::Monitoring 
::Mendona ::Coherency ::12 ::Christophe 
::418 ::Barry ::Haradhvala ::Marianne 
::Yossi ::Delayed ::484 ::Availability 
::Ho ::Pedersen ::466 ::Century 
::Continuous ::DDTS ::469 ::Investigation 
::Chopping ::Keulen ::Sakahara ::Knox 
::Saxton ::Termination ::63 ::Tolga 
::Pedersen ::MLR ::Jiawei ::Patricia 
::435 ::X ::Mechanism ::386 
::Qureshi ::Simple ::NSF ::STRIP 
::Aiken ::Jaideep ::400 ::Querying 
::1951 ::Guy ::Eliot ::Computations 
::521 ::Orthogonally ::ONTOS ::Datasets 
::Qingshan ::Amit ::Editors ::80 
::Duschka ::21st ::During ::Munindar 
::Preliminary ::Comments ::Iterative ::SEQUOIA 
::Sandeep ::Atul ::Zorn ::Patterson 
::Fetched ::Chan ::Su ::Pang 
::206 ::DataBlade ::Representing ::Wade 
::Chim ::Tien ::Gives ::De 
::Selection ::Beverly ::Sinha ::Cercone 
::with ::Comments ::Wiener ::Sumit 
::Infrastructure ::Nectaria ::Wolf ::OODB 
::Tetelbaum ::Aziz ::Alfonso ::ANSI 
::405 ::Hypertext ::Lausen ::Alejandro 
::Borras ::Arne ::Everthing ::Weihl 
::Persistent ::meet ::Tagg ::Anita 
::Downing ::195 ::Replicated ::McAuliffe 
::Kennedy ::Introduction ::Trees ::Translation 
::Fundamental ::Cube ::Sensed ::Tokuyama 
::Helal ::Meaningful ::2000 ::DBMiner 
::FaceKit ::337 ::23 ::Tsong 
::Lightweight ::Self ::Ghosh ::Updates 
::Anindya ::Effectiveness ::with ::Environment 
::Lindsay ::Kao ::Representations ::159 
::Abraham ::Malcolm ::Garofalakis ::Logical 
::Eaglestone ::Gonzalo ::Infinite ::Arguable 
::Weihl ::Steinbrunn ::Synchronization ::Fritz 
::Mohan ::Ching ::267 ::Graefe 
::Breitbart ::Kon ::Breiteneder ::Defined 
