Qiong::4497416 22851124::YiuJHL08 4497482::Correction ::TALE ::Jianping 
Constantly::1391 Marcel::CastellanosBR08 Yin::ShatdalN93 ::Pilania ::Bundles 
4497531::Du 267::Shafiq BlakeleyCERW05::499 ::Memoriam ::MogiK94 
Level::00 PeiHPCDH01::SMART FranklinCL93::4497449 ::ReissRKZV08 ::405 
Periods::Vetle PF91::1510 PeiroASW98::top ::Arai ::Osmar 
Ali::Negi Szabo::Tran 336::Lin ::717 ::Krishnan 
ZhaoRTN98::Eltarras LinAGD08::SI Miss::Kazuhito ::Supply ::Yiping 
Crowley::Young 814::LuoWL08 Neighbor::Cocci ::Yasin ::22850261abs 
Selection::Isaac93 Yong::artdb 1439::473 ::Pathak01 ::Sreenivas 
Orchid::GoldinK95 BergD95::56 Lai::Sullivan96 ::CastellanosCSD05 ::84 
Weihl88::218 456::Gyllstrom Reordering::fayyadPSU96 ::Janne ::OCallaghanMMMG02 
ChaudhuriW06::914858 234::Ursino 619::Yingqi ::Update ::OrjiS93 
717::Form KuskinOHHSGCNBHGRH94::Distinctiveness 386::Fernndez ::OrensteinM84 ::989 
Janine::Kaname EllisGR91::RamanSQRDKNS08 Meets::Schubert ::15310053abs ::Kasthurirangan 
942::4497607 Sachin::BakalovT08 Weidong::TokOLAB02 ::LianC08 ::104 
Per::LiuM96 d::765 AfanasievGMRT08::MogiK96 ::Bhat ::AgrawalS89 
MelnikGR02::ChaudhuriGKLLM98 AfanasievGMRT08::Binnig 968::Granular ::179 ::Hoarding 
Ghaffar::U 484::Mamoulis 417::Brett ::4497480 ::Molina08 
Pietzuch::Jean Feifei::532 4497583::AlonsoC05 ::Hasan ::Rajeev 
Sweeney::Thomas SherkatR06::Griffiths 22850254::Paraskevas ::GantiCM05 ::Design 
Reiss::Alexey Samaras::Agrawal Partial::Presence ::LianCY08 ::Bentley80 
4497425::Jimeng 4497478::Out 4497419::Gyu ::Integration ::195 
Sujeet::Luc HouJ06::SkytJP02 Swaroop::Wook ::Orphan ::Jin 
Keidl::Internet SmithC96::Ang Fingertips::4497477 ::Cloud ::Never 
Stack::CareyHMW96 4497486::GounarisYSD08 Nicola::BohmHLW08 ::1248 ::Neeraj 
Mass::Sinha 22851118abs::RusinkiewiczKTWM95 Trombetta::Dialect ::CormodeKT08 ::Kubota 
ChawatheRGW96::Yibei Xiaojin::1169 Strict::General ::Records ::Partial 
Jinping::Maher Tingjian::Bertram RDFS::ChenCRM06 ::Jagannath ::1121 
Vikas::Party Kjetil::Himanshu Simmen::QiaoRNPCFRCYL08 ::Leskovec ::KorolovaMNX08 
Wilhite::Tomkins Optimizations::Creation Set::ChandelNS06 ::Gummadi ::Dunn 
Singer::Narasayya FarragO89::Milena Unifying::189 ::4497602 ::Aravind 
Are::FranklinZTCD92 HershbergerSS06::Maxim Index::under ::Leveraging ::Representation 
Benchmarking::GonzalezHLK06 973::BernsteinHM90 Theoni::Hellerstein ::Outsourced ::15310129abs 
352::Shmueli Amrish::1033 Masato::Sudipto ::Neel ::ups 
Alvaro::FaloutsosL95 Sujeet::Lohman Overlay::660 ::Closure ::YanZHY06 
MohanN91::SchiwietzK93 Zina::Ohler Designer::John ::WangBTD08 ::Mixing 
Achieving::92 MAPLE::Lohman External::Mullin90 ::977 ::168 
Interesting::Sander Sae::Raymond Utkarsh::SaltonWY75 ::Hua ::Marlon 
Quantitative::Govindan Lup::Madhyastha Guarantees::Integration ::Antijoin ::Bhalotia 
22851013abs::Govindarajan Demo::Stonebraker86 307::Castro ::Elegant ::1534 
Naomi::ChenJOT08 FungYLY05::1319 Haojun::Kyun ::David ::Reality 
2005::Evaluating ZhangLW08::Usama Worldwide::171 ::119 ::Oracle8 
Draper::Latent Anomalies::Yao integration::Choi ::Sun ::Dimitris 
Focused::22850298abs tkde::Aggregationin Weining::Chan ::Reduction ::Mohania 
Arnab::tcs Ho::Dunja PapakonstantinouGU96::Come ::AmzaCDKLRYZ96 ::TungHH01 
4497490::Bicer Wilhite::Commutative 824::Sergei ::Preference ::914834 
4497589::Primary Zhiping::901 15310129abs::JVM ::XParent ::323 
355::Activities Sales::ChakrabartiM98 54::22850841abs ::Michael ::LakshmananSS96 
Kyun::Indexed ShaoNS05::Counting WhiteDJ96::HeXYY05 ::HiWaRPP ::BurnsDILP08 
LeuteneggerEL97::22850106abs TelegraphCQ::AnciauxBHPA08 mm::38 ::Arora ::1588 
ShivakumarGC98::914835 NakanoIK98::DBMS Cyrus::ChenLGKP94 ::Mansuri ::CatarciCS94 
Dongwon::GreifSW86 Subsequence::1345 ADT::Weikum ::1470 ::Partially 
Closed::OguchiK02 Divesh::oodbs 180::Histograms ::NguyenD08 ::AbiteboulK92 
ZhangGW08::Yueguo 367::310 IvanovaKN08::P476 ::driven ::Cleaning 
kim95::Antti BitonBDH08::aware Range::Loreto ::Krauthgamer ::Zahir 
Balakrishnan::Multicast Clustered::Koloniari CareyHMW96::between ::Kraus ::Koh 
King::Frequency 684::Against Weihl87::Dinesh ::1400 ::Tadashi 
Didi::1306 Jasmine::Z 90::4497404 ::Annotation ::Approximate 
LiuYCW08::4497625 Sliding::Gehrke Revision::1429 ::Answering ::1334 
4497472::22850471abs Cao::Emmanuel Anil::StolteA02 ::22850730abs ::Down 
Guting94::ChristophidesACS94 Powered::streams 1348::Munir ::Offs ::Tuning 
VelegrakisMM05::DBXplorer Dense::Khalefa DewriRRW08::Boolean ::1140 ::Dependency 
Cal::Eunus 153::CandanPS96 650::Gignere ::Voronkov ::276 
Shrivastava::Nguyen Detecting::1551 Vasileios::Reza ::Marcelo ::Tirthapura 
668::Warping HullY90::Kashima HuhtalaKPT98::Ledlie ::Gattu ::Min 
1316::Sean ProcessingWindow::Jianlin 1125::MartinGH08 ::Wide ::1033 
Linguistic::Dik Mayfield::4497470 141::101 ::22851115 ::Sengar 
Segmentation::1409 Update::Inseok Zoupanos::163 ::Terabyte ::607 
Oriented::Balakrishna Hong::Clifton FLWOR::Yuen ::1631 ::Zheng 
Cheong::Reasoning Everyplace::ChanSL98 RohmBS01::4497621 ::biased ::Automata 
Engovatov::Counting 58::127 Labeled::156 ::tkde ::YangP08 
Zaharioudakis::Chakravarthy Benjamin::KamathR98 BhideDD93::4497473 ::ChonAA02 ::Crowley 
QiaoIAA06::RDF Rabsch::party ShahR08::Heinz ::Campi ::KochSS08 
LittleAFGRSV93::Practice P424::AgrawalAS93 ups::Verify ::Ferhatosmanoglu ::22851024abs 
1229::Fegaras08 294::15310500 BeckleyER85::Uri ::Hadjieleftheriou ::1406 
Scripting::Lipyeow Nambiar::TheodoridisS96 Vries::Format ::124 ::Photos 
Calisto::Hyon BeckmannKSS90::ZhangG08 Vista::Fischer ::Lin ::914810 
Joachim::1180 CuiLXCDZ08::4497491 LimN01::Ertl ::Transportation ::Choreographies 
Sensitive::Mao Commit::424 Prasan::Isaac93 ::Inventing ::Reasoning 
Bingsheng::Kesheng Benchmarking::Kim95 search::Tissues ::German ::StodolskyGH93 
Guido::Condensed Subrahmanian::LometS89 1567::Mohammad ::15310309abs ::Billing 
Milena::Kimeli Chain::LambLOW91 Sketch::Liang ::Motwani ::Prasad 
Daniela::Modern 107::Vladislav Gryz98::KimCD05 ::Hung ::753 
1451::22850403abs Xuedong::Dissemination Huajun::29 ::PuKH88 ::Engovatov 
ConsensLO06::MannilaR86 MannilaT97::3D 1497::Mller ::Road ::ETL 
Solutions::CareyL91 BachFGHHHJS96::Lessons CareyDN93::tse ::473 ::tois 
Tool::Phan Warping::Boedihardjo CormodeMZ06::LuoJHYW06 ::15310488 ::22850188 
BehrG05::Hulgeri Orphan::625 Theory::Dadam ::Steve ::4497469 
108::Terzis 4497484::Ka Active::WachterR92 ::Toshinari ::Common 
Yongluan::SunPF05 Yangjun::275 Gemulla::Sayal ::665 ::JinGJA06 
22850388abs::Rjaibi Torvik::Duplicate Uncovering::Energy ::Ahmed ::914832 
Lamport78::Hulgeri Daudjee::Molina Shuang::Mary ::MoDB ::4497408 
Jiaheng::Vassilis 39::Vehicle 15310280::Gong ::Change ::Creation 
SilbersteinBEMY06::Versatile Manuel::Govi Chair::15310473abs ::Set ::Ian 
Lim::Wichterich 137::Dependable MartinGH08::Uwe ::Stefan ::Obstacles 
1393::Value RDB::1370 Visualizing::Bird ::DasCWAS08 ::BohmMW01 
BulutS05::Wavelets 4497431::Suresh Dik::ChrysanthisR90 ::22850754abs ::WidomC96 
186::Language 22851149::Traffic 4497440::4497625 ::isci ::Kwong 
Super::Annotator View::Gaurav ChristophidesCM96::SMART ::1351 ::Kimball96 
WangHLS06::VenkataramanLN95 Shantanu::345 ChaudhuriDK06::15310500 ::RDBMS ::toWeb 
the::fodo HanF95::HeinzKRS08 GrustKGHS97::4497569 ::Bruce ::Kumar 
Increasing::GalAX02 Shi::764 Lyublena::Back ::Yuen ::Qu 
DeshpandeH08::Annotator cover::icde2006 15310329::Flattening ::Bouganim ::1485 
Links::22850217abs BorzsonyiKS01::Tien Stephen::1611 ::Warehouse ::3D 
1107::Syeda Ferrari::Balaji Guting94::Fischer ::NaumannHTHM02 ::Panella 
914870::OptRR Hershberger::360 Davide::IdreosTK06 ::PietzuchLSRWS06 ::Telcordia 
RoschGL08::RabinovichBGLMM98 Larson::AgrawalS89 272::YangP08 ::biased ::Obermair 
Cost::RusinkiewiczKTWM95 Kolovski::Silvia ChakrabartiM98::THALIA ::Ertl ::12 
System::Scientific 178::icde2008 Top::Palakal ::Communication ::SiL96 
Antoshenkov92::SistlaYH94 Rishi::Context JainMTC95::Davey ::Bhargav ::KeidlKKK02 
GhandeharizadehHJ96::Pin Hui::Bajpai 191::SmythG91 ::Negi ::15310543abs 
icde2002::osdi Grid::Cong ShivakumarG97::Sheu ::Hieu ::605 
15310064abs::265 1042::Miled Moshe::Decayed ::Bernhard ::WangZZ06 
HolsheimerKMT95::RinderleWR06 ATM::1100 Brzsnyi::Kun ::914843 ::GeorgakopoulosHKM94 
It::Abbadi Man::Antony CARE::Hideo ::Russakovsky ::4497535 
Liadan::Bhalotia Gerstl::Building DeWittFMV90::Partitioning ::Edoho ::Array 
Vassilis::Bertram Rules::15310264 15310309abs::Jasiobedzki ::DoanH02 ::Peery 
Natix::Limited Alan::4497609 KivinenM95::YFilter ::DBMSs ::internet 
AutoGlobe::3D Xianghong::Arshad 4497480::101 ::Relationally ::Lutz 
Evangelos::1540 Pinto::Konrad Sattler::Jagannath ::15310339 ::On 
4497510::Philippe Bhattacharjee::Terms Attacks::Extraction ::Naughton ::4497409 
Pautasso::elmagarmid92 914862::1441 stoc::NtarmosTW06 ::http ::CaoCFT08 
HaraHTN97::Minos Oguchi::DingCRTHC08 Son::Signatures ::Jonker ::AntonyWAA08 
4497473::Organization Karras::Back 1358::Vassilios ::Gang ::Nie 
PattersonBA08::KonigN06 Cichocki::Kenneth 192::Warner ::Weining ::Decayed 
Kumaran::top TrombettaB06::SankaranarayananAS06 Afanasiev::Kemme ::sigmod ::Justin 
1::Xuemin 978::Thiagarajan 421::MogiK95 ::914871 ::Puzzle 
15310266::1324 German::Markus Maurice::1501 ::Equation ::JakobGHN05 
Chamberlain::962 1456::GovindarajanMV06 Henk::BorzsonyiKS01 ::434 ::Communication 
Mamadou::Verifying Arumugam::4497477 607::4497547 ::Shedding ::1296 
SchiwietzK93::Tung 4497600::Are 337::Mengsheng ::Windhouwer ::Masatoshi 
Laura::1620 BukhresSNBAOGKCMS02::ebXML I::AssfalgKKKPR06 ::Xifeng ::Aoying 
1003::LiebermanSS08 Apers::668 Visualization::282 ::Periodic ::22851131abs 
similarity::Chee Selecting::Compression MannilaTV94::by ::Majumder ::Programming 
235::Dilys Kornel::ShanADDK95 Ramamohanarao::4497524 ::Delcambre ::1473 
4497526::Justin Korolova::DohertyHR96 Policies::490 ::Transform ::Polynomial 
BOXes::SistlaY96 AliCKR08::Shadmon HowardKMNSSW88::Piatetsky91 ::833 ::Jacobsen 
876::Per Augsten::Organization Leo::Madlmayr ::Lag ::Stoumpos 
DeWittKLPY94::646 Fegaras::Molina 914839::4497620 ::Alkis ::Miller95 
From::Zhiyong IshikawaKOYKK96::Tryfona 843::Ayad ::Tata ::Memory 
Hanyu::BrinkhoffKS96 Li::Leong Interesting::Kreutz ::Scalar ::McWherterSAH05 
Sharad::401 Rigsby::568 Hwang::Davulcu ::15310129abs ::4497604 
Was::Preemptive HibinoR98::ChaudhuriDMN01 Tanaka::tit ::Ralf ::Cai 
Laboratories::22851102abs Gadia86::414 Nicole::Kitsuregawa ::914866 ::ParkKL01 
Hartmut::ShiZ05 939::Motion 814::ShanADDK95 ::year ::HornickZ87 
Hector::X05t HwangC05::Eadon acta::15310187 ::615 ::Marcel 
4497522::ArbitraryWindows Experience::Dehne Mirette::DrapeauPK94 ::Vana ::AgrawalIS93 
Bhalotia::Xin Preemptive::AndresO98 Maged::YiN05 ::Concurrent ::Text 
Exploring::Changing 1432::sub TangYOW08::GhaffarA97 ::YouPL05 ::Optimized 
XieYCWY08::Cox MozafariTZ08::Taming Mengchi::OWL ::Tuzhilin ::Beckmann 
Spreadsheet::Verification HutfleszSW88::Silvia Kshitij::362 ::Harumoto ::FarragO89 
PuL91::Piotr 595::4497502 482::8 ::Elisa ::15310283 
Bttcher::Teaching ChaudhuriW06::Olsen Biological::Rezgui ::501 ::LometT95 
15310282::SkytJP02 Seung::Chain Weihl87::SchiwietzK93 ::366 ::160 
Konrad::Negi P182::22850298abs Castellanos::Out ::Heterogeneous ::Jia 
4497540::96 Ian::Manipulation Franklin::WWW ::Preference ::Did 
Chasing::Terminological 1346::DimitrovaG94 15310272::RoussopoulosKV95 ::P316 ::22850865abs 
Mei::t Mengsheng::1107 Serializability::Marzouk ::Algebraic ::On 
Nagaraj::Freeston87 P268::Overlapping Astoria::RafieiM97 ::22850353 ::Campi 
Scheduling::Output Cormode::IdreosTK06 Xianghong::4497410 ::KeCN06 ::Forecast 
Xiaohui::Jianneng Quang::BohmMW01 Has::Ariel ::LeungWL89 ::892 
Daudjee::4497625 Davey::Quasi P436::Taylor ::Mehmet ::UchiyamaOH05 
ArbitraryWindows::PapakonstantinouGGU95 Operation::popl Dittrich::Siberski ::Fjording ::Anja 
Xiaowei::4497424 wi::Gawlick Scott::ShahR08 ::IC ::Past 
YangW01::Serializability acr::4497531 Stphane::Training ::Hadjieleftheriou ::LittleAFGRSV93 
Memory::914839 Bowers::Jianzhong DuschkaL97::TAILOR ::Hernndez ::1439 
667::Vaithyanathan LianC08::978 462::TORPEDO ::1536 ::4497564 
TheodoridisSS98::Soloviev93 1159::Anonymity Technique::Hao ::Kahveci ::Govindaraju 
Images::Chiang Harizopoulos::Sreenivas ee::KapitskaiaTV97 ::QShuffler ::Did 
Merging::1603 Xifeng::ShatdalN93 453::Qun ::SmithC96 ::Browsing 
KornackerB95::MaurouxAF06 Estimation::Steven 513::Weber ::Le ::Hajj 
Michal::TirthapuraA05 Pinto::Ramamurthy Auctions::252 ::Kimutai ::Hakan 
ArefCEFGHIMPRTTTVZ02::Histograms Sampling::Greedy 22850583abs::Tetsuya ::Search ::Jagadish90 
Liu98::15310483 Test::Boolean PopivanovM02::Collaborative ::1486 ::Damianos 
Antoni::366 JohnsonS97::Afalg NakamuraE02::Chiang ::312 ::BrinkhoffKSS94 
Peer::Selinger PanZW08::Shamkant Search::ife ::dexa ::303 
as::Ryan Kristin::BancilhonKK85 Nejdl::140 ::Prefix ::4497437 
Sean::4497506 Orchid::Domains Pathak::Keijzer ::Redmond ::Ursino 
BalkeNST05::BohmK01 Controlled::Flow DeWitt::Influence ::Failure ::Balakrishna 
Gabriel::JinXDW02 Alejandro::Antonios 484::Sadhukhan ::ZhangDH08 ::Nimble 
125::LeuteneggerL98 LuoNE02::22850310abs Sales::Kumar05 ::RamanSQRDKNS08 ::DakkaI08 
CasanovaFP84::292 ChawatheGHPUW94::cikm ShkapenyukS02::Characterization ::Actionable ::YuHC05 
TolaniH02::190 Sarawagi95::Orchid 15310335::Loading ::SeshadriLR94 ::Path 
10010173abs::Dmitri MeltonS93::Bry SG::86 ::1414 ::Integrating 
External::1575 BlakeleyLT86::Di Cost::1104 ::654 ::pldi 
Ending::253 MendelzonMM96::Push Metadata::linear ::Raghavan ::914841 
Aoying::Analytical HanMWS01::942 Yuelong::XCut ::NambiarK06 ::1524 
Cattell91::SarawagiS96 toplas::Samuel GardarinGT95::Imran ::Aboulnaga ::1120 
C::Issues AhmadN08::Zeiss Checking::BarbaraI94 ::Chengyu ::Tanveer 
Utilization::ZhouYGCD08 Widom::Alfons Takuya::15310383abs ::Jian ::Prefix 
ZhangG08::Cable Gridded::Kotidis05 Srinivasan::Rizos ::Hwang ::Bonnet 
101::Reorganize Nina::Peer 839::15310187 ::Motwani ::630 
Local::Djafri Marlon::1149 Girod::Parallelism ::Kobayashi ::Bitemporal 
Scalability::Experience Subbu::Attacks 15310357abs::MelnikGR02 ::Itemset ::SIREN 
742::48 Yong::Ngu icde2001::914879 ::LudascherGM01 ::Sakurai 
Shyam::SPEX Upendra::Divyakant 4::AslandoganTYLN95 ::Explaining ::Dittrich 
Lin::WilschutFA95 Shedding::Arai Rules::Hari ::ZhangS06 ::How 
Easy::ADT LehnerCPZ01::Rajan 493::Sebastian ::Ailamaki05 ::Man 
914834::550 Dogac::KimPC01 Jonathan::BrunoGM02 ::Mehta ::GruberKP01 
Anastassia::4497542 Lingzhi::Yahia Esther::Mondrian ::multimedia ::Service 
Longxing::After Poulsen::Karlsson Sudipto::Khatchadourian ::LeungWL89 ::Thaden 
1297::Felipe 414::Junghoo Salzberg::Suciu96 ::Chain ::195 
Ashok::Art Papapetrou::Prado Vectorizing::Hendrik ::526 ::Takeshi 
Light::R 51::1267 22850324abs::BatoryBGSTTW88 ::Neil ::LuoNEW05 
Faster::Ahn08 Machanavajjhala::Jin Moshchuk::22851145abs ::Davood ::Herbert 
Kementsietsidis::Extraction RDFS::BerchtoldBBKK97 Reza::Qu ::Hubert ::Tree 
AyadNWS06::Graphical Zaharioudakis::Antonio XuLXM06::Grust ::Leo ::Shyam 
Alejandro::Shinn 595::4497558 Lasse::Compact ::Toivonen96 ::Lung 
Jiong::Arnon Resources::914871 00::Borr81 ::Schlesinger ::Marcin 
Aidong::4497482 Prototype::Reverse K::Replica ::AggarwalY08 ::Quickly 
MorishimaNISK08::187 Chiu::Ramasamy Miah::Fully ::Iida ::Charu 
Furfaro::Collection 22850890abs::Burns WuB97::4497453 ::Suhre ::Shape 
Hanyu::Rabsch ChenC92::Associative 186::Acquisitional ::Chin ::Kanellakis95 
Item::15310335 ZhangPW08::Mei 4497397::1418 ::P522 ::NetzCFB01 
LiC08::1564 KarrasM08::4497636 Shan::Carlo ::MaurouxAF06 ::Haritsa 
4497564::IshikawaSKMMIAY93 Cache::Songting Gridded::Goldstein ::22850656abs ::P522 
through::Coupling Patterns::Ramkumar Repairable::GirodMNRTBM08 ::Bassiouni85 ::GeorgakopoulosHM96 
Ding::Aoki ChenD97::Haibing Constant::P231 ::StonebrakerADNR93 ::tkde 
PhanL08::AgrawalG89 P294::22850516abs HarinarayanRU96::Multi ::Minos ::Duplicate 
OLAP::Torp Novel::Cho Banaei::XQuery ::HampapurJW95 ::Ioana 
Agma::PostgreSQL FernandezS98::406 22850487::Yibin ::Ian ::Bamieh 
FungYLY05::4497599 15310517abs::4497480 KashaniS08::comp ::Haritsa ::1491 
Cross::Evaluating HuangD08::Charuta KramerP96::bit ::342 ::Felix 
Guestrin::Reverse Kanaya::Ashutosh AhmadN08::Puzzle ::914818 ::160 
22850564abs::SrivastavaHMKT06 Evaluation::1442 streams::MolinaS87 ::ReissH06 ::Cunningham 
Stephen::4497561 1130::Frequent Hirade::22850186abs ::Majumder ::Matthew 
635::cite AliCKR08::Porkka BouganimFPV01::Son ::Gupta98 ::Yu 
AliCKR08::Hiroko Manfred::RooholaminiC95 Inderpal::Obstacles ::Acceleration ::Ravi 
Ammar::278 23::BrinkhoffKS96 VrhovnikSRM08::4497559 ::Qili ::Shetal 
Gao::ChanSL98 15310191abs::1296 Chih::Chin ::Different ::Houman 
412::Filtered Hong::1135 mit::WeissDG95 ::489 ::CaoCFT08 
Timely::SiL96 Periklis::15310129abs Actionable::Sun ::Bookmarks ::Fan 
Aggregate::325 btw::Abiteboul 543::Jin ::Bitemporal ::Bogdan 
ApersHY83::Salzberg SeshadriLR94::Eun toWeb::Javeed ::Market ::Lakshmanan 
15310282::Lois 4497594::Nguer Replicated::1179 ::Presentations ::Art 
372::Wenning 1388::Masaaki FaloutsosB93::4497406 ::LevandoskiKM08 ::Tobias 
PolyzotisG06::Ioana 494::1135 ChaudhuriGK06::YuPK05 ::SegevF90 ::business 
Transform::KatayamaS97 Meng::Sugata Alberto::Polyzotis ::Tsaparas ::Fast 
715::Siersdorfer Correction::YaminiG05 Errors::ShatdalN93 ::Maged ::Estimators 
ViteX::Chawathe Ghafoor::Thuraisingham Qi::HenrichHSW91 ::Preaggregation ::Y 
Pei::OptRR O::Sliding Munir::Tobias ::Phrase ::YanOZ08 
Puniyani::ORDBMS Gupta98::Brent Vilhuber::Subramanian ::Bedell ::1005 
Characterizing::Hierarchical ht::tocs 93::1135 ::Stucki ::Piatetsky91 
HorwitzT86::Akinde Guting94::753 Hao::Rantzau ::Andras ::Subsequence 
Choi::Michalis Cesare::367 1136::Periodic ::Mark ::List 
WangBTD08::Fjording Wang::Isaac93 627::Xin ::Enabled ::asplos 
cp::Baihua Karthikeyan::149 4497593::Cable ::View ::KappelS91 
94::NgR95 OGormanAA02::Mengzhi GhinitaTK08::22850357 ::FlicknerSAHDGHLPSY95 ::1599 
Linfeng::15 Munagala::15310176abs 22850353::1218 ::Intra ::Csar 
Chin::Bird Marlow::Zukowski P342::Filho ::Curt ::LeeCLNS94 
15310277::Social Limitations::Shinn Ning::Wavelets ::ShahR08 ::Vassiliadis 
98::Business pldi::PiatetskyF91 Rjaibi::Goethals ::comp ::through 
HP::Uri 22850273abs::Substructures ChuaR95::Indices ::Chong ::Raghav 
15310001::temporal 2::tc Denny::Yafei ::EvdokimovFG06 ::Weddell92 
Azer::Resources Itoh::Karl author::1143 ::Yalamanchi ::GruberKP01 
Diverse::ShahR08 AnciauxBHPA08::Hon Atzeni06::HuaPZL08 ::Kubota ::22851013abs 
Shift::Atri Rost::TataFS06 22850767abs::JinGJA06 ::Denise ::Getting 
Shantanu::Tanin Balazinska::Piotr Davood::4497628 ::MachanavajjhalaGKV06 ::AttieSSR93 
UNIDOOR::Prasanna C98::PattersonBA08 Gautam::RastogiMBKS93 ::Niels ::computer 
Extraction::JinA06 Aliekber::Scrutinizing Relaxation::Fernandes ::top ::SiL96 
IMAX::Amit Lieuwen::P182 Informative::631 ::914864 ::XParent 
Suri::Va Lijiang::Lewis MannilaR94::Transactions ::LinJF94 ::Minh 
Hajj::Tung Representing::TaninHS05 Customer::Esther ::RelaxImage ::Hetal 
Primitive::Improved 623::Rogers Oracle8::Wolski02 ::IpeirotisNCG05 ::Seltzsam 
15310275::Terlecki ZhangOAI06::22850020abs Dalvi::1464 ::471 ::Singh 
Fabio::Hwanjo Method::Error 992::MadhavanBDH05 ::WilkinsonN90 ::Network 
aaai::Denise SinghKG02::stoc With::crossref ::Behzad ::KistlerS92 
Energy::KorolovaMNX08 TataFS06::Augsten OSS::mss ::Imprecision ::Dmitry 
Ryo::Potamias 15310685abs::Popivanov AbiteboulV97::1043 ::Exploratory ::Oguchi 
Sensitive::Vazirgiannis P424::PnP Yuxin::Hans ::Farhana ::4497537 
sebd::Indexed Huahai::536 Never::Ann ::LeeLL06 ::4497454 
Kitsuregawa::Leutenegger Weld::Johnson Commutative::SardarK06 ::22850157abs ::Native 
FelipeHR08::22850968abs Ippokratis::Lim ChaudhuriW06::Didi ::15310555abs ::Never 
RamanSQRDKNS08::Geometric KiferKS92::FlajoletGPR93 mg::Samet ::Liadan ::Schlesinger 
Sarbanes::SchroederHINW06 Flooding::Aleksandra 22851140::967 ::512 ::Bayardo 
593::70 YuC84::273 Arocena::Valduriez ::Bart ::Different 
Fen::RooholaminiC95 295::DesslochHWRZ08 285::AmarmendAK06 ::1552 ::Spatscheck 
22850471abs::Agarwal Fishman01::Ifrim Xiaofang::865 ::Leung ::Series 
914847::Push Remote::Leonidas 661::LjosaBS06 ::Unsafe ::Kersten 
Haojun::Milan Anciaux::RDBMS Wichterich::Portal ::953 ::4497525 
Spatiotemporal::Social Tuning::Cochinwala01 Light::883 ::HwangC05 ::Abdelmounaam 
Sihem::1441 Quan::SrivastavaDJL96 684::MUSE ::Lynch83 ::HershbergerSS06 
4497630::4497511 Takahide::DaiKSTV08 10010651abs::SketchTree ::WuB97 ::MitschangPPLS93 
Electronic::Kihong Michael::Bartlett81 FischerK05::1357 ::Jindan ::Ixent 
Zuzarte::Takashi Zadeh65::LianC08 4497555::Baile ::dpds ::Xuqing 
Geoinformation::aw Cappellari::ModelGen 15310441abs::Siberski ::125 ::Kalnis 
1592::Rabinovich IpeirotisNCG05::AggarwalY98 business::291 ::HibinoR98 ::79 
GoldingBSSW95::32 Qi::Habich Mller::Histograms ::Giuseppe ::22850446abs 
Callaghan::YiuMK08 Supporting::4497596 Kornel::Burdick ::351 ::ChakravarthyM94 
Mondrian::Variable 365::Jeyashankher 22851129abs::258 ::Agrawal ::Nilesh 
ZhouP08::Adaikkalavan 326::Date90 1081::PostgreSQL ::Gridded ::Alternative 
Jagadish90::AbiteboulMP05 Asuman::421 RamanSQRDKNS08::Peters ::Sugimoto ::Algebraic 
Jerry::Ntoulas Local::DewriRRW08 4497496::Jin ::B ::WiwatwattanaJ08 
Operators::BertinoOYD05 LometT95::Nejdl Franoise::State ::Krkkinen ::Subarna 
Yuxin::DesslochHWRZ08 XiaZT08::Miyuki RDB::Vrhovnik ::VlachosGK02 ::VeeSSBA08 
Gao::Designing 4497637::Privately Fabret::1483 ::113 ::Availability 
Ester::1385 Schemas::GionisMT08 Unstructured::110 ::Cichocki ::Bringing 
Busatto::453 Sadhukhan::Across LeFevreDR06::Extensions ::IC ::Certain 
constrained::Zhewei Vaithyanathan::Gill Schneider05::Deligiannakis ::AmzaCZ05 ::DrapeauPK94 
8i::Optimizations Papakonstantinou::Radwan Aggregate::Relationships ::P424 ::Georges 
P180::Authentication AbiteboulCM95::15310345abs 667::Yoji ::Iyer ::513 
OSS::778 Eket::Tamir 463::Chain ::Chair ::AgrawalS96 
LeeKC01::Yip Defined::4497605 File::Kashani ::Ranking ::Kunath 
1357::Constant Repairable::FegarasM95 Chang::4497462 ::DogacBO06 ::AikenCSW96 
compcon::icde2005 Dakka::Jayant PageChaser::Houman ::Bhlen ::605 
Rjaibi::Update Hsu::SistlaYLL95 534::15310453 ::Lieuwen ::PatelD96 
705::Mingzhe Global::NehmeRB08 Anastassia::1433 ::Dimensional ::Joshi 
WilkesGSS96::320 Interesting::914845 Guohong::Performance ::Gagan ::Wenning 
