::Stocker ::KappelS91 
::Beyond ::Links 
::130 ::SrivastavaHMKT06 
::Wilhite ::P069 
::Gudes ::Andrea 
::4497547 ::Tiancheng 
::1388 ::914842 
::Maximum ::691 
::H ::Peters 
::Juha ::OLE 
::X05s ::Xiangdong 
::ORDBMS ::Si 
::Condensed ::Faradjian 
::15310245abs ::Cesare 
::Sacc ::icmcs 
::Xing ::Christopher 
::Luk ::EvangelidisLS95 
::Shegalov ::RAIDs 
::724 ::901 
::MuralikrishnaD88 ::1160 
::Definition ::Koudas 
::706 ::Amrish 
::WangHYYY06 ::Prabhakar 
::Yanjiang ::1387 
::Facet ::1351 
::Renz ::4497407 
::914877 ::Bakalov 
::Point ::Jiexing 
::Tang ::Discriminative 
::Lizhu ::1540 
::Draper01 ::Borr81 
::1567 ::1000 
::Kristian ::ChenHS02 
::Reduction ::Tight 
::Informative ::276 
::Hoarding ::Boolean 
::286 ::Cudr 
::ORDBMS ::P436 
::Schumacher ::4497578 
::22850186abs ::Wenjie 
::EdmundsMSS05 ::cdrom 
::15310453 ::DalkilicGR97 
::FLAME ::Medical 
::Useful ::AslandoganTYZR97 
::Vebjorn ::Business 
::Jianneng ::Bosworth01 
::el ::1092 
::Kuwabara ::Bouganim 
::Z ::MannilaR86 
::Winslett ::15310279 
::Haruo ::Schlatter 
::Billing ::Computer 
::Complexity ::relational 
::1579 ::22850490abs 
::Simple ::Area 
::535 ::114 
::Link ::Shawn 
::AilamakiGM06 ::Schema 
::4497444 ::Amer 
::1459 ::Papotti 
::Kun ::SPP 
::4497466 ::Lasse 
::Chain ::Neighbors 
::Abdel ::Dissemination 
::OntoWebber ::Polyviou 
::Rhm ::Vaidya 
::Dunn ::22850939abs 
::Detecting ::Snake 
::Jrg ::4497620 
::LoR96 ::655 
::Gertz ::GibbsBT94 
::Subramanian ::C 
::Joins ::Hailong 
::37 ::Dyreson96 
::Shigeru ::Auctions 
::123 ::Kitsuregawa 
::Kou ::Seshadri01 
::Obermeier ::LiuL02 
::Environment ::LuccheseVRY08 
::Results ::Bates 
::Ownership ::Hua 
::Salka98 ::DelcambreMBDWGALL01 
::LiBRHCN05 ::Overcoming 
::Suciu ::Wayfinder 
::Taylor ::KeijzerK08 
::Jagannathan ::KriegelKPS08 
::284 ::Pandis 
::GyllstromADI08 ::Records 
::Output ::GantiCM05 
::Samaras ::WangXHZWZS08 
::Winter ::WeisN06 
::307 ::Ramanath 
::Predicate ::Madlmayr 
::Terabyte ::240 
::Papadopoulos ::BernsteinHM90 
::Bootstrapping ::Goyal 
::Gerhard ::Crawling 
::KorthKB88 ::Conference 
::XiaZT08 ::SheuW06 
::Freeston95 ::Pfoser 
::Bee ::Chen 
::Terabyte ::Devarakonda 
::Optimizing ::Gadia88 
::Structures ::Jain98 
::914837 ::Sinha 
::adl ::AgesenBPT01 
::Fekete ::Monica 
::WolfsonXYC06 ::426 
::Wai ::Stahl98 
::Cahill ::LambLOW91 
::Baihua ::MolinaGS96 
::ChengYHY08 ::261 
::osdi ::Verify 
::Xingquan ::AhmadN08 
::Kumaran ::Check 
::Makoto ::Ying 
::cgmOLAP ::Leung01 
::4497621 ::Yiheng 
::Set ::Richard 
::GohMS94 ::Eugene 
::PapakonstantinouGU96 ::Mobile 
::Schlesinger ::1555 
::Kleene ::GoyalHKMS96 
::4497574 ::22850388abs 
::Mullin90 ::10010215abs 
::Hu ::AgrawalBGKLR05 
::Amitabh ::Point 
::Anastassia ::Nakamura 
::BrantnerHKM05 ::Lavelle 
::Searches ::Weighted 
::22850939abs ::1033 
::1170 ::NussbaumerPSS95 
::Vu ::Serge 
::HacigumusMI02 ::585 
::26 ::Gsli 
::Ha ::Level 
::ChawatheG97 ::22850057abs 
::OgleS95 ::Outliers 
::Skylining ::Meichun 
::Latanya ::331 
::ChiuehB08 ::JinZLWS06 
::Tracking ::Omran 
::Tasks ::Colors 
::Song ::4497486 
::165 ::Result 
::287 ::Olsen 
::651 ::Buffering 
::Immerman ::Kashani 
::JadavSCB95 ::129 
::4497429 ::Anna 
::Wesley ::Chiticariu 
::Cui ::Hammer 
::KarrasM08 ::Bartlett81 
::Yamini ::1306 
::Linkage ::914842 
::22850547 ::Sanjay 
::Local ::Correctness 
::Migrating ::4497472 
::552 ::1627 
::2007 ::NeumannHM05 
::Display ::914819 
::Matt ::P105 
::Bhide ::154 
::22850816abs ::HolsheimerKMT95 
::Popa ::15310271 
::EswarranGLT76 ::X06a 
::BatoryBGSTTW88 ::DeRose 
::Lola ::Tag 
::882 ::Protection 
::Meaningful ::BlumrichLADFS94 
::large ::Sideways 
::Analysis ::Etzard 
::XiaZT08 ::RosenblumO92 
::Lomet93 ::Delis 
::Cesare ::Fernandes 
::269 ::AbiteboulHB99 
::4497586 ::Larson 
::Norm ::Karthikeyan 
::Blok ::Narang 
::4497511 ::GeZ08 
::Bruno ::KeulenKA05 
::1513 ::For 
::Strong ::506 
::Calisto ::Diverse 
::jsac ::ZhouTZ06 
::1062 ::XPath 
::Jasmine ::Incorporating 
::YiJF98 ::Molina02 
::ZukowskiHNB06 ::computer 
::journals ::277 
::716 ::Zhanhuai 
::tkde ::Richard 
::22850816abs ::BlumrichLADFS94 
::15310697abs ::Winter 
::43 ::BertinoOYD05 
::Hellerstein ::ChrysanthisR90 
::15310543abs ::KitsuregawaTM83 
::Mema ::Represented 
::Abul ::Growth 
::Delcambre ::Arun 
::Multicast ::Lomet98 
::Jeffery ::Graphs 
::Jeong ::NakamuraAOS93 
::MohanN91 ::4497541 
::1534 ::10010651abs 
::162 ::485 
::337 ::Traina 
::Ramakrishnan ::Integrate 
::604 ::aware 
::Javeed ::Cooperative 
::ups ::Victor 
::Vassalos ::Planning 
::4497548 ::multimedia 
::Banich ::Mohammed 
::Kam ::JagadishMM95 
::Olsen ::NAGA 
::SakuraiPF05 ::Metric 
::Knuth73 ::978 
::Edoardo ::OSS 
::4497491 ::39 
::Parasuraman ::4497542 
::22850767abs ::Bonnet 
::519 ::120 
::Profiles ::AdaliCPS96 
::Sliding ::Zuo 
::Wombacher ::Dunham 
::22850217abs ::Ariel 
::Entity ::AyadNWS06 
::Zezula ::Juha 
::Agrawal ::Maruyama 
::ZhangS06 ::Paradigms 
::DeshpandeH02 ::Yanif 
::Viglas ::Nabeel 
::Gehrke ::Java 
::15310278 ::WangHYYY06 
::Clio ::EsterKSX96 
::15310276 ::4497472 
::Hope ::Walk 
::Summarizing ::Zou 
::Error ::P134 
::Bernhard ::Polyzotis 
::15310393abs ::Crowley 
::Vivek ::Dalvi 
::RafieiM97 ::Yiming 
::1579 ::WhangKW94 
::526 ::without 
::StonebrakerRH90 ::PermJoin 
::purpose ::BlockeelCFGP08 
::481 ::Cross 
::Jagannath ::Ordered 
::Geometric ::Boat 
::CuiLXCDZ08 ::Cheung 
::544 ::310 
::Ali ::Shamkant 
::Record ::mit 
::Training ::Sithirasenan 
::Kristen ::Component 
::ROL ::4497497 
::Morzy93 ::AggarwalY08 
::4497446 ::Temporal 
::Represented ::Filtered 
::Pilania ::Banerjee 
::P108 ::Chitta 
::Terms ::1534 
::Linear ::Ramamohanarao 
::4497494 ::MED 
::Renner01 ::Balaporia 
::Guttman84 ::Vclav 
::Noise ::Paradigms 
::Wisnesky ::LaiTB05 
::YangWWY02 ::LiuR05 
::Models ::deSign 
::GPIVOT ::Speeds 
::BehrG05 ::Division 
::Rinderle ::Chow 
::ATM ::ShengHL06 
::Convertible ::Comparative 
::WiwatwattanaJLS06 ::Liu 
::Jiong ::AdaliCPS96 
::Westmann ::CareyFLS91 
::Interfaces ::180 
::Result ::Dynamic 
::Liqin ::Schlatter 
::Suleiman ::Alpa 
::Gerald ::324 
::CareyHSACFFLNPTWW95 ::Desmarais 
::1381 ::Bausch 
::MartinGH08 ::Lawrence 
::717 ::Qili 
::15310270 ::Disclosure 
::1396 ::Gail 
::Manikutty ::Patel 
::RAM ::Juha 
::Isaac93 ::HibinoR96 
::Pautasso ::338 
::4497569 ::Rahm 
::Latanya ::AtzeniCB05 
::von ::Badillos 
::Nicolas ::Closed 
::KashaniS06 ::scale 
::Dou ::Iyer 
::BrownH06 ::1571 
::Implicated ::Simplicity 
::Prefix ::4497544 
::Variable ::Chen 
::1296 ::Allen83 
::Ganesan ::2007 
::PitouraT08 ::XPaths 
::Past ::bncod 
::Marian ::StonebrakerADLO94 
::1002 ::HTML 
::bancilhonDK92 ::Evaluating 
::MendelzonW95 ::icde 
::Dehne ::Weis 
::Assessment ::Iceberg 
::ChristophidesCM96 ::Approximately 
::Ihab ::Kyuseok 
::JagadishMR98 ::Pablo 
::1146 ::IvanovaKN08 
::505 ::Ewen 
::DaudjeeS06 ::Campi 
::Zaki ::Bogdan 
::Acharya ::4497544 
::Nishio ::Practical 
::22850190 ::Toolsuite 
::Riccardo ::Fromont 
::Replication ::Tomography 
::Orlando ::4497436 
::KoblerBCH95 ::133 
::Govindaraju ::1228 
::BodenCFKSSS95 ::Jiying 
::Zhiyuan ::Takahide 
::Lopez ::An 
::Abiteboul ::GionisMT08 
::22850403abs ::Jonathan 
::multimedia ::Pekka 
::Dirty ::Eike 
::257 ::Bach 
::Convoy ::Oliver 
::22850483 ::BlottRS96 
::Nakano ::876 
::BonczQK96 ::Ling 
::Chiueh ::1334 
::Hee ::OSSM 
::4497455 ::1159 
::Carlos ::BlossomTree 
::Rosenthal ::CammertHKRSSZ06 
::Routing ::171 
::HarrisonD92 ::20 
::Popivanov ::Thomas 
::Automated ::22851131abs 
::TuckerM02 ::FaradjianGB02 
::ChuaR95 ::Technology 
::Neel ::4497629 
::Watson ::Zeldin 
::Pfoser ::MohanAGK95 
::FaloutsosK94 ::942 
::Arjen ::TaninHS05 
::Vehicle ::Producing 
::Maher ::Weifeng 
::ibmsj ::World 
::ChaudhuriDK06 ::Akitsugu 
::Histogram ::RaoPML06 
::977 ::Burst 
::StonebrakerRH90 ::865 
::4497610 ::Yoon 
::1364 ::SchenkelTW05 
::AtzeniCB05 ::Variable 
::1179 ::129 
::Gong ::Rights 
::Arno ::ddb 
::Konrad ::1218 
::GhandeharizadehHJ96 ::Content 
::914858 ::DCbot 
::22850680abs ::Jenkin 
::4497611 ::Willem 
::Krithi ::914839 
::ChoR02 ::Jinze 
::MolinaLV84 ::Cleaning 
::SistlaW95 ::ChaudhuriW06 
::Tok ::Raghavan 
::Wiederhold92 ::P324 
::ISOMER ::Yoshikawa 
::Reducing ::Vinayak 
::Melnik ::Molina 
::Verykios ::IWill 
::Hse ::Jianmin 
::Mokbel ::Du 
::Y ::Arshad 
::Ordered ::Motion 
::All ::V 
::THALIA ::4497522 
::Arumugam ::CammertKSV06 
::Systematic ::Okcan 
::922 ::Coverage 
::Kemme ::tse 
::Ip ::Thalhammer 
::Couple ::Krger 
::Petko ::Annotating 
::Authoritative ::Suri 
::Cinzia ::X05r 
::Dialect ::CaliM08 
::ADT ::1120 
::ROLAP ::LiC98 
::Srinivas ::RoussopoulosL85 
::Naphtali ::Lutz 
::Plans ::Draper01 
::Albrecht ::Provide 
::815 ::531 
::wi ::914851 
::SaltenisJ02 ::Elke 
::CQ ::ParkCY95 
::Selinger05 ::Sizes 
::Akiko ::Maintenance 
::ai ::Kumaran 
::sigmetrics ::Ruddy 
::Yidong ::ChawatheG97 
::Adaptive ::Browser 
::SistlaYH94 ::GrayR93 
::Mirit ::Sharing 
::ChandraV85 ::Modern 
::Panel ::4497457 
::Indexed ::224 
::AbiteboulHV95 ::AquaLogic 
::dimensional ::BaralisCC05 
::Myoung ::Ann 
::Deepak ::Transformations 
::Arif ::1445 
::Moerkotte ::Blockeel 
::AilamakiGM06 ::Daniel 
::15310663abs ::NaackeGT98 
::Underprovisioned ::Per 
::Balazinska ::524 
::Fernandes ::32 
::Quantitative ::Hiroaki 
::Mohan90 ::982 
::Domain ::Meaningful 
::Publishing ::NabeelB08 
::GrabsBS01 ::Piatetsky91 
::MoerkotteN08 ::Dik 
::LittleAFGRSV93 ::into 
::22850958abs ::Pollack 
::iBOM ::BargaLW02 
::Hung ::Colby 
::SavasereON95 ::Kossmann 
::Daniela ::1328 
::446 ::Explaining 
::853 ::514 
::Hanan ::LeeCLNS94 
::Roberta ::Gridded 
::Identification ::287 
::Burns ::Ray 
::Harinarayan ::Prado 
::ZhangGW08 ::Guang 
::GounarisPSFSW06 ::Suri 
::4497631 ::Ernst 
::1584 ::BohmPS06 
::Dittrich ::4497548 
::15310269 ::Environments 
::Format ::DeWittKOSSW84 
::ShaoNS05 ::Arshad 
::SmithS96 ::Feltes 
::Kleene ::Poulsen 
::SampleCFHSC02 ::its 
::Rastogi ::KhaYU01 
::ONeil87 ::4497547 
::Members ::WuWLM06 
::Access ::Mohan94 
::43 ::Archetypes 
::435 ::1465 
::Inverse ::71 
::273 ::271 
::Miller95 ::Fegaras08 
::Freksa92 ::FranklinC92 
::Constantly ::Sample 
::Optimizer ::P486 
::Akshat ::Jinping 
::XGRIND ::22850828abs 
::DesslochHWRZ08 ::Pin 
::Yanjiang ::Radeschutz 
::268 ::Antoni 
::Flavio ::Coherency 
::Group87 ::SkytJP02 
::OMNI ::LiuM96 
::Tolerant ::Thresholds 
::1032 ::KoloniariP08 
::FaradjianGB02 ::LiuYCW08 
::4497457 ::4497418 
::Skippy ::Hou 
::Charu ::cacm 
::15310431abs ::Minji 
::Non ::YangWWY02 
::Stonebraker86 ::Data 
::Filters ::ROLAP 
::Differential ::IC 
::ATM ::Pathak 
::Calders ::BachFGHHHJS96 
::Production ::LuoJHYW06 
::Sarah ::Available 
::Antoshenkov93 ::Xiaoxin 
::Greco ::GriffinL95 
::Sismanis ::Selinger05 
::22850118abs ::Specifications 
::KamathR98 ::375 
::Gemulla ::FarragO89 
::139 ::Vrhovnik 
::Auctions ::Market 
::Hybrid ::Closed 
::Ewen ::Interface 
::22851102abs ::Mukherjea 
::939 ::1259 
::403 ::Markos 
::BakalovT08 ::Giorgio 
::Annotations ::Authentication 
::ChiuehB08 ::1551 
::Borealis ::Aboulnaga 
::168 ::KochSS08 
::Message ::Reducers 
::Kobayashi ::ShivakumarG96 
::Schumacher ::designed 
::Sets ::Scaling 
::Milind ::Hua 
::PoosalaIHS96 ::GabowT89 
::4497509 ::Ching 
::Dayns ::Neighborhood 
::Franois ::The 
::146 ::BernsteinHM90 
::org ::Novak 
::22851109abs ::29 
::Fang ::1588 
::Heinlein01 ::Working 
::116 ::year 
::Security ::101 
::Christine ::Guided 
::BrinkhoffKS96 ::Clustered 
::YouPL05 ::13 
::RDBMSs ::22850968abs 
::SarawagiS94 ::LeeE01 
::Schning ::280 
::15310357abs ::Daniele 
::Shu ::DuschkaL97 
::Feature ::compgeom 
::Jindan ::Rebecca 
::Frederick ::SchenkelTW05 
::Hwanjo ::HoutsmaS95 
::22850355abs ::ZhangRL96 
::22850631abs ::Amit 
::Bohannon ::DB2 
::AndritsosFM06 ::4497633 
::Jiong ::Stucki 
::Billing ::MannilaR86 
::Data ::50 
::298 ::Ntoulas 
::1552 ::Vinayak 
::PalopoliTU01 ::SeshadriLR97 
::Weikum91 ::General 
::SherkatR06 ::Catlin 
::BhideDD93 ::WilschutFA95 
::Semantic ::1547 
::tc ::HjelsvoldM94 
::LiuHXS06 ::VenkataramanLN95 
::SUBSKY ::Sovereign 
::Closed ::AbiteboulCCMMS97 
::972 ::Woong 
::within ::Naumann 
::Feng ::10010173abs 
::Nectaria ::4497605 
::1403 ::Khuzaima 
::LevyMSS95 ::Demo 
::Giuseppe ::Employing 
::Kollios ::Wee 
::Mansuri ::Rabindra 
::Rajeev ::Suciu 
::PGM ::Networked 
::224 ::Ramon 
::Porkka ::P601 
::Georgia ::Iyengar 
::Robert ::Qigang 
::Privacy ::534 
::15310483 ::Nan 
::Ahmet ::Alone 
::Revisited ::mta 
::Govindaraju ::1436 
::Messaging ::Tang 
::914854 ::Alborzi 
::914808 ::672 
::1145 ::FeeleyMPKL95 
::188 ::832 
::Ng ::914841 
::ZhouW08 ::SunAA02 
::Ihab ::Projected 
::LeungNM02 ::1333 
::Jeong ::4497548 
::PapadiasT97 ::Partnership 
::el ::Milena 
::1131 ::Level 
::Raschid ::Shouke 
::GuPYC08 ::Bassam 
::Sonny ::K 
::4497484 ::LiSDKG01 
::30 ::4497450 
::22 ::AugstenBDG08 
::DanielsSHLMWW82 ::FaloutsosL95 
::15310212abs ::Lu 
::Sam ::AkindJLS02 
::AtzeniCB05 ::398 
::Mansuri ::Biton 
::Signal ::AdaliCCES96 
::Group87 ::1595 
::Light ::472 
::646 ::Ihab 
::982 ::4497471 
::KamathAGM96 ::4497578 
::PopekK79 ::Freiwald 
::SmithS96 ::GummadiLGSH05 
::Teubner ::Daniele 
::Exemplar ::Shubha 
::Obermair ::563 
::418 ::Reduction 
::Robust ::8 
::Prcis ::BunemanDS95 
::Ramakrishnan ::4497530 
::delay ::ShivakumarGC98 
::Reorganize ::Wiederhold 
::StolteA02 ::Laks 
::BehrG05 ::Mihly 
::NakanoIK98 ::Aristides 
::SrikantA96 ::e 
::AhmadPCR08 ::SPOT 
::Ammar ::15310453 
::Search ::225 
::Ngai ::Kristen 
::1540 ::ChiS05 
::Dogac ::Conor 
::311 ::Qian 
::Ann ::Korth 
::486 ::Jianping 
::914852 ::498 
::22850118abs ::4497619 
::BilkeN05 ::MOLAP 
::Goethals ::914872 
::335 ::542 
::AbiteboulHV95 ::BhowmickP06 
::1588 ::BilkeN05 
::Nectaria ::Mehta 
::Barton ::Represented 
::Leutenegger ::BravoFGM08 
::Referential ::Tanu 
::Jagannathan ::Binnig 
::ChangC02 ::tois 
::JinZLWS06 ::Khoussainova 
::Kishan ::Containing 
::4497424 ::ZakiP05 
::AgrawalBGKLR05 ::cj 
::Yingqi ::Liqin 
::993 ::Bernstein 
::Harinarayan ::1277 
::pldi ::18 
::Vehicle ::272 
::Jagadish90 ::Support 
::914876 ::SquicciariniPB08 
::File ::IdreosTK06 
::ShivakumarG97 ::FaloutsosK94 
::McKenna ::4497436 
::Subbu ::Factorization 
::search ::Sylvia 
::Hwanjo ::Serge 
::Suppression ::BabuDM08 
::LimN01 ::Quality 
::MitschangPPLS93 ::Veli 
::Good ::sp 
::Theobald ::22850391abs 
::1325 ::Perfect 
::databases ::Publish 
::22850459abs ::VlachosGK02 
::Co ::Magdalena 
::Kenneth ::SubrahmanianJ96 
::Keyword ::url 
::Beyond ::sac 
::Howe ::ChongDFSYJTK01 
::Grouping ::ImielinskiB94 
::Weber ::George 
::FerlezFLMG08 ::Robinson81 
::DeFazio01 ::4497611 
::Managing ::Farfn 
::Just ::Kotagiri 
::773 ::22850174abs 
::Framework ::Dadam 
::Content ::Markos 
::1367 ::Fuxman 
::IkedaMITHHO05 ::717 
::Smriti ::Graefe98 
::isci ::1337 
::Weiyi ::HOLAP 
::AgrawalCGMM08 ::Microarray 
::SkytJP02 ::Nodira 
::Stoumpos ::Verykios 
::Aleksandras ::HammerST05 
::AgrawalFS93 ::1349 
::GedikWY08 ::15310327 
::22850143abs ::1126 
::HuaYL06 ::AgrawalAKL06 
::Bamieh ::Sobulo 
::Vlachos ::Storing 
::Bruce ::521 
::PinarTF05 ::Yue 
::179 ::Analytical 
::Repairable ::Stahl 
::MarianAKS05 ::Graciela 
::Cochrane ::1611 
::Seltzsam ::Motwani 
::Masaru ::642 
::Patricia ::Fukuda 
::310 ::ChoR02 
::tocs ::567 
::Vishal ::Gerhard 
::MohanAGK95 ::446 
::Songting ::914827 
::Directions ::fm 
::Subscribe ::22850978abs 
::P074 ::Atzeni06 
::Chita ::Stratos 
::speak ::Naomi 
::15310093abs ::1612 
::Feltes ::Takeshi 
::135 ::Are 
::Lasse ::KumaranCH06 
::Wloka ::1498 
::Bruce ::onWeb 
::Galpin ::HartDV88 
::Kevin ::Power 
::Alexander ::Seshadri01 
::Schumacher ::mash 
::Dittrich ::EppingerMS91 
::GeorgakopoulosHS95 ::ONeilG95 
::842 ::BerchtoldBKK97 
::PapakonstantinouGU96 ::4497486 
::Lars ::ZhangCMS97 
::MohanPL92 ::Factorization 
::Regions ::MarianAKS05 
::Publish ::dexa 
::Annotation ::Manish 
::1376 ::MittalHH01 
::Diego ::Jaideep 
::Gauss ::Georges 
::GutingS95 ::Improved 
::MansuriS06 ::Ramy 
::AITVS ::Weaver 
::1492 ::4497545 
::P241 ::Phrase 
::Everyplace ::AggarwalY08 
::Officers ::Predicates 
::Mei ::Online 
::Shadmon ::Distributors 
::Tamir ::22850081abs 
::4497569 ::Stucki 
::Domenico ::ChenJKKMNS01 
::CareyFLS91 ::TanGO01 
::914879 ::Na 
::Sakurai ::Determine 
::Gisela ::popl 
::IkedaMITHHO05 ::Statistics 
::Supratim ::Bundles 
::P284 ::Damianos 
::Sae ::MohanN91 
::ShenSYZC06 ::Authority 
::FaloutsosB93 ::Krishnamurthy 
::Jagadish ::Ku 
::DeshpandeH08 ::Channels 
::BronczWK98 ::Verify 
::JoshiJ06 ::Principled 
::Environmental ::Gorman 
::Cammert ::1424 
::Mirco ::Bukhres 
::22851113 ::Farnoush 
::Eltarras ::Transformations 
::BayardoA05 ::25 
::Bhalotia ::962 
::21 ::Sachindra 
::Elegant ::Cho 
::4497537 ::ViEWNet 
::Hashing ::Subspaces 
::914841 ::ZhangOAI06 
::Kossmann ::Sarvjeet 
::Hsiao92 ::Farnoush 
::Smoothing ::Mingzhe 
::Yee ::IlyasA05 
::icdt ::tit 
::4497499 ::Rao 
::15310262 ::Kjetil 
::4497504 ::Real 
::KauT94 ::217 
::Moerkotte ::Sergey 
::Benatallah ::Compressor 
::Crawling ::Signature 
::Fatih ::Asynchronous 
::4497612 ::Gen 
::Takahiro ::568 
::P316 ::KohLHA08 
::DennyF06 ::22850329abs 
::Chun ::Extraction 
::Xiaodan ::Kit 
::Henrich94 ::15310093abs 
::Xiong ::Yibin 
::316 ::StearnsR81 
::66 ::Useful 
::32 ::cker 
::Effect ::Preserving 
::Broadcast ::Immerman87 
::P362 ::Chien 
::Gawlick01 ::enough 
::1317 ::Dogac 
::Cloaked ::Triggers 
::User ::Surface 
::speak ::Queues 
::Era ::Batched 
::Models ::Saake 
::Shipra ::Economically 
::Yuhui ::Outsourced 
::Omar ::Zaharioudakis 
::LiZBSZN06 ::Labeled 
::Perego ::Jonas 
::to ::Cong 
::Popivanov ::LiOW08 
::Exploiting ::Classification 
::Vebjorn ::Strict 
::Aberer ::Aggregate 
::oodbs ::IdreosTK06 
::Anonymous ::443 
::Ferlez ::1432 
::195 ::914869 
::22850547 ::Industrial 
::LiCHH97 ::Language 
::Multidimensional ::Upendra 
::Vaidya ::516 
::Atluri ::IMPrECISE 
::Back ::Editor 
::jodl ::22850353 
::ETL ::1047 
::4497501 ::Evolution 
::BlockeelCFGP08 ::Yidong 
::granularity ::ShaLJ88 
::ChenC92 ::Kementsietsidis 
::OSSM ::Uncovering 
::914823 ::EmekciAAG06 
::PaduaW86 ::Renato 
::Good ::Estimation 
::EmekciAAG06 ::Netz 
::Compression ::Virtualization 
::Across ::Stack 
::475 ::Feher 
::15310419abs ::Experience 
::PapadopoulosM97 ::JefferyAFHW06 
::Chu ::Tingjian 
::HuWLZX05 ::BukhresSNBAOGKCMS02 
::Lochovsky ::4497439 
::Kaushik ::RyvkinaMCZ06 
::XGuard ::Beckmann 
::Multicast ::Labeling 
::Hendrik ::Aggarwal08 
::Xifeng ::923 
::Seshadri ::188 
::David ::Tadashi 
::El ::Zaki 
::15310276 ::Jagadish91 
::Adaikkalavan ::4497427 
::914864 ::Burst 
::Lapped ::108 
::Atzeni ::Fabian 
::Sky ::Greene89 
::DewriRRW08 ::331 
::ApersHY83 ::IMAX 
::Chris ::Gerald 
::Shao ::325 
::Daniela ::Enderle 
::P116 ::Problems 
::Riemenschneider ::ChawatheAW98 
::Tufte ::Scalable 
::BayardoA05 ::Graphitti 
::Manocha ::272 
::won ::AtallahCK08 
::1133 ::BlakeleyCERW05 
::Brenninkmeijer ::HollandG92 
::Deligiannakis ::Aleksandras 
::236 ::Shouke 
::1199 ::Chaudhuri 
::SchallehnSS02 ::Tiong 
::Herbert ::Siva 
::Chon ::Stefan 
::482 ::Yanif 
::Accessible ::Papadias 
::GhandeharizadehHJ96 ::Keijzer 
::AbiteboulQMWW97 ::645 
::Dennis ::N 
::Isoline ::22850631abs 
::Czajkowski ::4497413 
::Oguzhan ::Aggregation 
::BlossomTree ::Ugur 
::4497426 ::Gang 
::Strategies ::ChengCMC08 
::PeiroASW98 ::Scannapieco 
::Music ::4497538 
::Indriyati ::LieuwenD92 
::KornMW06 ::Randal 
::Abstract ::Tari 
::Javeed ::Archetypes 
::XPaths ::2008 
::Document ::15310268 
::257 ::Condit 
::SMART ::70 
::22851013abs ::914823 
::Forms ::Developing 
::Cinzia ::Mudumbai 
::Weighted ::SinghKG02 
::556 ::Model 
::Govi ::FranklinZTCD92 
::Neighborhood ::41 
::Prabhakar ::Streams 
::Manjhi ::Baile 
::DeshpandeH02 ::Heterogeneous 
::Saltenis ::Latency 
::be ::IkedaMITHHO05 
::15310278 ::ChenDZ05 
::Tzi ::242 
::World ::991 
::Borr81 ::ACXESS 
::Chi ::Suppression 
::Shetal ::Guy 
::Extraction ::Mengsheng 
::Srivastava ::Munagala 
::Zezula ::1047 
::Manish ::Clifton 
::Levy ::GangerK97 
::Saikat ::HellersteinKP97 
::ChangMZS98 ::182 
::Huang ::Array 
::AhmadABM08 ::Measuring 
::Amrish ::tocs 
::Numeric ::Sarawagi 
::Z ::toWeb 
::Xiaohui ::4497435 
::Sedmidubsk ::141 
::WangL08 ::Stavros 
::Interface ::Shim 
::15310697abs ::Ozcan 
::Re ::Proxies 
::P054 ::ChiuehB08 
::SeltzsamGKK06 ::Sharing 
::Dik ::Pablo 
::Maintaining ::715 
::384 ::P144 
::AgrawalCD02 ::Schwarzkopf 
::Answers ::ZivL77 
::Practical ::Hidden 
::Properties ::BargaL01 
::Leung ::dl 
::MarianAKS05 ::Kumar 
::Reification ::Multi 
::Versus ::AkindJLS02 
::Convertible ::Han 
::Nahum ::Brian 
::22850552abs ::1599 
::Jianzhong ::1512 
::276 ::ai 
::Ester ::98 
::Ralf ::619 
::Ghaffar ::414 
::IwenLP08 ::P476 
::823 ::1059 
::Filtering ::Mummoorthy 
::10010215abs ::Kam 
::Congjun ::ChawatheRGW96 
::BerchtoldEKKS98 ::Shawn 
::Exploring ::Chaplin 
::Dominance ::GraefeL01 
::Verifying ::Guttman84 
::PolyzotisG06 ::130 
::314 ::Bentley75 
::Idreos ::HeS06 
::1239 ::697 
::Split ::Semantic 
::Antoni ::338 
::Graham ::Dirk 
::Bhattacharya ::RinderleWR06 
::Deligiannakis ::AHYDS 
::1366 ::CoT 
::4497404 ::1132 
::Choreographies ::Rittinger 
::Hwanjo ::ChiS05 
::22851126abs ::Smoothing 
::Jiong ::Wesley 
::Nested ::22850853abs 
::Nikolaus ::BertinoOYD05 
::598 ::RaoPML06 
::Chakrabarti ::Among 
::Pessimist ::ShimSA97 
::AthitsosPPK08 ::Bravo 
::Antti ::157 
::15310583abs ::Gupta 
::Byron ::P494 
::22850693abs ::22850155abs 
::SPARK ::Imai 
::Parallelizing ::FriedmanBF77 
::View ::15310266 
::MendelzonMM97 ::22851061abs 
::wi ::4497629 
::WangCPFM02 ::YiN05 
::Barga ::Saake 
::Conference ::WeisN06 
::1491 ::22850094abs 
::Path ::1048 
::Gunther93 ::Shigeo 
::Archetypes ::Stanislav 
::IlyasA05 ::4497403 
::Chee ::Suman 
::Theobald ::Peiya 
::Onizuka ::ChiuehB08 
::Coordinate ::Fatma 
::X05r ::by 
::SardarK06 ::Computing 
::Sergej ::121 
::BohlenSS96 ::ChawatheGHPUW94 
::418 ::IwenLP08 
