::AbulBN08 ::Wolf ::Vazirgiannis ::302 
::Uri ::914877 ::Planning ::Windows 
::Pandis ::Summary ::Saenz ::Kam 
::Value ::Memos ::Spatial ::200 
::Torlone ::YFilter ::Sean ::4497407 
::Lola ::Allen83 ::Hibino ::625 
::BorzsonyiKS01 ::Saake ::Athitsos ::PeiHL01 
::ManjhiSDO05 ::Cheng ::358 ::Marlon 
::1459 ::Elements ::Biton ::Never 
::Chaum85 ::Third ::Cooperative ::GuPYC08 
::4497548 ::Ravishankar ::Ian ::Freeston95 
::Donahoo ::Clip ::HowardKMNSSW88 ::Riqiang 
::675 ::LiuM96 ::ZhangWL08 ::Wichterich 
::Bhattacharya ::Ketchpel ::234 ::Powered 
::Blakeley ::Reordering ::Ka ::327 
::ZhouZVQ08 ::Elke ::JagadishMS95 ::1539 
::Shneidman ::Outsourced ::Renner01 ::Sadhukhan 
::395 ::Batra ::Astoria ::CareyD96 
::Harness ::Papakonstantinou ::MolinaKS98 ::Incomplete 
::Facet ::Ponnekanti ::L ::212 
::1333 ::Hou ::1369 ::McCann 
::Jiangchuan ::Stream ::FranklinC92 ::1317 
::313 ::Hongyan ::Isolation ::22850324abs 
::MarcusS96 ::Soloviev93 ::Suel ::Checking 
::Lieberman ::PHASME ::Outstanding ::DeWittKOSSW84 
::214 ::Condensed ::BulutS05 ::ROL 
::Jaffar ::Cocci ::4497433 ::Seidel90 
::William ::Pushing ::Cudr ::Temporal 
::Candan ::Paradigms ::BorgBGHO89 ::22850705abs 
::Malaika ::Winslett ::Guoyu ::Lomet93 
::Henk ::Nigel ::Iceberg ::Accessible 
::Junghoo ::Fast ::Tetsuya ::Approximately 
::Longxing ::Xuegang ::Saikat ::Aoying 
::Abul ::1400 ::WebIQ ::LupuY06 
::566 ::Microsoft ::Vivek ::Congjun 
::ADT ::Elements ::Hoarding ::Stolte 
::4497554 ::BrinkhoffKSS94 ::Projected ::Melnik 
::Mourad ::Predicates ::Wichterich ::Smith 
::Atmosukarto ::PageChaser ::Jianneng ::48 
::LehnerCPZ01 ::Kihong ::CaoCFT08 ::Zeller 
::widomC96 ::15310081abs ::Vlachos ::Knuth73a 
::Optimizations ::SEA ::ICDE98 ::Stream 
::1143 ::MaddenF02 ::Ding ::WuB97 
::Shixi ::977 ::1145 ::YiuJHL08 
::TrombettaB06 ::4497557 ::932 ::Proces 
::Constrained ::Sujeet ::Tanin ::Broadcast 
::Ixent ::Algorithms ::AlonsoBPHK01 ::Jianjun 
::Error ::PuHK06 ::Stefanakis ::Semantics 
::Czajkowski ::Middleware ::Yahia ::AthitsosPPK08 
::Ziarko91 ::1390 ::LuoJHYW06 ::1507 
::453 ::Bird ::JakobGHN05 ::Kyun 
::Fernandes ::622 ::Samuel ::Ordered 
::Dadam ::join ::Evimaria ::Dependable 
::Silberstein ::Threshold ::Cui ::ArocenaM98 
::Hui ::Tryfona ::Mohammad ::WhangLLKH05 
::ChrysanthisR94 ::JeungSZ08 ::64 ::Ravishankar 
::data ::Uemura ::15310041abs ::Savasere 
::Whang ::BlakeleyLT86 ::KistlerS92 ::0003 
::Inan ::Alink ::372 ::Alon 
::Allen83 ::HasanM95 ::PeeryWMN08 ::Bypass 
::by ::15310041abs ::LuccheseVRY08 ::Ikeda 
::Aoying ::Topsakal ::ChrysanthisR90 ::HenrichSW89 
::4497554 ::Chien ::Zhai ::4497406 
::Baralis ::4497405 ::WeissDG95 ::FranklinCL93 
::4497577 ::tse ::Suel ::Liang 
::Saenz ::Hsiao92 ::AkindeCJK01 ::MaurouxAF06 
::Smalheiser ::PreparataS85 ::Oracle8 ::Matt 
::599 ::Koustuv ::Direct ::Connectivity 
::Lian ::Triantafillou ::Committees ::Satkin 
::JinGJA06 ::Christoph ::SeshadriLR97 ::GrahneLWX01 
::Keulen ::Unified ::Server ::Junyi 
::Deductive ::Jiong ::Long ::RiTE 
::AcharyaFZ96 ::Ping ::LiuYGS98 ::Hakan 
::Ketchpel ::Mapping ::ShatdalN93 ::Schlesinger 
::Chu ::NET96 ::Schroeder ::Stonebraker91 
::Warren ::4497478 ::Antony ::927 
::FerhatosmanogluTAA01 ::1394 ::BaralisCC05 ::4497598 
::Sedmidubsk ::Kementsietsidis ::275 ::68 
::Sanghyun ::15310494 ::Planning ::WangR91 
::Baile ::4497610 ::HuangD08 ::FranklinZTCD92 
::GuptaHQ95 ::Jianzhong ::Akiko ::Correlation 
::MozafariTZ08 ::Ledlie ::SarmaBHW06 ::Leung 
::735 ::158 ::Reification ::Mi 
::Asl ::Arjmand ::58 ::HutfleszSW88 
::Dixit ::Lopez ::126 ::Zaiqing 
::Topsakal ::Structured ::Lupu ::Capturing 
::DeWittG92 ::Chien ::4497522 ::Kanamori 
::Vijay ::Philip ::532 ::ReichertRKD05 
::15310278 ::672 ::LaiTB05 ::1420 
::Active ::329 ::Vilhuber ::Reza 
::Linfeng ::BerchtoldKK96 ::209 ::156 
::Advancement ::Soumen ::Miller95 ::Kai 
::Ashwin ::48 ::aw ::Ewen 
::P209 ::Errors ::Jing ::Skew 
::Zhang ::Shen ::Joxan ::Binnig 
::HernandezPVMNH02 ::1612 ::Supratim ::ChandraV85 
::SNAP ::Legaria ::1491 ::Winter 
::QianW91 ::Suel ::Castellanos ::KobayashiLKWY05 
::Lineage ::Constantly ::1131 ::1540 
::Zhuge ::Holger ::Raghu ::1170 
::22851149 ::Attributes ::Visualization ::h 
::599 ::Jeff ::Projected ::NieWWM06 
::P550 ::Nahum ::Evripidou ::37 
::John ::Checking ::190 ::Carlos 
::ChanG85 ::4497558 ::Atri ::Ku 
::Kristal ::983 ::JainDG08 ::year 
::352 ::HuhtalaKPT98 ::Updating ::tcs 
::SaltonG83 ::Simmen ::IMAX ::Caetano 
::1390 ::1465 ::Sampling ::ChenCRM06 
::GhinitaTK08 ::Zhuang ::XieYCWY08 ::streams 
::csdl ::1003 ::GovindarajanMV06 ::Administration 
::Mirco ::Rights ::SaveRF ::Gruber 
::Qiong ::Krauthgamer ::similarity ::1115 
::Co ::ICDE98 ::1405 ::4497629 
::4497566 ::Mahajan ::MorsePG06 ::4497460 
::Pierre ::Preda ::Obermair ::BhowmickP06 
::BorzsonyiKS01 ::4497604 ::Flood ::Shneidman 
::803 ::22850285abs ::Approximated ::Replicated 
::P180 ::Blakeley96 ::15310155abs ::Strong 
::Lijiang ::Enabled ::SpaceTwist ::4497570 
::Neville ::Arno ::Internet ::1423 
::Peery ::Preaggregation ::Materialized ::524 
::Umeshwar ::AliCKR08 ::BehrG05 ::22850355abs 
::Eadon ::RaffioBCPH08 ::WuEDCKAS08 ::Sarawagi95 
::Zhiyuan ::4497526 ::Fishman01 ::1510 
::Wide ::KimP88 ::Neighborhood ::MendelzonMM96 
::Chen05 ::Riemenschneider ::Mema ::PattersonBA08 
::RDF ::Venky ::Java ::General 
::78 ::172 ::10010143abs ::Updating 
::4497425 ::216 ::Syan ::Khaitan 
::data ::NeT ::914814 ::Unifying 
::638 ::824 ::Elizabeth ::Philippe 
::Ramy ::Next ::Overcoming ::471 
::Watson ::350 ::Erdem ::Varied 
::4497560 ::Kurul ::348 ::Katayama 
::10010143abs ::BurdickCG01 ::Arocena ::Microsoft 
::PinarTF05 ::1588 ::245 ::Angel 
::466 ::Among ::BaralisCC05 ::Mei 
::Holistic ::Quantiles ::LieuwenD91 ::Semistructured 
::1081 ::Fabret ::Sequence ::leeuwen90 
::4497524 ::Lehner ::28 ::398 
::275 ::Rakesh ::Szabo ::ijcai 
::Hierarchical ::Timothy ::22851120 ::KornackerMH97 
::FudosPP02 ::1394 ::Spatio ::Luk 
::Geoinformation ::Schneider ::Meaningful ::Estan 
::Jeffrey ::4497587 ::22850594abs ::Tolani 
::Progressive ::4497515 ::1465 ::Interacting 
::22850446abs ::Extended ::Rhm ::Parking 
::241 ::914870 ::AtallahCK08 ::22850217abs 
::Fung ::fm ::Sets ::Riqiang 
::BrunoGM02 ::1048 ::Etoh ::Anomalies 
::Yamini ::DimitrovaG94 ::Ippokratis ::914840 
::Fang ::ChenGK05 ::KamelF94 ::4497582 
::P144 ::Moshe ::Middle ::P412 
::Independent ::Scott ::HouleS05 ::Conscious 
::414 ::Rajagopalan ::1620 ::Agesen 
::22850032abs ::BerchtoldBBKK97 ::22850828abs ::Johann 
::Reducers ::Welcome ::914835 ::1249 
::10010121abs ::Eun ::Charuta ::22851144 
::Kuwabara ::4497531 ::SEA ::P2P 
::NetzCFB01 ::Torp ::SteenhagenABB94 ::King 
::Dikaiakos ::Mining ::Utkarsh ::Pattern 
::Intelligent ::958 ::4497584 ::P362 
::Raghu ::Rajan ::Closure ::DragutWSYM06 
::Object ::Mario ::Nilesh ::Integratio 
::Terminological ::Corruption ::15310264 ::Xiaofang 
::EswarranGLT76 ::260 ::Good ::Co 
::Tilo ::ZhangLXKW06 ::Relations ::UDB 
::ModelGen ::53 ::Extraction ::Phantom 
::15310053abs ::15310639abs ::Oxley ::1631 
::SellisRF87 ::1580 ::Lohman ::Dyreson 
::Parallelizing ::22850656abs ::Muse ::791 
::Blocking ::P380 ::SalzbergT96 ::Gadia88 
::YangP08 ::Chair ::MohanPL92 ::Yueguo 
::Brenninkmeijer ::CastellanosCSD05 ::15310331 ::Antoshenkov93 
::AkindeCJK01 ::22851109abs ::Marcin ::Longxing 
::Panayiotis ::El ::subrahmanianJ96 ::ROLAP 
::BernsteinGW93 ::Bttcher ::WolfsonCDJM98 ::914823 
::914863 ::Markl ::Two ::Reality 
::Associations ::Yihong ::MONDRIAN ::Velegrakis 
::Phan ::FernandezFKLS97 ::617 ::Maarten 
::Al ::LeuteneggerEL97 ::TsatalosSI94 ::Majumder 
::Employing ::1343 ::ZhangRL96 ::Tzi 
::Calimlim ::P446 ::MOOLAP ::376 
::WuB97 ::KamathAGM96 ::Adaikkalavan ::Gencai 
::Balmin ::Shadmon ::ColbyCHJJMSW98 ::Pfeifle 
::ChenH01 ::Weining ::AntovaJKO08 ::GalpinBJFP08 
::Christian ::4497472 ::1494 ::icmcs 
::CareyHSACFFLNPTWW95 ::Phrase ::Faloutsos ::Big 
::Chain ::Chun ::Wenning ::Skylines 
::Simmen ::Jagadish91 ::and ::DongDong 
::Manuel ::Yihong ::Norman ::KasneciSIRW08 
::Indexing ::15310272 ::Naphtali ::Antova 
::SkytJP02 ::Ferlez ::873 ::Woong 
::1135 ::Declustering ::ChakravarthyM94 ::15310271 
::tree ::Cocci ::932 ::555 
::SVL ::Liu ::Hjaltason ::Strategies 
::KamelF94 ::NussbaumerPSS95 ::Dominance ::HuaYL06 
::4497460 ::dood ::Toolsuite ::Rosenthal 
::15310663abs ::Resources ::Ashraf ::Good 
::Narasayya ::Theodoridis ::163 ::mg 
::Delta ::Bei ::Business ::Containing 
::AggarwalY08a ::KhalefaML08 ::873 ::Allen83 
::992 ::AbiteboulMP05 ::Approach ::Edoho 
::Sanjeet ::Sugimoto ::JeungSZ08 ::KaF02 
::Compiler ::Xiaochun ::BinnigKLS08 ::730 
::Jayavel ::Declustering ::BukhresSNBAOGKCMS02 ::Hammer 
::CallanLC95 ::Estimating ::Places ::Srivastava 
::Page ::Man ::502 ::Wiwatwattana 
::Device ::Xingdong ::Madden ::Low 
::DelisR94 ::Convertible ::383 ::Reorganization 
::Papakonstantinou ::XingZH05 ::66 ::242 
::2285 ::Corruption ::KhaYU01 ::Fuxman 
::1144 ::1516 ::Rundensteiner92 ::External 
::ZhangTS02 ::SelingerACLP79 ::GardarinST96 ::jcss 
::KamathAGM96 ::Astoria ::CampenXRGFSPL08 ::Quickly 
::22850853abs ::Murat ::BohannonFRS02 ::Ashwin 
::Ash ::4497415 ::Uemura ::SCADDAR 
::Nuwee ::Burst ::Problems ::4497625 
::Berchtold ::443 ::1366 ::support 
::Kwok ::TanizakiMS05 ::Transform ::ModelGen 
::Traffic ::linear ::MachanavajjhalaKAGV08 ::Moss 
::KrishnaprasadLMWA05 ::Xia ::Dessloch ::Hierarchical 
::DeRose ::160 ::Silvia ::Joachim 
::AmarmendAK06 ::GuhaK02 ::Toman96 ::BlumrichLADFS94 
::Hang ::1631 ::Networking ::Donald 
::books ::Stonebraker91 ::Gorman ::Giannotti 
::ZhouOT05 ::Dittrich ::Dieter ::Jimeng 
::1355 ::Low ::ThomsenPL08 ::YaminiG05 
::LiBRHCN05 ::Protection ::Traceability ::Vana 
::Lucian ::Snodgrass95 ::FlescaFG02 ::1501 
::15310498 ::Gunther93 ::Replicated ::Eunus 
::Attribute ::Teubner ::Clio ::spieSR 
::Atallah ::Andreas ::SizovSTW02 ::485 
::YuHC05 ::Monotonicity ::CopelandK85 ::StodolskyGH93 
::IpeirotisNCG05 ::1373 ::Warehouses ::FaradjianGB02 
::952 ::4497494 ::tods ::804 
::COUNT ::Estimation ::Ranganathan ::Antonio 
::LiuYT05 ::Enhanced ::511 ::P154 
::Kasthurirangan ::Designing ::Edoardo ::Art 
::Amza ::Lp ::Hsu ::Link 
::1468 ::106 ::Footprint ::833 
::Manjhi ::Samet90 ::P144 ::Shen 
::htm ::HaraHTN97 ::Jianlong ::Bhavani 
::Shuigeng ::JinZLWS06 ::BohlenBJ98 ::Challenges 
::914858 ::Minji ::Blocking ::Brakatsoulas 
::1536 ::Fukuda ::Davulcu ::Cai 
::Role ::Watzke ::535 ::Modeling 
::AgrawalAS93 ::Kambhampati ::SegevP89 ::SenR05 
::Tiong ::15310500 ::Probabilistic ::LakshmananSS97 
::anonymizing ::1624 ::ZEBRA ::Si 
::Santos ::Christian ::Herbert ::DiaoFFT02 
::DeFazio01 ::Relationships ::GuptaCG08 ::Online 
::Improve ::Shadmon ::Hae ::UchiyamaOH05 
::Giorgio ::Vikas ::4497486 ::Protecting 
::BitonBDH08 ::Fayyad ::Mauroux ::Representing 
::btw ::Division ::4497421 ::TungHH01 
::pe ::Brakatsoulas ::Gupta ::IP 
::Versatile ::Galpin ::Le ::4497460 
::Zeldin ::Rishe ::Gisela ::1608 
::Quickly ::Wook ::Brian ::Heterogeneous 
::Yamini ::BryanEF08 ::Tree ::Based 
::Peter ::Matthew ::22851111abs ::4497582 
::DBXplorer ::132 ::P024 ::22850131abs 
::HanFWCGKLLRSXZ96 ::914829 ::Ben ::End 
::h ::icde2008 ::Novel ::an 
::BorgBG83 ::4497580 ::the ::22851143abs 
::Fernandez ::BabuMWM05 ::Structures ::43 
::streams ::4497523 ::Subrahmanian ::Scheduling 
::ReissH05 ::PGM ::Explaining ::Images 
::SrivastavaL88 ::IHE ::Sets ::Nilesh 
::1318 ::SellentinM97 ::UNIDOOR ::VaidyaC05 
::60 ::AbiteboulB91 ::132 ::Frequency 
::Yangjun ::Takegawa ::791 ::Zwol 
::Parallelism ::Kaushik ::22851149 ::HenrichHSW91 
::P486 ::Rosa ::Nina ::Zukowski 
::Malkemus ::GryzSZZ01 ::22851109abs ::RDBMS 
::HellersteinNP95 ::Rundensteiner ::Assertional ::Chawathe 
::Larson02 ::264 ::Resilient ::RAIDs 
::Saake ::Kreutz ::Fetching ::15310345abs 
::Lewis ::Operation ::RuemmlerW93 ::Narayanan 
::CruzALRZ97 ::WangHLS06 ::toms ::Rahm92 
::LinYWL05 ::1330 ::Granular ::1160 
::AliZTK08 ::Relaxation ::942 ::Aritsugi 
::t ::HarrisonD92 ::ROLAP ::4497497 
::TaoPZL05 ::Hans ::Das ::853 
::Ozcan ::AdaliCPS96 ::4497553 ::4497456 
::Software ::Zdonik ::Xiaoyong ::HuaYL06 
::Willis ::914825 ::ShanADDK95 ::1333 
::Shin ::Ganesan ::4497523 ::Achieving 
::elmagarmid92 ::Dam97 ::GuPYC08 ::Notification 
::440 ::P094 ::Haibo ::Raghu 
::Javeed ::RamanSQRDKNS08 ::Memos ::1560 
::Shuai ::Business ::300 ::Shen 
::914825 ::ChandelNS06 ::Venkitasubramaniam ::Remote 
::22850730abs ::Exploratory ::AnYS01 ::PoosalaIHS96 
::Methodical ::Jazayeri ::Caches ::Nilesh 
::SunAA02 ::IvesT08 ::4497442 ::AggarwalCH06 
::Gen ::Spatio ::ChakravarthyL98 ::VrhovnikSRM08 
::Olivier ::Kong ::Wilhite ::Dikaiakos 
::Relation ::Marcin ::Bassiouni85 ::Dunn 
::ChiuehB08 ::Meets ::McCannSD08 ::Wouter 
::Prashant ::Sliding ::Sourav ::1615 
::Bitemporal ::Deshpande ::StromY85 ::Bakalov 
::JermaineOY02 ::ShuklaDNR96 ::15310103abs ::GuhaK02 
::Safeguarding ::P154 ::Pekka ::Masaru 
::Juha ::Miller95 ::Banich ::French 
::22850490abs ::130 ::Everyplace ::Papaemmanouil 
::254 ::142 ::Burst ::1611 
::Xiaojin ::1619 ::GravanoGT94 ::Cudr 
::StockerKBK01 ::Amza ::1036 ::IndexFabric 
::WuAA02 ::4497477 ::Whang ::LynchS88 
::AmmannJR97 ::good ::ONeilG95 ::Errors 
::Rundensteiner92 ::1414 ::521 ::314 
::KriegelKPR06 ::icdcs ::within ::Integrity 
::Khuzaima ::LupuY06 ::GhinitaTK08 ::Jonas 
::4497617 ::EstanN06 ::1436 ::Enabled 
::Bosworth01 ::Suchanek ::914823 ::Histogram 
::MaurouxAF06 ::SPEX ::Mitschang ::Brakatsoulas 
::Latanya ::DelcambreMBDWGALL01 ::Lot ::Zaharioudakis 
::Matchings ::granularity ::P126 ::BakalovT08 
::Schning ::52 ::Venky ::ngc 
::735 ::Orlando ::1397 ::Riemenschneider 
::Area ::BlottRS96 ::DB ::Balke 
::Ka ::Peters ::Multivariate ::1620 
::1567 ::Keyword ::Datar ::Microsoft 
::40 ::ShkapenyukS02 ::Answer ::AnciauxBHPA08 
::Its ::Warehouse ::Polyzotis ::Probabilistic 
::BerchtoldEKKS98 ::301 ::Ryan ::4497530 
::OSSM ::Internal ::354 ::Quadtree 
::FernandezA02 ::V ::Intermittently ::ZouC08 
::Eenjun ::Boat ::AHYDS ::BorgBGHO89 
::1548 ::Akitsugu ::342 ::Distribution 
::872 ::P134 ::Copy ::Fu 
::CandanHS98 ::Makoto ::Optimized ::22851115 
::1012 ::1127 ::OrfaliHE96 ::P 
::4497446 ::proceedings ::4497465 ::Anonymization 
::YiJF98 ::Vana ::Server ::1408 
::Idea ::Resolution ::4497559 ::List 
::on ::Farnoush ::Jhingran ::22850545 
::Luis ::672 ::Baile ::Timothy 
::YiuJHL08 ::Leutenegger ::1043 ::Compiler 
::470 ::1099 ::Darrell ::P599 
::Yin ::117 ::Wook ::Balakrishna 
::Junyi ::Satoh ::Estimators ::X05t 
::SavasereON95 ::Hieu ::Kanne ::David 
::FayyadPSU96 ::Warehousing ::ChenD97 ::Freeston95 
::PageRank ::FernandezFKLS97 ::Weighted ::Soccer 
::OptRR ::Braga ::Man ::MoerkotteN08 
::Ladin ::Abdel ::4497587 ::Indyk 
::KotidisSV06 ::Idreos ::Stonebraker91 ::171 
::MalkemusPBC05 ::ChenOR08 ::MeoPC98 ::4497517 
::Georgiadis ::Biological ::Editor ::h 
::SimitsisVS05 ::Approximate ::DBXplorer ::once 
::22851144 ::Decoupled ::Human ::Shen 
::8 ::201 ::sigmod ::914877 
::Nikos ::218 ::Rohit ::Lessons 
::JeungSZ08 ::156 ::525 ::Definition 
::Columns ::Upendra ::BrinkhoffKS96 ::HoweM05 
::BonchiGLOPT06 ::Past ::Srivastava ::Puniyani 
::ChaudhuriDMN01 ::22850162abs ::Vinayak ::Matt 
::Dimension ::Gignere01 ::BronczWK98 ::Relationally 
::Hidden ::Ganti ::4497466 ::507 
::Grid ::616 ::Patel ::SnodgrassA86 
::Maps ::22850668abs ::Cho ::Haixun 
::Structure ::Cruz92 ::Advancement ::914851 
::Claudio ::645 ::Conscious ::Wiederhold93 
::Prasan ::ShatdalN93 ::22850081abs ::SVL 
::Coupling ::Bianca ::161 ::Repositories 
::Livny ::1149 ::Qing ::Science 
::Torlone ::DoanH02 ::Hammad ::790 
::Chain ::Schmidt ::Pessimist ::SolworthO91 
::Ting ::Cho ::Handling ::136 
::Qin ::Weining ::Mikhail ::Extended 
::1432 ::15310369abs ::4497517 ::Jansen 
::Tzi ::GubanovBM08 ::1122 ::Simoudis 
::Xiaokui ::LudascherGM01 ::ChangMZS98 ::GhinitaTK08 
::Mario ::1307 ::Producing ::GoldingBSSW95 
::4497424 ::Arnold ::Highly ::Davidson 
::Rantzau ::Gill ::Latent ::Ajay 
::Domain ::Indexing ::HullY90 ::MendelzonW95 
::Nrvg ::Sebastian ::Le ::Yang 
::Rabinovich ::Multiresolution ::Salzberg88 ::Schroeder 
::Response ::Hui ::15310383abs ::KasneciSIRW08 
::532 ::Rakesh ::Yao ::Sellis 
::VrhovnikSES08 ::AgrawalS95 ::HarinarayanRU96 ::725 
::Sales ::Heterogeneous ::Cable ::rules 
::Galt ::54 ::Swart ::15310357abs 
::Regions ::HiWaRPP ::ShriraX05 ::Gokey 
::Stream ::IHE ::ssd ::Hwang 
::1100 ::Almeida ::CormodeKMW08 ::Cubes 
::P342 ::Chamberlain ::ArocenaM98 ::Sen 
::Sueda ::BryanEF08 ::Sharing ::Kien 
::Kimball96 ::4497617 ::PapakonstantinouGW95 ::PitouraT08 
::JoshiJ06 ::4497618 ::ZukowskiHNB06 ::Gokey 
::189 ::Bhalotia ::Chita ::ZhangLXKW06 
::Baker ::ColbyGLMT96 ::Subarna ::Suri 
::Haixun ::Alomari ::purpose ::Livny 
::Riccardo ::Made ::ShashaLSV95 ::Boedihardjo 
::View ::Rajkumar ::Specification ::4497531 
::Ha ::Steven ::Trombetta ::Mass 
::Disease ::4497538 ::Charu ::Georges 
::HuhtalaKPT98 ::Object ::Tolani ::Xiaokui 
::186 ::P182 ::Justin ::Tradeoffs 
::Incremental ::PiatetskyF91 ::Kapantaidakis ::Transformations 
::462 ::Ellmann ::BanerjeeC96 ::Phan 
::Xie ::Chow ::Databases ::Interacting 
::22850422abs ::Mannila ::Inflationary ::Estan 
::pages ::Automata ::Kanagal ::Queries 
::Mapping ::Xiaodan ::Morishima ::Weihl88 
::ORDBMS ::15310297abs ::Labeling ::912 
::Antoni ::Usama ::Subrahmanian ::Techniques 
::Selinger ::Yihua ::Tiancheng ::Cranston 
::Leung ::EstanN06 ::Porto ::Rahm92 
::CormenLR89 ::Tomasic ::Bonifati ::Eun 
::DeFazio ::22850081abs ::Sanjay ::Agma 
::Prabhakaran ::Singh ::320 ::ObermeierBHCS08 
::Systematic ::1482 ::Simitsis ::Tari 
::22850705abs ::Queuing ::Building ::YiJF98 
::Jiang ::180 ::Main ::Tsumura 
::Dongwon ::Geerts ::66 ::FranklinZTCD92 
::Draper01 ::ChenR05 ::micro ::Dohnal 
::AdaliCPS96 ::NambiarK06 ::P164 ::704 
::Closure ::LiebermanSS08 ::Zhuang ::1494 
::Query ::Workflow ::Advanced ::VBI 
::Checkpoint ::Trade ::Selectivity ::DeWittFMV90 
::Did ::P2P ::BernsteinHM90 ::Smodels 
::ipsj ::Sovereign ::Bernstein ::564 
::KivinenM95 ::Dmitri ::Simple ::Mukhopadhyay 
::MohanHLPS92 ::Commutative ::AgrawalG89 ::JefferyAFHW06 
::Agents ::ee ::224 ::Operation 
::Suman ::P182 ::15310517abs ::Array 
::Renz ::After ::KotidisSV06 ::189 
::113 ::15310287abs ::22850583abs ::Link 
::PetitTBK96 ::Onizuka ::Hristidis ::DeligiannakisSKVD08 
::Dale ::AbiteboulMP05 ::DaynesC01 ::15310129abs 
::15310017abs ::15310639abs ::Partitions ::Colors 
::Sourav ::Aggarwal08 ::Behzad ::Mannila 
::Gubanov ::15310093abs ::Nikolaus ::Sizov 
::914810 ::Khatchadourian ::22850606abs ::Ixent 
::DSI ::ChenDZ06 ::Bulut ::ChenDYR08 
::Naga ::SrivastavaL88 ::RDBMS ::P024 
::472 ::their ::Nikolaus ::Lindsay 
::Cochrane ::1125 ::Grust ::Wiederhold93 
::Jiawei ::Relations ::Information ::Scene 
::StonebrakerADLO94 ::1352 ::1354 ::Park 
::SquicciariniPB08 ::329 ::Ordering ::GoldinK95 
::BertinoK89 ::Zhu ::336 ::Knig 
::Fegaras ::Sampling ::Brakatsoulas ::Haggai 
::282 ::212 ::627 ::icde2005 
::Silberschatz ::LiuC08 ::Hoel ::Shahan 
::BernsteinGW93 ::622 ::Bouaziz ::ee 
::SilbersteinHYY05 ::Ramakrishnan ::BhowmickP06 ::KapitskaiaTV97 
::Producing ::BrakatsoulasPT05 ::Assurance ::229 
::598 ::ChanFGR02 ::Mohan90 ::15310053abs 
::1406 ::Archival ::Wenfei ::Images 
::Conor ::Display ::Weld ::BehrG05 
::Mittal ::Algebraic ::Bates ::Silberstein 
::Fosca ::893 ::Ann ::Daudjee 
::ChenLL08 ::Unlinkable ::1400 ::Yuguo 
::Ioannidis ::Simple ::Patel ::200 
::CastellanosC05 ::Guan ::Prototyping ::81 
::Etzard ::Join ::BlossomTree ::ShaoNS05 
::ChawatheRGW96 ::Compressing ::22850273abs ::Nicklas 
::Market ::764 ::Clifton ::4497427 
::MAFIA ::Counts ::jcss ::ke 
::STAG ::Zhuang ::Liang ::cgmOLAP 
::ZhouP08 ::Lucchese ::Synthesizing ::Aranyak 
::RDBMSs ::url ::Maya ::Tzi 
::is ::1451 ::MaH01 ::DBXplorer 
::154 ::Engine ::4497444 ::104 
::TaoPZ02 ::Antijoin ::ZhangLW08 ::204 
::Sugata ::Methodical ::Improve ::BertinoK89 
::Wireless ::Athitsos ::DasguptaGJSV05 ::Dinh 
::557 ::SarawagiS94 ::Franoise ::243 
::MalikBC05 ::914827 ::ChengYHY08 ::QianW91 
::Scene ::LiuL02 ::4497421 ::databases 
::1139 ::Leung ::631 ::Donghui 
::Simmen ::jlp ::Szabo ::Kasneci 
::Ira ::Flow ::AnYS01 ::Prabhakar 
::Bowman ::Kien ::1583 ::Labrinidis 
::Emmanuel ::Compliance ::22850157abs ::4497622 
::466 ::Speed ::Qiming ::Papotti 
::Kyun ::Earth ::Yanlei ::369 
::Adjourn ::433 ::Convoy ::Across 
::Rajagopalan ::DIPBench ::Mitch ::Archetypes 
::Coordinate ::Nectaria ::Storage ::E 
::FarfanHRB08 ::Denzel ::GravanoGT94 ::1631 
::Mediation ::22850487 ::Oliver ::Suchanek 
::J ::37 ::Prefiltering ::Indexes 
::Antti ::Teoh ::Dunham ::Rene 
::430 ::Imprecision ::Eltabakh ::Areal 
::Baralis ::State ::Anastassia ::Rich 
::ChenLGKP94 ::Fegaras08 ::ShrivastavaMR08 ::912 
::Neeraj ::416 ::Cubes ::Reiss 
::GongYQZ05 ::Johann ::Boualem ::1424 
::Places ::Sequences ::Algorithms ::Kimeli 
::Machine ::914816 ::Connected ::Manolis 
::355 ::595 ::Nagesh ::GrabsBS01 
::914816 ::Bertram ::Mukherjee ::Y 
::Yahia ::George ::Expressivity ::mss 
::Kishiko ::22850353 ::AndresO98 ::Pipelined 
::476 ::CormodeMZ06 ::Takeshi ::Modern 
::728 ::22850791abs ::4497530 ::Kornel 
::KoudasS98 ::1491 ::31 ::Eike 
::1603 ::Salzberg88 ::Erik ::15310225abs 
::Radwan ::22851145abs ::1468 ::THALIA 
::Huhtala ::1144 ::Fjording ::e 
::316 ::GounarisPSFSW06 ::Opportunities ::Petkovic 
::Author ::4497541 ::DeFazio01 ::Joseph 
::Range ::Summaries ::122 ::Sharad 
::Xiaohong ::Anonymity ::Haruo ::Samples 
::Automating ::Approximation ::User ::FLWOR 
::Changing ::22851073abs ::Probabilistic ::Navigation 
::Selinger ::P316 ::ssdbm ::1396 
::15310191abs ::314 ::529 ::270 
::year ::Jonathan ::Elmeleegy ::AntonyWAA08 
::Cao ::Pushing ::Industry ::Pessimist 
::1219 ::Charging ::Donghui ::OomotoT93 
::1559 ::Prodromos ::Augsten ::artdb 
